Date,SMALLIETF.NS,SMALLGROWW.NS,SBISMLETF.NS,HEXAGON.BO,BAGMANE.BO,OMKAR.BO,HEXAGON.NS,BARONINF.BO,RIIT.BO,TACENT.BO,TMTIND-B1.BO,ANZEN.BO,OSWALEA.BO,PIRAMALFIN.BO,PIRAMALFIN.NS,CORONA.BO,CORONA.NS,LICNETFGSC.NS,MSCI360.NS,ADVAIT.NS,INDIGRID.BO,GTEIT.BO,PSPLATINA.BO,GOLDBETA.NS,HEALTHCARE.NS
2024-07-31,,,,,,4.949999809265137,,0.9200000166893004,,20.46999931335449,3.930000066757202,,37.880001068115234,,,,,25.780000686645508,,,115.64572143554688,1.6799999475479126,,59.150001525878906,
2024-08-30,,,,,,5.190000057220459,,0.9200000166893004,,22.559999465942383,4.119999885559082,,39.77000045776367,,,,,26.13999938964844,,,112.6648941040039,1.6799999475479126,,61.25,
2024-09-30,,,,,,5.440000057220459,,0.959999978542328,,24.86000061035156,4.320000171661377,,41.75,,,,,26.40999984741211,,,117.2917022705078,1.7599999904632568,,64.0999984741211,
2024-10-31,,,,,,5.440000057220459,,0.959999978542328,,24.86000061035156,4.320000171661377,,41.75,,,,,26.38999938964844,,,122.87217712402344,1.7599999904632568,,67.19999694824219,
2024-11-29,,,,,,5.710000038146973,,1.0,,26.100000381469727,4.53000020980835,,41.75,,,,,26.51000022888184,,,121.77974700927734,1.840000033378601,,64.94999694824219,
2024-12-31,,,,,,5.989999771118164,,1.0499999523162842,,26.100000381469727,4.75,,43.83000183105469,,,,,26.739999771118164,,,120.20835876464844,2.119999885559082,910318.625,64.6500015258789,
2025-01-31,,,,,,5.989999771118164,,1.0499999523162842,,27.39999961853028,4.75,,46.02000045776367,,,,,27.049999237060547,,,123.15354919433594,2.440000057220459,903960.6875,69.75,
2025-02-28,,,,,,6.28000020980835,,1.100000023841858,,28.770000457763672,4.980000019073486,,48.31999969482422,,,,,27.059999465942383,,,121.1265869140625,2.950000047683716,895226.875,72.0,
2025-03-28,,,,,,6.590000152587891,,1.100000023841858,,30.200000762939453,5.21999979019165,92.1855010986328,48.31999969482422,,,,,27.989999771118164,,,121.36809539794922,3.569999933242798,890859.8125,75.25,
2025-04-30,,,,,,6.590000152587891,,1.149999976158142,,30.200000762939453,5.21999979019165,92.1855010986328,50.72999954223633,,,,,28.18000030517578,,,127.0177230834961,4.519999980926514,895701.375,80.1500015258789,
2025-05-30,,,,,,6.909999847412109,,1.2000000476837158,,31.709999084472656,5.480000019073486,94.36663055419922,53.2599983215332,,,,,28.5,,,130.3988037109375,5.46999979019165,895701.375,80.6500015258789,
2025-06-30,,,,,,7.25,,1.2599999904632568,,33.290000915527344,5.480000019073486,100.20667266845705,53.2599983215332,,,,,28.350000381469727,,,133.2805938720703,6.960000038146973,889444.0625,80.9000015258789,
2025-07-31,,,,,,7.610000133514404,,1.3200000524520874,,33.290000915527344,5.75,104.31071472167967,55.91999816894531,,,,,28.440000534057617,,,142.0326690673828,8.4399995803833,892062.875,83.30000305175781,
2025-08-29,,,,,,7.610000133514404,,1.3200000524520874,,34.95000076293945,5.75,104.8217544555664,55.91999816894531,,,,,28.1299991607666,,,149.53775024414062,10.239999771118164,909499.8125,86.3499984741211,
2025-09-30,,,,,,7.989999771118164,,1.3799999952316284,,34.95000076293945,6.03000020980835,104.8217544555664,58.709999084472656,,,,,28.299999237060547,,,151.43905639648438,10.75,914935.4375,97.3499984741211,
2025-10-31,,,,,,7.639999866485596,,1.3799999952316284,,34.95000076293945,6.03000020980835,109.37923431396484,58.709999084472656,,,,,28.61000061035156,,,156.43336486816406,11.279999732971191,952421.5,101.4499969482422,
2025-11-28,,,,,,8.020000457763672,,1.440000057220459,,36.68999862670898,6.03000020980835,111.9446258544922,58.709999084472656,1541.0980224609375,1539.964599609375,,,28.799999237060547,,,156.78643798828125,11.84000015258789,944472.9375,105.9000015258789,
2025-12-31,,,,,,8.420000076293945,,1.5099999904632568,,40.43999862670898,6.639999866485596,109.89230346679688,61.63999938964844,1630.987548828125,1633.7327880859375,1378.2879638671875,1377.3570556640625,28.739999771118164,,,157.08448791503906,12.43000030517578,980007.625,115.8000030517578,
2026-01-30,,,,,,8.420000076293945,,1.5099999904632568,,40.43999862670898,6.639999866485596,109.14600372314452,61.63999938964844,1735.79248046875,1733.6658935546875,1471.576171875,1471.143310546875,28.65999984741211,,1502.8377685546875,153.20046997070312,12.43000030517578,993975.75,132.85000610351562,
2026-02-27,,,,,,8.84000015258789,,1.5800000429153442,,42.459999084472656,6.639999866485596,111.7731475830078,61.63999938964844,1729.179931640625,1728.79345703125,1572.2239990234375,1578.5550537109375,28.89999961853028,,1703.54248046875,158.74916076660156,12.880000114440918,1010350.5,133.8000030517578,18.8700008392334
2026-03-30,,,,,,9.279999732971191,,1.649999976158142,107.94947052001952,42.459999084472656,7.309999942779541,119.41575622558594,71.33999633789062,1821.10791015625,1824.152587890625,1547.6588134765625,1547.5250244140625,28.38999938964844,,1688.4571533203125,157.80438232421875,12.880000114440918,996848.5,122.5500030517578,17.889999389648438
2026-04-30,,,,,,9.279999732971191,,1.649999976158142,108.13557434082033,42.459999084472656,7.309999942779541,119.41575622558594,71.33999633789062,1985.3253173828125,1987.3270263671875,1715.58740234375,1717.19580078125,28.57999992370605,,2018.5360107421875,164.2841339111328,11.630000114440918,1028053.9375,125.6999969482422,19.0
2026-05-29,,,16.978500366210938,,101.9858856201172,9.739999771118164,,1.7300000190734863,108.6742935180664,44.58000183105469,7.670000076293945,122.1020050048828,74.9000015258789,1917.9578857421875,1915.9320068359373,1665.363037109375,1667.567626953125,28.770000457763672,,2034.4205322265625,167.4527130126953,9.979999542236328,1033928.5,130.8000030517578,19.82999992370605
2026-06-30,17.75,45.97999954223633,17.70949935913086,63.63999938964844,102.202880859375,10.220000267028809,63.40999984741211,1.7300000190734863,111.94578552246094,49.13999938964844,7.670000076293945,126.986083984375,74.9000015258789,2165.25,2164.10009765625,1963.550048828125,1967.300048828125,29.38999938964844,9.969300270080566,2297.36474609375,172.7869873046875,8.699999809265137,1042740.4375,117.9499969482422,20.959999084472656
2026-07-31,17.979999542236328,46.91999816894531,17.8799991607666,64.6500015258789,103.89934539794922,10.18000030517578,64.19000244140625,1.809999942779541,114.5512237548828,49.13999938964844,8.050000190734863,126.986083984375,78.63999938964844,2065.0,2055.5,2094.14990234375,2098.800048828125,29.489999771118164,10.229999542236328,2308.35400390625,174.72137451171875,8.25,1078500.0,119.1999969482422,21.61000061035156
2026-08-31,18.450000762939453,48.97999954223633,18.450000762939453,67.9800033569336,106.5199966430664,10.68000030517578,67.4000015258789,1.899999976158142,121.48999786376952,51.59000015258789,8.449999809265137,132.0,78.63999938964844,2292.5,2300.39990234375,2048.050048828125,2050.300048828125,29.350000381469727,10.210000038146973,2168.58984375,175.1199951171875,7.889999866485596,1100000.0,129.9499969482422,21.729999542236328
