Date,SMALLIETF.NS,SMALLGROWW.NS,SBISMLETF.NS,HEXAGON.BO,BAGMANE.BO,OMKAR.BO,HEXAGON.NS,BARONINF.BO,RIIT.BO,TACENT.BO,TMTIND-B1.BO,ANZEN.BO,OSWALEA.BO,PIRAMALFIN.BO,PIRAMALFIN.NS,CORONA.BO,CORONA.NS,LICNETFGSC.NS,MSCI360.NS,ADVAIT.NS,INDIGRID.BO,GTEIT.BO,PSPLATINA.BO,GOLDBETA.NS,HEALTHCARE.NS
2023-09-29,,,,,,3.559999942779541,,0.7599999904632568,,12.600000381469728,2.789999961853028,,28.299999237060547,,,,,24.0,,,101.43116760253906,1.159999966621399,,49.45000076293945,
2023-10-31,,,,,,3.549999952316284,,0.7799999713897705,,13.229999542236328,2.9200000762939453,,29.709999084472656,,,,,23.88999938964844,,,99.44867706298828,1.2699999809265137,,52.20000076293945,
2023-11-30,,,,,,3.7200000286102295,,0.7799999713897705,,13.890000343322754,2.9200000762939453,,29.709999084472656,,,,,24.15999984741211,,,98.14000701904295,1.3300000429153442,,53.45000076293945,
2023-12-29,,,,,,3.7200000286102295,,0.7799999713897705,,13.890000343322754,2.9200000762939453,,29.709999084472656,,,,,24.479999542236328,,,98.06437683105467,1.3300000429153442,,53.84999847412109,
2024-01-31,,,,,,3.900000095367432,,0.7799999713897705,,13.890000343322754,3.2100000381469727,,31.190000534057617,,,,,24.82999992370605,,,105.0058135986328,1.4500000476837158,,53.29999923706055,
2024-02-29,,,,,,4.090000152587891,,0.8100000023841858,,14.579999923706056,3.2100000381469727,,31.190000534057617,,,,,24.989999771118164,,,103.53036499023438,1.4500000476837158,,53.0,
2024-03-28,,,,,,4.289999961853027,,0.8100000023841858,,15.300000190734863,3.5299999713897705,,32.7400016784668,,,,,25.07999992370605,,,103.1343002319336,1.4500000476837158,,56.79999923706055,
2024-04-30,,,,,,4.289999961853027,,0.800000011920929,,16.059999465942383,3.700000047683716,,36.08000183105469,,,,,25.0,,,106.7375030517578,1.5199999809265137,,61.45000076293945,
2024-05-31,,,,,,4.5,,0.8399999737739563,,16.860000610351562,3.5799999237060547,,36.08000183105469,,,,,25.3799991607666,,,106.75804138183594,1.590000033378601,,61.59999847412109,
2024-06-28,,,,,,4.71999979019165,,0.8799999952316284,,16.860000610351562,3.75,,37.880001068115234,,,,,25.600000381469727,,,108.00183868408205,1.600000023841858,,61.0,
