Date,0239.KL,0321.KL,5606.KL,5227.KL,1015.KL,6262.KL,1066.KL,6491.KL,4863.KL,5246.KL,5235SS.KL,5027.KL,5053.KL,7161.KL,3301.KL,0828EA.KL,0393.KL,0827EA.KL,5309.KL,5299.KL,1929.KL,2038.KL,5285.KL,2593.KL,5878.KL
2024-07-31,0.4325000047683716,,1.3703018426895142,1.7595089673995972,4.028110980987549,1.1895428895950315,4.919503688812256,1.8011631965637207,6.268346786499023,4.040501117706299,6.714726448059082,2.176442623138428,0.9533581733703612,1.768670678138733,10.14670467376709,3.509999990463257,,2.694999933242798,3.11658239364624,0.4064868986606598,7.082355499267578,3.5105371475219727,4.182043552398682,4.812630653381348,1.7915374040603638
2024-08-30,0.4325000047683716,,1.4512248039245603,1.7915329933166504,4.644384860992432,1.2556285858154297,5.28135871887207,1.844460368156433,6.079487323760986,3.913601875305176,6.937068462371826,2.123142004013061,0.9473239779472352,1.6205552816390991,11.254267692565918,3.4200000762939453,,2.7799999713897705,3.3936119079589844,0.4148707687854767,7.144723892211914,3.5105371475219727,4.284957408905029,4.719181537628174,1.849328875541687
2024-09-30,0.449999988079071,0.4303336441516876,1.4296460151672363,1.9370383024215696,4.465754985809326,1.247201681137085,5.454300880432129,1.7838441133499146,6.159823894500732,3.932018756866455,7.198241710662842,2.1142585277557373,0.9470919370651244,1.6678589582443235,12.272510528564451,3.400000095367432,,2.865000009536743,3.571702480316162,0.4451217949390411,7.0528883934021,3.483182430267334,4.481429576873779,4.793941020965576,2.0527148246765137
2024-10-30,0.449999988079071,0.4638040363788605,1.4296460151672363,1.891567826271057,4.555069923400879,1.424169421195984,5.657293319702148,1.7492064237594604,5.948997020721436,3.876767873764038,7.198241710662842,2.1590521335601807,0.9593923091888428,1.78257954120636,12.004551887512209,3.799999952316284,,2.9049999713897705,3.5519144535064697,0.453764945268631,7.15390682220459,3.601720094680786,4.346125602722168,4.74721622467041,2.023666858673096
2024-11-29,0.457500010728836,0.5020558834075928,1.4188553094863892,1.925350785255432,4.814083576202393,1.5000126361846924,5.966193675994873,1.905076503753662,5.820667266845703,3.941227436065674,7.216238021850586,2.404338121414185,0.9962921142578124,2.03849458694458,13.594441413879396,3.700000047683716,,2.914999961853028,3.660747766494751,0.4663577079772949,7.622262954711914,3.765849113464356,4.544536113739014,4.859354972839356,2.410971403121948
2024-12-31,0.4850000143051147,0.5257894992828369,1.5216071605682373,1.971411943435669,4.986344337463379,1.4121818542480469,5.719072818756104,2.0089895725250244,6.095659732818604,4.291148662567139,7.418521404266357,2.321110725402832,1.0946906805038452,2.012301445007324,12.988018989562988,3.640000104904175,,3.049999952316284,3.665107011795044,0.4971550107002258,7.743160724639893,3.662340641021729,4.676809310913086,4.896644592285156,2.3636624813079834
2025-01-31,0.5249999761581421,0.5403947234153748,1.5272846221923828,1.9990482330322263,5.131930828094482,1.3863492012023926,5.6749444007873535,2.0522868633270264,6.049827575683594,4.21748161315918,7.409420013427734,2.191646337509156,1.020891189575195,1.9485629796981807,12.134260177612305,3.839999914169312,,2.990000009536743,3.4267258644104004,0.4839561879634857,7.668347358703613,3.5962674617767334,4.582328796386719,4.868340492248535,2.198303461074829
2025-02-28,0.5249999761581421,0.5209210515022278,1.5613505840301514,2.106337308883667,5.241121292114258,1.5327340364456177,6.098579406738281,1.9570329189300537,6.260654926300049,4.349141597747803,7.851428985595703,2.182399272918701,1.1684901714324951,1.903035879135132,12.170592308044434,3.940000057220459,,2.984999895095825,3.873690128326416,0.4773260951042175,7.61223840713501,3.700096607208252,4.790186882019043,4.802297592163086,2.305300235748291
2025-03-28,0.5600000023841858,0.5209210515022278,1.5443180799484253,2.097017288208008,5.095534324645996,1.562712550163269,6.291362762451172,1.9743517637252808,6.174485206604004,4.528390407562256,7.888596057891846,2.10841965675354,1.0946906805038452,1.9130972623825075,12.66104793548584,4.25,,2.75,3.9399824142456055,0.4728650450706482,7.696402072906494,3.8888769149780273,4.639017105102539,4.830601215362549,2.598878860473633
2025-04-30,0.574999988079071,0.5063157677650452,1.5386407375335691,2.1808974742889404,4.695170879364014,1.5180635452270508,6.116603374481201,1.9743517637252808,6.410152912139893,4.009512424468994,8.074427604675293,2.098153591156006,1.045491337776184,1.8484033346176147,12.334077835083008,4.5,,2.684999942779541,3.671347379684448,0.4951700568199157,7.528072834014893,4.002145290374756,4.487847328186035,4.7645583152771,2.813823938369751
2025-05-30,0.6299999952316284,0.5111841559410095,1.5783840417861938,2.1921420097351074,4.7679643630981445,1.571642279624939,5.914248943328857,2.2341349124908447,6.1556315422058105,4.283102512359619,8.288134574890137,2.117055892944336,1.1006652116775513,1.9870338439941408,12.969854354858398,4.389999866485596,,2.869999885559082,3.860386848449707,0.5095439553260803,8.042413711547852,4.3891448974609375,4.341375827789307,4.811731815338135,2.6575002670288086
2025-06-30,0.7200000286102295,0.5160526037216187,1.657870888710022,2.400017261505127,4.825233936309815,1.6222881078720093,5.794676780700684,2.312069892883301,6.174485206604004,5.094438552856445,8.261751174926758,2.107604742050171,1.1101536750793457,1.9408234357833865,12.549745559692385,4.300000190734863,,3.049999952316284,3.7111451625823975,0.5277419686317444,8.594160079956055,4.208449363708496,4.496424674987793,4.943818092346191,2.6065735816955566
2025-07-31,0.7300000190734863,0.4819736778736114,1.7771010398864746,2.626791000366211,4.777928352355957,1.7242604494094849,5.638312339782715,2.2860915660858154,6.363018989562988,5.283121585845947,8.055208206176758,2.2210183143615723,1.2429925203323364,1.9126956462860107,12.341843605041504,4.360000133514404,,3.1600000858306885,3.989729881286621,0.5595884323120117,9.164610862731934,4.563957691192627,4.622402667999268,5.173067092895508,2.5379791259765625
2025-08-29,0.7250000238418579,0.5306578874588013,1.8338779211044312,2.577343940734864,5.099609851837158,1.7149901390075684,6.015425682067871,2.26742959022522,6.617539882659912,5.367862224578857,8.055208206176758,2.173762798309326,1.2145270109176636,2.053335189819336,13.11675262451172,4.449999809265137,,3.259999990463257,4.268314361572266,0.5506889820098877,9.17078685760498,4.852207660675049,4.893738746643066,5.124721050262451,2.5477781295776367
2025-09-30,0.7250000238418579,0.5550000071525574,1.873621225357056,2.653709650039673,5.345602512359619,1.7190691232681274,6.211790084838867,2.2207748889923096,6.783799171447754,5.147002220153809,8.171298027038574,2.2304697036743164,1.32521390914917,2.2519960403442383,13.230154037475586,4.989999771118164,,3.4200000762939453,4.467303276062012,0.5599442720413208,9.704535484313965,5.140457630157471,5.058477878570557,5.385791778564453,2.7060861587524414
2025-10-31,0.7599999904632568,0.5355263352394104,1.9020097255706787,2.567798137664795,5.392908573150635,1.7660382986068726,6.371791362762451,2.26742959022522,6.994595050811768,4.945347309112549,8.256712913513184,2.2395169734954834,1.3735792636871338,2.651083946228028,13.003351211547852,5.210000038146973,,3.559999942779541,4.517050266265869,0.5784547924995422,10.713808059692385,5.274974346160889,5.192842483520508,5.646862506866455,2.7946486473083496
2025-11-28,0.8700000047683716,0.5452631711959839,1.975819110870361,2.652282953262329,5.629439353942871,1.7848258018493652,6.541203022003174,2.3420774936676025,7.109574794769287,5.147002220153809,8.617349624633789,2.27812933921814,1.3348870277404783,2.698594331741333,14.175164222717283,5.349999904632568,,3.559999942779541,4.606595516204834,0.5740319490432739,10.674989700317385,5.736173629760742,5.123997688293457,5.675869941711426,2.548640727996826
2025-12-31,0.8550000190734863,0.5450000166893005,2.012240409851074,2.632993459701538,6.277397155761719,1.7796930074691772,7.256500720977783,2.379401445388794,7.713217735290527,5.44468355178833,8.362231254577637,2.2684760093688965,1.5476950407028198,2.5559566020965576,16.156103134155273,5.460000038146973,,3.5799999237060547,4.745887756347656,0.5975578427314758,10.3633394241333,5.647897243499756,5.635414123535156,5.666200637817383,2.659724235534668
2026-01-30,0.8550000190734863,0.5649999976158142,2.355311155319214,2.8258872032165527,6.229109287261963,1.875375390052796,7.95297384262085,2.3980634212493896,7.569493293762207,5.867198467254639,8.889664649963379,2.346067428588867,1.6250797510147097,2.6040005683898926,16.290897369384766,6.199999809265137,,3.549999952316284,5.064270496368408,0.6069682240486145,10.541336059570312,5.776709079742432,5.743598461151123,5.724917888641357,2.738823652267456
2026-02-27,0.8500000238418579,0.6150000095367432,2.50705361366272,2.806305170059204,6.209794521331787,1.798829436302185,7.905915260314941,2.370070457458496,7.13831901550293,6.020243644714356,8.996729850769043,2.336292266845703,1.6444259881973269,2.479085683822632,18.514284133911133,6.199999809265137,0.2352000027894973,3.4200000762939453,4.706089973449707,0.6078444123268127,10.52155876159668,5.746983528137207,5.655083656311035,5.695559501647949,2.8970229625701904
2026-03-31,0.8450000286102295,0.6349999904632568,2.375103712081909,2.689375877380371,6.364315509796143,1.910076260566712,8.279746055603027,2.3420774936676025,6.974543571472168,5.804884910583496,8.869464874267578,2.4633708000183105,1.5283489227294922,2.134340763092041,16.55604362487793,5.71999979019165,0.2352000027894973,3.200000047683716,4.449999809265137,0.5647688508033752,10.818219184875488,5.786617755889893,5.950131893157959,5.764062404632568,3.3947534561157227
2026-04-30,0.8500000238418579,0.6650000214576721,2.365207433700561,2.8355376720428467,5.939383506774902,1.9779468774795528,7.985443115234375,2.370070457458496,7.347828388214111,5.579737663269043,8.869464874267578,2.559999942779541,1.7411569356918335,2.17332410812378,17.129669189453125,5.599999904632568,0.240100011229515,3.660000085830689,4.849999904632568,0.5839135646820068,10.67977809906006,5.578537464141846,6.097655296325684,5.783634662628174,3.305417776107788
2026-05-29,0.8600000143051147,0.6800000071525574,2.4245851039886475,2.735349655151367,6.258082389831543,2.045817613601685,8.054113388061523,2.444718360900879,7.269242286682129,5.981087684631348,8.673670768737793,2.5299999713897705,1.970731735229492,2.1635782718658447,19.0,5.5,0.240100011229515,3.950000047683716,4.949999809265137,0.592035710811615,10.877551078796388,5.152467727661133,5.809999942779541,5.724917888641357,3.1863036155700684
2026-06-30,0.8550000190734863,0.699999988079071,2.359999895095825,2.7254748344421387,6.369999885559082,2.0161681175231934,8.122784614562988,2.4540493488311768,7.373655796051025,5.93214225769043,8.902105331420898,2.619999885559082,1.9214634895324707,2.4061765670776367,18.780000686645508,5.099999904632568,0.2352000027894973,3.7200000286102295,4.880000114440918,0.5871428847312927,10.936883926391602,5.300000190734863,5.980000019073486,5.81299352645874,3.23608946800232
2026-07-31,0.8500000238418579,0.7400000095367432,2.3399999141693115,2.71560001373291,6.760000228881836,2.1545326709747314,8.38765811920166,2.6033451557159424,7.680891513824463,6.979567050933838,8.7240629196167,2.799999952316284,1.9510244131088257,2.5150978565216064,17.719999313354492,5.119999885559082,0.240100011229515,3.799999952316284,4.75,0.6164999604225159,10.699554443359377,5.400000095367432,6.570000171661377,5.880000114440918,3.086731433868408
2026-08-31,0.8550000190734863,0.75,2.359999895095825,2.75,6.900000095367432,2.085350275039673,8.515190124511719,2.680000066757202,7.651158809661865,6.949999809265137,8.50645637512207,2.799999952316284,2.069999933242798,2.930980443954468,17.760000228881836,5.659999847412109,0.2450000047683715,3.940000057220459,4.349999904632568,0.6100000143051147,10.539999961853027,5.440000057220459,6.360000133514404,5.929999828338623,2.688443660736084
