Date,EC.PA,ENX.PA,VCT.PA,LI.PA,CBOT.PA,VIL.PA,CNDF.PA,GLE.PA,EXENS.PA,CS.PA,SAF.PA,DPAM.PA,COFA.PA,CRBP2.PA,ELEC.PA,ENGI.PA,LOUP.PA,GTT.PA,URW.PA,MLCMB.PA,FII.PA,CCN.PA,AIGI.PA,ALENO.PA,PAT.PA
2025-06-30,170.21266174316406,142.01153564453125,56.903228759765625,30.795717239379883,3.421079397201538,14.863319396972656,17.275707244873047,47.33461380004883,40.1649055480957,39.31438446044922,272.8344421386719,841.4545288085938,15.046868324279783,21.169004440307617,132.60130310058594,18.967748641967773,85.26734924316406,160.196533203125,77.54266357421875,178.7866668701172,37.51726913452149,96.96477508544922,,3.0799999237060547,21.58225440979004
2025-07-31,169.75875854492188,138.58602905273438,54.96774291992188,31.78009033203125,3.449352741241455,15.25190258026123,19.968555450439453,54.55911636352539,40.71238708496094,40.26728820800781,286.2833251953125,893.4545288085938,15.074578285217283,21.946992874145508,138.71414184570312,18.67740249633789,89.21758270263672,157.14878845214844,81.46088409423828,196.27667236328125,47.04546356201172,110.4538345336914,,4.300000190734863,22.20438003540039
2025-08-29,161.5885467529297,138.0966796875,57.87096786499024,31.57175636291504,3.4399282932281494,16.75766372680664,23.10439109802246,51.40022659301758,39.11972427368164,37.5406608581543,281.73443603515625,874.5454711914062,14.862130165100098,25.9329891204834,144.35675048828125,16.840124130249023,88.0875015258789,151.81524658203125,84.8630599975586,227.37001037597656,45.0604248046875,127.09033203125,,4.25,23.153284072875977
2025-09-30,158.86514282226562,124.6882781982422,57.77419662475586,31.40130424499512,3.4587771892547607,16.417654037475586,25.716785430908203,54.94910430908203,43.001834869384766,38.34260940551758,296.7655639648437,902.9090576171876,14.65891933441162,27.82994079589844,151.41000366210938,17.377979278564453,89.75322723388672,150.10092163085938,85.47468566894531,244.8600006103516,45.85443878173828,135.43789672851562,,4.559999942779541,23.532846450805664
2025-10-31,166.58145141601562,121.36064910888672,62.903228759765625,31.382362365722656,3.430503845214844,17.097675323486328,26.50680160522461,54.094120025634766,48.62591552734375,35.502769470214844,304.4788818359375,884.0,14.113943099975586,28.71358299255371,164.5760955810547,19.324731826782227,90.43911743164062,163.43475341796875,85.66581726074219,270.12335205078125,50.4200325012207,127.55951690673828,,4.380000114440918,23.437957763671875
2025-11-28,171.57435607910156,129.48397827148438,68.41935729980469,31.78009033203125,3.3833813667297363,17.53483009338379,25.87672615051269,59.10319519042969,41.757568359375,36.70097351074219,287.0744323730469,874.5454711914062,14.02157497406006,26.69657325744629,165.9867401123047,20.847864151000977,84.16815185546875,164.1014404296875,87.55803680419922,268.17999267578125,48.68312072753906,121.7142562866211,,3.9800000190734863,22.77372360229492
2025-12-31,169.3048553466797,125.27550506591795,73.54838562011719,31.950544357299805,3.430503845214844,16.514799118041992,27.28712654113769,67.76062774658203,48.22775268554688,38.6445198059082,294.0955505371094,865.0908813476562,14.50189208984375,28.223737716674805,173.98043823242188,21.333362579345703,87.107666015625,152.71450805664062,88.64749145507812,304.0,52.70282745361328,121.26461791992188,,5.400000095367432,22.014598846435547
2026-01-30,170.66656494140625,115.39048767089844,75.67742156982422,30.7194881439209,3.505899429321289,17.53483009338379,26.986629486083984,72.76970672607422,53.65275192260742,36.25754165649414,297.6555480957031,803.6363525390625,14.24325942993164,28.502275466918945,205.0147857666016,23.89412879943848,92.59475708007812,176.99668884277344,88.87684631347656,260.0,53.09983825683594,142.98394775390625,15.78499984741211,6.179999828338623,22.678831100463867
2026-02-27,178.83676147460938,137.02008056640625,68.90322875976562,33.7308349609375,3.788633108139038,16.75766372680664,26.511648178100582,72.82886505126953,62.01421737670898,39.11625671386719,336.2221984863281,912.3636474609376,14.46494483947754,27.75310134887696,208.7765350341797,27.54012489318848,98.57177734375,187.8212890625,101.44384765625,272.0,55.58113861083984,141.7327880859375,15.838000297546388,5.78000020980835,22.96350479125977
2026-03-31,206.9785919189453,135.55201721191406,60.29032516479492,31.57665252685547,3.703813076019287,14.571882247924805,24.209449768066406,60.89778900146485,60.91926574707031,37.02175521850586,276.2955322265625,874.5454711914062,13.781415939331056,26.389219284057617,199.37217712402344,26.378734588623047,97.29798889160156,198.1582794189453,90.69261169433594,266.0,52.0080680847168,129.0257110595703,16.013999938964844,6.239999771118164,22.678831100463867
2026-04-30,209.70199584960932,139.8583526611328,60.0,33.5635871887207,3.7226619720458975,18.12742042541504,26.530000686645508,67.48453521728516,64.55252075195312,38.62565231323242,269.9666442871094,832.0,14.548076629638672,33.040000915527344,216.3000030517578,28.06999969482422,109.3499984741211,201.863998413086,98.52906799316406,238.0,62.20000076293945,150.52999877929688,16.53499984741211,6.079999923706055,22.868614196777344
2026-05-29,213.7870941162109,139.60000610351562,63.29999923706055,34.1090202331543,3.816906690597534,17.913700103759766,29.799999237060547,70.62999725341797,68.1500015258789,39.72999954223633,305.70001220703125,817.8181762695312,14.949999809265137,36.935001373291016,222.883056640625,26.46999931335449,119.54032135009766,192.98977661132807,99.33999633789062,232.0,67.69999694824219,158.0,17.492000579833984,6.900000095367432,23.058393478393555
2026-06-30,204.5,140.0,63.5,35.628440856933594,3.869999885559082,18.040000915527344,29.39999961853028,77.37000274658203,57.09999847412109,43.84999847412109,345.0,865.0,15.0600004196167,36.33000183105469,203.0,27.59000015258789,118.3645248413086,185.8999938964844,102.4499969482422,226.0,65.69999694824219,169.47999572753906,16.4950008392334,5.940000057220459,23.62773704528809
2026-07-31,215.5,158.60000610351562,65.5,39.34000015258789,3.910000085830689,18.89999961853028,29.600000381469727,81.30999755859375,57.20000076293945,44.93999862670898,338.3999938964844,860.0,15.800000190734863,36.20500183105469,163.0,27.11000061035156,111.7016143798828,195.6999969482422,105.3000030517578,254.0,63.29999923706055,162.0,16.964000701904297,6.78000020980835,26.39999961853028
2026-08-31,222.0,163.10000610351562,64.5,37.459999084472656,3.880000114440918,18.979999542236328,30.174999237060547,72.6500015258789,58.04999923706055,43.09999847412109,337.0,865.0,15.850000381469728,36.150001525878906,164.1999969482422,24.600000381469727,107.5999984741211,209.8000030517578,97.44000244140624,256.0,60.70000076293945,160.5,17.118000030517578,6.579999923706055,25.5
