Date,EC.PA,ENX.PA,VCT.PA,LI.PA,CBOT.PA,VIL.PA,CNDF.PA,GLE.PA,EXENS.PA,CS.PA,SAF.PA,DPAM.PA,COFA.PA,CRBP2.PA,ELEC.PA,ENGI.PA,LOUP.PA,GTT.PA,URW.PA,MLCMB.PA,FII.PA,CCN.PA,AIGI.PA,ALENO.PA,PAT.PA
2023-09-29,78.5322494506836,61.575172424316406,25.48787879943848,19.27859115600586,2.908475637435913,7.454132556915283,11.645536422729492,21.23395729064941,,23.77509498596192,143.8868408203125,395.4798278808594,9.42171859741211,15.728742599487305,77.65635681152344,11.617987632751465,54.45466995239258,101.67423248291016,41.2913932800293,112.86076354980467,21.49715042114257,71.9135513305664,,1.7400000095367432,14.13816738128662
2023-10-31,73.88536834716797,61.38858413696289,25.53189849853516,19.004722595214844,2.916738510131836,7.200219631195068,11.18227195739746,19.483272552490234,,23.585264205932617,142.31863403320312,377.2778015136719,8.875757217407227,15.005815505981444,76.36209106445312,11.996991157531738,58.21016311645508,105.3397445678711,41.21189880371094,108.48632049560548,21.11068344116211,70.10441589355469,,2.0,14.727258682250977
2023-11-30,74.53592681884766,71.09132385253906,29.009519577026367,19.170703887939453,3.0572047233581543,7.290903091430664,11.652636528015137,21.26160049438477,,24.125225067138672,155.87094116210938,392.17034912109375,8.696370124816895,14.79098415374756,80.56847381591797,12.72781467437744,65.72115325927734,107.87068939208984,51.563453674316406,117.23521423339844,21.642072677612305,69.6521224975586,,2.0799999237060547,15.65297031402588
2023-12-29,72.95599365234375,73.37708282470703,28.92147445678711,20.48194694519043,3.024153709411621,7.708044052124023,11.331368446350098,22.136940002441406,,24.88032531738281,154.36083984375,390.515625,9.23453140258789,14.867711067199709,80.40669250488281,12.72781467437744,65.72115325927734,106.2199249267578,59.10630798339844,114.06071472167967,22.80147171020508,70.55669403076172,,1.725000023841858,14.895569801330566
2024-01-31,70.81843566894531,76.17594909667969,31.738788604736328,19.992305755615234,2.991102695465088,7.454132556915283,11.404142379760742,22.077049255371094,,26.28927993774414,167.8744354248047,410.3723754882813,9.77269172668457,15.542896270751951,81.29650115966797,11.841873168945312,62.20037841796875,115.2561492919922,59.159305572509766,118.6599349975586,21.062374114990234,67.39069366455078,,1.7999999523162842,15.400504112243652
2024-02-29,71.56193542480469,79.53459167480469,31.16652488708496,19.486066818237305,2.9745774269104004,7.635497570037842,11.120147705078123,20.66728973388672,,27.74042320251465,187.50592041015625,402.0987243652344,10.342052459716797,14.95807647705078,92.62139129638672,11.862662315368652,61.96565628051758,126.68431091308594,59.689247131347656,114.06071472167967,22.89808654785156,65.58154296875,,1.7450000047683716,15.947517395019531
2024-03-28,77.9746322631836,82.28681182861328,32.178993225097656,20.686304092407227,3.065467357635498,7.980093002319336,10.74030590057373,22.86025047302246,,29.372953414916992,203.3330841064453,421.9554443359375,11.426172256469728,15.34511375427246,92.62139129638672,12.401582717895508,63.843406677246094,122.69775390625,65.80125427246094,118.6599349975586,22.84977912902832,65.10211944580078,,2.0,16.831151962280273
2024-04-30,78.5322494506836,78.97482299804688,32.26449966430664,21.772336959838867,3.0572047233581543,9.158970832824709,13.009255409240724,23.394670486450195,,29.05162811279297,197.670150756836,434.3659362792969,11.270183563232422,16.71208381652832,93.83477020263672,13.009268760681152,70.41551971435547,116.053466796875,69.3165512084961,125.09883880615234,24.069107055664062,72.3658447265625,,1.955000042915344,17.420242309570312
2024-05-31,80.85569763183594,86.68122863769531,33.94057846069336,22.92732048034668,3.1150436401367188,9.657726287841797,13.47799015045166,26.09753799438477,,29.59791374206543,209.359619140625,455.0499877929688,11.973065376281738,17.89282989501953,96.26152801513672,13.618529319763184,73.93629455566406,118.62257385253906,73.5544662475586,121.41947174072266,25.83025932312012,79.68511199951172,,2.0999999046325684,18.51426696777344
2024-06-28,83.62140655517578,82.98756408691406,31.2402286529541,21.530994415283203,3.097954750061035,9.295443534851074,11.534228324890137,20.88565444946289,21.063203811645508,27.376951217651367,193.02935791015625,443.7018127441406,11.047487258911133,15.531338691711426,95.23267364501952,11.689931869506836,64.54756164550781,110.31463623046876,67.0434341430664,114.06071472167967,22.69931983947754,70.42159271240234,,1.9299999475479128,15.863361358642578
2024-07-31,85.22438049316406,89.70331573486328,29.93661499023437,23.654184341430664,3.097954750061035,9.474564552307127,11.783476829528809,22.848447799682617,20.854656219482425,29.09640884399414,198.6031646728516,467.0545349121094,11.896641731262209,15.531338691711426,91.73789978027344,12.746277809143066,67.8336181640625,123.4365463256836,63.1951904296875,119.57978057861328,24.9007625579834,69.9678726196289,,2.259999990463257,19.34343147277832
2024-08-30,85.75870513916016,92.67743682861328,29.284807205200195,24.17228889465332,3.1244330406188965,9.568839073181152,11.670013427734377,20.79990005493164,20.109848022460938,30.806909561157227,193.5671844482422,462.5636291503906,12.34669303894043,15.894645690917969,95.23267364501952,13.964800834655762,68.6474380493164,120.63117980957033,66.07682037353516,125.09883880615234,27.884939193725582,69.4763412475586,,2.150000095367432,18.26879501342773
2024-09-30,84.42289733886719,93.492919921875,32.869747161865234,26.29830741882324,3.2038679122924805,10.087347030639648,11.337061882019045,21.29536247253418,20.06019592285156,30.923328399658203,206.4260406494141,480.5272521972656,12.474065780639648,15.894645690917969,94.79582977294922,13.600997924804688,68.41621398925781,114.65843963623048,71.6759262084961,126.01868438720705,25.9281005859375,67.3495101928711,,1.830000042915344,18.71656036376953
2024-10-31,84.69005584716797,97.28253173828124,31.70580673217773,26.22684669494629,3.177389621734619,10.13448429107666,12.36939525604248,25.13996124267578,19.26970291137696,30.91437339782715,203.1990966796875,462.5636291503906,12.584455490112305,16.939149856567383,93.92213439941406,13.513333320617676,64.62013244628906,120.72166442871094,68.28363037109375,128.77821350097656,21.818742752075195,72.3121109008789,,1.6399999856948853,18.985219955444336
2024-11-29,98.58242797851562,101.4079132080078,33.3353271484375,25.565814971923828,3.1509110927581787,10.323033332824709,12.350793838500977,23.910831451416016,18.074037551879883,29.53522491455078,215.617904663086,520.9454345703125,12.431608200073242,15.894645690917969,96.54322052001952,13.224043846130373,63.58921051025391,124.61300659179688,70.7275390625,132.4575958251953,20.400035858154297,74.96827697753906,,1.5750000476837158,17.91058349609375
2024-12-31,107.93307495117188,103.90235137939452,34.126808166503906,24.83332061767578,3.1509110927581787,10.841541290283203,13.522632598876951,25.87839126586914,19.295522689819336,30.73526382446289,207.4039001464844,547.8909301757812,12.21082878112793,16.98456382751465,102.22223663330078,13.421287536621094,66.01715850830078,119.67015075683594,66.31391143798828,138.94833374023438,21.52521705627441,80.35623931884766,,1.9299999475479128,18.000137329101562
2025-01-31,130.88671875,107.54804229736328,37.52552032470703,25.637279510498047,3.230346202850342,11.454323768615724,14.21643352508545,29.7753963470459,22.726612091064453,32.821895599365234,234.5883636474609,637.7090454101562,13.238304138183594,17.529521942138672,110.52232360839844,13.951651573181152,62.43304443359375,137.6299591064453,73.7368392944336,134.08999633789062,26.80867958068848,81.33930969238281,,2.319999933242798,18.179243087768555
2025-02-28,141.3899688720703,116.2785186767578,42.55375289916992,27.423847198486328,3.2038679122924805,11.360050201416016,15.849566459655762,37.45030212402344,25.800189971923828,33.52937698364258,244.5625457763672,565.8545532226562,13.94310188293457,19.47321128845215,121.44351196289062,15.113192558288574,65.07295989990234,136.79246520996094,74.33869171142578,144.77833557128906,26.02594375610352,92.16249084472656,,2.4600000381469727,18.806114196777344
2025-03-31,151.8932342529297,128.27093505859375,46.27837371826172,28.474987030029297,3.2126941680908203,12.491341590881348,16.043012619018555,39.43691635131836,33.59586334228516,35.28466033935547,236.64187622070312,606.272705078125,15.021527290344238,19.981840133666992,119.69611358642578,15.8101167678833,71.32588958740234,130.55770874023438,71.03759765625,143.80667114257812,28.520910263061523,94.525634765625,,2.289999961853028,20.50761985778809
2025-04-30,156.33692932128906,141.03089904785156,47.6129035949707,29.69061088562012,3.2833025455474854,12.72702693939209,16.2365665435791,43.44825744628906,34.11225891113281,37.22799682617188,227.8411407470703,642.2000122070312,15.293255805969238,20.21812629699707,121.88035583496094,17.311342239379883,73.80201721191406,133.81468200683594,67.9553451538086,172.9566650390625,27.443187713623047,92.15303802490234,,2.950000047683716,21.215087890625
2025-05-30,159.1647186279297,140.3477020263672,55.45161437988281,31.73506164550781,3.3450851440429688,15.08388328552246,17.397844314575195,46.652137756347656,43.151145935058594,39.16342926025391,258.4955444335937,714.0545043945312,15.213130950927734,21.89896774291992,133.541748046875,18.07291030883789,80.93172454833984,152.33282470703125,79.75980377197266,163.24000549316406,32.405792236328125,98.3332290649414,,3.049999952316284,21.58225440979004
