Date,NN.AS,ASRNL.AS,VLK.AS,ABN.AS,INGA.AS,SPYY.AS,SBMO.AS,GOLD.AS,NRP.AS,MICC.AS,MORE.AS,AGN.AS,FFARM.AS,AMZY.AS,BNPNL.AS,ADPT.AS,VTA.AS,NVDY.AS,KPN.AS,THEON.AS,AAPY.AS,ECMPA.AS,NEDAP.AS,HAL.AS,QQQY.AS
2024-07-31,40.12350082397461,40.576656341552734,35.91200256347656,13.821377754211426,14.521958351135254,,13.781830787658691,96.125,5.772995948791504,,0.5600000023841858,5.156140327453613,2.650139093399048,,231.22911071777344,,4.305327892303467,,3.336905002593994,11.7809476852417,,19.97454261779785,53.07368850708008,109.00962829589844,
2024-08-30,39.47484970092773,39.7458610534668,37.30533218383789,13.825202941894531,14.537394523620604,,15.70466423034668,99.48300170898438,6.10288143157959,,0.5400000214576721,4.770940780639648,2.78627610206604,,237.27137756347656,,4.305327892303467,,3.389216423034668,11.310492515563965,,20.321924209594727,53.61896514892578,114.74697875976562,
2024-09-30,39.91157913208008,39.52130508422852,38.33909606933594,14.46335792541504,14.430984497070312,,15.07905387878418,104.55599975585938,6.417317390441895,,0.5400000214576721,5.130774021148682,2.972330331802368,,239.2568206787109,,4.63564920425415,,3.3671905994415283,10.2127685546875,,21.62461280822754,50.892578125,113.2170181274414,
2024-10-31,40.27700424194336,39.13507461547852,37.79973983764648,13.557445526123049,13.898933410644531,,15.42866039276123,108.81900024414062,6.160624504089356,,0.5400000214576721,5.164576053619385,2.972330331802368,,228.2891082763672,,4.593120098114014,,3.2974421977996826,8.615184783935547,,20.27850151062012,49.98378372192383,109.00962829589844,
2024-11-29,39.189640045166016,40.68898010253906,38.1593132019043,13.133498191833496,12.997995376586914,,15.750665664672852,105.64900207519533,6.417317390441895,,0.5400000214576721,5.42787504196167,2.9314892292022705,,224.61410522460932,,4.763234615325928,,3.3690261840820312,10.291176795959473,,20.539039611816406,48.16619110107422,109.96585083007812,
2024-12-31,37.49620819091797,41.12012100219727,39.14812850952149,13.289690017700195,13.416540145874023,,15.603461265563965,103.68099975585938,6.417317390441895,,0.5149999856948853,5.088076591491699,3.0585505962371826,,227.3249969482422,,5.186415195465088,,3.225858449935913,12.32981014251709,,19.27977561950684,49.98378372192383,110.3483428955078,
2025-01-31,39.54615783691406,42.79977798461914,42.87865829467773,14.472284317016602,14.396095275878906,,16.68907928466797,111.46600341796876,6.417317390441895,,0.5249999761581421,5.609338283538818,3.081240177154541,,236.0782012939453,,5.360749244689941,,3.203832626342773,13.643159866333008,,21.08956718444824,53.98248291015625,114.55573272705078,
2025-02-28,43.47670364379883,45.64710998535156,41.17070388793945,16.23501968383789,15.363961219787598,,18.602712631225582,113.0199966430664,6.032278537750244,,0.5049999952316284,5.399410724639893,3.752851009368897,,243.4091033935547,,5.622248649597168,,3.3772857189178467,17.0539493560791,,21.89554023742676,54.16424179077149,113.02576446533205,
2025-03-31,45.70490646362305,47.58724212646485,42.42919921875,17.279273986816406,16.122119903564453,,18.1151065826416,123.81700134277344,5.926210880279541,,0.550000011920929,5.381619930267334,4.043276786804199,,234.8277282714844,,5.804241180419922,,3.59479022026062,23.27766227722168,,22.43285179138184,59.25349807739258,112.45204162597656,
2025-04-30,48.040069580078125,49.76091766357422,45.89005279541016,16.936553955078125,15.895393371582031,,17.99151611328125,131.09800720214844,6.149000644683838,,0.5149999856948853,5.009799003601074,4.006962299346924,,231.7063751220703,,5.447057247161865,,3.855021953582764,24.600812911987305,,22.79106330871582,58.249061584472656,110.7308349609375,
2025-05-30,51.393550872802734,52.49773788452149,51.56464385986328,21.18930053710937,17.45186424255371,,19.621814727783203,130.48699951171875,5.98859167098999,,0.5,5.609338283538818,4.016491413116455,,251.84727478027344,,5.732803821563721,,3.8955020904541016,32.63772964477539,,24.537330627441406,60.73588180541992,116.5614776611328,
2025-06-30,52.320899963378906,52.40478897094727,51.56464385986328,21.626672744750977,17.401411056518555,,21.83436393737793,130.39700317382812,5.863829612731934,,0.5899999737739563,5.6467766761779785,3.806852340698242,,252.72103881835932,,6.018550872802734,,3.893619537353516,30.169897079467773,,24.98994445800781,69.05717468261719,118.71639251708984,
2025-07-31,54.86183166503906,54.24518203735352,54.11454391479492,23.599504470825195,19.142860412597656,,22.1837158203125,130.83799743652344,6.042061805725098,,0.625,5.771689414978027,3.601977825164795,,249.2559051513672,,6.210031032562256,,3.758322715759277,26.40485191345215,,25.08336639404297,83.97811889648438,122.04672241210938,
2025-08-29,55.78745269775391,56.26292419433594,49.29806900024414,23.423603057861328,19.367719650268555,,22.66892433166504,136.69400024414062,6.416348457336426,,0.7450000047683716,6.173981666564941,4.459591388702393,,248.5804901123047,,6.283089637756348,,3.907888889312744,24.67094993591309,,25.31691551208496,86.4649429321289,130.0786895751953,
2025-09-30,56.81177520751953,54.83926773071289,47.8814582824707,25.89424705505371,20.999135971069336,,21.116256713867188,152.22300720214844,6.434428215026856,,0.7799999713897705,6.461360931396484,4.321420669555664,,264.6043701171875,,6.319619178771973,,3.918434858322144,32.2010383605957,,24.89652442932129,90.57776641845705,132.6254119873047,
2025-10-31,56.31858444213867,54.953163146972656,47.8814582824707,24.62091445922852,20.661436080932617,,21.73732185363769,158.04400634765625,6.582772254943848,,0.7850000262260437,6.247622013092041,3.997433423995972,,274.6669921875,9.614999771118164,6.295849323272705,4.581806182861328,3.852280616760254,30.26897621154785,5.867185592651367,24.19587135314941,99.85552978515624,133.4090118408203,2.257929563522339
2025-11-28,59.25875854492188,55.199928283691406,49.109188079833984,27.6997184753418,21.26073455810547,,23.85283088684082,166.875,6.768202304840088,,0.7649999856948853,6.576742649078369,4.211836814880371,,263.8702392578125,9.614999771118164,6.071664810180664,4.797198295593262,3.7774977684021,24.86260414123535,6.052025318145752,24.803102493286133,89.62129211425781,137.52294921875,2.378346920013428
2025-12-31,62.35068130493164,57.53472137451172,49.95915603637695,28.307876586914062,22.83983039855957,,23.77519798278809,171.01100158691406,6.860917568206787,13.616000175476074,0.7699999809265137,6.279776573181152,4.221365451812744,,268.3435974121094,9.614999771118164,6.3022871017456055,4.961966514587402,3.8120131492614746,26.5534725189209,6.1655683517456055,24.33600234985352,85.98670959472656,138.50245666503906,2.526646137237549
2026-01-30,63.33707046508789,58.06622314453125,48.259220123291016,29.51469039916992,23.775480270385746,3.5839242935180664,29.325977325439453,197.53399658203125,7.231778144836426,14.994000434875488,0.7799999713897705,6.221140861511231,5.288618564605713,,282.91876220703125,10.470000267028809,6.321384906768799,4.659338474273682,3.938568592071533,30.86345672607422,6.022617340087891,23.859569549560547,83.21294403076172,152.41148376464844,2.33440899848938
2026-02-27,65.72714233398438,58.31298828125,53.35901641845703,26.949024200439453,23.593475341796875,3.579662084579468,31.616161346435547,207.4600067138672,7.380122184753418,13.435999870300291,0.8299999833106995,6.084952354431152,6.117645263671875,5.609389305114746,287.4606628417969,10.229999542236328,5.843938827514648,4.741265296936035,4.6029863357543945,30.417598724365234,5.846756935119629,27.31608772277832,81.39564514160156,174.54835510253906,2.2866761684417725
2026-03-31,63.602630615234375,56.16801071166992,53.64234161376953,25.761213302612305,21.17473793029785,3.521761178970337,33.59580612182617,182.73199462890625,6.749987602233887,12.710000038146973,0.800000011920929,5.890128612518311,5.974709510803223,5.94298791885376,261.7852478027344,10.097999572753906,5.535146713256836,4.494486808776856,4.604904174804688,30.61575698852539,6.023070335388184,25.059749603271484,75.5611801147461,170.04263305664062,2.268223285675049
2026-04-30,70.46936798095703,61.27419662475586,61.57536315917969,29.105852127075195,24.429702758789062,3.738917112350464,35.86921691894531,183.21099853515625,6.942844390869141,12.4399995803833,0.8199999928474426,6.642944812774658,6.079999923706055,6.829020023345947,284.53387451171875,10.456000328063965,5.789411544799805,4.94343376159668,4.477458477020264,31.26968574523925,6.269942283630371,26.78800773620605,84.5,167.10411071777344,2.4836409091949463
2026-05-29,70.3018798828125,63.03726196289063,65.84585571289062,33.561729431152344,26.349145889282227,3.897780418395996,32.12874221801758,181.44500732421875,7.232129573822021,13.895999908447266,0.9049999713897704,6.915320873260498,6.420000076293945,7.320964813232422,302.8874206542969,10.791999816894531,5.750294208526611,5.248191356658936,4.381316661834717,33.05312728881836,7.1701765060424805,27.98818588256836,95.1999969482422,171.1999969482422,2.7018299102783203
2026-06-30,75.1861343383789,64.74308776855469,66.44999694824219,36.5716667175293,27.30639839172364,3.957559823989868,29.86476707458496,159.61000061035156,7.598557472229004,15.236000061035156,0.9100000262260436,7.242606163024902,6.21999979019165,6.48283052444458,318.0899963378906,10.739999771118164,5.96544075012207,5.055153846740723,4.234160423278809,29.84000015258789,6.814827919006348,27.299999237060547,95.5,165.0,2.761312484741211
2026-07-31,80.03115844726562,69.488037109375,65.05000305175781,38.36188507080078,30.040000915527344,3.905790328979492,31.83344078063965,160.08999633789062,7.569628715515137,16.195999145507812,0.8999999761581421,8.021590232849121,5.869999885559082,7.036707878112793,311.760009765625,10.739999771118164,5.980000019073486,5.014156341552734,4.111000061035156,33.20000076293945,6.70123291015625,28.0,96.0999984741211,164.8000030517578,2.665774345397949
2026-08-31,77.80000305175781,72.5199966430664,66.55000305175781,41.709999084472656,30.48500061035156,3.973000049591065,35.08000183105469,175.49000549316406,7.858913898468018,17.68199920654297,0.9700000286102296,7.735313415527344,5.769999980926514,6.802999973297119,314.510009765625,10.739999771118164,6.0,5.49399995803833,4.131999969482422,33.18000030517578,6.818999767303467,27.049999237060547,92.1999969482422,161.39999389648438,2.5950019359588623
