Date,2887G.TW,2887H.TW,8112A.TW,2891B.TW,1522A.TW,2836A.TW,2883B.TW,2838.TW,2937.TWO,2832.TW,6592A.TW,2597.TW,7867.TWO,3045.TW,8349A.TWO,6592B.TW,2412.TW,2891C.TW,2348A.TW,6023.TWO,2852.TW,1240.TWO,6183.TW,2812.TW,1472.TW
2024-07-31,,,38.04192733764648,55.2120361328125,40.83027648925781,19.41804313659668,6.730531215667725,12.634117126464844,25.35148048400879,32.5315055847168,86.43395233154297,123.1677474975586,,97.04566955566406,41.56756210327149,86.11170196533203,112.62261199951172,53.97843551635742,30.056373596191406,68.30850982666016,19.89350891113281,39.36640167236328,67.84038543701172,14.935958862304688,59.16572189331055
2024-08-30,,,38.81829071044922,55.67367935180664,41.93628692626953,19.651994705200195,6.757928848266602,13.056663513183594,26.03256607055664,34.319583892822266,86.98332214355469,116.46915435791016,,103.0247802734375,43.02767562866211,87.02197265625,114.93994140625,53.88456344604492,31.15599632263184,65.20358276367188,20.89471435546875,42.77390670776367,69.88706970214844,15.145732879638672,54.91375350952149
2024-09-30,,,39.00096893310547,55.85833358764648,42.58146286010742,19.979528427124023,6.849251747131348,13.098917961120604,26.486621856689453,32.76222229003906,86.98332214355469,110.79696655273438,,105.7843780517578,44.39653015136719,86.83992004394531,116.33035278320312,53.22743606567383,32.072349548339844,67.06653594970703,19.76291847229004,42.693206787109375,71.75072479248047,15.439417839050291,54.09954452514648
2024-10-30,,,39.22931289672852,56.04298782348633,42.39712524414063,20.073110580444336,6.986237049102783,12.84539031982422,27.47041130065918,32.300785064697266,86.98332214355469,100.96514892578124,,104.4045867919922,44.12276077270508,86.6578598022461,113.08607482910156,52.66417694091797,31.88907814025879,68.15326690673828,19.806446075439453,41.56333160400391,72.77574157714844,14.894004821777344,54.28047943115234
2024-11-29,,,39.18364334106445,56.13531494140625,43.08838272094727,20.353853225708008,7.104957580566406,12.97215461730957,27.583925247192383,33.108306884765625,87.07488250732422,108.14993286132812,,103.94464874267578,44.71592712402344,87.38607788085938,114.01300811767578,52.94580841064453,32.072349548339844,70.55958557128906,21.634735107421875,41.6440315246582,75.38485717773438,15.733104705810549,58.17058563232422
2024-12-31,,,39.86867141723633,57.70488739013672,43.77964019775391,20.541015625,7.205412864685059,12.887643814086914,28.2650089263916,33.05062484741211,87.16644287109375,113.06584167480467,,104.4045867919922,45.58287048339844,87.75019073486328,114.47647857666016,54.16618728637695,32.62215805053711,67.22178649902344,21.76532554626465,42.128265380859375,79.6712646484375,15.733104705810549,57.44684219360352
2025-01-22,,,40.2340202331543,57.98187255859375,44.885650634765625,21.1492919921875,7.251074314117432,13.056663513183594,30.043397903442383,33.281349182128906,88.26518249511719,115.33472442626952,,101.18505859375,46.17604064941406,89.1156005859375,115.40341186523438,54.82331848144531,33.58433151245117,65.74694061279297,22.026508331298828,41.805442810058594,86.28723907470703,15.858967781066896,64.3223648071289
2025-02-27,,,40.50802993774414,58.16653060913086,45.34648895263672,21.196081161499023,7.33326530456543,13.267935752868652,31.102861404418945,34.5503044128418,89.3639144897461,134.24205017089844,,105.32444763183594,45.62850189208984,89.66175842285156,118.64768981933594,54.91719055175781,33.630149841308594,70.71954345703125,23.6806755065918,42.37038040161133,87.21906280517578,15.942878723144531,68.57434844970703
2025-03-31,,,39.822998046875,58.72049331665039,44.83956909179688,21.1492919921875,7.305868625640869,14.324300765991213,33.146114349365234,38.81862258911133,88.81454467773438,133.48574829101562,,107.16417694091795,45.26346969604492,88.38738250732422,119.11115264892578,55.66819763183594,33.35524368286133,62.53841400146485,25.98780059814453,46.324954986572266,81.62809753417969,17.243480682373047,90.3769989013672
2025-04-30,,,39.731666564941406,58.62817001342773,44.28656005859375,21.008920669555664,7.1597514152526855,14.028518676757812,34.1613655090332,39.56846237182617,88.0820541381836,128.56985473632812,,104.4045867919922,44.62467575073242,88.5694351196289,120.0380859375,55.7620735168457,32.62215805053711,64.74102020263672,25.596023559570312,45.760013580322266,82.46675109863281,16.61415672302246,90.9197998046875
2025-05-29,,,40.18835067749024,58.53583908081055,44.42481231689453,20.868547439575195,7.141486644744873,14.53557300567627,35.26844787597656,39.85686492919922,88.17362213134766,135.754638671875,,104.86450958251952,44.85281753540039,88.93354034423828,120.0380859375,56.1375732421875,32.988704681396484,66.23565673828125,24.20304298400879,47.53553771972656,87.96453094482422,17.243480682373047,88.29624938964844
2025-06-30,,,40.6843376159668,58.72049331665039,45.300411224365234,21.196081161499023,7.130199432373047,15.127138137817385,33.845054626464844,38.6815299987793,89.8757095336914,137.75357055664062,,105.7843780517578,44.90580368041992,90.64220428466795,125.13623046875,56.1375732421875,32.988704681396484,66.44921112060547,25.1171875,49.7952880859375,86.10087585449219,18.4182186126709,82.7777328491211
2025-07-31,33.961971282958984,34.00807189941406,40.87579345703125,59.711708068847656,46.083831787109375,22.04049301147461,7.216336250305176,15.373821258544922,35.489864349365234,37.08768081665039,91.3114242553711,146.83187866210938,,101.0706024169922,44.95327377319336,91.882568359375,124.19139862060548,58.17142868041992,33.865482330322266,68.53095245361328,23.180736541748047,50.03740310668945,88.24407196044922,18.66994857788086,84.21988677978516
2025-08-29,35.1148567199707,34.964698791503906,41.1629753112793,60.47724151611328,46.1318359375,22.37957763671875,7.436462879180908,15.32765293121338,35.88129425048828,40.64319610595703,92.5557098388672,144.463623046875,,102.02861785888672,43.9564208984375,93.02752685546876,127.5609359741211,58.07447814941406,34.488189697265625,71.86174011230469,24.73238754272461,54.46324157714844,93.35993957519533,19.526723861694336,84.12651824951172
2025-09-30,35.355037689208984,35.15602493286133,41.25870132446289,60.57293319702149,46.65987777709961,22.476459503173828,7.39818000793457,16.57417869567871,37.79496383666992,45.97645950317383,93.70428466796876,145.88458251953125,,104.42366027832033,43.671607971191406,94.07706451416016,128.52365112304688,58.462284088134766,34.727691650390625,71.27885437011719,25.20258522033692,52.11491012573242,95.28488159179688,20.810169219970703,83.75303649902344
2025-10-31,35.54718780517578,35.15602493286133,41.5458869934082,61.1470832824707,47.04391098022461,22.282695770263672,7.340755939483643,17.128190994262695,38.316871643066406,48.149879455566406,94.27857208251952,158.67315673828125,47.83729553222656,104.90266418457033,42.76969528198242,93.5999984741211,126.1168441772461,58.462284088134766,34.91929244995117,74.9427261352539,24.73238754272461,51.75362777709961,92.49370574951172,19.652069091796875,85.34033203125
2025-11-28,36.84417724609375,36.54313278198242,41.83306884765625,61.1470832824707,47.13991928100586,22.76710319519043,7.3790388107299805,18.23621368408203,37.70797729492188,49.902000427246094,93.22571563720705,162.46237182617188,47.83729553222656,103.46564483642578,43.00703811645508,93.5999984741211,125.63548278808594,58.462284088134766,34.583988189697266,79.35601806640625,26.37807846069336,52.656829833984375,92.58995819091795,19.146991729736328,85.62043762207031
2025-12-31,37.9970588684082,37.59542083740234,42.88607406616211,61.0513916015625,47.23592758178711,23.10618782043457,7.532170295715332,17.866872787475586,38.66481018066406,47.093257904052734,93.51284790039062,159.14682006835938,48.88971328735352,103.94464874267578,43.71907806396485,94.93578338623048,125.63548278808594,58.365333557128906,35.11089324951172,81.18795013427734,26.09596061706543,53.92131805419922,91.43498992919922,19.10107612609864,82.16574096679688
2026-01-30,38.23724365234375,37.83457946777344,43.07753372192383,61.1470832824707,47.52395248413086,23.10618782043457,7.541741371154785,17.266693115234375,38.27338409423828,45.87613677978516,93.51284790039062,158.67315673828125,50.03781127929688,101.0706024169922,43.52919769287109,93.4091796875,128.52365112304688,58.462284088134766,35.25459289550781,78.19023895263672,25.48470497131348,54.73420333862305,91.43498992919922,18.366418838500977,81.138671875
2026-02-26,39.3901252746582,38.31289291381836,43.79549026489258,60.86000442504883,48.00399398803711,23.251508712768555,7.714015007019043,18.69789123535156,38.229888916015625,46.43788528442383,92.93856811523438,164.83062744140625,49.750789642333984,102.98663330078124,43.52919769287109,93.02752685546876,129.00502014160156,58.17142868041992,36.5,78.93966674804688,25.766822814941406,53.83100128173828,92.20497131347656,19.37657165527344,84.96685028076172
2026-03-31,40.01460647583008,38.45638656616211,44.13053512573242,61.43415451049805,48.2920150756836,23.687475204467773,7.781009674072266,18.97489547729492,40.1363639831543,43.53551864624024,93.32142639160156,142.09536743164062,48.60269165039063,104.42366027832033,44.47858047485352,93.3137664794922,128.04229736328125,59.14094924926758,36.45209884643555,80.77159881591797,24.121131896972656,53.37939453125,88.54756927490234,18.87149429321289,88.70165252685547
2026-04-30,40.68711853027344,39.07819366455078,44.32199478149414,61.816925048828125,48.484031677246094,23.92967987060547,7.876716613769531,18.4670524597168,39.772727966308594,48.96575546264648,93.12999725341795,148.7264862060547,52.23832702636719,106.81869506835938,44.90580368041992,93.02752685546876,130.9304656982422,60.30437850952149,36.5,82.85334014892578,24.544309616088867,53.83100128173828,88.74005889892578,18.22867012023925,83.37956237792969
2026-05-29,40.87926483154297,39.03036117553711,44.32199478149414,61.72123336791992,47.81197738647461,23.687475204467773,7.790580749511719,18.88256072998047,44.227272033691406,49.52750396728516,92.65142822265624,157.25221252441406,57.21340560913086,106.81869506835938,44.76340103149414,92.55046081542967,131.8931884765625,60.5952377319336,36.21259689331055,82.35372161865234,25.343645095825195,51.75362777709961,87.20010375976562,16.943021774291992,84.03314971923828
2026-06-30,41.84000015258789,39.70000076293945,45.03995132446289,61.52985382080078,47.81197738647461,23.92967987060547,7.989999771118164,20.913936614990234,44.45454406738281,55.20000076293945,94.5,163.5,55.29999923706055,111.60877227783205,45.20000076293945,94.4000015258789,136.22544860839844,60.78914260864258,35.82939910888672,82.77007293701172,26.600000381469727,51.934268951416016,85.94889068603516,18.412334442138672,88.80000305175781
2026-07-31,43.25,41.09999847412109,45.09999847412109,62.70000076293945,48.79999923706055,24.200000762939453,8.149999618530273,20.75,41.3636360168457,59.400001525878906,95.1999969482422,163.5,54.70000076293945,112.5,45.04999923706055,95.0,139.5,62.0,36.45209884643555,87.5999984741211,27.0,52.57142639160156,90.0875244140625,18.825578689575195,89.5999984741211
2026-08-31,44.09999847412109,42.04999923706055,45.09999847412109,62.09999847412109,51.0,24.049999237060547,8.1899995803833,20.25,44.79999923706055,58.29999923706055,95.5,171.0,56.900001525878906,116.0,45.54999923706055,94.5,136.0,61.5,38.29999923706055,87.0999984741211,28.14999961853028,54.380950927734375,91.0,19.049999237060547,90.0
