Date,RAM.LS,SON.LS,PSI20.LS,IBS.LS,RENE.LS,MAR.LS,CTT.LS,NBA.LS,SEM.LS,MRL.LS,PHR.LS,SCT.LS,SLBEN.LS,GALP.LS,EDP.LS,EGL.LS,SNC.LS,SCP.LS,NVG.LS,EDPR.LS,JMT.LS,COR.LS,ESON.LS
2023-09-29,4.341001510620117,0.7958880066871643,6090.330078125,5.618734359741211,2.038440227508545,1.1320416927337646,3.159365177154541,3.245095014572144,12.247379302978516,7.223147869110107,0.0417999997735023,4.673412322998047,3.369999885559082,12.971179962158203,3.3556275367736816,3.0905439853668213,2.4362170696258545,0.8799999952316284,3.039015054702759,14.737650871276855,19.35507202148437,8.615222930908203,7.387706279754639
2023-10-31,4.438085079193115,0.8036738634109497,6257.06005859375,5.455872058868408,2.072133302688598,1.1820515394210815,3.277557373046875,3.5696046352386475,12.031248092651367,7.132858276367188,0.0430000014603138,4.630926132202148,3.049999952316284,13.128236770629885,3.3846142292022705,2.770210266113281,2.641568422317505,0.8849999904632568,3.202549695968628,14.42893409729004,19.828479766845703,8.119384765625,7.144689559936523
2023-11-30,4.465822696685791,0.8032413125038147,6474.580078125,5.4884443283081055,2.051075220108032,1.154773473739624,3.236644744873047,3.583125829696656,12.21135711669922,8.543758392333984,0.0412000007927417,4.758383274078369,3.059999942779541,12.61548900604248,3.740126371383667,3.3341782093048096,2.5668954849243164,0.8999999761581421,3.211066961288452,15.910774230957031,20.666046142578125,8.01313304901123,7.387706279754639
2023-12-29,4.424216270446777,0.7824789881706238,6396.47998046875,5.439586162567139,2.012420892715454,1.3911837339401243,3.173002958297729,3.623689651489258,12.067269325256348,9.33809757232666,0.0375999994575977,4.248556613922119,2.880000114440918,12.324467658996582,3.883354425430298,3.573300838470459,2.613565921783448,0.9850000143051147,3.0219802856445312,17.596839904785156,20.9755802154541,8.171732902526855,6.901672840118408
2024-01-31,4.646120548248291,0.7755582928657532,6322.759765625,5.439586162567139,1.9691431522369385,1.4548327922821045,3.345745325088501,3.583125829696656,12.877758979797363,8.867037773132324,0.05180000141263,4.248556613922119,2.950000047683716,13.50240707397461,3.531252384185791,4.809518337249756,2.5668954849243164,0.959999978542328,3.2536540031433105,14.295948028564451,19.191200256347656,8.448892593383789,7.387706279754639
2024-02-29,4.604513645172119,0.7357638478279114,6157.9599609375,5.374440670013428,1.8955706357955933,1.4548327922821045,3.304832696914673,4.529611587524414,12.4454984664917,8.128116607666016,0.0483999997377395,4.673412322998047,2.799999952316284,13.46083164215088,3.1365225315093994,5.125340461730957,2.520224571228028,0.9800000190734864,3.200845956802368,11.96395206451416,20.13801383972168,8.43995189666748,7.19329309463501
2024-03-28,4.701596260070801,0.7612841129302979,6280.5,5.504731178283691,1.9042259454727173,1.468471884727478,3.754871845245361,4.394399642944336,13.418083190917969,9.236495018005373,0.0487999990582466,4.503469944000244,2.6600000858306885,14.149118423461914,3.0776970386505127,4.344809055328369,2.426882743835449,0.949999988079071,3.449554920196533,11.91645622253418,16.733121871948242,8.788636207580566,6.804466247558594
2024-04-30,4.9235005378723145,0.8131898641586304,6615.56005859375,5.716451644897461,1.9604874849319456,1.4502863883972168,4.009438991546631,4.394399642944336,14.318625450134276,9.698321342468262,0.0483999997377395,4.503469944000244,2.869999885559082,18.6622371673584,3.0060830116271973,3.674363613128662,2.370877742767334,1.0199999809265137,3.5364325046539307,12.225173950195312,17.616209030151367,8.565120697021484,7.19329309463501
2024-05-31,4.926596164703369,0.870344877243042,6870.81005859375,6.025888442993164,2.061889171600342,1.5957696437835691,4.142393112182617,5.036657810211182,14.012441635131836,10.26156520843506,0.0472000017762184,4.460984230041504,3.069999933242798,18.088871002197266,3.359349012374878,3.732180833816528,2.3448052406311035,0.9449999928474426,3.418891906738281,14.433297157287598,19.358158111572266,8.746009826660156,6.221226692199707
2024-06-28,4.866332054138184,0.8033246397972107,6480.06005859375,5.957778930664063,2.05739688873291,1.4366472959518433,3.962700366973877,4.7648515701293945,13.506036758422852,9.817873001098633,0.0441999994218349,4.616894721984863,3.299999952316284,18.468162536621094,3.150459051132202,3.20513129234314,2.460123538970948,0.8999999761581421,3.4968678951263428,12.79582405090332,17.166492462158203,8.225631713867188,6.199999809265137
2024-07-31,5.047124862670898,0.8648362755775452,6708.39013671875,6.097550392150879,2.106810569763184,1.4457401037216189,3.9532430171966553,5.0680694580078125,14.050786972045898,10.101080894470217,0.0476000010967254,4.9306640625,3.2100000381469727,18.21998405456543,3.421475887298584,3.3764686584472656,2.517782688140869,0.8999999761581421,3.3744866847991943,14.060697555541992,15.191168785095217,8.307796478271484,6.099999904632568
