Date,1WFRD.MI,CE.MI,1STT.MI,1UQA.MI,UNI.MI,1CABK.MI,BPE.MI,BMED.MI,BAMI.MI,1CSX.MI,ISP.MI,PST.MI,1ACX.MI,G.MI,UCG.MI,1LOG.MI,1IBE.MI,BMPS.MI,1CFG.MI,1DBK.MI,1SAB.MI,1SANX.MI,1HOT.MI,1BBVA.MI,EQUI.MI
2025-07-31,49.31451797485352,12.659344673156738,,11.011427879333496,16.724308013916016,7.84694242477417,8.159079551696777,14.499402046203612,10.355369567871094,27.88589668273925,4.950109004974365,18.05574989318848,,31.330904006958008,61.647796630859375,25.765106201171875,14.83525562286377,6.780826568603516,41.01277542114258,27.93045425415039,2.6571946144104004,7.3505353927612305,189.57411193847656,13.834990501403809,4.444093704223633
2025-08-29,53.58430099487305,12.792600631713867,,11.011427879333496,16.947425842285156,8.1170015335083,8.387715339660645,16.16449546813965,10.840777397155762,27.2244873046875,5.024898052215576,19.050649642944336,10.192630767822266,31.94373321533203,62.99274444580078,26.35334205627441,15.647616386413574,7.123228073120117,41.01277542114258,28.90970802307129,2.718780755996704,7.957228660583496,218.2615966796875,14.737995147705078,4.6747727394104
2025-09-30,57.62728118896485,13.040077209472656,95.5772705078125,11.011427879333496,17.336694717407227,8.4745454788208,8.914899826049805,15.9493408203125,11.76536464691162,28.62288856506348,5.248330593109131,19.22201919555664,10.575453758239746,31.99160957336425,61.49518585205078,27.36765480041504,15.604096412658691,6.848035335540772,41.01277542114258,28.8711166381836,2.767360210418701,8.645853042602539,216.6842803955078,15.550699234008787,5.31973123550415
2025-10-31,60.64472579956055,13.059114456176758,98.02496337890624,11.913061141967772,18.00604820251465,8.723684310913086,9.783147811889648,16.286100387573242,11.654413223266602,28.62288856506348,5.212806224822998,19.888458251953125,11.302815437316896,31.93415641784668,61.07548522949219,27.6494083404541,17.001548767089844,6.887997627258301,42.65279769897461,29.75389289855957,2.707892179489136,8.695077896118164,245.47036743164065,16.624799728393555,5.413885593414307
2025-11-28,60.89225387573242,13.991907119750977,99.47399139404295,13.083266258239746,18.75609970092773,9.313359260559082,9.904008865356444,17.828781127929688,11.91766357421875,28.75148582458496,5.400936126708984,20.00549697875977,11.302815437316896,32.72891998291016,62.554195404052734,27.6494083404541,17.62532615661621,7.404778957366943,42.65279769897461,29.57058525085449,2.6350226402282715,9.13279628753662,293.3814697265625,18.0268497467041,5.659658432006836
2025-12-30,65.72402954101562,14.54396915435791,106.6995620727539,14.253469467163086,19.52989196777344,10.132904052734377,11.06806468963623,18.82463836669922,12.498428344726562,28.75148582458496,5.724837779998779,20.84997940063477,11.743060111999512,34.23226547241211,69.22052764892578,28.212915420532227,17.86709976196289,8.29211711883545,42.65279769897461,32.0114860534668,2.890995502471924,10.03095817565918,327.4909973144531,19.45970344543457,6.055641174316406
2026-01-30,71.86276245117188,14.753372192382812,108.51505279541016,14.982449531555176,17.825653076171875,10.762577056884766,11.31136989593506,19.10502815246582,12.11445140838623,31.53611946105957,5.768346786499023,21.54886245727539,12.21506690979004,32.93000411987305,71.68989562988281,28.212915420532227,18.520681381225582,7.932459354400635,50.253173828125,31.847469329833984,2.71223258972168,10.653446197509766,351.1507873535156,20.74733543395996,5.949401378631592
2026-02-27,80.98125457763672,14.848555564880373,106.8179702758789,16.056734085083008,20.090057373046875,10.195870399475098,11.45926284790039,17.63541030883789,12.032855987548828,33.78715133666992,5.641686916351318,22.08272933959961,13.440494537353516,34.62486267089844,70.6748275756836,31.433847427368164,19.7606201171875,7.536472320556641,50.70572662353516,29.223264694213867,2.7592756748199463,10.635661125183104,394.3298950195313,19.16925811767578,5.659658432006836
2026-03-31,78.37857055664062,13.820578575134276,106.32463073730467,15.308571815490724,18.84154891967773,9.832597732543944,10.624387741088867,16.707231521606445,11.384896278381348,33.78715133666992,4.990015983581543,19.54928207397461,12.175853729248049,33.0449104309082,59.4015998840332,31.138601303100582,19.348939895629883,6.745405673980713,50.70572662353516,24.2546329498291,2.601895809173584,9.383767127990724,358.05157470703125,17.576662063598633,5.485811710357666
2026-04-30,78.37857055664062,14.334567070007324,129.47499084472656,16.03754997253418,21.07747268676757,10.80500030517578,11.959234237670898,18.6299991607666,12.385000228881836,33.78715133666992,5.583674907684326,21.92742347717285,13.126785278320312,36.48249816894531,65.62000274658203,32.02434158325195,19.544979095458984,8.221275329589844,51.162357330322266,25.72110176086425,2.819148302078247,10.33199977874756,456.6000061035156,18.815000534057617,5.717607021331787
2026-05-29,87.46499633789062,15.399999618530272,132.60745239257812,16.920000076293945,21.239999771118164,11.420000076293944,11.618000030517578,19.809999465942383,13.484999656677246,39.315372467041016,5.807000160217285,24.61617851257324,15.763906478881836,38.709999084472656,74.23999786376953,33.165958404541016,19.260740280151367,9.227999687194824,52.750633239746094,27.84499931335449,3.0209999084472656,10.755999565124512,483.3999938964844,20.040000915527344,5.659999847412109
2026-06-30,87.46499633789062,17.010000228881836,150.010009765625,18.63999938964844,24.40999984741211,12.350000381469728,13.732000350952148,21.780000686645508,15.109999656677246,41.93706130981445,5.989999771118164,28.6200008392334,15.332555770874023,42.61000061035156,78.26000213623047,33.69740295410156,21.50104522705078,10.86400032043457,52.750633239746094,29.6200008392334,3.0840001106262207,12.026000022888184,500.5,21.780000686645508,5.829999923706055
2026-07-31,87.46499633789062,19.0,155.39999389648438,18.63999938964844,27.06999969482422,12.595000267028809,14.06999969482422,23.170000076293945,15.774999618530272,41.93706130981445,6.539000034332275,26.209999084472656,17.530000686645508,43.9900016784668,81.61000061035156,36.39397811889648,20.6299991607666,11.567999839782717,61.619998931884766,31.84000015258789,3.318000078201294,12.291999816894531,445.0,24.200000762939453,5.889999866485596
2026-08-31,87.73999786376953,20.280000686645508,167.1999969482422,18.3799991607666,28.21999931335449,13.175000190734863,14.253999710083008,24.049999237060547,16.079999923706055,44.30500030517578,6.789000034332275,27.790000915527344,17.90999984741211,44.56999969482422,84.13999938964844,36.59999847412109,20.170000076293945,11.571999549865724,63.08000183105469,34.619998931884766,3.627000093460083,12.685999870300291,420.7999877929688,25.049999237060547,5.889999866485596
