Date,MS06.BK,JAPAN10001.BK,JEPI19.BK,SCB-R.BK,LHSC.BK,TISCO.BK,KBANK.BK,AAPL80.BK,AAPL01.BK,SCB.BK,SINGTEL80.BK,SCP.BK,SP500US19.BK,TU-R.BK,ICBC19.BK,INETREIT.BK,KO80.BK,TMD.BK,UVAN.BK,SP500US80.BK,ICBC06.BK,CPI-R.BK,GSUS06.BK,JAP03.BK,MNST06.BK
2023-09-29,,,,84.62704467773438,7.284423351287842,78.77262115478516,101.86478424072266,,,79.33631134033203,,3.5460002422332764,,11.178094863891602,,7.037137508392334,,20.167354583740234,6.196640968322754,,,2.2360169887542725,,,
2023-10-31,,,,84.62704467773438,7.172355175018311,76.77838134765625,106.31126403808594,,,76.24026489257812,,3.5115725994110107,,11.178094863891602,,6.646185874938965,,19.51150321960449,6.2344255447387695,,,2.2360169887542725,,,
2023-11-30,,,,84.62704467773438,7.40553617477417,77.5760726928711,103.48168182373048,,,76.82076263427734,,3.5804269313812256,,11.178094863891602,,7.301441192626953,,19.675466537475582,6.272209644317627,,,2.2360169887542725,,,
2023-12-28,,,,84.62704467773438,7.726397514343262,79.5703125,109.14083862304688,,,82.04535675048828,,3.5804269313812256,,11.178094863891602,,7.780225276947021,,20.49527740478516,6.196640968322754,,,2.2360169887542725,,,
2024-01-31,,,,84.62704467773438,7.80366325378418,78.9720458984375,97.01407623291016,,,80.49732971191406,,3.78698992729187,,11.178094863891602,,7.660530090332031,,19.9214096069336,6.687837600708008,,,2.2360169887542725,,,
2024-02-29,,,,84.62704467773438,7.533240795135498,80.1685791015625,99.4394302368164,,,87.07643127441406,,3.752562522888184,,11.178094863891602,,7.261586666107178,,20.24933433532715,6.536699771881104,,,2.2360169887542725,,,
2024-03-29,,,,84.62704467773438,7.771694660186768,79.37088775634766,100.24787902832033,,,88.23745727539062,,4.305458068847656,,11.388254165649414,,7.179996967315674,,20.90518379211425,6.694020748138428,,,2.3302550315856934,,,
2024-04-30,,,,91.15691375732422,7.8643269538879395,81.9107666015625,109.90736389160156,,,88.0200424194336,5.8099045753479,4.597353458404541,,11.388254165649414,,6.853632926940918,,21.25506019592285,6.813557147979736,,,2.3302550315856934,,,
2024-05-31,,,,91.15691375732422,7.784080028533935,82.96903991699219,112.4534683227539,,,88.43523406982422,5.988670349121094,5.217630863189697,,11.388254165649414,,6.978533744812012,,21.42999839782715,6.813557147979736,,,2.3302550315856934,,,
2024-06-28,,,,91.15691375732422,7.743955612182617,80.85248565673828,106.51254272460938,,,85.5289077758789,6.703735828399658,4.889248371124268,,11.388254165649414,,6.894959449768066,,21.77987670898437,6.574484825134277,,,2.3302550315856934,,,
2024-07-31,,,,91.15691375732422,8.089692115783691,78.31260681152344,111.60476684570312,,,85.5289077758789,7.284726142883301,4.962222576141357,,11.388254165649414,,7.020321369171143,,21.080123901367188,6.654176235198975,,,2.3302550315856934,,,
2024-08-30,,,,91.15691375732422,8.322280883789062,80.85248565673828,121.78923034667967,,,88.85042572021484,7.236425399780273,4.670327186584473,,11.666338920593262,,7.272534370422363,,21.51746940612793,6.929298400878906,,,2.3302550315856934,,,
2024-09-30,,,,92.85370635986328,9.404175758361816,83.38362121582031,128.54580688476562,,,92.23519897460938,7.465425968170166,4.889248371124268,,11.666338920593262,,7.614770412445068,,21.42999839782715,7.388468742370605,,,2.3302550315856934,,,
2024-10-31,,,,92.85370635986328,9.154507637023926,83.38362121582031,124.68944549560548,,,96.04308319091795,7.328025817871094,4.670327186584473,,11.666338920593262,,7.358093738555908,,21.167593002319336,7.388468742370605,,,2.3302550315856934,,,
2024-11-29,,,,97.38900756835938,9.550444602966309,83.38362121582031,128.97430419921875,,,96.88927459716795,7.473135471343994,4.9257354736328125,,12.135978698730469,,7.442129611968994,,21.51746940612793,7.680667877197266,,,2.3595974445343018,,,
2024-12-30,,,,99.7840576171875,9.678924560546877,85.11177825927734,133.25917053222656,,,99.4278564453125,7.332132816314697,4.9257354736328125,,12.135978698730469,,7.529684066772461,,21.867345809936523,7.597182273864746,,,2.398792028427124,,,
2025-01-31,,21.600000381469727,,106.12318420410156,9.935887336730955,85.97586822509766,137.5440216064453,,,105.7743148803711,7.849142551422119,5.108170032501221,,12.135978698730469,,7.529684066772461,,21.60493850708008,8.098094940185547,,,2.398792028427124,,,
2025-02-28,,21.600000381469727,,104.93863677978516,9.76457977294922,84.89575958251953,129.83126831054688,,,103.23573303222656,8.131147384643555,5.910882949829102,,12.45828342437744,,7.659458160400391,,22.08601951599121,7.847638130187988,,,2.5087337493896484,,2.8399999141693115,
2025-03-31,,21.700000762939453,,106.36660766601562,10.550613403320312,85.5438232421875,138.40098571777344,,,104.0819320678711,7.990145206451416,5.477868556976318,,12.45828342437744,,7.8978800773620605,,22.67629814147949,8.139838218688965,,,2.721461057662964,,2.8399999141693115,
2025-04-30,,22.39999961853028,,114.04388427734376,10.54570770263672,90.07508087158205,144.1511688232422,,,108.2142562866211,9.024164199829102,5.566939830780029,,12.45828342437744,,8.048615455627441,,22.58259391784668,8.139838218688965,,,2.721461057662964,,3.0199999809265137,
2025-05-30,,22.200000762939453,,114.04388427734376,10.54570770263672,89.38748931884766,141.33494567871094,6.56769609451294,19.37228202819824,107.75957489013672,9.212166786193848,5.566939830780029,,12.45828342437744,,8.840049743652344,2.249464750289917,23.425926208496094,8.139838218688965,,,2.721461057662964,,3.0199999809265137,
