Date,MS06.BK,JAPAN10001.BK,JEPI19.BK,SCB-R.BK,LHSC.BK,TISCO.BK,KBANK.BK,AAPL80.BK,AAPL01.BK,SCB.BK,SINGTEL80.BK,SCP.BK,SP500US19.BK,TU-R.BK,ICBC19.BK,INETREIT.BK,KO80.BK,TMD.BK,UVAN.BK,SP500US80.BK,ICBC06.BK,CPI-R.BK,GSUS06.BK,JAP03.BK,MNST06.BK
2025-06-30,2.996533870697021,22.89999961853028,,114.04388427734376,10.191229820251465,88.69989013671875,140.87606811523438,6.56769609451294,19.37228202819824,106.85021209716795,9.165166854858398,5.566939830780029,,12.45828342437744,,8.625494956970215,2.2269980907440186,23.05111122131348,8.584638595581055,,,2.721461057662964,,3.0199999809265137,
2025-07-31,3.0743658542633057,23.0,,114.52850341796876,10.44187831878662,90.99187469482422,148.67701721191406,6.766717433929443,20.07127952575684,115.03448486328124,9.487318992614746,6.145901679992676,,12.45828342437744,,8.733047485351562,2.1689021587371826,23.33222198486328,8.629117965698242,,,2.721461057662964,,2.9600000381469727,
2025-08-29,3.1547515392303467,23.700000762939453,,116.82256317138672,10.515026092529297,92.59626770019533,154.6424560546875,7.521946907043457,22.07784080505371,116.85321044921876,10.4986572265625,6.680327415466309,,12.789148330688477,,9.352313041687012,2.1689021587371826,23.425926208496094,9.440540313720703,,,2.867500066757202,,3.140000104904175,
2025-09-30,3.429077625274658,24.39999961853028,,118.1706085205078,11.155071258544922,95.37401580810548,155.54393005371094,8.11971664428711,24.175737380981445,118.69342041015624,10.017066955566406,6.947540760040283,12.585877418518066,12.789148330688477,2.31465744972229,10.35023593902588,2.0849432945251465,23.425926208496094,10.458638191223145,,,2.9785001277923584,3.708398580551148,3.1600000858306885,3.140000104904175
2025-10-31,3.508807897567749,25.5,,122.97975158691406,11.135154724121094,100.51673126220705,173.18771362304688,8.916744232177734,26.47342872619629,121.00262451171876,10.20970344543457,6.813934326171875,12.88318157196045,12.789148330688477,2.410304546356201,10.221860885620115,2.18237042427063,23.894445419311523,11.013964653015137,,2.458731174468994,2.9785001277923584,3.590045690536499,3.240000009536743,3.0999999046325684
2025-11-28,3.5876576900482178,25.25,,122.97975158691406,11.413533210754396,99.11417388916016,173.18771362304688,8.92534065246582,26.47466278076172,120.07894897460938,11.549463272094728,7.214754104614258,12.88318157196045,12.789148330688477,2.563339710235596,10.380027770996094,2.2797975540161133,24.12870407104492,11.19907283782959,2.554781675338745,2.614841222763061,2.9785001277923584,3.7281241416931152,3.200000047683716,3.440000057220459
2025-12-30,3.745356798171997,25.25,,122.97975158691406,12.090288162231444,103.32184600830078,180.6166839599609,8.626168251037598,25.47562026977539,128.39210510253906,11.06007957458496,7.214754104614258,12.715617179870604,12.789148330688477,2.4991133213043213,10.920537948608398,2.158629894256592,24.36296272277832,12.032062530517578,2.561275720596313,2.559999942779541,2.9785001277923584,4.023743629455566,3.1600000858306885,3.5199999809265137
2026-01-30,3.7459232807159424,25.75,,126.02040100097656,11.901376724243164,105.19193267822266,174.5806427001953,8.127545356750488,23.777244567871094,125.1592025756836,11.157955169677734,7.927321910858154,12.616275787353516,12.789148330688477,2.5576863288879395,11.36819839477539,2.2763729095458984,24.59722328186035,11.846953392028809,2.521566152572632,2.5999999046325684,2.9785001277923584,4.1228508949279785,3.3399999141693115,3.640000104904175
2026-02-27,3.6071856021881104,27.75,,136.7498321533203,13.601573944091797,107.06201171875,186.6527099609375,8.384658813476562,24.8809757232666,137.16709899902344,12.136723518371582,8.461748123168945,12.516935348510742,12.789148330688477,2.4991133213043213,12.204303741455078,2.452988386154175,25.30000114440918,13.3278226852417,2.501711368560791,2.5999999046325684,3.200296401977539,4.103029251098633,3.559999942779541,3.7799999713897705
2026-03-31,3.508086919784546,26.0,6.100804328918457,134.6635284423828,13.3576078414917,105.6594467163086,177.36651611328125,8.135115623474121,24.081586837768555,133.01052856445312,12.528231620788574,8.050000190734863,12.34951877593994,13.12880039215088,2.811502695083618,11.882610321044922,2.489142894744873,25.75,15.724138259887695,2.469214916229248,2.880000114440918,3.539999961853028,3.7842650413513184,3.359999895095825,3.3399999141693115
2026-04-30,4.001130104064941,27.75,6.180909156799316,143.8215789794922,14.130451202392578,107.7755889892578,192.4354858398437,8.783928871154785,26.229942321777344,129.2763214111328,11.45158576965332,8.149999618530273,13.544633865356444,13.12880039215088,2.8896000385284424,11.94871997833252,2.548408269882202,25.25,14.446552276611328,2.708171129226685,2.9600000381469727,3.539999961853028,4.202525615692139,3.440000057220459,3.5999999046325684
2026-05-29,4.419158935546875,28.75,6.082014560699463,143.8215789794922,14.130451202392578,111.22047424316406,199.3790283203125,10.091156005859377,29.74717140197754,132.73025512695312,10.864325523376465,9.0,14.341376304626465,13.12880039215088,2.7799999713897705,12.210537910461426,2.6076738834381104,26.0,14.64310359954834,2.907301425933838,2.7799999713897705,3.539999961853028,4.700455188751221,3.680000066757202,4.099999904632568
2026-06-30,4.677937984466553,29.25,6.230356693267822,143.8215789794922,14.520257949829102,116.14173126220705,216.241943359375,9.391767501831056,27.49738502502441,146.05262756347656,11.157955169677734,9.0,14.570114135742188,13.12880039215088,2.740000009536743,12.57331085205078,2.7436344623565674,26.0,14.544828414916992,2.893869161605835,2.740000009536743,3.539999961853028,4.819958686828613,3.5199999809265137,4.599999904632568
2026-07-31,4.739999771118164,30.25,6.378697872161865,143.8215789794922,15.40377426147461,126.47637939453124,242.03225708007807,10.390892028808594,30.497100830078125,150.98684692382812,11.699999809265137,9.050000190734863,14.66990852355957,13.12880039215088,3.220000028610229,13.332499504089355,2.962330102920532,26.75,15.724138259887695,2.913826942443848,3.140000104904175,3.539999961853028,4.899627208709717,3.700000047683716,4.639999866485596
2026-08-31,4.699999809265137,31.0,6.414999961853027,150.13140869140625,15.699999809265137,125.9842529296875,246.0,10.600000381469728,31.25,149.01315307617188,11.899999618530272,9.050000190734863,14.969294548034668,13.528800010681152,3.200000047683716,13.399999618530272,2.942448616027832,27.25,14.199999809265137,2.99365758895874,3.200000047683716,3.4600000381469727,4.8797101974487305,3.839999914169312,4.420000076293945
