Date,KIB.KW,NOOR.KW,NAPESCO.KW,PHC.KW,KRE.KW,AAYANRE.KW,MEZZAN.KW,KAMCO.KW,WARBABANK.KW,GFH.KW,FACIL.KW,SENERGY.KW,WINSRE.KW,KFH.KW,ALMANAR.KW,ARZAN.KW,KFIC.KW,KCEM.KW,AAYAN.KW,BOUBYAN.KW,ARKAN.KW,MUNSHAAT.KW,SOKOUK.KW,INJAZZAT.KW,JTC.KW
2024-07-31,169.60513305664062,260.9632873535156,825.909912109375,59.73600006103516,159.5590057373047,74.59424591064453,880.9472045898438,95.99124145507812,159.4933624267578,100.46603393554688,185.973876953125,70.85299682617188,139.97743225097656,637.7160034179688,56.9953498840332,167.11227416992188,92.1050033569336,180.9940643310547,155.9874267578125,526.9096069335938,113.9934539794922,145.9965362548828,52.09999847412109,101.9910125732422,347.2293701171875
2024-08-29,167.79122924804688,253.9642791748047,853.9068603515625,56.672000885009766,156.2480010986328,76.49409484863281,891.9465942382812,96.99114990234376,173.5921173095703,102.9651870727539,207.9707794189453,67.68599700927734,145.97647094726562,629.0723266601562,60.89503860473633,161.7223663330078,101.9729995727539,187.99383544921875,157.9872589111328,523.3497314453125,113.9934539794922,135.9967803955078,48.900001525878906,99.99119567871094,336.3216857910156
2024-09-30,162.34950256347656,251.9645538330078,858.9063110351562,64.1780014038086,159.5590057373047,83.29357147216797,902.9459228515624,103.99050903320312,166.542236328125,100.9658660888672,214.96978759765625,76.79000091552734,138.97760009765625,619.553955078125,66.99453735351562,185.0819854736328,100.5260009765625,194.9936065673828,151.98773193359375,507.3291931152344,107.99378967285156,125.99700927734376,47.29999923706055,100.99110412597656,331.7772521972656
2024-10-31,173.23294067382812,262.9630126953125,891.9027099609375,71.06999969482422,158.23399353027344,92.89282989501952,978.94140625,128.9882354736328,168.30520629882812,103.96485137939452,216.96951293945312,90.2490005493164,147.9761505126953,623.8806762695312,63.1948471069336,191.3708648681641,97.5,191.99371337890625,157.9872589111328,496.6484375,109.9936752319336,127.99696350097656,50.0,101.9910125732422,335.4128112792969
2024-11-28,170.51206970214844,275.9612121582031,897.9020385742188,73.52100372314453,161.5449981689453,91.6929168701172,871.94775390625,125.9885025024414,169.18618774414062,101.96552276611328,241.96600341796875,121.71700286865234,156.9746856689453,638.5908203125,67.49449157714844,212.9345245361328,146.052001953125,191.99371337890625,154.9875030517578,486.8577270507813,110.99362182617188,125.99700927734376,50.70000076293945,99.99119567871094,329.0495910644531
2024-12-31,165.977294921875,288.9593200683594,899.9017944335938,68.9260025024414,169.49000549316406,90.3930206298828,899.946044921875,122.98877716064452,169.18618774414062,97.96688079833984,243.96571350097656,119.1439971923828,163.97357177734375,645.513427734375,69.49433135986328,238.09112548828125,168.42100524902344,226.9925537109375,156.98733520507812,499.31842041015625,111.99356842041016,120.99713134765624,50.70000076293945,100.99110412597656,346.3204650878906
2025-01-29,186.83824157714844,313.9558410644531,1023.8883056640624,73.52100372314453,218.4830017089844,97.99243927001952,929.9442749023438,126.98841094970705,207.95755004882807,99.46636962890624,264.9627990722656,113.60299682617188,162.97372436523438,680.1253662109375,68.79439544677734,257.8567810058594,167.10499572753906,248.9918365478516,155.9874267578125,558.9517822265625,110.99362182617188,140.9966583251953,57.0,102.99092864990234,348.13824462890625
2025-02-24,195.00079345703125,343.9516296386719,1044.8861083984375,82.86399841308594,215.8350067138672,97.09249877929688,931.9441528320312,129.98814392089844,211.48248291015625,98.96653747558594,261.96319580078125,114.59200286865234,161.97389221191406,693.1045532226562,72.49408721923828,267.7395935058594,180.26300048828125,279.9908142089844,161.9869384765625,596.333740234375,110.99362182617188,159.99620056152344,60.400001525878906,106.99057006835938,362.6824035644531
2025-03-27,204.977279663086,334.952880859375,1082.8819580078125,78.26899719238281,223.7790069580078,91.09296417236328,889.9466552734375,114.98950958251952,194.73977661132807,93.68428802490234,251.964599609375,113.9980010986328,153.9751739501953,687.9127807617188,66.6945571899414,264.14569091796875,207.8939971923828,248.9918365478516,156.98733520507812,610.5743408203125,105.99391174316406,154.99632263183594,57.5,102.99092864990234,363.5913391113281
2025-04-30,215.23190307617188,276.98321533203125,1077.8824462890625,80.87300109863281,248.93800354003903,89.09312438964844,954.9428100585938,118.9891357421875,211.4244842529297,87.98524475097656,274.9613647460937,118.9459991455078,159.97421264648438,675.6712036132812,67.3945083618164,264.14569091796875,207.8939971923828,244.99197387695312,161.9946746826172,634.5720825195312,96.99442291259766,161.99615478515625,55.0,100.99110412597656,336.3437194824219
2025-05-29,227.612548828125,326.9801940917969,1306.857421875,77.50299835205078,249.6000061035156,100.39225006103516,1117.9613037109375,115.99436950683594,235.234115600586,95.38400268554688,245.9833221435547,117.36299896240234,140.98785400390625,700.9041748046875,64.69755554199219,263.2055053710937,180.26300048828125,360.9944152832031,175.99420166015625,628.0301513671875,133.9923095703125,184.99560546875,58.20000076293945,97.99607849121094,362.7061767578125
2025-06-30,263.801513671875,394.97607421875,1319.919921875,87.30599975585938,270.8919982910156,110.9914321899414,1229.9573974609375,133.99349975585938,255.23377990722656,102.98272705078124,239.98373413085932,133.3939971923828,150.9869842529297,749.5000610351562,68.09742736816406,261.31854248046875,186.0,369.9942932128906,180.9940490722656,672.8896484375,130.9924774169922,194.9953765869141,60.900001525878906,112.9954833984375,373.6145629882813
2025-07-31,263.801513671875,398.975830078125,1328.9193115234375,85.16200256347656,252.64599609375,104.9965362548828,1241.95703125,157.99234008789062,263.8046264648437,109.98155212402344,233.9841461181641,168.2270050048828,166.98561096191406,754.1729125976562,81.99690246582031,279.243408203125,184.0,349.9945983886719,179.99407958984375,658.870849609375,209.9879302978516,194.9953765869141,64.19999694824219,117.99527740478516,403.6128540039063
2025-08-31,251.42086791992188,431.9835510253906,1347.918212890625,88.83799743652344,257.5580139160156,102.9966049194336,1249.9566650390625,148.99276733398438,267.61456298828125,122.98480224609376,232.9842071533203,170.8000030517578,183.9841461181641,719.6041870117188,97.99629974365234,322.63916015625,154.0,347.99462890625,191.99368286132807,640.1790161132812,208.9879913330078,214.99490356445312,70.0,159.9936065673828,381.7961120605469
2025-09-30,254.2777862548828,445.9830017089844,1386.9158935546875,98.02799987792967,366.0369873046875,126.99581146240234,1110.9615478515625,153.99252319335938,270.4715270996094,147.98171997070312,233.9841461181641,211.7680053710937,177.9846649169922,742.967529296875,109.995849609375,336.79010009765625,145.0,348.9945983886719,192.99365234375,660.7398681640625,194.9946136474609,222.9947052001953,85.5,171.9931182861328,380.88714599609375
2025-10-30,254.2777862548828,455.9826354980469,1596.903076171875,130.9600067138672,400.9429931640625,147.9951171875,1184.958984375,178.99131774902344,275.23345947265625,188.9766540527344,264.9820556640625,259.2680053710937,179.98448181152344,750.4443359375,123.99532318115234,371.6958923339844,161.0,353.9945373535156,211.99302673339844,669.1507568359375,348.9903564453125,226.9946136474609,90.0999984741211,192.9922790527344,417.2480773925781
2025-11-30,255.2307586669922,419.9840087890625,1529.9071044921875,116.40899658203124,370.7539978027344,133.99559020996094,1466.94921875,195.9904937744141,279.0423583984375,183.97726440429688,269.981689453125,207.8099975585937,174.98492431640625,744.8364868164062,121.99539947509766,334.9031066894531,148.0,413.9936218261719,210.99305725097656,662.6088256835938,318.9912109375,239.9943084716797,80.9000015258789,170.9931640625,409.0665283203125
2025-12-31,260.944580078125,439.9832458496094,1597.903076171875,116.40899658203124,362.2640075683594,132.99562072753906,1249.9566650390625,210.98976135253903,279.0423583984375,188.9766540527344,288.9804077148437,219.6849975585937,174.98492431640625,757.9200439453125,105.99600219726562,350.9410095214844,146.0,424.9934387207031,229.992431640625,668.2167358398438,303.9916076660156,244.9941864013672,80.0,164.993408203125,404.5218200683594
2026-01-29,259.0396423339844,406.9844970703125,1567.9049072265625,104.76799774169922,330.18798828125,129.99571228027344,1016.9647827148438,209.98980712890625,269.5185546875,174.97837829589844,271.9815673828125,199.8930053710937,164.98577880859375,755.1171875,96.79634857177734,316.97918701171875,141.0,412.9936218261719,208.9931182861328,633.6370849609375,307.9914855957031,224.99465942382807,64.5,163.99343872070312,392.7044677734375
2026-02-24,265.7064514160156,401.9846801757813,1599.9029541015625,107.21800231933594,325.47100830078125,141.9953155517578,1141.96044921875,214.98956298828125,274.28045654296875,177.97801208496094,270.98162841796875,197.9140014648437,173.98500061035156,751.3782958984375,105.99600219726562,320.7521667480469,130.0,406.9937133789063,224.9925994873047,634.5720825195312,309.991455078125,206.99508666992188,66.5999984741211,139.99440002441406,441.7926635742188
2026-03-31,269.5153503417969,393.9849853515625,1549.906005859375,96.6500015258789,320.7539978027344,142.9952850341797,1138.9605712890625,187.99087524414065,279.0423583984375,168.0,276.9812316894531,192.7689971923828,174.98492431640625,752.3132934570312,104.99604034423828,313.2052307128906,130.0,434.9932861328125,212.9929962158203,640.1790161132812,300.0,189.99549865722656,62.29999923706055,147.99407958984375,440.88372802734375
2026-04-30,272.0,420.0,1549.906005859375,108.75,328.3009948730469,165.99452209472656,1278.0,201.99020385742188,291.0,195.0,307.9791259765625,249.3719940185547,200.0,789.989990234375,117.0,342.4500427246094,147.0,438.99322509765625,254.0,679.0,305.0,207.9950714111328,79.5999984741211,178.0,463.6094055175781
2026-05-31,,,,122.07599639892578,349.0559997558594,165.0,,,,,,249.3719940185547,,,,355.6579895019531,,,276.0,,,,,,463.6094055175781
2026-06-30,259.0,410.0,1474.0,129.0,350.0,168.0,1064.0,179.0,279.0,178.0,270.0,233.0,177.0,766.990234375,111.0,346.0,135.0,435.0,279.0,634.0,298.0,225.0,82.0999984741211,157.0,479.0625305175781
2026-07-30,255.0,424.0,1460.0,139.0,331.0,193.0,1091.0,204.0,279.0,168.0,270.0,236.0,164.0,784.9900512695312,112.0,315.0,145.0,395.0,286.0,644.0,297.0,222.0,77.9000015258789,153.0,426.0
2026-08-31,252.0,500.0,1520.0,173.0,355.0,191.0,1159.0,204.0,277.0,169.0,268.0,265.0,178.0,770.0,114.0,320.0,187.0,414.0,283.0,664.0,342.0,229.0,78.9000015258789,153.0,430.0
