Date,KIB.KW,NOOR.KW,NAPESCO.KW,PHC.KW,KRE.KW,AAYANRE.KW,MEZZAN.KW,KAMCO.KW,WARBABANK.KW,GFH.KW,FACIL.KW,SENERGY.KW,WINSRE.KW,KFH.KW,ALMANAR.KW,ARZAN.KW,KFIC.KW,KCEM.KW,AAYAN.KW,BOUBYAN.KW,ARKAN.KW,MUNSHAAT.KW,SOKOUK.KW,INJAZZAT.KW,JTC.KW
2023-09-27,133.8407440185547,168.97039794921875,738.8700561523438,47.17599868774414,103.05608367919922,74.5899658203125,507.9568481445313,92.98685455322266,153.7904510498047,79.3581314086914,161.96401977539062,72.23799896240234,98.8969268798828,581.8771362304688,56.492767333984375,156.36375427246094,74.22000122070312,161.99468994140625,159.98049926757812,507.1543273925781,88.49491882324219,112.99732208251952,35.400001525878906,84.48824310302734,281.7669677734375
2023-10-31,129.4381103515625,179.96847534179688,689.878662109375,44.41899871826172,99.3081512451172,71.29041290283203,499.9575500488281,86.4877700805664,142.98362731933594,76.95938873291016,152.9660186767578,65.31099700927734,98.01514434814452,542.9795532226562,56.99270248413086,140.81417846679688,79.38600158691406,147.99514770507812,153.98123168945312,492.0399475097656,86.9949951171875,122.99708557128906,40.20000076293945,82.28855895996094,281.7669677734375
2023-11-30,128.5581817626953,198.9651336669922,739.869873046875,45.64400100708008,116.17184448242188,73.2901382446289,516.9561157226562,84.98799133300781,148.80252075195312,76.95938873291016,149.9666748046875,63.33200073242188,97.91716766357422,554.8875732421875,56.99270248413086,169.32240295410156,85.68699645996094,124.99590301513672,163.98001098632812,489.5210266113281,75.2956771850586,140.9966583251953,48.20000076293945,86.88790893554688,287.219970703125
2023-12-28,132.07989501953125,225.96041870117188,802.8588256835938,44.41899871826172,128.0386199951172,71.89031982421875,574.951171875,85.98783874511719,154.62142944335938,76.25977325439453,158.9646759033203,60.36399841308594,98.7009735107422,576.3206787109375,56.79273223876953,181.4170837402344,84.5530014038086,133.99560546875,173.9788055419922,503.7954711914063,79.39543914794922,152.99636840820312,51.5,86.9878921508789,294.4917297363281
2024-01-31,142.64700317382812,239.9579620361328,769.8646240234375,58.5099983215332,149.89920043945312,78.98937225341797,614.94775390625,97.08627319335938,157.11538696289062,80.6574478149414,167.96267700195312,72.23799896240234,107.8167495727539,612.8374633789062,61.29215621948242,195.2397003173828,84.0479965209961,138.9954376220703,189.9768524169922,515.551025390625,82.99523162841797,152.99636840820312,52.400001525878906,96.98650360107422,311.7615661621094
2024-02-29,145.28778076171875,252.9556884765625,759.8663940429688,64.63700103759766,143.65333557128906,80.68913269042969,619.9473266601562,104.9851531982422,156.28440856933594,79.3581314086914,187.958236694336,73.6240005493164,105.8562240600586,643.0028686523438,73.4906005859375,193.51174926757807,93.24700164794922,173.99429321289062,177.9783172607422,539.9009399414062,86.9949951171875,150.9964141845703,55.29999923706055,99.78612518310548,327.2127685546875
2024-03-31,147.9295654296875,224.9605865478516,841.8519287109375,56.36600112915039,143.65333557128906,75.18987274169922,679.9421997070312,101.98558044433594,153.7904510498047,86.55433654785156,192.9571228027344,62.73899841308594,118.5981216430664,631.8887939453125,63.49187469482422,167.59446716308594,83.29199981689453,192.99368286132807,181.97784423828125,518.9088745117188,85.99505615234375,124.99703216552734,50.09999847412109,97.98636627197266,338.1197814941406
2024-04-30,146.0233612060547,231.9673614501953,839.852294921875,58.20399856567383,138.03244018554688,75.88978576660156,739.9371337890625,99.88587951660156,157.11538696289062,87.17052459716797,174.9754180908203,59.374000549316406,109.98226928710938,623.006103515625,65.59160614013672,176.2332305908203,86.9469985961914,192.99368286132807,168.9863739013672,524.23974609375,80.59536743164062,133.996826171875,48.29999923706055,94.99163055419922,343.5737609863281
2024-05-30,158.72169494628906,252.96441650390625,844.8514404296875,60.34799957275391,135.53448486328125,81.9936752319336,779.9532470703125,96.69116973876952,163.01730346679688,89.16985321044922,177.97499084472656,73.4260025024414,140.97727966308594,631.6595458984375,62.39491271972656,168.90924072265625,95.13700103759766,177.99417114257812,159.98709106445312,515.3389892578125,91.49474334716795,137.99671936035156,54.20000076293945,96.89146423339844,332.6861267089844
2024-06-30,161.4425506591797,255.9639892578125,747.9183959960938,57.59099960327149,142.4043426513672,75.1941909790039,728.956298828125,95.89125061035156,155.08743286132812,86.97058868408203,181.9744415283203,75.8010025024414,139.97743225097656,610.027099609375,58.99518585205078,167.11227416992188,88.58499908447266,174.9942626953125,148.9879913330078,501.98834228515625,113.9934539794922,141.9966278076172,50.0,102.99092864990234,348.13824462890625
