Date,7020.SR,9540.SR,4334.SR,7010.SR,4030.SR,1120.SR,1030.SR,9583.SR,1180.SR,7211.SR,8200.SR,1080.SR,2370.SR,9548.SR,9645.SR,4142.SR,2230.SR,2190.SR,1211.SR,8230.SR,4148.SR,9541.SR,4291.SR,4191.SR,9634.SR
2023-09-28,38.96359252929688,1.9700000286102293,7.200573444366455,30.51126480102539,16.737323760986328,41.509376525878906,10.751272201538086,,27.875164031982425,11.960000038146973,12.918460845947266,15.035160064697266,17.075241088867188,18.42737197875977,,61.34129333496094,4.44864559173584,24.65824508666992,40.34999847412109,30.36000061035156,1.8558858633041384,4.038497924804688,92.16748046875,27.253826141357425,
2023-10-31,40.3192253112793,2.032500028610229,7.344906330108643,31.16044044494629,15.876465797424316,41.02031707763672,10.002765655517578,24.94135284423828,28.51255416870117,11.0,11.921538352966309,14.884810447692873,15.094134330749512,20.29373359680176,,66.0874252319336,3.885280132293701,23.71529006958008,36.0,29.76000022888184,1.800029158592224,3.757928133010864,94.66368103027344,22.22375869750977,
2023-11-30,40.40668869018555,1.987499952316284,7.29679536819458,31.529874801635746,15.523655891418455,46.70570373535156,10.206904411315918,21.76700019836425,29.70234680175781,10.420000076293944,12.779999732971191,15.035160064697266,17.320518493652344,20.317358016967773,,70.96273803710938,4.001838684082031,26.119823455810547,39.84999847412109,34.20000076293945,1.7207486629486084,3.4688570499420166,104.84049987792967,25.51616859436035,
2023-12-31,42.89930725097656,2.0299999713897705,7.481218814849853,33.1289176940918,15.565995216369627,52.8801383972168,10.860145568847656,23.340839385986328,32.8468017578125,10.899999618530272,12.876922607421877,15.849566459655762,21.07518577575684,19.703113555908203,,83.6024169921875,4.196103096008301,28.94868469238281,48.54999923706055,35.5,2.108142137527466,4.038497924804688,115.05006408691406,27.560447692871094,
2024-01-31,45.56685256958008,2.7249999046325684,7.344906330108643,33.45692443847656,16.469186782836914,51.35181427001953,10.615180015563965,23.38751983642578,34.50401306152344,13.0,15.923075675964355,15.649097442626951,18.980876922607425,17.860374450683594,,95.15868377685548,4.554769039154053,29.09012985229492,46.400001525878906,31.600000381469727,2.1621971130371094,3.681409358978272,144.44525146484375,27.932886123657227,
2024-02-29,48.36558151245117,3.0450000762939453,7.352924823760986,35.14508056640625,19.29872703552246,54.408470153808594,11.30705451965332,22.855348587036133,35.99125671386719,15.619999885559082,18.0,17.929777145385742,23.820430755615234,19.27786636352539,,101.1173858642578,5.241910934448242,29.46731185913086,49.75,42.34999847412109,2.3513894081115723,3.61339259147644,164.6909637451172,28.910533905029297,
2024-03-31,45.82923126220703,3.0,7.504398822784424,32.785518646240234,18.769512176513672,50.97721862792969,11.530679702758787,24.05674362182617,34.1640739440918,15.800000190734863,17.100000381469727,18.79890251159668,25.188337326049805,16.537384033203125,,89.01941680908203,6.733990669250488,37.10071563720703,49.0,54.0,2.360398530960083,4.144779205322266,127.89830017089844,27.60700035095215,
2024-04-30,45.47938919067383,3.095000028610229,7.412982940673828,32.00564956665039,19.43985366821289,49.49064254760742,11.796234130859377,24.72764778137207,31.954458236694336,17.020000457763672,19.00384521484375,19.89335823059082,31.320331573486328,16.537384033203125,,86.7425765991211,7.902132034301758,36.19466018676758,50.59999847412109,66.19999694824219,2.378417015075684,4.633162975311279,146.97596740722656,29.469194412231445,
2024-05-30,42.8555793762207,3.125,7.271703720092773,31.27222442626953,18.628389358520508,47.818241119384766,11.146323204040527,25.063100814819336,30.39421272277832,15.720000267028809,17.515384674072266,17.270957946777344,30.3769474029541,16.915382385253906,,87.6595230102539,8.785599708557129,33.57185745239258,46.75,76.30000305175781,2.247323036193848,5.0912933349609375,154.568115234375,26.07069206237793,
2024-06-30,48.00741195678711,3.424999952316284,7.37143087387085,32.21725845336914,18.483518600463867,50.481693267822266,11.216206550598145,23.42417526245117,31.961820602416992,17.5,19.384614944458008,17.391132354736328,29.716577529907227,16.77363395690918,,92.42761993408205,11.072799682617188,35.47935104370117,43.04999923706055,93.9000015258789,2.5188746452331543,5.367900371551514,155.54147338867188,25.605144500732425,
2024-07-31,46.748783111572266,3.375,7.346498489379883,33.4187126159668,21.58211898803711,53.021263122558594,11.163793563842772,23.960901260375977,33.09398651123047,24.700000762939453,21.14999961853028,18.40404319763184,34.33915710449219,18.40374565124512,,89.58509826660156,11.092432975769045,33.23804473876953,43.04999923706055,109.0999984741211,2.3877806663513184,5.536457538604736,179.875244140625,26.62935256958008,
2024-08-29,45.40026473999024,2.9749999046325684,7.562260627746582,37.32478713989258,21.32990837097168,55.37942123413086,11.383702278137209,27.79464340209961,31.27417182922364,22.940000534057617,27.48461532592773,17.114530563354492,32.688236236572266,15.214394569396973,,102.33058166503906,11.622514724731444,31.80742645263672,42.45000076293945,101.0,2.097501516342163,4.99188756942749,201.8729553222656,26.862123489379883,
2024-09-30,47.02324295043945,3.015000104904175,7.846815586090088,37.932403564453125,20.861515045166016,54.81368637084961,11.725393295288086,34.32589340209961,30.6486873626709,23.040000915527344,24.95769119262696,16.93718147277832,36.32025909423828,16.986257553100586,,92.21170043945312,11.249494552612305,29.184627532958984,48.79999923706055,95.9000015258789,2.0047767162323,7.0664381980896,205.7663726806641,27.190454483032227,
2024-10-31,47.38917922973633,3.059999942779541,8.122746467590332,36.58697509765625,20.897544860839844,55.31656646728516,11.851279258728027,32.41071319580078,29.621109008789062,27.89999961853028,25.71923065185547,16.795299530029297,37.02780151367188,16.301136016845703,,95.09622192382812,11.426188468933104,28.850814819335938,56.400001525878906,89.5999984741211,2.6282718181610107,6.418141841888428,213.35850524902344,27.285194396972656,
2024-11-28,50.49966812133789,3.299999952316284,8.139992713928223,34.876930236816406,19.85266876220703,57.26521682739258,12.588611602783203,36.33928680419922,28.99562263488769,29.89999961853028,30.600000381469727,16.93718147277832,35.99007797241211,16.537384033203125,,119.84730529785156,9.011375427246094,27.9924430847168,51.70000076293945,83.30000305175781,2.6666407585144043,6.379243850708008,222.8973388671875,27.758893966674805,
2024-12-31,48.85294342041016,4.239999771118164,8.174484252929688,35.05220031738281,18.84382057189941,59.46530532836914,13.03820514678955,40.26785659790039,29.844491958618164,35.0,37.31538391113281,18.69297409057617,40.94284057617188,18.85261917114257,,128.2217254638672,9.099722862243652,30.51987075805664,50.29999923706055,85.80000305175781,2.8776700496673584,5.83467435836792,201.423583984375,29.854124069213867,
2025-01-30,52.969757080078125,3.950000047683716,8.096879005432129,38.119258880615234,21.58211898803711,62.23113250732422,13.577716827392578,35.35714340209961,30.5593318939209,30.299999237060547,40.98461532592773,18.97673797607422,42.64093399047852,17.482378005981445,,131.9436798095703,10.150067329406738,34.239479064941406,48.70000076293945,86.9000015258789,2.8872621059417725,6.346828460693359,178.82484436035156,36.93243789672852,
2025-02-27,56.72064208984375,4.099999904632568,8.105501174926758,39.65279769897461,21.90639305114746,62.73401641845703,13.31435775756836,36.53571701049805,32.20494842529297,29.89999961853028,34.89230728149414,19.797033309936523,37.78250503540039,16.230260848999023,,133.9907684326172,9.089905738830566,29.184627532958984,45.650001525878906,83.5,3.606679677963257,6.139373779296875,168.80279541015625,40.39937210083008,
2025-03-27,57.05661010742188,3.7300000190734863,8.494796752929688,40.22507095336914,22.73508644104004,64.1169204711914,13.462090492248535,39.28571319580078,32.987064361572266,30.950000762939453,33.36922836303711,21.11318016052246,35.471214294433594,25.042325973510746,,118.17242431640624,8.491110801696777,28.70775413513184,46.29999923706055,70.69999694824219,3.184621334075928,6.288482189178467,156.81564331054688,36.59537887573242,
2025-04-30,58.7402458190918,3.5,8.315959930419922,42.220794677734375,22.05051040649414,62.151309967041016,13.88681983947754,41.0,32.84904861450195,29.0,34.096153259277344,19.65079498291016,33.395774841308594,25.656572341918945,,120.2492218017578,8.294783592224121,28.27856636047364,51.09999847412109,65.5,2.925000190734864,5.7957763671875,154.06448364257812,38.76220703125,
2025-05-29,55.74711227416992,3.849999904632568,8.27125072479248,39.31432342529297,21.97845458984375,58.13125228881836,13.66522216796875,39.0,31.928905487060547,29.049999237060547,34.9615364074707,19.797033309936523,29.669408798217773,27.404809951782227,,131.4044189453125,7.706250190734863,27.658632278442383,51.0,56.5,2.944499969482422,5.80225944519043,157.9947052001953,36.30646514892578,79.73230743408203
2025-06-30,55.46650695800781,4.0,8.056644439697266,39.91482925415039,22.781145095825195,60.3646125793457,13.406691551208496,40.0,33.235504150390625,32.0,35.30769348144531,19.85187339782715,32.05421447753906,28.93097305297852,,133.6732635498047,7.014663696289063,32.161705017089844,53.59999847412109,64.30000305175781,3.6757500171661377,6.158822536468506,158.0929412841797,37.75102233886719,75.46316528320312
2025-07-31,57.243682861328125,3.990000009536743,8.27125072479248,39.965328216552734,20.733821868896484,60.4603271484375,13.28665828704834,37.400001525878906,34.50530242919922,29.65999984741211,31.5,20.48226547241211,32.09257888793945,26.251916885375977,,124.0306396484375,7.538293361663818,32.53340148925781,52.0,59.400001525878906,3.6367502212524414,5.445695877075195,164.2830352783203,36.961334228515625,87.48751831054688
2025-08-31,60.01045989990234,3.839999914169312,8.406685829162598,39.9463119506836,20.342967987060547,59.98175430297852,12.918590545654297,48.34000015258789,33.09213638305664,26.31999969482422,30.959999084472656,22.80936813354492,29.75229835510254,30.94380760192871,,121.47818756103516,6.579951763153076,33.47243118286133,51.45000076293945,57.650001525878906,3.256500005722046,6.48297119140625,165.069091796875,37.17319869995117,112.75938415527344
2025-09-30,64.44684600830078,3.724999904632568,8.341805458068848,41.90465545654297,25.349607467651367,68.9578628540039,13.54552173614502,45.0,37.04428482055664,28.040000915527344,34.089229583740234,23.280441284179688,29.57965469360352,25.429344177246094,11.039999961853027,121.98111724853516,7.162860870361328,32.279083251953125,64.0,60.650001525878906,3.509999990463257,7.0664381980896,156.12783813476562,43.402462005615234,111.36622619628906
2025-10-30,64.63765716552734,3.724999904632568,8.388148307800293,42.95036697387695,29.20230293273925,67.99296569824219,13.061075210571287,42.0,37.70612716674805,24.65999984741211,31.040000915527344,22.83763313293457,28.19850349426269,27.57994079589844,11.789999961853027,136.10018920898438,7.2912983894348145,35.72218322753906,64.25,58.95000076293945,3.2955002784729004,6.871949195861816,169.9818572998047,48.20327758789063,113.19474792480467
2025-11-30,59.00869369506836,3.299999952316284,8.351073265075684,40.91008377075195,28.662553787231445,62.26792144775391,12.500635147094728,41.79999923706055,34.73728942871094,23.770000457763672,28.81999969482422,20.953338623046875,22.19433212280273,29.06210899353028,11.210000038146973,115.35379028320312,6.856586456298828,30.616220474243164,59.650001525878906,42.5,3.461250066757202,6.48297119140625,143.9441680908203,39.10905838012695,115.37157440185548
2025-12-31,62.96805191040039,3.559999942779541,8.165700912475586,41.37212371826172,26.96885681152344,62.718204498291016,12.472139358520508,45.0,35.815147399902344,25.26000022888184,26.81999969482422,20.36920928955078,20.851299285888672,35.9498291015625,13.199999809265137,125.3427963256836,6.332956790924072,30.479278564453125,60.95000076293945,38.900001525878906,3.315000057220459,7.455416202545166,141.19302368164062,45.4523811340332,108.75403594970705
2026-01-29,67.1659164428711,3.549999952316284,8.58279037475586,42.73900604248047,28.662553787231445,68.9578628540039,13.298548698425291,51.5,42.41466522216797,25.26000022888184,27.89999961853028,21.480939865112305,22.41980361938477,33.697513580322266,14.0,125.5348892211914,7.567932605743408,28.01432991027832,77.30000305175781,41.54999923706055,3.256500005722046,7.241111278533935,128.8000030517578,47.27047729492188,111.45329284667967
