Date,CFIETFGE.SN,CFIMRCLPR.SN,ENELGXCH.SN,CFI4060ETF.SN,BANVIDA.SN,LIPIGAS.SN,FALABELLA.SN,BCI.SN,OXIQUIM.SN,ENAEX.SN,ILC.SN,BESALCO.SN,CFIASXIB-E.SN,PARAUCO.SN,CHILE.SN,CFIBMPEU-E.SN,ANDINA-A.SN,BSANTANDER.SN,ZOFRI.SN,CFIBMPEM-E.SN,SALFACORP.SN,EISA.SN,MALLPLAZA.SN,CGET.SN,ITAUCL.SN
2023-09-29,1828.6282958984373,14152.7275390625,201.02330017089844,,290.2159118652344,2264.697998046875,1906.8836669921875,20735.07421875,4607.2900390625,11344.400390625,4790.20654296875,379.21240234375,,1200.7559814453125,78.95974731445312,1287.442138671875,1447.6756591796875,35.663787841796875,465.3576965332031,1197.30224609375,366.9620056152344,119.06463623046876,1124.5780029296875,23.53768539428711,7420.9150390625
2023-10-31,1786.23388671875,14268.2666015625,199.9852905273437,,299.019775390625,2265.639892578125,1750.0732421875,19499.5,4927.66015625,11203.86328125,4375.42529296875,361.69244384765625,,1149.35009765625,80.23371124267578,1290.0389404296875,1307.4901123046875,33.8177604675293,478.3825378417969,1178.3359375,324.5465393066406,102.10193634033205,996.9942626953124,36.831390380859375,6804.51123046875
2023-11-30,1886.13671875,14545.1904296875,222.20751953125,,310.2001953125,2270.898681640625,1955.0887451171875,21341.927734375,4927.66015625,11317.130859375,4848.572265625,384.7890930175781,,1177.449462890625,85.49537658691406,1253.2471923828125,1448.1865234375,37.09380340576172,493.3905334472656,1199.023193359375,374.177978515625,105.65149688720705,1113.7078857421875,36.831390380859375,7445.32861328125
2023-12-29,1999.0775146484373,14865.1103515625,232.3902587890625,,333.943359375,2506.505126953125,2112.571044921875,21731.91796875,5012.66064453125,11713.2060546875,5470.9912109375,413.6947326660156,,1344.037841796875,90.30329132080078,1401.0128173828125,1486.7674560546875,37.26713943481445,509.6314086914063,1258.77880859375,405.3745727539063,133.08016967773438,1146.5941162109375,45.44102478027344,7428.01416015625
2024-01-31,2112.3876953125,15086.6083984375,233.2353057861328,,354.3096008300781,2806.566650390625,2122.07763671875,22433.537109375,5012.66064453125,11705.341796875,6266.4521484375,460.0738830566406,,1406.5074462890625,90.96644592285156,1489.7210693359375,1618.0106201171875,37.26713943481445,525.502685546875,1271.1142578125,422.0666809082031,148.10531616210938,1182.888671875,45.44102478027344,7549.130859375
2024-02-29,2295.160400390625,15247.267578125,251.7230529785156,,363.0142211914063,2882.404296875,2352.63623046875,24419.93359375,5059.28662109375,11846.8681640625,7200.037109375,499.9562683105469,,1458.5650634765625,97.72894287109376,1512.9814453125,1728.8984375,40.71651458740234,551.9248657226562,1404.2535400390625,468.366943359375,157.12045288085938,1317.2889404296875,45.44102478027344,8224.4912109375
2024-03-28,,15595.9306640625,245.4119873046875,,371.4739379882813,2953.827392578125,2470.747802734375,25522.474609375,5059.28662109375,12412.9697265625,6958.19189453125,504.8172302246094,,1367.984619140625,95.1112060546875,1712.08203125,1738.181640625,42.29386901855469,617.832275390625,1414.9466552734375,482.33599853515625,157.2921600341797,1239.5411376953125,54.738800048828125,8754.3212890625
2024-04-30,2264.79931640625,15499.1767578125,248.6492156982422,,363.5216674804688,2949.596435546875,2467.867431640625,26445.11328125,5059.28662109375,13610.041015625,7261.3203125,507.9681091308594,,1367.70068359375,92.92975616455078,,1784.25732421875,39.29286575317383,672.901611328125,1369.3524169921875,494.7619934082031,160.74365234375,1324.228271484375,54.738800048828125,9176.0615234375
2024-05-31,,15663.5791015625,257.7495422363281,,385.60101318359375,3093.38134765625,2670.48193359375,24602.51953125,6047.4833984375,14371.1357421875,7759.986328125,534.4293212890625,,1442.959228515625,95.1112060546875,1583.347412109375,1956.2681884765625,39.24769973754883,717.0027465820312,1374.972900390625,516.5914306640625,168.75885009765625,1440.904541015625,60.341983795166016,9439.5322265625
2024-06-28,,16223.0908203125,263.4590148925781,,422.49114990234375,3144.32080078125,2785.713134765625,25008.62890625,6452.33544921875,14707.2685546875,7335.3779296875,520.4876708984375,,1373.0045166015625,91.6296157836914,1577.75537109375,1918.0810546875,39.92516326904297,668.1990356445312,1419.725341796875,521.1109008789062,168.75885009765625,1299.4700927734375,60.341983795166016,9403.19140625
2024-07-31,2380.417724609375,16573.89453125,265.0844421386719,,408.3829345703125,2929.334228515625,2996.01025390625,26011.6171875,6578.8525390625,14539.201171875,6735.48486328125,525.1348266601562,,1449.3363037109375,97.91218566894533,1620.50439453125,2020.8924560546875,42.36403274536133,669.45703125,1434.236328125,527.3737182617188,155.0396270751953,1384.9378662109375,64.65213012695312,9549.462890625
2024-08-30,,16357.3818359375,263.81024169921875,,404.9998474121094,2914.11767578125,3101.638427734375,26434.724609375,6578.8525390625,14328.0419921875,6847.04638671875,508.9718322753906,,1455.8099365234375,100.87022399902344,1605.807861328125,1996.488525390625,42.4543571472168,692.5664672851562,1410.2589111328125,506.5008850097656,146.75584411621094,1432.4620361328125,64.65213012695312,9721.173828125
2024-09-30,2372.077880859375,16602.78125,273.6281433105469,,412.179931640625,3089.259521484375,3197.66455078125,26434.724609375,6621.0244140625,14248.4287109375,6846.86376953125,483.3099670410156,,1530.4991455078125,100.08490753173828,1617.8238525390625,1892.156982421875,42.2285385131836,721.87109375,1478.7998046875,510.7739868164063,142.66351318359375,1462.7220458984375,64.65213012695312,9492.2265625
2024-10-30,,16723.0,289.7763061523437,,430.1751098632813,3072.975830078125,3313.85595703125,26633.0546875,7151.5791015625,14248.4287109375,6881.5556640625,537.6265258789062,,1525.571533203125,97.72894287109376,1617.1583251953125,1956.7659912109373,43.1227912902832,718.614013671875,1521.785400390625,543.8502807617188,141.9694366455078,1489.282470703125,64.65213012695312,9448.6171875
2024-11-29,,16918.2109375,306.0551452636719,,428.1956176757813,3217.773193359375,3168.856689453125,26226.94921875,7151.5791015625,14159.216796875,6707.4580078125,534.920166015625,,1518.904541015625,96.98725128173828,1578.0604248046875,1919.5242919921875,41.912391662597656,730.7855834960938,1485.573486328125,525.8482666015625,148.72988891601562,1560.426513671875,73.27240753173828,9425.904296875
2024-12-30,2594.2216796875,16977.603515625,312.1157531738281,,439.3583679199219,3682.817626953125,3375.312744140625,26066.39453125,7239.78076171875,14478.6494140625,6950.7568359375,535.4180908203125,1111.512451171875,1535.233642578125,98.64514923095705,1590.2982177734375,2131.599365234375,42.725341796875,723.1253662109375,1498.55419921875,529.63818359375,156.6820526123047,1566.9361572265625,73.27240753173828,9235.115234375
2025-01-31,,17151.15625,321.4560546875,,442.3636474609375,3746.627197265625,3594.859375,28337.759765625,7560.626953125,14743.0390625,7977.35693359375,583.3238525390625,1111.512451171875,1627.89453125,106.05335998535156,1728.9434814453125,2308.027099609375,45.796512603759766,800.3605346679688,1519.725830078125,563.7472534179688,182.0404663085937,1691.7064208984375,73.27240753173828,10011.900390625
2025-02-28,,17590.462890625,366.1256408691406,,435.886474609375,3760.083740234375,3633.513671875,30599.681640625,7703.744140625,14950.42578125,8801.103515625,638.7537231445312,1111.512451171875,1671.760986328125,108.46167755126952,1734.23046875,2307.2734375,46.96175003051758,841.7094116210938,1468.7666015625,606.3836059570312,204.62384033203125,1826.3778076171875,73.2896499633789,10357.1376953125
2025-03-31,2444.908447265625,17713.978515625,362.42962646484375,,433.9358215332031,3972.212158203125,3826.785888671875,33140.20703125,7847.39208984375,15413.357421875,9766.626953125,690.050537109375,1128.1693115234375,1826.1636962890625,118.33563232421876,1745.41455078125,2570.67919921875,48.786380767822266,825.5931396484375,1476.7496337890625,634.6183471679688,270.9537353515625,1888.7630615234373,73.2896499633789,11719.0107421875
2025-04-30,2451.30908203125,17956.740234375,388.6273193359375,,435.9144592285156,4001.684814453125,4201.57958984375,36576.32421875,8494.646484375,15415.6220703125,10053.291015625,690.407470703125,1128.1693115234375,2106.36865234375,131.06497192382812,1780.158935546875,2823.067138671875,54.65568923950195,836.4548950195312,1492.69677734375,640.9190673828125,264.6561584472656,2159.825927734375,73.2896499633789,12536.6796875
2025-05-30,,17793.126953125,411.9105224609375,,473.0385437011719,4045.301025390625,4411.482421875,35600.953125,8828.3818359375,18350.6328125,11028.0888671875,780.4623413085938,1128.1693115234375,1930.525146484375,131.2535400390625,1886.120849609375,3125.74365234375,53.8155632019043,918.8602294921876,1534.1142578125,714.0015258789062,283.0094909667969,1976.6531982421875,78.55630493164062,12085.578125
2025-06-30,2637.576416015625,17886.54296875,415.1082763671875,,473.0385437011719,4290.67333984375,4837.15234375,38371.0,8507.1640625,18608.1484375,10286.7451171875,830.5565185546875,1178.0322265625,1935.4500732421875,132.8564910888672,1872.77197265625,2919.03076171875,56.04952621459961,981.9994506835938,1620.34814453125,730.7335205078125,277.6304626464844,2017.908203125,78.55630493164062,12180.9482421875
2025-07-31,2782.809814453125,18059.68359375,410.3486328125,,473.0385437011719,4410.25146484375,4739.431640625,37649.23046875,10158.4150390625,18446.955078125,10246.46484375,790.0977172851562,1178.0322265625,1954.1641845703125,126.33153533935548,1967.9774169921875,2825.232666015625,53.63417434692383,887.8896484375,1713.151611328125,703.2130737304688,272.7395324707031,1994.611328125,78.55630493164062,12135.6240234375
2025-08-29,,18222.443359375,410.662841796875,1003.7000122070312,519.40576171875,5248.39599609375,5377.544921875,38137.88671875,10647.263671875,19650.203125,12187.5771484375,848.081298828125,1201.5899658203125,2206.93115234375,130.63121032714844,1978.24365234375,2998.984619140625,55.467166900634766,945.8717651367188,1735.8287353515625,864.0595703125,316.21112060546875,2203.60498046875,78.55630493164062,13031.7265625
2025-09-30,2926.017822265625,18302.181640625,428.8143005371094,1013.5,540.143798828125,5926.7646484375,5570.05419921875,41453.16796875,10647.263671875,20444.388671875,12466.66015625,901.3892822265624,1210.989990234375,2408.82080078125,137.6559295654297,1999.324462890625,3079.3154296875,60.79430770874024,980.2212524414062,1847.98388671875,912.1173706054688,373.8478393554688,2553.4453125,83.15769958496094,13975.0419921875
2025-10-30,,18713.759765625,447.3354187011719,1022.5999755859376,586.5819702148438,5955.798828125,5826.5908203125,47256.609375,11017.603515625,20149.515625,14385.7138671875,1077.4993896484375,1210.989990234375,2602.793212890625,153.8834686279297,2042.09228515625,3236.715087890625,65.08084106445312,981.6251831054688,1902.2906494140625,1015.098388671875,375.2633361816406,2607.46044921875,101.63719177246094,16169.5009765625
2025-11-28,,18822.1015625,455.8196716308594,1013.7999877929688,590.2662963867188,6453.10009765625,5910.3203125,52570.41796875,11017.603515625,22016.326171875,15507.7998046875,1199.50732421875,1210.989990234375,2968.965576171875,165.10414123535156,1979.927490234375,3384.881591796875,66.4937744140625,995.6810302734376,1817.9775390625,1113.175537109375,453.9476013183594,3142.701904296875,101.72958374023438,16902.24609375
2025-12-30,2829.927978515625,19107.724609375,469.49798583984375,1014.5,630.803466796875,7898.4248046875,6190.0751953125,56961.52734375,11304.490234375,23097.53515625,17455.625,1182.31005859375,1250.0400390625,2959.069091796875,164.0669403076172,1989.2314453125,3446.81884765625,67.87806701660156,1032.751220703125,1824.037841796875,1176.9256591796875,447.1042175292969,3129.051025390625,101.72958374023438,18837.978515625
