Date,ASELS.IS,YGGYO.IS,ECOGR.IS,TRGYO.IS,GRSEL.IS,GMTAS.IS,BMSTL.IS,EGEGY.IS,DOCO.IS,AGESA.IS,AKSGY.IS,BAHKM.IS,ENKAI.IS,TBORG.IS,FZLGY.IS,ENERY.IS,GLYHO.IS,MAGEN.IS,ENJSA.IS,ZRGYO.IS,RGYAS.IS,SAFKR.IS,PCILT.IS,PINSU.IS,KUYAS.IS
2023-09-29,40.60474395751953,33.26272201538086,,28.70385360717773,56.02831268310547,4.72223424911499,6.085064888000488,,3041.655029296875,67.37994384765625,3.9825143814086914,,30.585494995117188,53.25653076171875,,2.5090978145599365,4.906759262084961,7.238903999328613,45.39234924316406,5.394717216491699,,5.1041998863220215,10.115279197692873,3.19666600227356,16.137500762939453
2023-10-31,41.14215469360352,30.657114028930664,,28.755355834960938,63.3284797668457,4.142059803009033,5.308300018310547,,3273.652587890625,54.702674865722656,3.514894485473633,,26.72058486938477,62.15432357788086,,2.0938546657562256,3.936551809310913,6.507812976837158,42.66442108154297,4.811770915985107,,4.378049850463867,9.984758377075195,3.200000047683716,13.25
2023-11-30,48.69821166992188,32.1743049621582,,28.961368560791016,71.98666381835938,4.256192684173584,6.087500095367432,,3953.251953125,54.84197998046875,3.5737338066101074,,30.884145736694336,59.85391616821289,,2.244560480117798,3.660924434661865,6.119999885559082,41.71710586547852,5.029140949249268,,5.858550071716309,13.058499336242676,3.72666597366333,18.975000381469727
2023-12-29,44.84941482543945,30.541677474975582,,27.210294723510746,67.38545989990234,3.409709930419922,6.934879779815674,,4475.52099609375,56.69945907592773,3.660445690155029,,29.865217208862305,63.58665084838867,,1.7988545894622805,3.401540756225586,3.7920000553131104,39.94526672363281,5.602206230163574,,5.675250053405762,10.415474891662598,4.119999885559082,13.387499809265137
2024-01-31,50.45309829711914,31.94342803955078,,31.296131134033203,73.61936950683594,3.956594944000244,9.243260383605955,,4210.63818359375,54.00611877441406,4.388198375701904,,33.21579360961914,65.10578918457031,,2.295865297317505,3.7397243976593018,5.340000152587891,48.8132209777832,6.847140789031982,,7.381350040435791,11.379298210144045,5.693333148956299,15.225000381469728
2024-02-29,59.825809478759766,37.748321533203125,,32.12016296386719,79.65534973144531,3.980372905731201,9.218910217285156,,4937.81689453125,59.903602600097656,5.205760002136231,,33.69718551635742,75.95674896240234,,2.37282133102417,4.1304426193237305,6.28000020980835,54.73396301269531,6.866901397705078,,7.360199928283691,13.601951599121094,7.28000020980835,13.5625
2024-03-29,55.937129974365234,37.46796798706055,,35.4849739074707,80.15010833740234,3.785395860671997,7.884530067443848,,4907.830078125,69.19097900390625,5.091177463531494,,31.022804260253903,75.95674896240234,3.1164000034332275,2.661407709121704,4.173125743865967,6.0960001945495605,51.225379943847656,5.977663040161133,,6.55649995803833,10.941632270812988,8.166666030883789,11.279999732971191
2024-04-30,60.57363128662109,36.11569595336914,,38.66093826293945,107.65841674804688,3.709307909011841,7.76278018951416,,5025.27783203125,78.84986114501953,5.695058345794678,,34.232059478759766,83.24859619140625,2.951040029525757,2.629342555999756,4.452210426330566,9.847999572753906,59.68984603881836,7.291760921478271,,6.933674812316895,12.314699172973633,7.693333148956299,12.662500381469728
2024-05-31,58.47973251342773,38.01218032836914,,40.89269256591797,132.59402465820312,4.094505310058594,8.975410461425781,,4900.3330078125,93.89541625976562,5.505082130432129,,38.30875778198242,78.56098175048828,3.518352031707764,2.842576026916504,4.52116060256958,9.736000061035156,55.2903938293457,8.062434196472168,114.17865753173828,7.45537519454956,14.271320343017578,8.979999542236328,12.149999618530272
2024-06-28,58.42987060546875,42.58848571777344,,46.05149459838867,142.5006561279297,4.860143661499023,11.244830131530762,,5777.4453125,120.27157592773438,5.816102981567383,,37.92179870605469,85.76602172851562,3.017184019088745,3.1311628818511963,4.770693778991699,10.960000038146973,62.058780670166016,7.6968584060668945,122.28484344482422,9.834750175476074,16.476810455322266,7.860000133514404,11.75
2024-07-31,62.31855010986328,43.65451431274414,,44.72501754760742,131.20364379882812,4.360814094543457,12.175000190734863,,5595.02587890625,120.92169189453124,6.338619709014893,,42.95224380493164,91.75574493408205,3.2283360958099365,3.0083136558532715,5.348561763763428,8.399999618530273,61.78438568115234,6.787858009338379,112.69581604003906,10.019811630249023,13.001233100891112,8.25333309173584,12.8125
2024-08-29,58.2304573059082,43.60212707519531,,42.96687316894531,140.22142028808594,4.275214672088623,12.43067455291748,,5729.96630859375,92.64161682128906,5.5797271728515625,56.75,44.96073532104492,94.32722473144533,3.559056043624878,3.249235153198242,5.322295188903809,9.064000129699709,55.0160026550293,6.135749816894531,102.5136489868164,7.938300132751465,14.322811126708984,8.020000457763672,15.0625
