Date,OMCN.TA,MMHD.TA,PHOE.TA,HARL.TA,LBRA.TA,MAXO.TA,BSEN.TA,MTAV.TA,^TA125.TA,OPCE.TA,LUMI.TA,MGDL.TA,PAZ.TA,POLI.TA,TASE.TA,CLIS.TA,MNRV.TA,ANLT.TA,MCPL.TA,ORAD.TA,MRIN.TA,MISH.TA,TRPZ.TA,ELAL.TA,BWAY.TA
2024-07-31,,9694.5732421875,3646.2646484375,3389.852294921875,477.2549133300781,865.709716796875,21340.0,1650.9639892578125,1998.02001953125,2700.0,3261.25341796875,448.2999877929688,35813.01171875,3471.675048828125,3004.646484375,5752.99755859375,,3742.5498046875,,62.59999847412109,856.1887817382812,15276.8876953125,1783.951416015625,500.0,1389.0
2024-08-29,,10194.2939453125,3881.02392578125,3718.547119140625,549.4179077148438,973.2612915039062,23580.0,1832.1048583984373,2081.679931640625,2801.0,3489.061767578125,463.6000061035156,39249.45703125,3605.58544921875,3085.636962890625,5897.94677734375,,3719.55859375,,59.59999847412109,829.614013671875,16826.572265625,1741.9525146484375,590.0,1428.0
2024-09-30,,10876.6494140625,4196.85888671875,3616.671875,620.4813842773438,1048.52734375,24950.0,1948.04833984375,2118.449951171875,3016.0,3640.93359375,508.2000122070313,39149.5625,3726.50439453125,3519.5859375,6326.79736328125,,3765.541015625,,66.5,919.029296875,16696.59765625,1756.9521484375,644.5999755859375,1690.0
2024-10-31,,11636.4150390625,4331.75830078125,3896.491943359375,739.4202880859375,987.5548706054688,29590.0,1995.0252685546875,2213.639892578125,3035.0,3805.795166015625,609.0,42256.35546875,3903.385986328125,3754.55810546875,7167.5048828125,,4226.36279296875,,68.0999984741211,1090.9664306640625,19636.0,1771.9517822265625,726.2000122070312,1863.0
2024-11-28,,13555.8232421875,4536.603515625,4377.1826171875,872.6851196289062,1107.5008544921875,28570.0,2689.685791015625,2294.820068359375,2900.0,4126.9638671875,646.9000244140625,43355.22265625,4164.58447265625,4339.4892578125,7709.31640625,,4633.20458984375,,66.80000305175781,1333.7364501953125,17976.33984375,2012.9451904296875,670.0,1761.0
2024-12-31,,14885.4140625,5314.02197265625,5036.97119140625,1019.7489013671876,1154.479736328125,29350.0,3049.510009765625,2426.830078125,2967.0,4331.81298828125,685.7000122070312,45060.34375,4399.44775390625,4223.5029296875,8568.2958984375,,5806.75,,57.0,1488.5894775390625,18516.228515625,1948.9468994140625,793.5999755859375,1746.0
2025-01-30,,16634.875,6041.4775390625,5677.712890625,1023.7478637695312,1320.40478515625,41800.0,3748.168701171875,2500.60009765625,3073.0,4481.703125,735.7999877929688,51424.73828125,4595.333984375,4061.52197265625,9368.13671875,,6972.29833984375,,62.900001525878906,1458.617919921875,22255.466796875,2599.92919921875,898.5999755859375,1901.0
2025-02-27,,17074.740234375,6503.13232421875,6015.5771484375,1072.73583984375,1403.367431640625,45300.0,4009.041015625,2542.52001953125,3277.0,4776.48583984375,743.0,53592.82421875,4909.15185546875,4803.4345703125,9958.0185546875,,8542.6904296875,,76.80000305175781,1743.34814453125,23895.130859375,2611.928955078125,1107.0,1768.0
2025-03-31,,18594.26953125,6877.97314453125,5906.62060546875,1304.6787109375,1339.3963623046875,47350.0,4320.54052734375,2446.4599609375,3240.0,4978.798828125,672.9000244140625,49203.875,5005.37109375,4364.0,9092.19140625,,9127.462890625,,80.0999984741211,1481.5963134765625,22335.451171875,2371.935302734375,1125.0,1693.0
2025-04-29,,19224.076171875,7163.84716796875,6038.56787109375,1332.6717529296875,1389.373779296875,48600.0,4683.41845703125,2557.2099609375,3432.0,5161.68212890625,699.2000122070312,51192.41015625,5327.2021484375,4467.0,9958.0185546875,,9020.865234375,,99.9000015258789,1610.780517578125,25244.857421875,2649.927734375,1108.0,1650.0
2025-05-29,,20513.6796875,8476.2705078125,7137.125,1413.65185546875,1462.3409423828125,48620.0,5957.98779296875,2724.719970703125,3930.0,5660.84423828125,769.5,55449.2890625,5886.4541015625,5784.0,10987.814453125,,10447.5283203125,,90.4000015258789,2155.3681640625,27494.400390625,3187.9130859375,1300.0,1868.0
2025-06-30,,26521.828125,9741.8388671875,9428.2021484375,1624.5999755859375,1599.279052734375,56070.0,7394.00830078125,3022.5,4100.0,6258.51171875,927.0999755859376,61538.4453125,6459.2060546875,6510.0,14877.0400390625,,10897.4208984375,,95.0,2688.411376953125,28344.2265625,4069.88916015625,1320.0,2229.0
2025-07-31,,29610.876953125,11626.2275390625,10285.8564453125,1429.64794921875,1809.1844482421875,64580.0,8498.7099609375,3083.110107421875,5134.0,6303.48583984375,1041.0,62847.7734375,6397.232421875,6434.0,16366.744140625,,12137.1279296875,,93.5,3505.927978515625,27644.369140625,5156.859375,1376.0,2003.0
2025-08-28,,32400.017578125,11856.15234375,11125.51953125,1654.592529296875,1928.412109375,62390.0,9413.4638671875,3129.6201171875,5282.0,6417.07958984375,1205.0,63037.671875,6528.17236328125,7780.0,17136.591796875,,12267.09765625,,116.0999984741211,4103.1240234375,27784.341796875,4995.86376953125,1335.0,2528.0
2025-09-30,,32489.98828125,12395.9775390625,11155.505859375,1622.814208984375,2065.370361328125,67920.0,9397.46875,3248.639892578125,5239.0,6526.02978515625,1149.0,67845.203125,6730.1162109375,7639.0,16966.625,,12996.9248046875,6480.60791015625,111.5999984741211,4520.9326171875,27527.154296875,4953.865234375,1509.0,2529.0
2025-10-30,,32589.958984375,12555.9267578125,11395.41015625,1606.8160400390625,2339.28662109375,67450.0,10217.2470703125,3338.77001953125,5900.0,6629.982421875,1170.0,69664.2734375,6628.14501953125,7600.0,18206.37890625,,13596.7822265625,6043.63427734375,118.0,4450.96484375,30786.818359375,5332.8544921875,1355.0,2793.0
2025-11-27,,36038.89453125,13075.7578125,12085.1318359375,1782.7958984375,2408.265869140625,61760.0,11867.84375,3438.590087890625,6720.0,6807.923828125,1320.0,74571.7578125,7025.0341796875,8904.0,18786.26171875,,15336.37109375,,127.5,4967.72802734375,34456.4375,6308.828125,1397.0,2605.0
2025-12-31,1224.8231201171875,39927.6953125,13176.96484375,12424.9951171875,1900.782470703125,2553.221435546875,75000.0,11557.8994140625,3654.93994140625,7459.0,7017.85986328125,1546.0,71463.3515625,7202.98388671875,9490.0,20565.908203125,,18075.72265625,,142.39999389648438,5648.017578125,41025.7578125,6593.8203125,1636.0,3125.0
2026-01-30,1236.8214111328125,39937.6953125,15096.5224609375,14264.2548828125,1813.7923583984373,2801.14599609375,78400.0,12077.8046875,3995.639892578125,8465.0,7470.72216796875,1670.0,75761.1484375,7684.84912109375,11970.0,22665.490234375,,15666.29296875,,136.8000030517578,4807.3125,41055.7578125,7815.787109375,1755.0,3620.0
2026-02-27,1460.7890625,44726.21875,15996.3154296875,16443.376953125,1699.805419921875,2763.157470703125,80100.0,11497.9091796875,4074.840087890625,9871.0,7574.6904296875,1695.0,76890.5703125,7896.78955078125,15260.0,23375.349609375,,13506.8037109375,4481.72900390625,147.8000030517578,3976.604248046875,43005.5546875,7571.7939453125,1562.0,3676.0
2026-03-31,1513.781494140625,45356.0234375,16596.177734375,17402.98828125,1852.7879638671875,2660.71435546875,70150.0,11008.6845703125,4016.7900390625,10860.0,6977.6572265625,1650.0,77397.890625,7330.65966796875,13860.0,22195.583984375,1987.0,12260.0,5109.0,140.8000030517578,3523.76318359375,37346.140625,6244.830078125,1373.0,4284.0
2026-04-30,1627.0,48102.6640625,17727.287109375,18295.392578125,1943.777587890625,2939.684326171875,72100.0,13438.3935546875,4313.8798828125,12370.0,7456.56494140625,1881.0,81476.7265625,7899.5556640625,14870.0,25510.0,2075.0,14290.0,5295.0,144.60000610351562,4056.87255859375,44345.41796875,7500.0,1323.0,4852.0
2026-05-29,1545.0,52302.0234375,18737.1328125,17895.4921875,1961.7755126953125,3954.575439453125,94940.0,17137.951171875,4430.4599609375,12380.0,7149.62451171875,1911.0,83156.25,7249.2841796875,16950.0,28330.0,2250.0,16800.0,5519.0,153.39999389648438,5061.59375,51034.7265625,7500.0,1345.0,4650.0
2026-06-30,1650.0,44673.1875,16458.64453125,15658.4296875,1984.0,3604.613037109375,84760.0,12929.0634765625,4010.85009765625,9250.0,6652.330078125,1656.0,79129.0546875,6858.32275390625,12350.0,22840.0,2668.0,14950.0,5875.0,151.8000030517578,4399.4296875,41980.0,6425.0,1482.0,4600.0
2026-07-31,1750.0,47892.6953125,17198.583984375,17568.23828125,2162.0,3495.624755859375,83100.0,13239.041015625,4071.760009765625,9593.0,7238.27099609375,1739.0,86288.0625,7432.26611328125,11800.0,23180.0,2600.0,14400.0,5388.0,200.3999938964844,4264.447265625,42960.0,6431.0,1359.0,4898.0
2026-08-31,1825.0,51612.12890625,18778.453125,19358.05859375,2835.0,3795.0,76300.0,11900.0,4056.60009765625,9939.0,7631.0,2021.0,86847.984375,7725.0,12720.0,26400.0,2434.0,13650.0,6267.0,194.8000030517578,4105.0,38800.0,5676.0,1705.0,4483.0
