Date,HFL.NZ,EUF.NZ,EUG.NZ,CHI.NZ,TWF.NZ,SCL.NZ,EMF.NZ,AUE.NZ,FCT.NZ,TEM.NZ,USF.NZ,FPH.NZ,TWH.NZ,ESG.NZ,APA.NZ,ASD.NZ,USA.NZ,USH.NZ,USV.NZ,JPN.NZ,BIT.NZ,AUS.NZ,EMG.NZ,HLG.NZ,WBC.NZ
2024-07-31,4.610361576080322,2.202374219894409,3.471569538116455,1.2976137399673462,3.6631839275360094,3.2617433071136475,1.4030338525772097,2.8041157722473145,5.220669269561768,3.4564526081085205,16.006168365478516,31.546720504760746,3.5806827545166016,3.676584243774414,2.396883010864258,1.6983624696731567,4.19097900390625,3.050001621246338,5.345761775970459,2.53279709815979,2.442074775695801,3.313720941543579,2.47664475440979,5.201262474060059,30.135713577270508
2024-08-30,,2.17954158782959,3.4158759117126465,1.4817347526550293,3.55039644241333,3.150547742843628,1.3530970811843872,2.797393560409546,5.031246662139893,3.2895216941833496,15.530640602111816,34.71601867675781,3.620805263519287,3.5690248012542725,2.340316772460937,1.662246823310852,4.083742618560791,3.0841944217681885,5.147345066070557,2.5112414360046387,2.28515362739563,3.267526865005493,2.392756700515747,5.2451910972595215,31.339284896850582
2024-09-30,4.555908203125,2.161465883255005,3.403173923492432,1.5293233394622805,3.55039644241333,3.243211030960083,1.4481691122055054,2.8895835876464844,5.003526210784912,3.4368138313293457,15.600371360778809,33.88712692260742,3.688328504562378,3.5856475830078125,2.350862741470337,1.7131792306900024,4.094465732574463,3.1389029026031494,5.154054641723633,2.440695285797119,2.29496169090271,3.3844258785247803,2.508833885192871,5.622986793518066,31.87626838684082
2024-10-31,4.492379665374756,2.15676498413086,3.4316468238830566,1.5922954082489014,3.756296157836914,3.7157933712005615,1.4964838027954102,2.9035441875457764,5.287833690643311,3.5153696537017822,16.901290893554688,35.096336364746094,3.7612054347991934,3.791894197463989,2.362923622131348,1.705440878868103,4.466546535491943,3.260808229446411,5.521127700805664,2.5104901790618896,2.360307455062866,3.4054417610168457,2.569798231124878,6.615795135498047,32.31140899658203
2024-11-29,4.510530948638916,2.128032922744751,3.3647072315216064,1.6012914180755615,3.9157328605651855,3.8825862407684326,1.476343035697937,3.0183355808258057,5.740005970001221,3.544827699661255,17.715835571289062,37.10518264770508,3.8718671798706055,3.951407670974731,2.402888059616089,1.7601889371871948,4.70023250579834,3.40100622177124,5.869629859924316,2.529247283935547,2.4389843940734863,3.536827802658081,2.477493524551392,6.765154838562012,34.72016143798828
2024-12-31,4.710192680358887,2.1878957748413086,3.4306623935699463,1.682255506515503,4.0082688331604,3.762124538421631,1.533686280250549,2.934412717819214,5.608806133270264,,18.205337524414062,37.63032531738281,3.805077314376831,4.034118175506592,2.452502489089966,1.7232022285461426,4.840640068054199,3.333991527557373,5.750414848327637,2.6437644958496094,2.5274953842163086,3.434435606002808,2.582563877105713,7.514606952667236,33.499752044677734
2025-01-31,,2.3259668350219727,3.651170015335083,1.7182395458221436,4.1582746505737305,3.8217835426330566,1.5647876262664795,3.0106184482574463,6.089091777801514,3.682300567626953,18.71047019958496,36.84635543823242,3.9622302055358887,4.1256914138793945,2.5400569438934326,1.7696727514266968,4.984975814819336,3.43549919128418,6.033428192138672,2.736562728881836,2.681739091873169,3.5779757499694824,2.684687852859497,7.7423224449157715,34.95667266845703
2025-02-28,4.592210292816162,2.413830280303955,3.787018060684204,1.7452276945114136,4.079375743865967,3.9633305072784415,1.5793664455413818,2.91222620010376,5.997720718383789,3.8099536895751953,18.019699096679688,33.396915435791016,3.879725217819214,3.9760241508483887,2.5254647731781006,1.7630339860916138,4.829840183258057,3.3379335403442383,5.9772138595581055,2.742486000061035,2.652161359786988,3.44687557220459,2.693525552749634,7.286891460418701,33.499752044677734
2025-03-31,4.574059009552002,2.401278257369995,3.774221181869507,1.805407881736756,3.830015420913696,4.048259258270264,1.5385457277297974,2.769460439682007,5.681434154510498,,16.766145706176758,32.86773681640625,3.705873966217041,3.73281478881836,2.469040632247925,1.7032862901687622,4.427270889282227,3.124077081680298,5.639922618865967,2.65067458152771,2.454974412918091,3.3100340366363525,2.625770092010498,7.514606952667236,33.29161834716797
2025-04-30,4.492379665374756,2.355898380279541,3.720078468322754,1.7681829929351809,3.7472198009490967,3.92558479309082,1.4812027215957642,2.809974908828736,5.616422176361084,3.652842044830322,16.121295928955078,33.31851577758789,3.6832833290100098,3.675704956054688,2.449584007263184,1.7582920789718628,4.276062488555908,3.109294414520264,5.349155902862549,2.6694319248199463,2.422490358352661,3.346397638320923,2.5403389930725098,6.846966743469238,33.38622283935547
2025-05-30,4.465153217315674,2.491461992263794,3.905173778533936,1.9822263717651367,3.984191656112671,4.2369890213012695,1.5539292097091677,2.9469213485717773,5.867368698120117,3.829592704772949,17.27286148071289,35.76840591430664,3.884496927261353,3.958739757537842,2.555933713912964,1.8307621479034424,4.550245761871338,3.28244686126709,5.451873302459717,2.7509984970092773,2.5806941986083984,3.498733758926392,2.6643929481506348,7.430087566375732,33.37722396850586
2025-06-30,4.637588024139404,2.5217502117156982,3.958710193634033,2.047369718551636,4.078701972961426,4.622722148895264,1.583359718322754,3.018750190734864,5.907998085021973,4.212551593780518,17.839590072631836,35.56125259399414,3.994016408920288,4.034945964813232,2.6218490600585938,1.887822389602661,4.745029926300049,3.472275257110596,5.628436088562012,2.783831596374512,2.68945860862732,3.557143211364746,2.798699140548706,7.740457534790039,35.58366012573242
2025-07-31,4.955231666564941,2.56376314163208,3.9953925609588623,1.9636136293411253,4.291349411010742,4.526814937591553,1.6667460203170776,3.120669364929199,6.2354230880737305,4.369663238525391,18.919818878173828,36.301082611083984,4.166683197021484,4.267521381378174,2.706456422805786,1.91877019405365,5.050555229187012,3.600804567337036,5.80892276763916,2.823628664016724,2.71598482131958,3.650598526000977,2.927079677581787,8.182500839233398,35.70946502685547
2025-08-29,,2.625316858291626,4.095524787902832,2.205575466156006,4.401611804962158,4.843308925628662,1.7099107503890991,3.2730627059936523,6.541339874267578,4.487496852874756,19.24408721923828,36.10379409790039,4.186416149139404,4.32987117767334,2.842221736907959,2.0512661933898926,5.13064432144165,3.5899291038513184,5.965867519378662,3.0037124156951904,2.795283794403076,3.852111577987671,2.977444648742676,8.182500839233398,41.29329681396485
2025-09-30,5.127665996551514,2.6712379455566406,4.211520195007324,2.4845924377441406,4.579802513122559,5.457113742828369,1.8315566778182983,3.3070359230041504,6.632158279418945,4.988289833068848,20.00990867614746,36.54769515991211,4.30185604095459,4.501087188720703,2.9484734535217285,2.091885089874268,5.364978790283203,3.6700127124786377,6.127717018127441,3.102210760116577,2.9439690113067627,3.88813066482544,3.184828519821167,8.633949279785156,43.04490280151367
2025-10-31,5.293741703033447,2.744516134262085,4.344369411468506,2.5610413551330566,4.742241382598877,5.850332736968994,1.848233938217163,3.4070138931274414,6.991364002227783,5.400707721710205,20.6880111694336,36.59701919555664,4.472548961639404,4.685168743133545,3.082271099090576,2.07157564163208,5.539988040924072,3.839078664779663,6.204227447509766,3.246476650238037,3.000373601913452,3.930964469909668,3.3220973014831543,9.2640962600708,42.33845520019531
2025-11-28,5.116973876953125,2.766883134841919,4.376097679138184,2.5610413551330566,4.738409519195557,5.802379608154297,1.8339369297027588,3.291215181350708,,5.187624931335449,20.83582305908203,36.79430770874024,4.413851737976074,4.645420074462891,3.087139368057251,2.056398391723633,5.558980464935303,3.779499053955078,6.395728588104248,3.194597721099853,3.0212368965148926,3.818824529647827,3.285969018936157,9.245285034179688,42.267974853515625
2025-12-31,5.210010051727295,2.877518892288208,4.497406959533691,2.790388584136963,4.7631916999816895,5.716063022613525,1.851732611656189,3.3446121215820312,7.073187351226807,,20.656503677368164,37.425331115722656,4.476255893707275,4.710917949676514,3.1487035751342773,2.0691709518432617,5.544095516204834,3.8260982036590576,6.432349681854248,3.2344677448272705,3.059983491897583,3.938070297241211,3.320537567138672,9.555776596069336,44.50192642211914
2026-01-30,5.80172061920166,2.881469964981079,4.482491970062256,2.780832290649414,4.635314464569092,5.635912895202637,1.874471426010132,3.397038698196411,6.959965705871582,5.9926581382751465,19.87284278869629,38.57535552978516,4.545594215393066,4.535263538360596,3.2887120246887207,2.098646402359009,5.282122611999512,3.817174911499024,6.306652069091797,3.2444355487823486,2.94739294052124,4.010997772216797,3.478564500808716,9.614043235778809,44.49208450317383
2026-02-27,,2.963459014892578,4.637609481811523,2.752163887023926,4.778061389923096,6.1848015785217285,1.9258809089660645,3.5067458152771,7.057993412017822,6.410658359527588,19.88770294189453,40.54824066162109,4.619884490966797,4.54816484451294,3.594546318054199,2.2106528282165527,5.288076877593994,3.793379545211792,6.612483024597168,3.5015981197357178,3.017094612121582,4.238648891448975,3.660295248031616,9.808267593383787,49.914588928222656
2026-03-31,5.30824089050293,2.79157829284668,4.330357551574707,2.841271162033081,4.581784248352051,5.831944465637207,1.8339369297027588,3.345583200454712,6.734745025634766,5.645975112915039,19.519155502319336,37.06842803955078,4.268242359161377,4.334798812866211,3.3194940090179443,2.1968977451324463,5.082666397094727,3.534605026245117,6.601595878601074,3.293276309967041,2.887648344039917,3.988330841064453,3.3294265270233154,9.691732406616213,46.99174880981445
2026-04-30,5.787816047668457,2.8903605937957764,4.506356239318848,2.978435754776001,4.940634727478027,5.949563980102539,1.947631239891052,3.492182970046997,7.4536824226379395,6.458203315734863,21.085485458374023,36.235652923583984,4.670402050018311,4.763515472412109,3.535961389541626,2.2411105632781982,5.648289203643799,3.8875696659088135,6.677806377410889,3.427838087081909,3.1884143352508545,4.123344898223877,3.737333059310913,9.800000190734863,45.95842361450195
2026-05-29,6.148944854736328,2.943000078201294,4.605000019073486,3.09600567817688,5.152999877929688,5.988770008087158,2.000999927520752,3.594000101089477,7.746844291687012,7.374436378479004,22.288000106811523,36.96928787231445,4.864999771118164,4.9679999351501465,3.884000062942505,2.184000015258789,5.939000129699707,4.081999778747559,6.860000133514404,3.5910000801086426,3.392991781234741,4.158999919891357,4.040999889373779,9.949999809265137,43.54999923706055
2026-06-30,6.4612717628479,3.114000082015991,4.886000156402588,3.13519549369812,5.340000152587891,6.46999979019165,2.059999942779541,3.651999950408936,8.10681438446045,7.736999988555908,23.128999710083008,39.0099983215332,4.876999855041504,5.203999996185303,4.048999786376953,2.263000011444092,6.119999885559082,4.021999835968018,7.540999889373779,3.8350000381469727,3.4329092502593994,4.250999927520752,4.172999858856201,9.989999771118164,43.0
2026-07-31,5.949999809265137,3.127000093460083,4.86299991607666,3.340942859649658,5.185999870300293,6.5,1.955999970436096,3.691999912261963,7.550000190734863,6.900000095367432,22.125,40.68999862670898,4.775000095367432,5.039000034332275,3.753999948501587,2.2880001068115234,5.876999855041504,4.02400016784668,7.349999904632568,3.67300009727478,3.319999933242798,4.276999950408936,3.7920000553131104,10.649999618530272,45.61000061035156
2026-08-31,6.0,3.0850000381469727,4.866000175476074,3.3115503787994385,5.264999866485596,7.019999980926514,2.0309998989105225,3.822000026702881,7.820000171661377,7.369999885559082,22.53700065612793,44.400001525878906,4.989999771118164,5.162000179290772,3.859999895095825,2.2309999465942383,6.060999870300293,4.184999942779541,7.388999938964844,3.7160000801086426,3.440000057220459,4.36899995803833,3.983999967575073,11.949999809265137,41.90999984741211
