Date,D05.SI,S68.SI,HSHD.SI,^STI,BEC.SI,U10.SI,TKKD.SI,P52.SI,T6I.SI,P15.SI,OV8.SI,OU8.SI,AWZ.SI,5ML.SI,TADD.SI,S63.SI,Q01.SI,U13.SI,BN2.SI,B73.SI,S35.SI,NPW.SI,CJLU.SI,S61.SI,Z74.SI
2024-07-31,32.248836517333984,9.351886749267578,,3455.93994140625,2.049407958984375,1.2522192001342771,4.2116570472717285,0.4898328781127929,0.3734968900680542,0.2183451801538467,1.4417603015899658,0.5903012156486511,2.331563711166382,0.6817424893379211,0.744055449962616,4.170959949493408,0.7234933972358704,6.781739711761475,0.543685793876648,0.094656765460968,0.9023154973983764,0.1911886930465698,0.7571302056312561,1.836675047874451,2.806417465209961
2024-08-30,32.55405044555664,10.282326698303224,,3442.929931640625,2.022676706314087,1.3157377243041992,4.671110153198242,0.482859194278717,0.4184965491294861,0.2255040407180786,1.4434750080108645,0.6739660501480103,2.3574318885803223,0.714846134185791,0.8257059454917908,4.23643159866333,0.7323705554008484,6.570250988006592,0.53017657995224,0.1006261110305786,0.9113386273384094,0.1710635870695114,0.7793987989425659,1.7887091636657717,2.8519763946533203
2024-09-30,34.06714630126953,10.842493057250977,,3585.2900390625,2.1028709411621094,1.3883299827575684,5.060593605041504,0.4875021278858185,0.4094966351985931,0.2411014586687088,1.462593674659729,0.754542887210846,2.289835453033448,0.714846134185791,0.8999757766723633,4.436352729797363,0.7458497285842896,6.67364501953125,0.5655216574668884,0.1059222295880317,0.9384080767631532,0.1899308711290359,0.8150284290313721,1.8341851234436035,2.9522054195404053
2024-10-30,34.61330032348633,10.85956859588623,,3558.8798828125,2.138741970062256,1.424626350402832,4.923124313354492,0.482859194278717,0.4049966335296631,0.2336829602718353,1.5199503898620603,0.8019983768463135,2.3236334323883057,0.7434399724006653,0.917451024055481,4.322112560272217,0.7503427863121033,6.748841285705566,0.5522672533988953,0.1041568592190742,0.9384080767631532,0.1805747896432876,0.797213613986969,1.872081279754639,2.8519763946533203
2024-11-29,38.47432327270508,12.266451835632324,,3739.2900390625,2.312400579452514,1.4518485069274902,5.060593605041504,0.5153594017028809,0.3914967775344848,0.2373922020196914,1.5773069858551023,0.892163872718811,2.3405325412750244,0.7721544504165649,0.9698769450187684,4.32177734375,0.7503427863121033,6.767640590667725,0.5643585920333862,0.1059222295880317,0.947431206703186,0.247459277510643,0.79413902759552,1.849343538284301,2.904676914215088
2024-12-31,39.6440658569336,12.285737991333008,2.4531524181365967,3787.60009765625,2.2849810123443604,1.524440884590149,5.37849235534668,0.5153594017028809,0.3959967195987701,0.2411014586687088,1.5677475929260254,0.9111461043357848,2.3405325412750244,0.7625025510787964,1.013564944267273,4.475439071655273,0.7503427863121033,6.617248058319092,0.5598437786102295,0.1059222295880317,0.956454336643219,0.2438729405403137,0.7987294793128967,1.849343538284301,2.885936975479126
2025-01-31,40.45109176635742,11.832497596740724,2.7390456199646,3855.820068359375,2.6871376037597656,1.5698111057281494,5.550328731536865,0.585002601146698,0.4139966070652008,0.252229243516922,1.5581881999969482,0.9491105675697328,2.551772117614746,0.7721544504165649,1.0048273801803589,4.648310661315918,0.763822078704834,6.69244384765625,0.5643585920333862,0.1076875925064086,0.9654775857925416,0.2277342677116394,0.7895486354827881,1.849343538284301,3.120185136795044
2025-02-28,41.62082290649414,13.056445121765137,2.840492248535156,3895.699951171875,2.751116991043091,1.642403483390808,5.120737075805664,0.580359697341919,0.4544962346553802,0.2893217504024505,1.5677475929260254,0.9396193623542786,2.7292134761810303,0.7818064093589783,0.9710986614227296,5.195735931396484,0.7593290209770203,6.955630302429199,0.6275667548179626,0.1076875925064086,0.9925469756126404,0.2420797199010849,0.7849582433700562,2.0085082054138184,3.185774564743042
2025-03-28,42.13768768310547,12.97878646850586,2.927396774291992,3972.429931640625,2.833376169204712,1.669625759124756,5.576104164123535,0.5989311337471008,0.4679961502552032,0.2856124937534332,1.5677475929260254,1.1863882541656494,2.720763921737671,0.8011102080345154,0.9621894359588624,6.52108097076416,0.7683151364326477,7.378608226776123,0.6275667548179626,0.1112183406949043,1.028639554977417,0.2779433727264404,0.8079102635383606,2.2055695056915283,3.2138845920562744
2025-04-30,39.03334045410156,13.9398193359375,2.7943334579467773,3832.510009765625,3.029914617538452,1.6333295106887815,5.586456775665283,0.6267884969711304,0.4769960343837738,0.3115772902965545,1.682460904121399,1.1958792209625244,2.63626766204834,0.8686737418174744,1.0156443119049072,7.165268898010254,0.7865039110183716,7.284612655639648,0.5779032111167908,0.1112183406949043,1.02440345287323,0.2689774632453918,0.8400430679321289,2.251045227050781,3.541831970214844
2025-05-30,41.81602096557617,13.695844650268556,2.895946979522705,3894.610107421875,3.010798454284668,1.7385584115982056,5.598731994628906,0.7152911424636841,0.5073975324630737,0.3229573965072632,1.7622997760772705,1.4076966047286987,2.767526388168335,0.907281458377838,1.00673508644104,7.602491855621338,0.7959231734275818,7.468693733215332,0.6365965008735657,0.115688256919384,1.0626988410949707,0.2635979354381561,0.8185125589370728,2.292959451675415,3.569941520690918
2025-06-30,41.993682861328125,14.535961151123049,2.9534826278686523,3964.2900390625,2.963007926940918,2.0299367904663086,5.525185585021973,0.8209046125411987,0.5737859606742859,0.3574061989784241,1.82071852684021,1.619815230369568,2.767526388168335,0.9748449921607972,0.9621894359588624,7.573326587677002,0.8477287888526917,7.564446449279785,0.659170925617218,0.1175101175904274,1.0818465948104858,0.2964642345905304,0.8327063918113708,2.292959451675415,3.5793113708496094
2025-07-31,44.79887390136719,15.630064964294434,3.039785623550415,4173.77001953125,3.431354284286499,2.2824647426605225,5.83775806427002,0.9505211710929872,0.6875947117805481,0.3746305704116821,2.0446572303771973,1.6487406492233276,2.847104072570801,1.0810163021087646,1.0156443119049072,8.526067733764648,0.8335999846458435,7.679349422454834,0.6998046636581421,0.1184210479259491,1.2158806324005127,0.2964642345905304,0.846900224685669,2.580606937408448,3.7287497520446777
2025-08-29,47.93819808959961,16.186885833740234,3.178812265396118,4269.7001953125,3.871026754379273,2.3213155269622803,6.076785087585449,1.162079095840454,0.7886984348297119,0.4219976365566253,2.0066487789154053,1.6969493627548218,3.0946781635284424,1.0618016719818115,1.0764029026031494,7.504576683044434,0.8383095860481262,7.48615837097168,0.7089899182319641,0.1211538389325141,1.3882102966308594,0.3495623469352722,0.8800192475318909,2.6701254844665527,4.141987323760986
2025-09-30,48.53600311279297,16.147811889648438,3.507322072982788,4300.16015625,4.081304550170898,2.3213155269622803,6.204106330871582,1.0942912101745603,0.8848811984062195,0.4053858518600464,2.0560736656188965,1.4631788730621338,3.121830463409424,1.091025710105896,1.0672807693481443,8.413333892822266,0.8476762175559998,7.389562606811523,0.7700287699699402,0.1220930218696594,1.5509659051895142,0.3451374769210815,0.8989443778991699,2.6701254844665527,3.969004392623901
2025-10-31,51.17393112182617,16.63873863220215,3.507322072982788,4428.6201171875,4.092397212982178,2.379591226577759,6.9482269287109375,1.0846072435379028,0.8944994807243347,0.4008815586566925,2.293312788009644,1.385142803192139,3.1127026081085205,1.1494734287261963,1.1128911972045898,8.296074867248535,0.8524384498596191,7.515137195587158,0.8028959035873413,0.1211538389325141,1.5318182706832886,0.3938107192516327,0.9273321628570556,2.695474624633789,4.084326267242432
2025-11-28,52.14049530029297,16.674585342407227,3.526557683944702,4523.9599609375,3.811166524887085,2.3504533767700195,7.004035949707031,0.9974511861801147,0.9041177034378052,0.3963772654533386,2.688711643218994,1.3266156911849976,3.0761897563934326,1.091025710105896,1.1220133304595947,8.148138046264648,0.8476762175559998,7.437860488891602,0.8155478835105896,0.1220930218696594,1.5222443342208862,0.398235559463501,0.9391074180603028,2.6870248317718506,4.623626708984375
2025-12-31,54.21841812133789,16.773483276367188,3.9054439067840576,4646.2099609375,4.063304901123047,2.4961423873901367,7.450508117675781,1.1233431100845337,0.9522091150283812,0.3963772654533386,2.5997471809387207,1.307106614112854,3.103574275970459,1.110683798789978,1.1676234006881714,8.26594352722168,0.8524384498596191,7.428201198577881,0.8155478835105896,0.1202146783471107,1.5222443342208862,0.4513336420059204,0.9391074180603028,2.7039241790771484,4.447674751281738
2026-01-30,56.95050048828125,17.436115264892578,4.313475608825684,4905.1298828125,4.063304901123047,3.059474468231201,7.087749004364014,1.113659143447876,1.1253379583358765,0.4369158744812011,2.688711643218994,1.4826879501342771,3.0761897563934326,1.149999976158142,1.2770881652832031,9.62069320678711,0.9095851182937622,7.534456253051758,0.8346250057220459,0.1202146783471107,1.5892612934112549,0.5619546175003052,0.9537049531936646,2.7630724906921387,4.4867753982543945
2026-02-27,54.94953918457031,18.104278564453125,4.624356746673584,4995.06982421875,4.480302333831787,3.020623683929444,7.6551408767700195,1.307339072227478,1.0772466659545898,0.4639415740966797,2.5997471809387207,1.521705985069275,3.203984022140503,1.13034188747406,1.5245285034179688,9.787583351135254,0.9619696140289308,7.631052017211914,0.8680099844932556,0.1202146783471107,1.579687476158142,0.5486800670623779,0.9634366631507874,3.219359874725342,4.926654815673828
2026-03-31,54.73789978027344,19.417335510253903,4.106327056884766,4885.4501953125,4.528790473937988,3.302289724349976,6.911020278930664,1.5010188817977903,0.9810639023780824,0.4369158744812011,2.787561416625977,1.4339154958724976,3.1948559284210205,1.140170931816101,1.4365750551223757,10.61221408843994,0.9619696140289308,7.920837879180908,0.8441635370254517,0.1202146783471107,1.4935226440429688,0.5177062153816223,0.9391074180603028,3.312307357788086,4.828904151916504
2026-04-30,57.08162307739258,21.58587074279785,4.532829761505127,4912.68994140625,4.46999979019165,3.953035116195679,7.549779891967773,1.5203869342803955,1.048391819000244,0.4684458673000335,2.995145797729492,1.5997422933578491,3.505213022232056,1.159829020500183,1.2997583150863647,10.632659912109377,0.9905429482460022,7.930497646331787,0.9729342460632324,0.1211538389325141,1.6200000047683716,0.5309807658195496,0.9828999638557434,3.45835542678833,4.4867753982543945
2026-05-29,62.17463684082031,21.8799991607666,4.702053070068359,5037.85986328125,4.579999923706055,3.940000057220459,7.827563762664795,1.4852941036224363,0.9464122653007508,0.4485177993774414,3.014915704727173,1.4712579250335691,3.5330965518951416,1.159829020500183,1.36816668510437,11.327557563781738,0.9798979759216307,8.134794235229492,1.1160128116607666,0.1220930218696594,1.559999942779541,0.6106278300285339,0.9950000047683716,3.327143907546997,4.242397785186768
2026-06-30,64.70753479003906,24.07999992370605,4.831558704376221,5170.64990234375,4.389999866485596,3.680000066757202,8.422816276550293,1.3367646932601929,0.8774030804634094,0.4485177993774414,3.192845106124878,1.441635251045227,3.513842821121216,1.159829020500183,1.4072571992874146,10.342120170593262,0.960102081298828,8.263446807861328,1.0397043228149414,0.1220930218696594,1.5499999523162842,0.6000000238418579,0.975000023841858,3.5145888328552246,4.3108229637146
2026-07-31,73.23625946044922,24.459999084472656,5.508973598480225,5628.5,4.260000228881836,4.110000133514404,9.27601146697998,1.5942156314849854,0.9266954064369202,0.4822772145271301,3.301579713821411,1.5403772592544556,3.629366159439087,1.1696581840515137,1.426802396774292,10.03354835510254,0.9700000286102296,8.362409591674805,1.0206271409988403,0.124031014740467,1.5800000429153442,0.6000000238418579,1.0099999904632568,3.3646328449249268,4.440000057220459
2026-08-31,77.4000015258789,25.5,5.230000019073486,5755.35986328125,4.239999771118164,4.099999904632568,9.434744834899902,1.5700000524520874,0.959999978542328,0.4726316928863525,3.220000028610229,1.5700000524520874,4.226237773895264,1.1699999570846558,1.3700000047683716,10.789999961853027,0.9650510549545288,8.699999809265137,1.0099999904632568,0.1270000040531158,1.5700000524520874,0.5799999833106995,0.975000023841858,3.7699999809265137,4.539999961853027
