Date,D05.SI,S68.SI,HSHD.SI,^STI,BEC.SI,U10.SI,TKKD.SI,P52.SI,T6I.SI,P15.SI,OV8.SI,OU8.SI,AWZ.SI,5ML.SI,TADD.SI,S63.SI,Q01.SI,U13.SI,BN2.SI,B73.SI,S35.SI,NPW.SI,CJLU.SI,S61.SI,Z74.SI
2023-09-29,25.772789001464844,8.92906379699707,,3217.409912109375,1.375596523284912,1.1971276998519895,,0.3426309525966644,0.2592092752456665,0.1815785765647888,1.3938456773757937,0.3651966154575348,1.457780122756958,0.6064434051513672,,3.580646276473999,0.6936764121055603,5.585455417633057,0.4316956400871277,0.0918637365102768,0.8412559032440186,0.1433836221694946,0.7025544047355652,1.9061224460601809,2.156864881515503
2023-10-31,25.16754150390625,8.747746467590332,,3067.739990234375,1.3587181568145752,1.11222505569458,,0.3250601589679718,0.2549599409103393,0.1753172427415847,1.421355962753296,0.3471622169017792,1.4046319723129272,0.5647792816162109,,3.4432811737060547,0.6894466280937195,5.567261695861816,0.4152500927448272,0.0947150811553001,0.8327583074569702,0.1422365754842758,0.6941905617713928,1.7974082231521606,2.1212143898010254
2023-11-30,24.674190521240234,8.789691925048828,,3072.989990234375,1.4684282541275024,1.146186113357544,,0.3294528424739837,0.2804559469223022,0.1784479022026062,1.4305258989334106,0.3606880307197571,1.4274097681045532,0.6112173795700073,,3.432976484298706,0.6936764121055603,5.376228332519531,0.4678226411342621,0.0938914641737937,0.8412559032440186,0.1422365754842758,0.729617714881897,1.819150805473328,2.104812860488892
2023-12-29,25.972421646118164,9.16252899169922,,3240.27001953125,1.5106245279312134,1.1376959085464478,,0.3338455557823181,0.2719572484493255,0.1847092360258102,1.4672060012817385,0.3651966154575348,1.4805580377578735,0.6112173795700073,,3.5995354652404785,0.6894466280937195,5.403518199920654,0.5015396475791931,0.096362292766571,0.8497533798217773,0.1422365754842758,0.7253003716468811,1.9351128339767456,2.250601053237915
2024-01-31,24.783021926879883,8.771047592163086,,3153.010009765625,1.5443814992904663,1.11222505569458,,0.3338455557823181,0.2719572484493255,0.1753172427415847,1.4305258989334106,0.3471622169017792,1.5412986278533936,0.6394274830818176,,3.4514825344085693,0.6936764121055603,5.476293563842773,0.5141834616661072,0.093067854642868,0.8370071053504944,0.1353541314601898,0.729617714881897,1.949608325958252,2.186818838119507
2024-02-29,25.910232543945312,8.890022277832031,,3141.85009765625,1.5781384706497192,1.1801472902297974,,0.3821653425693512,0.3059519231319427,0.1815785765647888,1.421355962753296,0.3832310438156128,1.822225332260132,0.648830771446228,,3.6828150749206543,0.7148250341415405,5.558165550231934,0.4888957440853119,0.0914206355810165,0.8582509160041809,0.133060023188591,0.7253003716468811,1.942360520362854,2.1412601470947266
2024-03-28,28.00916862487793,8.66424560546875,,3224.010009765625,1.5950169563293457,1.1716570854187012,,0.3865580260753631,0.3229492604732513,0.2003625631332397,1.4030157327651978,0.3832310438156128,1.609632134437561,0.6441290974617004,,3.719828128814697,0.7148250341415405,5.476293563842773,0.4846811294555664,0.0922442525625228,0.8667484521865845,0.1468248218297958,0.7382521629333496,1.884379267692566,2.305271625518799
2024-04-30,30.294214248657227,8.8053560256958,,3292.68994140625,1.755362629890442,1.1971276998519895,4.092539310455322,0.3953434228897095,0.3314478695392608,0.2066238969564438,1.421355962753296,0.4463513791561126,1.7462992668151855,0.6629357933998108,0.6243224143981934,3.766279697418213,0.7190547585487366,5.467196941375732,0.4973249733448028,0.096362292766571,0.8752460479736328,0.180089846253395,0.7382521629333496,1.8916269540786743,2.168595552444458
2024-05-31,31.72002601623535,9.076553344726562,,3336.590087890625,1.8444671630859373,1.1977750062942505,4.067014694213867,0.4165868461132049,0.3419971764087677,0.2076068967580795,1.3949501514434814,0.4926923513412475,2.047226667404175,0.7052509188652039,0.6457033157348633,3.944482326507568,0.7190547585487366,5.852734565734863,0.526827335357666,0.0955095291137695,0.9023154973983764,0.1835310459136963,0.743769109249115,1.8737046718597408,2.2597126960754395
2024-06-28,31.54375267028809,9.000597953796387,,3332.800048828125,1.9068405628204343,1.2159230709075928,3.9564049243927,0.48067706823349,0.3734968900680542,0.2076068967580795,1.3949501514434814,0.543820858001709,2.1934573650360107,0.6817424893379211,0.6628080010414124,4.086030960083008,0.7146161198616028,6.215046405792236,0.535256564617157,0.0955095291137695,0.9023154973983764,0.1848996132612228,0.7393154501914978,1.8292689323425293,2.5057296752929688
