Date,KRK.WA,UCG.WA,PEO.WA,SAN.WA,ELT.WA,TOR.WA,MIL.WA,BNP.WA,VEST.WA,NWG.WA,ING.WA,DAD.WA,DVL.WA,PZU.WA,QRS.WA,ACP.WA,NTT.WA,MNC.WA,MBK.WA,BHW.WA,ALV.WA,ENA.WA,OPN.WA,CBF.WA,ARH.WA
2024-07-31,591.6286010742188,159.0583038330078,132.6571502685547,18.665313720703125,25.84534072875977,32.086177825927734,9.0600004196167,87.85780334472656,,30.63802146911621,263.23760986328125,23.299999237060547,5.273308277130127,38.20689392089844,6.420000076293945,76.59795379638672,7.100233554840088,18.42778968811035,623.0,79.8178939819336,1111.240966796875,10.442252159118652,62.24586868286133,126.77068328857422,26.91654586791992
2024-08-30,573.938720703125,155.65869140625,131.04441833496094,19.088943481445312,27.810523986816406,30.98608016967773,9.015000343322754,90.46744537353516,,32.9005241394043,243.189697265625,21.89999961853028,5.0694193840026855,36.72649383544922,7.78000020980835,82.34280395507812,6.771339416503906,18.61392974853516,640.0,77.76072692871094,1119.5740966796875,10.034794807434082,69.64320373535156,123.84519958496094,26.73887825012207
2024-09-30,566.0765991210938,164.58753967285156,121.49211883544922,19.408145904541016,28.99979019165039,32.315364837646484,8.520000457763672,81.76864624023438,,35.54010772705078,229.2433319091797,21.700000762939453,5.551338195800781,36.538700103759766,7.840000152587891,79.2424087524414,7.480822563171387,20.19611358642578,617.4000244140625,74.9629898071289,1246.531005859375,10.859183311462402,75.77758026123047,127.74584197998048,27.53838157653809
2024-10-31,575.9042358398438,173.2428436279297,115.9509506225586,19.50538825988769,31.058135986328125,28.144161224365234,8.305000305175781,75.1575698852539,,32.334896087646484,216.6044464111328,20.39999961853028,5.254773139953613,34.472110748291016,8.0,82.1604232788086,6.493906497955322,19.82383346557617,561.7999877929688,73.89327239990234,1265.648193359375,10.555960655212402,64.41094207763672,116.04393005371094,30.974071502685547
2024-11-29,587.697509765625,152.53329467773438,112.18791961669922,18.596364974975582,37.09594345092773,30.43603134155273,8.4399995803833,71.1561279296875,,36.38854217529297,206.1446533203125,20.89999961853028,5.486464977264404,38.37952423095703,7.760000228881836,82.7531509399414,6.454429626464844,20.56839179992676,530.0,70.76637268066406,1227.9041748046875,10.982367515563965,71.26700592041016,136.03468322753906,31.80870056152344
2024-12-30,575.9042358398438,161.54856872558594,114.04875946044922,18.582502365112305,34.58019256591797,29.702634811401367,8.899999618530273,74.11371612548828,,39.876564025878906,210.50289916992188,20.799999237060547,5.106490135192871,39.80356597900391,7.659999847412109,87.72288513183594,7.2834391593933105,17.450557708740234,547.2000122070312,72.98811340332031,1234.2764892578125,12.233163833618164,73.07123565673828,146.76144409179688,38.02206039428711
2025-01-31,668.2847900390625,184.1162567138672,132.61581420898438,20.65107536315918,39.65744018554688,32.452877044677734,10.399999618530272,76.89732360839844,,49.586456298828125,247.98373413085932,24.200000762939453,5.199166774749756,43.41575241088867,7.800000190734863,107.87545776367188,8.171663284301758,19.54462432861328,629.7999877929688,80.64076232910156,1241.629150390625,13.25654125213623,69.10193634033203,157.0006103515625,35.239959716796875
2025-02-28,687.9402465820312,206.82147216796875,140.59674072265625,25.71110916137696,40.16059494018555,35.294795989990234,11.600000381469728,84.90021514892578,,52.22604370117188,257.5718688964844,25.299999237060547,5.273308277130127,46.81954956054688,8.979999542236328,126.56900024414062,9.158578872680664,20.56839179992676,740.2000122070312,89.69227600097656,1241.629150390625,13.019648551940918,85.7008285522461,152.61239624023438,34.77627944946289
2025-03-31,701.6990966796875,213.3030548095703,145.39356994628906,25.4338436126709,43.042274475097656,35.844844818115234,14.140000343322754,95.68671417236328,,60.52187347412109,277.1839294433594,23.100000381469727,6.042525291442871,48.62564468383789,9.520000457763672,144.0771026611328,8.763813018798828,22.336713790893555,811.2000122070312,95.78147888183594,1241.629150390625,14.516812324523926,84.25745391845703,147.73658752441406,39.87679672241211
2025-04-30,733.1477661132812,220.63922119140625,155.77291870117188,26.09684181213379,47.29618835449219,36.21154022216797,14.59000015258789,98.76596069335938,,62.21875,285.464599609375,27.600000381469727,6.913687229156494,51.09165954589844,10.449999809265137,141.8885955810547,8.882243156433105,22.80206298828125,823.0,96.76891326904295,1522.9932861328125,13.5123872756958,90.66246032714844,151.149658203125,39.04216384887695
2025-05-30,770.4931030273438,237.3527984619141,168.8282012939453,30.04864883422852,46.015438079833984,34.469722747802734,14.539999961853027,93.42979431152344,60.75289535522461,68.1578140258789,281.26495361328125,34.0,7.228788375854492,53.12351608276367,11.5,167.42124938964844,9.020411491394045,24.75652503967285,820.0,98.74378967285156,1489.20458984375,16.288774490356445,88.05826568603516,167.72735595703125,41.73153305053711
2025-06-30,815.7005615234375,236.70997619628903,169.4694366455078,29.46209144592285,46.59181594848633,34.469722747802734,14.300000190734863,99.7021255493164,59.14420318603516,70.71875,293.51434326171875,37.5,7.699999809265137,54.70384979248047,10.5,188.3485107421875,10.06654167175293,26.52484893798828,798.0,98.25006866455078,1453.07568359375,18.53452110290528,89.98937225341797,167.3916778564453,40.4332160949707
2025-07-31,849.497802734375,271.86785888671875,187.515625,32.28055191040039,48.85636138916016,37.21814727783203,14.630000114440918,96.89361572265624,68.95523071289062,70.234375,314.2441101074219,49.0,8.369999885559082,54.72121810913086,11.100000381469728,188.90740966796875,10.954766273498535,29.86076164245605,888.5999755859375,98.2693099975586,1428.329833984375,18.41966438293457,88.8307113647461,177.65625,45.16279220581055
2025-08-29,847.5130004882812,279.4334716796875,167.8663330078125,34.40806579589844,50.49454498291016,41.49609375,14.09000015258789,100.63829803466795,74.5955810546875,73.625,287.3896484375,52.0,8.300000190734863,52.58516311645508,11.449999809265137,175.95960998535156,10.510653495788574,30.150672912597656,878.2000122070312,92.5204620361328,1556.51318359375,17.807619094848633,87.09271240234375,170.74740600585938,43.58626937866211
2025-09-30,911.02685546875,273.351318359375,160.0341033935547,37.81805419921875,50.20545196533203,47.152488708496094,14.4399995803833,96.89361572265624,68.06151580810547,82.44062042236328,285.97625732421875,60.79999923706055,8.079999923706055,50.9713249206543,10.850000381469728,186.6718139648437,9.84000015258789,31.6002254486084,900.0,93.59837341308594,1477.3265380859375,17.156713485717773,86.89960479736328,187.7234344482422,48.40425491333008
2025-10-31,883.2395629882812,269.1976318359375,173.5458526611328,36.78189849853516,48.37454605102539,50.66991424560547,15.4399995803833,105.7872314453125,71.21931457519531,88.05937957763672,297.28338623046875,60.20000076293945,8.170000076293945,55.37834167480469,13.149999618530272,200.0853576660156,9.300000190734863,33.04977798461914,981.2000122070312,96.52786254882812,1481.78076171875,20.129505157470703,93.65846252441406,182.59115600585932,44.43510818481445
2025-11-28,863.3914794921875,268.2601318359375,183.1643829345703,39.010650634765625,41.050907135009766,55.89851760864258,15.619999885559082,108.1276626586914,83.01637268066406,97.26250457763672,326.9646301269531,59.0,7.800000190734863,58.94145584106445,13.149999618530272,181.26914978027344,8.9399995803833,34.016143798828125,1026.0,96.15660095214844,1534.241943359375,19.546606063842773,87.86515808105469,181.9989624023437,44.53191375732422
2025-12-30,853.4674072265625,298.9837951660156,187.882064819336,42.78507232666016,44.18272399902344,55.423187255859375,16.6299991607666,122.1702117919922,98.22942352294922,91.3531265258789,321.7821960449219,57.59999847412109,8.449999809265137,62.57958221435547,12.600000381469728,212.75369262695312,9.739999771118164,46.48228454589844,1061.5,98.01290130615234,1649.0626220703125,18.92484474182129,88.8307113647461,203.31771850585932,43.46702194213867
2026-01-30,956.6774291992188,308.8272705078125,198.599853515625,45.65702438354492,47.651817321777344,55.51825714111328,17.200000762939453,137.14894104003906,101.23827362060548,120.70624542236328,365.5973205566406,81.0,9.350000381469728,65.71138000488281,12.800000190734863,201.76205444335932,11.100000381469728,49.09148025512695,1038.0,107.10880279541016,1556.51318359375,21.373027801513672,97.03789520263672,203.31771850585932,45.5
2026-02-27,1017.214111328125,303.905517578125,207.21072387695312,45.472537994384766,49.24181365966797,65.0248031616211,17.34000015258789,140.425537109375,92.21173095703124,113.92499542236328,384.9136962890625,72.0,9.140000343322754,63.42348098754883,11.850000381469728,164.22276306152344,11.899999618530272,46.96546936035156,1033.5,110.4501495361328,1628.7711181640625,24.01551055908203,86.32028198242188,177.4588623046875,47.92021179199219
2026-03-31,997.3660278320312,262.1949462890625,199.2410888671875,40.865455627441406,46.30272674560547,60.841922760009766,16.34000015258789,135.7446746826172,91.21871185302734,102.6875,382.55804443359375,71.0,8.859999656677246,60.066650390625,10.550000190734863,157.79542541503906,11.350000381469728,44.25963973999024,1079.5,102.4680404663086,1493.6588134765625,23.8989315032959,83.03739929199219,169.9578094482422,44.24148941040039
2026-04-30,1014.2368774414062,277.79998779296875,207.3023376464844,43.97499847412109,55.50545120239258,68.25703430175781,17.850000381469727,148.0,111.9499969482422,108.11249542236328,392.2000122070313,70.5,10.5,59.63532638549805,12.0,169.578857421875,11.399999618530272,44.16300582885742,1141.5,106.18064880371094,1645.5982666015625,21.373027801513672,80.81663513183594,178.6432342529297,50.53404235839844
2026-05-29,1073.7811279296875,310.25,221.5927276611328,45.40499877929688,57.62545394897461,68.06690216064453,19.854999542236328,144.39999389648438,101.9499969482422,107.53125,439.0,73.80000305175781,10.880000114440918,60.38545608520508,12.079999923706056,196.75,12.75,43.0,1280.0,116.94721221923828,1614.5,20.459815979003903,95.97579193115234,196.6062469482422,50.53404235839844
2026-06-30,1073.7811279296875,336.04998779296875,228.8000030517578,51.5,55.29999923706055,63.88401412963867,19.55500030517578,149.0,100.4499969482422,91.0999984741211,446.0,71.0,10.5600004196167,61.5294075012207,12.0,167.14999389648438,16.0,39.400001525878906,1364.0,122.0,1762.0,19.3799991607666,97.9000015258789,185.0,49.56595993041992
2026-07-31,1130.0,346.0,245.5,53.5099983215332,60.29999923706055,72.0999984741211,20.65999984741211,155.0,101.9499969482422,88.9000015258789,443.0,80.0,10.539999961853027,66.64904022216797,13.619999885559082,199.75,15.449999809265137,39.20000076293945,1351.5,121.5999984741211,1820.5,19.61000061035156,101.0,192.1999969482422,51.59999847412109
2026-08-31,1180.0,368.6499938964844,259.1000061035156,55.2599983215332,70.0999984741211,71.5999984741211,20.290000915527344,150.60000610351562,123.1500015258789,90.9000015258789,443.2000122070313,82.0,10.600000381469728,69.57454681396484,13.899999618530272,239.6000061035156,15.850000381469728,41.0,1363.0,118.0,1978.5,19.6200008392334,103.0,194.0,52.0
