Date,KRK.WA,UCG.WA,PEO.WA,SAN.WA,ELT.WA,TOR.WA,MIL.WA,BNP.WA,VEST.WA,NWG.WA,ING.WA,DAD.WA,DVL.WA,PZU.WA,QRS.WA,ACP.WA,NTT.WA,MNC.WA,MBK.WA,BHW.WA,ALV.WA,ENA.WA,OPN.WA,CBF.WA,ARH.WA
2023-09-29,485.7160949707031,102.79373168945312,75.03499603271484,16.58419418334961,12.9310884475708,16.231674194335938,5.699999809265137,49.96017456054688,,18.509965896606445,141.86065673828125,16.299999237060547,3.4109628200531006,32.57665252685547,4.070000171661377,62.496978759765625,4.972097873687744,13.327917098999023,395.2999877929688,58.94755172729492,930.80810546875,6.917280673980713,36.103302001953125,76.323974609375,20.742656707763672
2023-10-31,458.5159912109375,100.39958953857422,94.91797637939452,15.073530197143556,12.543828964233398,17.74260139465332,7.320000171661377,54.33378982543945,,18.96587562561035,172.2030792236328,16.5,3.829105854034424,37.49031829833984,4.46999979019165,67.16028594970703,4.933404445648193,14.24859619140625,519.7999877929688,63.74904251098633,957.541015625,6.912542819976807,35.4284782409668,74.0111312866211,20.22838020324707
2023-11-30,456.5731201171875,105.68988037109376,104.46923065185548,16.1307373046875,13.840306282043455,18.95134162902832,7.945000171661377,63.7538948059082,,21.61015892028809,190.7237701416016,16.100000381469727,3.8252336978912354,35.90755081176758,4.730000019073486,66.59371948242188,5.10752534866333,13.941702842712402,564.2000122070312,71.57917022705078,963.2556762695312,8.139649391174316,40.40533447265625,84.80442810058594,23.571203231811523
2023-12-29,469.2017211914063,102.8130340576172,113.01705932617188,16.319034576416016,15.321992874145508,19.25352668762207,8.354999542236328,71.99647521972656,,19.69533348083496,201.75738525390625,15.949999809265137,3.515498399734497,37.22258758544922,5.800000190734863,63.71728515625,5.204258441925049,14.73085594177246,535.0,74.90328216552734,963.2556762695312,8.689241409301758,41.41757583618164,84.22621154785156,23.74262809753418
2024-01-31,482.8017883300781,115.72982788085938,114.8381118774414,16.024822235107422,16.096511840820312,23.26827621459961,8.40999984741211,73.00576782226562,,18.23641967773437,198.6049194335937,16.25,3.8252336978912354,38.08089828491211,5.5,63.7608642578125,6.074859142303467,14.380121231079102,534.2000122070312,76.38066101074219,1054.0118408203125,9.04931926727295,41.75498962402344,87.11727142333984,24.84237670898437
2024-02-29,501.2590026855469,129.3610076904297,128.58895874023438,16.35826301574707,15.843951225280762,24.60652542114257,9.994999885559082,86.63127899169922,,18.69233131408692,246.67990112304688,16.25,3.701339721679688,38.671485900878906,6.340000152587891,65.329833984375,5.707272052764893,14.46780490875244,695.0,81.25601959228516,1054.0118408203125,9.26252269744873,42.68288040161133,105.523681640625,24.66804313659668
2024-03-28,542.0591430664062,145.38633728027344,135.16705322265625,19.172901153564453,19.06830406188965,32.59284973144531,10.31999969482422,91.6777572631836,,19.96887969970703,267.5649719238281,15.75,4.615059852600098,38.43525695800781,6.699999809265137,67.55252838134766,6.094205856323242,15.388483047485352,740.2000122070312,80.22184753417969,1054.0118408203125,8.869280815124512,45.3821907043457,106.96920776367188,27.37019729614257
2024-04-30,524.5733642578125,146.2023468017578,139.76968383789062,19.70862579345703,19.32086563110352,27.28302383422852,9.274999618530272,87.85780334472656,,26.26044464111328,277.1839294433594,18.64999961853028,5.1416096687316895,40.38024520874024,6.380000114440918,69.73164367675781,6.287672519683838,16.484529495239258,685.7999877929688,82.73340606689453,1112.4173583984375,8.025940895080566,48.9250373840332,107.4510498046875,29.636520385742188
2024-05-31,532.3447875976562,151.86834716796875,132.3263397216797,20.196292877197266,27.73954200744629,28.750782012939453,8.975000381469727,84.03033447265625,,26.169261932373047,258.8793640136719,20.100000381469727,4.738953590393066,39.372314453125,6.460000038146973,72.04149627685547,7.351739883422852,17.962440490722656,626.0,79.3354263305664,1114.6722412109375,9.731572151184082,60.05970001220703,125.27926635742188,31.554176330566406
2024-06-28,582.8592529296875,145.92881774902344,138.94265747070312,18.420991897583008,29.84421157836914,32.636024475097656,9.380000114440918,87.85780334472656,,31.39218711853028,264.9808654785156,19.549999237060547,5.199166774749756,40.58498001098633,6.039999961853027,72.99602508544922,7.429126739501953,19.07927703857422,637.0,80.47618865966797,1106.3392333984375,10.09164810180664,66.75643920898438,121.89488220214844,30.508180618286133
