Date,TOTL.JK,FAPA.JK,CLPI.JK,TAPG.JK,DAYA.JK,JRPT.JK,IPCC.JK,DKFT.JK,PBID.JK,MPRO.JK,PNGO.JK,HRTA.JK,CASS.JK,CASA.JK,TINS.JK,DEWA.JK,CYBR.JK,JTPE.JK,ARCI.JK,DEWI.JK,SSIA.JK,RAJA.JK,SATU.JK,TRIM.JK,ENRG.JK
2023-09-29,276.5404357910156,5076.35595703125,697.6365356445312,358.7115173339844,262.0,594.7517700195312,518.5769653320312,100.48815155029295,271.3626403808594,1850.0,1175.03955078125,407.6342468261719,625.0,575.0,726.7416381835938,84.58870697021484,118.0,241.4872283935547,329.3890075683594,57.0,382.7830505371094,183.6332855224609,87.0,253.57666015625,274.0
2023-10-31,276.5404357910156,5249.69482421875,715.8041381835938,343.1153564453125,280.0,626.2916870117188,522.2288818359375,92.34046936035156,262.91192626953125,1900.0,1266.70947265625,391.256103515625,700.0,555.0,634.7490234375,79.61289978027344,95.5,288.1747131347656,377.82855224609375,51.0,400.3598327636719,175.24395751953125,137.0,245.58999633789065,244.0
2023-11-30,276.5404357910156,5249.69482421875,715.8041381835938,336.8768310546875,282.0,653.3258666992188,529.5328369140625,109.54114532470705,251.6442413330078,2190.0,1215.904296875,360.319580078125,710.0,620.0,570.3541870117188,69.66129302978516,105.0,284.11431884765625,366.20306396484375,70.0,427.7014770507813,188.2940368652344,105.0,251.5800018310547,230.0
2023-12-29,282.5521850585937,5249.69482421875,715.8041381835938,339.9961242675781,288.0,630.7974243164062,538.4574584960938,101.39346313476562,248.8273468017578,2100.0,1215.904296875,316.6444702148437,900.0,620.0,593.352294921875,59.70967864990234,110.0,258.89703369140625,395.2668151855469,59.0,423.7955017089844,262.8659362792969,100.0,293.510009765625,220.0
2024-01-31,300.58740234375,5249.69482421875,715.8041381835938,349.3537902832031,312.0,621.7860717773438,519.6302490234375,95.0563735961914,266.6678161621094,2090.0,1268.0147705078125,333.02264404296875,820.0,740.0,528.95751953125,58.71451568603516,108.0,258.89703369140625,344.8896789550781,62.0,400.3598327636719,248.8837280273437,107.0,279.5333251953125,204.0
2024-02-29,320.1255798339844,5249.69482421875,715.8041381835938,339.9961242675781,322.0,599.257568359375,534.6919555664062,94.15106964111328,269.4847106933594,1875.0,1241.9593505859375,327.5632629394531,900.0,710.0,524.3578491210938,56.72419357299805,110.0,245.4478759765625,339.0769348144531,65.0,551.7154541015625,248.8837280273437,133.0,261.5633239746094,202.0
2024-03-28,329.1432189941406,5249.69482421875,733.9717407226562,364.9499206542969,366.0,585.7404174804688,519.6302490234375,95.96166229248048,276.0574951171875,1750.0,1302.7547607421875,354.86016845703125,1060.0,530.0,763.5386352539062,62.695159912109375,144.0,258.89703369140625,333.2641906738281,68.0,883.7211303710938,254.47662353515625,139.0,263.5599975585937,216.0
2024-04-30,363.7107849121094,5249.69482421875,744.872314453125,389.9037780761719,370.0,603.76318359375,478.21044921875,92.34046936035156,305.1656188964844,1660.0,1237.6170654296875,369.4185485839844,1020.0,515.0,837.1327514648438,61.70000076293945,167.0,237.0421295166016,290.6373596191406,67.0,1044.841552734375,256.3409118652344,163.0,257.57000732421875,206.0
2024-05-31,377.6824951171875,5249.69482421875,777.5740356445312,407.7935180664063,388.0,603.76318359375,504.5685119628906,92.34046936035156,363.8427429199219,1550.0,1268.0147705078125,345.7984619140625,1025.0,490.0,823.3338623046875,61.70000076293945,213.0,218.5494842529297,284.8246154785156,66.0,1162.02001953125,261.9338073730469,153.0,249.5833282470703,172.0
2024-06-28,459.7874145507813,5249.69482421875,893.8468017578125,407.7935180664063,370.0,602.82861328125,552.4389038085938,90.52987670898438,358.9259338378906,1200.0,1286.870361328125,328.7919616699219,1070.0,478.0,804.935302734375,58.71451568603516,185.0,238.7232818603516,232.5098876953125,65.0,1049.723876953125,221.4463348388672,155.0,279.5333251953125,191.0
2024-07-31,504.9450988769531,5249.69482421875,852.0443115234375,476.97271728515625,376.0,621.52099609375,568.9295654296875,99.58285522460938,380.2320556640625,1410.0,1381.3609619140625,381.7009887695313,1100.0,490.0,869.3301391601562,66.6758041381836,160.0,235.2884063720703,271.26153564453125,66.0,1085.8221435546875,244.4537353515625,156.0,259.5666809082031,214.0
2024-08-30,521.3660888671875,5249.69482421875,868.19677734375,502.4598388671875,368.0,621.52099609375,560.6842041015625,109.54114532470705,373.6763305664063,1345.0,1745.8243408203125,362.8049011230469,1380.0,498.0,919.9260864257812,66.6758041381836,151.0,231.85354614257807,280.9494323730469,74.0,1184.533203125,249.24696350097656,167.0,263.5599975585937,200.0
2024-09-30,500.83984375,5249.69482421875,872.2349243164062,589.8441772460938,482.0,616.8478393554688,564.8068237304688,102.29875946044922,373.6763305664063,1835.0,1705.3284912109375,379.8114013671875,1470.0,472.0,1062.5146484375,69.66129302978516,165.0,240.44070434570312,282.88702392578125,84.0,1238.8243408203125,245.41238403320312,188.0,289.51666259765625,218.0
2024-10-31,603.4710083007812,5249.69482421875,868.19677734375,673.5874633789062,520.0,616.8478393554688,589.5429077148438,184.68093872070312,434.3167724609375,2010.0,1619.8369140625,438.3892822265625,1695.0,555.0,1200.5035400390625,92.5500030517578,152.0,226.70123291015625,275.1366882324219,85.0,1209.2109375,346.0697937011719,212.0,295.50665283203125,284.0
2024-11-29,562.4185180664062,5323.9833984375,848.0062255859375,640.5547485351562,615.0,612.1748046875,606.0336303710938,193.7339324951172,426.12213134765625,2010.0,1665.4390869140625,342.01922607421875,1750.0,520.0,1034.9168701171875,105.48709869384766,160.0,195.0118103027344,257.6984558105469,84.0,942.6910400390624,402.6296691894531,216.0,345.42333984375,242.0
2024-12-30,558.3132934570312,5348.74609375,856.0824584960938,604.9683837890625,750.0,691.6173095703125,600.9984741210938,190.1127471923828,422.0248107910156,2020.0,1481.4127197265625,334.4607849121094,1900.0,565.0,984.3209228515624,110.46290588378906,196.0,195.0118103027344,240.26022338867188,90.0,1327.664306640625,521.5012817382812,242.0,369.3833312988281,230.0
2025-01-31,509.0503540039063,5373.5087890625,856.0824584960938,624.738525390625,910.0,691.6173095703125,639.360107421875,213.6505126953125,422.0248107910156,2010.0,1527.4193115234375,404.3763122558594,1765.0,635.0,924.5257568359376,111.45806884765624,250.0,187.92047119140625,249.94813537597656,92.0,987.1110229492188,795.6729736328125,252.0,365.3900146484375,218.0
2025-02-28,426.9454650878906,5323.9833984375,811.6630859375,636.6007080078125,925.0,682.2711791992188,605.2609252929688,219.0822906494141,430.2194519042969,2030.0,1610.231201171875,445.9477233886719,1645.0,750.0,809.5349731445312,123.4000015258789,325.0,198.5574951171875,238.3226318359375,94.0,839.0443725585938,563.6815185546875,238.0,329.45001220703125,180.0
2025-03-27,467.9979248046875,5224.93212890625,848.0062255859375,695.9113159179688,970.0,682.2711791992188,660.672119140625,235.377670288086,417.9274597167969,2010.0,1490.614013671875,491.29833984375,1830.0,760.0,883.1290893554688,105.48709869384766,347.5,191.4661407470703,248.0105438232422,96.0,819.3021240234375,377.7049560546875,197.0,379.3666687011719,173.0
2025-04-30,558.3132934570312,5274.45751953125,948.9592895507812,771.0380859375,1040.0,663.5787963867188,814.1185302734375,237.18826293945312,422.0248107910156,2030.0,1647.03662109375,666.087158203125,1985.0,800.0,1094.7120361328125,130.3661346435547,575.0,205.64881896972656,317.76348876953125,91.0,834.1088256835938,416.0506896972656,192.0,359.3999938964844,193.0
2025-05-28,621.4135131835938,5274.45751953125,1029.7218017578125,775.8494262695312,1025.0,663.5787963867188,856.7424926757812,354.8771057128906,467.0953979492188,2030.0,1762.052978515625,571.606689453125,2010.0,920.0,1090.1124267578125,166.1919403076172,517.5,209.19448852539065,348.76483154296875,92.0,1001.9176635742188,505.19036865234375,212.0,367.38665771484375,222.0
2025-06-30,630.4852294921875,5423.0341796875,1058.517822265625,848.7191772460938,915.0,689.620361328125,922.4512329101562,420.7914733886719,446.82525634765625,2180.0,1646.7236328125,591.48046875,1970.0,925.0,1010.3973999023438,179.1290283203125,492.5,233.6999969482422,542.5230712890625,94.0,1584.646484375,475.58935546875,220.0,321.4633483886719,328.0
2025-07-31,671.3079833984375,5546.84765625,1081.03955078125,1243.0736083984375,880.0,723.61572265625,1036.615966796875,583.917724609375,430.5441589355469,2490.0,2296.00341796875,611.0335083007812,2150.0,1035.0,985.9916381835938,218.9354858398437,482.5,250.8000030517578,697.5296630859375,105.0,2591.245849609375,515.057373046875,236.0,369.3833312988281,590.0
2025-08-29,698.523193359375,5769.7119140625,1126.0828857421875,1249.85107421875,1005.0,733.3287353515625,1000.0833129882812,653.4317016601562,437.7801818847656,3980.0,2248.9541015625,674.5809936523438,2690.0,1135.0,995.7539672851562,222.9161376953125,477.5,298.29998779296875,721.7494506835938,112.0,2332.12109375,519.004150390625,236.0,375.3733215332031,555.0
2025-09-30,766.5611572265625,6066.86474609375,1153.10888671875,1509.503173828125,1010.0,830.4583740234375,972.6837158203124,667.33447265625,441.3982238769531,5100.0,2277.18359375,894.5530395507812,2590.0,1140.0,1566.84814453125,270.6838684082031,537.5,317.29998779296875,973.6351318359376,116.0,1798.922607421875,625.5676879882812,242.0,461.2300109863281,805.0
2025-10-31,798.3121948242188,6091.62744140625,1306.256103515625,1654.7322998046875,1280.0,835.3148193359375,1077.71533203125,713.0714111328125,443.2072143554688,6500.0,2918.048095703125,1241.6201171875,2750.0,1095.0,2606.532470703125,332.3838806152344,707.5,351.5,1157.7054443359375,119.0,1554.7474365234375,799.2269287109375,254.0,524.125,825.0
2025-11-28,938.9240112304688,6165.91552734375,1373.821044921875,1531.248779296875,1570.0,985.8657836914062,1260.37890625,684.3571166992188,441.3982238769531,11500.0,2986.363525390625,1461.5921630859375,2880.0,1500.0,3182.5078125,429.90966796875,730.0,381.8999938964844,1191.6131591796875,153.0,1868.6868896484373,1302.44384765625,252.0,693.8416748046875,985.0
2025-12-30,920.7805786132812,6314.49169921875,1351.2994384765625,1359.0965576171875,1300.0,1049.0,1288.9473876953125,693.9285278320312,439.5892028808594,11500.0,3015.6416015625,2101.955322265625,2560.0,1610.0,3036.0732421875,666.758056640625,897.5,546.25,1592.29931640625,152.0,1674.3433837890625,1203.7738037109375,262.0,663.8916625976562,1600.0
2026-01-30,929.852294921875,6141.15283203125,1418.8643798828125,1354.566162109375,1250.0,1039.287109375,1214.4954833984375,808.7857055664062,441.3982238769531,11000.0,3270.0,2180.16748046875,2350.0,1545.0,3162.983154296875,537.3870849609375,862.5,541.5,1744.64892578125,128.0,1564.7137451171875,855.294677734375,258.0,608.9833374023438,1300.0
2026-02-27,984.2826538085938,6165.91552734375,1441.385986328125,1472.3546142578125,1065.0,1097.5648193359375,1251.721435546875,808.7857055664062,441.3982238769531,11025.0,3110.0,3167.59765625,2420.0,1370.0,4490.6552734375,522.4596557617188,750.0,565.25,1847.853515625,138.0,1380.336669921875,890.9320068359375,258.0,554.0750122070312,1760.0
2026-03-31,920.7805786132812,6611.64404296875,1409.855712890625,1721.522216796875,955.0,1078.138916015625,1195.882568359375,670.0,456.7747802734375,9375.0,3160.0,2131.284912109375,1790.0,1330.0,3260.606201171875,433.8903198242188,650.0,570.0,1351.4886474609375,118.0,1340.471435546875,718.6851196289062,260.0,499.1666564941406,1525.0
2026-04-30,1084.0716552734375,6983.0849609375,1486.4293212890625,1902.735107421875,1075.0,1063.5694580078125,1223.802001953125,799.2142333984375,474.8648681640625,9225.0,3500.0,2678.77099609375,1805.0,1350.0,3494.901123046875,493.6000061035156,635.0,598.5,1523.4962158203125,127.0,1778.9898681640625,819.6574096679688,266.0,569.0499877929688,1700.0
2026-05-29,1040.0,7131.6611328125,1427.873046875,1377.2177734375,1075.0,1073.282470703125,1126.083984375,679.5714111328125,496.0,9000.0,3490.0,2434.357421875,1760.0,1350.0,3133.6962890625,332.3838806152344,585.0,612.75,1215.0,117.0,1669.3602294921875,740.4635009765625,258.0,504.1583251953125,1350.0
2026-06-30,1025.0,7305.0,1390.0,1396.2921142578125,1000.0,1080.0,1100.0,593.4285278320312,466.0,8700.0,3390.0,1685.0,1870.0,1800.0,3270.0,282.62579345703125,610.0,590.0,880.0,115.0,1495.0,712.74560546875,276.0,599.0,1020.0
2026-07-31,1140.0,7350.0,1580.0,1691.01123046875,990.0,1080.0,1150.0,631.7142944335938,530.0,11000.0,3560.0,1855.0,1900.0,1830.0,3800.0,460.0,545.0,600.0,1075.0,119.0,1650.0,890.0,262.0,565.0,1290.0
2026-08-31,1500.0,7475.0,1600.0,2090.0,1125.0,1085.0,1150.0,636.5,530.0,12225.0,3460.0,2210.0,1880.0,1805.0,4040.0,440.0,530.0,610.0,1345.0,153.0,1940.0,800.0,246.0,630.0,1310.0
