Date,PPG.OL,ROGS.OL,VEI.OL,STB.OL,INSTA.OL,NONG.OL,SATS.OL,SBNOR.OL,ENDUR.OL,VVL.OL,WWI.OL,SB1NO.OL,SNTIA.OL,SNOR.OL,JAREN.OL,COSH.OL,SKUE.OL,AURG.OL,SPOG.OL,PROT.OL,SOAG.OL,RING.OL,DNB.OL,MING.OL,ODL.OL
2024-07-31,78.09720611572266,89.2592544555664,108.25027465820312,102.0688705444336,1.7971700429916382,95.41136932373048,16.352235794067383,124.05147552490234,59.51664352416992,248.28448486328125,356.7601623535156,125.25050354003906,,111.43309783935548,266.441650390625,,213.15028381347656,202.4813690185547,49.04536056518555,211.22430419921875,313.06072998046875,253.064208984375,199.1567840576172,142.22494506835938,47.15342712402344
2024-08-30,79.07955169677734,89.00052642822266,109.6699447631836,106.5390396118164,1.867924809455872,95.99497985839844,19.725601196289062,117.29953002929688,61.10639953613281,262.99761962890625,383.52874755859375,121.49834442138672,,115.06482696533205,273.5497131347656,,212.04188537597656,204.99038696289065,51.75218963623047,212.16099548339844,321.9042663574219,256.4384155273437,197.9203491210937,137.10743713378906,44.44937896728516
2024-09-30,80.80936431884766,92.2776870727539,109.6699447631836,107.93596649169922,1.7783021926879885,95.72970581054688,20.05912399291992,111.27417755126952,58.92047882080078,266.6759338378906,417.68170166015625,121.6770248413086,,116.17951965332033,280.7472229003906,,208.03466796875,198.9599609375,49.554481506347656,226.67974853515625,309.5233459472656,253.4859771728516,191.119857788086,134.0159912109375,42.52769470214844
2024-10-31,80.97737884521484,103.50623321533205,111.08961486816406,116.50379180908205,1.839622974395752,104.18319702148438,20.583236694335938,119.74510955810548,57.9268798828125,285.0673522949219,376.6058044433594,129.89602661132812,,119.57752990722656,285.17303466796875,,213.19290161132807,206.88314819335932,54.13657379150391,266.95751953125,336.0538635253906,274.15289306640625,200.65817260742188,141.78831481933594,42.44413375854492
2024-11-29,81.48138427734375,106.05896759033205,121.20481872558594,112.87177276611328,1.839622974395752,104.5369110107422,23.537309646606445,116.87420654296876,62.5968017578125,286.9065246582031,381.1310424804688,129.00265502929688,,127.6320571899414,285.1283264160156,,220.8236846923828,205.1224365234375,55.23966979980469,270.7043151855469,331.63214111328125,271.62225341796875,203.7493133544922,143.30783081054688,41.21136474609375
2024-12-30,83.26517486572266,108.66343688964844,126.17367553710938,112.87177276611328,1.886792778968811,109.18810272216795,25.25257873535156,125.55780029296876,68.95584106445312,285.0673522949219,385.3658142089844,130.96807861328125,,129.3760223388672,293.2645874023437,,237.87570190429688,206.88314819335932,61.0521354675293,266.95751953125,336.0538635253906,277.5270690917969,200.39321899414065,149.613037109375,43.41156005859375
2025-01-31,84.12712860107422,112.9582290649414,128.48065185546875,124.32659149169922,1.9905662536621087,115.50169372558594,26.205507278442383,129.1730194091797,70.74431610107422,303.45880126953125,387.7184753417969,144.18995666503906,,142.123046875,312.04071044921875,,257.48553466796875,213.0456085205078,65.83787536621094,310.0454406738281,359.931396484375,306.2076721191406,212.6694183349609,159.37648010253906,52.63545989990234
2025-02-28,84.47190856933594,113.83788299560548,128.48065185546875,114.08245086669922,2.0188682079315186,117.37632751464844,29.01664352416992,126.03630065917967,72.03600311279297,321.8502502441406,382.5426330566406,142.04586791992188,,148.30776977539062,321.87579345703125,,289.4154357910156,217.44737243652344,67.88285064697266,301.1409606933594,375.8497314453125,324.7657165527344,228.74327087402344,160.24978637695312,52.60921478271485
2025-03-31,85.93502044677734,118.58113098144533,130.2552490234375,123.86094665527344,2.141509771347046,125.72370147705078,31.827781677246094,129.3274688720703,77.10336303710938,331.04595947265625,361.3686828613281,151.3369140625,,150.14163208007812,321.87579345703125,86.15679168701172,295.3798828125,217.9962158203125,66.0641098022461,321.533203125,387.0235290527344,341.8886413574219,243.31570434570312,170.88389587402344,50.27294921875
2025-04-30,85.75819396972656,119.489013671875,138.77330017089844,121.12996673583984,2.2193052768707275,131.24383544921875,35.73478317260742,131.3575897216797,81.87264251708984,342.9117736816406,365.1329650878906,155.90335083007812,,151.69419860839844,326.1571044921875,80.71887969970703,299.9256286621094,213.31817626953125,67.72997283935547,349.5647888183594,384.1995544433594,331.02276611328125,243.6900177001953,175.91429138183594,46.5522346496582
2025-05-30,87.34959411621094,128.30848693847656,144.7451934814453,129.66433715820312,2.4148387908935547,139.42056274414062,34.448333740234375,146.24530029296875,90.71568298339844,354.4706115722656,397.1791687011719,167.5913848876953,,153.5903778076172,340.5352783203125,80.71887969970703,305.5492248535156,217.06060791015625,66.72677612304688,386.8643798828125,385.1717224121094,350.1176147460937,257.34344482421875,180.0283660888672,55.03200912475586
2025-06-30,88.13848114013672,132.62557983398438,152.26441955566406,138.4896697998047,2.434392213821411,139.19342041015625,34.68656539916992,150.47476196289062,87.23808288574219,369.8823547363281,421.9421997070313,174.75502014160156,59.04528045654297,152.6422882080078,332.9205322265625,76.47052764892578,316.093505859375,221.2240447998047,70.63834381103516,410.2962341308594,397.625,350.0721435546875,262.3340148925781,181.33740234375,59.18983459472656
2025-07-31,89.77067565917969,131.7547607421875,155.08413696289062,142.8538360595703,2.708138942718506,140.366943359375,37.54534530639648,152.31690979003906,90.02015686035156,373.73529052734375,462.7283020019531,170.98468017578125,57.46453857421875,152.6612548828125,343.3257751464844,79.30276489257812,309.2983093261719,219.96099853515625,69.94806671142578,485.8221740722656,387.0235290527344,347.3443298339844,246.9856719970703,180.1218719482422,65.66788482666016
2025-08-29,90.6774444580078,132.6626434326172,149.6326904296875,149.93348693847656,2.942779302597046,129.6539306640625,35.687137603759766,159.55398559570312,88.13231658935547,362.1764831542969,500.1156005859375,166.27175903320312,62.43922424316406,154.7849578857422,354.7242431640625,92.0478515625,303.7215576171875,222.6742401123047,68.44786834716797,466.1396484375,407.3468933105469,356.8917541503906,249.24557495117188,179.44866943359375,71.87971496582031
2025-09-30,92.0607452392578,133.27407836914062,148.5048065185547,147.60592651367188,2.98188591003418,133.06089782714844,36.7339096069336,164.8737030029297,82.36944580078125,364.1029357910156,491.3757019042969,167.5913848876953,60.81199264526367,159.22201538085938,363.2376098632813,103.37682342529295,299.7850341796875,226.3698883056641,68.36503601074219,471.42034912109375,418.364990234375,361.8927917480469,255.64854431152344,181.0756072998047,70.43538665771484
2025-10-31,92.61869049072266,127.56735229492188,147.37692260742188,152.3580322265625,3.304516315460205,130.12710571289062,35.183135986328125,165.88877868652344,84.65471649169922,366.0294189453125,495.2601013183594,164.19808959960938,58.90580368041992,160.73895263671875,367.91998291015625,102.92366027832033,296.64520263671875,226.8844757080078,66.26659393310547,441.1026916503906,416.6521301269531,352.79998779296875,243.2192230224609,174.15646362304688,73.97531127929688
2025-11-28,94.38551330566406,130.43923950195312,158.84375,152.64895629882812,3.3925063610076904,134.78329467773438,37.21852493286133,168.5580291748047,84.75408172607422,356.3970642089844,533.1329345703125,168.5339813232422,57.641212463378906,158.330810546875,361.913330078125,106.20905303955078,304.09649658203125,238.5795440673828,67.84962463378906,465.2594604492188,428.6424560546875,345.5257568359375,254.7069396972656,179.03726196289062,77.88590240478516
2025-12-30,96.2803726196289,133.40377807617188,167.86683654785156,167.4871368408203,3.353399515151977,143.7549591064453,39.350833892822266,186.152587890625,90.11951446533205,389.1470642089844,572.9479370117188,187.00860595703125,58.57106018066406,165.9344940185547,367.91998291015625,112.34558868408205,327.9499206542969,252.75396728515625,73.8044204711914,506.3260192871094,428.8915100097656,378.2143249511719,265.064697265625,192.6604766845703,81.42195129394531
2026-01-30,96.2803726196289,128.08615112304688,167.1149139404297,163.41392517089844,3.6858065128326416,138.96629333496094,38.96314239501953,180.4569091796875,97.7702407836914,385.2941284179688,665.2022705078125,183.4268035888672,59.789161682128906,168.38055419921875,339.58935546875,111.40150451660156,311.2196960449219,241.3863677978516,72.38704681396484,505.3597412109375,412.5230712890625,377.3504943847656,260.5449523925781,181.0569000244141,89.0523452758789
2026-02-27,99.1401824951172,140.6668701171875,184.9730834960937,174.76075744628906,4.301737308502197,150.77711486816406,42.5977668762207,193.2862701416016,106.712646484375,402.6323547363281,750.658935546875,199.35646057128903,67.04196166992188,180.07997131347656,335.8056030273437,122.73046875,336.4322204589844,253.3153381347656,76.94287109375,506.22698974609375,419.1461486816406,425.5422668457031,283.8970031738281,199.62635803222656,98.63687133789062
2026-03-31,101.5700912475586,148.63999938964844,177.077880859375,169.03884887695312,3.8813400268554688,155.6999969482422,42.09440994262695,199.5200042724609,103.33440399169922,425.75,704.0462036132812,198.41387939453125,66.87458801269531,175.3964080810547,343.0,126.60120391845705,330.5,256.0,77.20999908447266,456.3861083984375,443.9500122070313,447.8500061035156,283.6145324707031,206.6499938964844,96.55408477783205
2026-04-30,103.03504943847656,151.0,175.3860626220703,178.6999969482422,4.300000190734863,156.94000244140625,40.71587753295898,201.1999969482422,114.0652847290039,510.0,672.0,200.0,73.73686218261719,192.0,350.0,135.9475860595703,339.0,252.9499969482422,79.16000366210938,463.7767028808594,461.0499877929688,440.0,280.6000061035156,206.8000030517578,94.46334838867188
2026-05-29,103.52336120605467,148.97999572753906,180.3999938964844,175.89999389648438,4.199999809265137,149.77999877929688,42.24211120605469,190.3000030517578,122.0,490.0,695.0,192.0,78.0,185.0,346.0,139.4769744873047,333.95001220703125,258.95001220703125,74.5,454.0359802246094,446.0,437.0,287.3999938964844,191.97999572753903,85.66758728027344
2026-06-30,105.0,145.6199951171875,189.6000061035156,185.8000030517578,4.03000020980835,153.0,41.35591125488281,185.83999633789065,111.4000015258789,482.0,687.0,193.3999938964844,77.0,181.97999572753903,333.0,128.39730834960938,331.70001220703125,256.95001220703125,72.0999984741211,474.31256103515625,439.8500061035156,434.0,294.70001220703125,188.0,81.76473236083984
2026-07-31,106.5,150.0,188.1999969482422,201.3999938964844,4.980000019073486,158.24000549316406,41.306678771972656,196.5800018310547,115.0,460.0,768.0,212.0,77.5999984741211,176.5,336.1000061035156,137.21849060058594,328.0,257.0,72.5,491.3999938964844,430.0,438.0,305.0,196.32000732421875,88.78986358642578
2026-08-31,108.0,152.0,210.0,204.8000030517578,5.079999923706055,170.39999389648438,45.09999847412109,204.1499938964844,109.4000015258789,440.0,816.0,224.0,86.5,186.6000061035156,339.8999938964844,141.0,328.04998779296875,254.0,71.0199966430664,477.7999877929688,442.0,439.0,319.0,211.8000030517578,92.10728454589844
