Date,CABK.MC,ISUR.MC,BKT.MC,YGOP.MC,BBVA.MC,YEPSA.MC,SAN.MC,ACS.MC,UNI.MC,^IBEX,SAB.MC,MAP.MC,IBE.MC,R4.MC,CBAV.MC,ELE.MC,CAF.MC,YHSP.MC,XBBDC.MC,ENO.MC,AENA.MC,IDR.MC,HOME.MC,NTH.MC,YVIT.MC
2023-09-29,3.08657169342041,6.1559576988220215,5.126979351043701,13.70900821685791,6.459224700927734,,3.250948429107666,30.262250900268555,0.8117759227752686,9428.0,0.7892573475837708,1.634088158607483,9.37285041809082,9.234760284423828,18.55234336853028,16.566381454467773,27.212722778320312,4.818296909332275,0.5231013298034668,8.927979469299316,12.494991302490234,13.352282524108888,6.675858974456787,1.2146310806274414,10.720361709594728
2023-10-31,3.1265194416046143,6.112298011779785,5.057420253753662,13.915093421936035,6.350313663482666,,3.18624210357666,30.35107612609864,0.7823002338409424,9017.2998046875,0.8398187160491943,1.6611820459365845,9.28880786895752,9.145965576171877,17.482017517089844,15.268573760986328,25.925636291503903,4.818296909332275,0.4965912997722626,9.624058723449709,11.98239803314209,12.913704872131348,7.210354328155518,1.114895939826965,10.819143295288086
2023-11-30,3.367836236953736,6.1996169090271,5.466289043426514,13.915093421936035,7.277791023254394,,3.4942026138305664,32.55390548706055,0.8117759227752686,10058.2001953125,0.9610222578048706,1.7626440525054932,10.036336898803713,9.423114776611328,19.53347587585449,16.489028930664062,29.648998260498047,4.818296909332275,0.5722351670265198,10.955690383911133,13.839998245239258,13.790861129760742,7.654524326324463,1.1398297548294067,10.819143295288086
2023-12-29,3.03765606880188,6.112298011779785,5.037408828735352,13.915093421936035,7.03822135925293,,3.474437952041626,35.6716194152832,0.7090093493461609,10102.099609375,0.819972038269043,1.693777084350586,10.500778198242188,9.331629753112791,20.514610290527344,16.288999557495117,29.97076797485352,4.818296909332275,0.7727683186531067,11.875554084777832,14.378877639770508,13.644668579101562,7.817387580871582,1.154077649116516,10.819143295288086
2024-01-31,3.2235350608825684,6.45702600479126,4.971356391906738,14.124275207519531,7.423243999481201,,3.4339890480041504,33.26620864868164,0.7070177793502808,10077.7001953125,0.8884872198104858,1.7783350944519043,10.055279731750488,9.514601707458496,21.495744705200195,16.200761795043945,30.61431312561035,4.818296909332275,0.7334201335906982,11.480714797973633,14.39202117919922,16.051979064941406,7.728552341461182,1.172772765159607,10.819143295288086
2024-02-29,3.3996310234069824,6.412494659423828,5.099985599517822,14.124275207519531,7.859603404998779,,3.5351104736328125,34.49357604980469,0.752426266670227,10001.2998046875,0.8818567991256714,1.7077248096466064,9.555891036987305,9.331629753112791,23.90398025512696,14.683042526245115,30.10867118835449,4.818296909332275,0.634794294834137,11.11624813079834,15.3471097946167,17.221521377563477,7.954927444458008,1.1544482707977295,10.926030158996582
2024-03-28,3.98388147354126,6.412494659423828,5.989941596984863,14.124275207519531,9.445898056030272,,4.156547546386719,35.25727081298828,0.9137457013130188,11074.599609375,1.0719311237335205,2.041598558425904,10.343216896057127,9.606088638305664,25.24188995361328,15.14630126953125,31.0739860534668,4.922589302062988,0.644493818283081,11.693321228027344,15.986756324768066,18.7224349975586,7.892780780792236,1.2020920515060425,10.926030158996582
2024-04-30,4.390870094299316,6.768744945526123,6.553431034088135,14.351353645324709,9.025653839111328,,4.28787088394165,34.16627883911133,1.0225940942764282,10854.400390625,1.3510583639144895,1.97186017036438,10.356715202331545,9.44162940979004,25.24188995361328,15.088943481445312,29.557064056396484,4.922589302062988,0.649269163608551,12.270395278930664,15.036048889160156,17.572383880615234,8.156908988952637,1.2616300582885742,10.926030158996582
2024-05-31,4.672836780548096,7.570305824279785,7.171678066253662,14.351353645324709,8.81719970703125,,4.533066272735596,37.384708404541016,1.122603416442871,11322.0,1.458255410194397,2.003265142440796,10.8921480178833,9.626758575439451,26.04463577270508,16.147815704345703,31.487693786621094,4.922589302062988,0.5735125541687012,12.57411766052246,16.43446922302246,20.56446647644043,9.058053016662598,1.2389659881591797,11.033970832824709
2024-06-28,4.382890224456787,7.48124361038208,6.835088729858398,14.351353645324709,8.295619010925293,,4.060491561889648,36.62101364135742,1.061764359474182,10943.7001953125,1.3544434309005735,1.952503681182861,10.905649185180664,9.71932315826416,23.54720497131348,15.890629768371582,32.269142150878906,5.282450199127197,0.6652436852455139,12.287824630737305,17.2031192779541,18.819896697998047,9.71060562133789,1.2200793027877808,11.033970832824709
2024-07-31,4.775691986083984,7.662606716156006,7.069916725158691,14.582082748413086,8.607857704162598,,4.1772284507751465,39.024532318115234,1.03509521484375,11065.0,1.468410849571228,2.0286459922790527,11.286771774291992,10.089582443237305,27.95567512512207,16.22140121459961,33.16065216064453,5.282450199127197,0.6463281512260437,12.417887687683104,16.022693634033203,18.30934333801269,10.484488487243652,1.3107355833053589,11.142977714538574
2024-08-30,4.841307163238525,7.662606716156006,7.166714668273926,14.582082748413086,8.506733894348145,,4.215672016143799,38.892120361328125,1.0209271907806396,11401.900390625,1.4616403579711914,2.064903974533081,11.879836082458496,9.904452323913574,28.42473030090332,17.308870315551758,32.87601089477539,5.282450199127197,0.7841032147407532,11.395966529846191,16.708988189697266,16.709495544433594,10.726439476013184,1.4700872898101809,11.142977714538574
2024-09-30,4.756184577941895,7.84397029876709,7.105767726898193,14.397500038146973,8.611405372619629,,4.313656330108643,39.23261642456055,0.954254388809204,11877.2998046875,1.4955896139144895,2.1682398319244385,12.871366500854492,10.182148933410645,33.30290222167969,17.789167404174805,33.872249603271484,5.282450199127197,0.8562135696411133,11.693252563476562,18.08157730102539,16.28484535217285,12.113618850708008,1.3353623151779177,11.142977714538574
2024-10-31,4.956576347351074,7.889311790466309,6.713193416595459,14.72577953338623,8.367852210998535,,4.307799816131592,41.61608123779297,0.9600882530212402,11672.599609375,1.4011847972869873,2.380350112915039,12.644335746765137,11.478057861328123,32.83384704589844,17.947757720947266,34.441532135009766,5.953948020935059,0.7934902906417847,12.696593284606934,18.57571029663086,15.998455047607422,12.578514099121094,1.3195123672485352,13.7591552734375
2024-11-29,4.681894302368164,7.707947731018066,6.984553337097168,14.913369178771973,8.17214584350586,,4.196077346801758,41.5782470703125,1.015093445777893,11641.2998046875,1.3988345861434937,2.288111925125122,12.500699996948242,12.107721328735352,31.614303588867188,18.795074462890625,31.215606689453125,6.267313480377197,0.6955535411834717,12.60369110107422,18.740421295166016,16.45273208618164,12.645243644714355,1.339324712753296,14.06204891204834
2024-12-31,4.763777732849121,8.116016387939453,7.122529029846191,14.631986618041992,8.644037246704102,,4.281427383422852,45.815521240234375,1.1118475198745728,11595.0,1.4705194234848022,2.275090217590332,12.324636459350586,11.917049407958984,29.269031524658203,18.82226181030273,33.16065216064453,6.356846809387207,0.7638022899627686,13.929682731628418,18.063278198242188,16.86750602722168,14.096611976623535,1.31158709526062,14.06204891204834
2025-01-31,5.327860832214356,9.042749404907228,7.674432277679443,14.965614318847656,10.105439186096191,,4.76044511795044,47.04770660400391,1.1991195678710938,12368.900390625,1.7846795320510864,2.500180959701538,12.855835914611816,12.39373016357422,31.80192947387696,19.83604621887207,33.872249603271484,6.491146564483643,0.8483121395111084,14.46744155883789,19.069843292236328,18.319215774536133,14.063246726989746,1.3591371774673462,14.06204891204834
2025-02-28,6.084825038909912,9.602095603942873,8.701790809631348,15.060937881469728,11.728711128234863,,5.966858863830566,49.54903030395508,1.459190845489502,13347.2998046875,2.082387208938598,2.5243639945983887,13.148014068603516,12.203059196472168,31.426681518554688,19.89173698425293,36.19681930541992,6.759745597839356,0.8183213472366333,14.710299491882324,19.655479431152344,20.699234008789062,12.695292472839355,1.3947997093200684,14.375510215759276
2025-03-31,6.526993751525879,10.068215370178224,9.551087379455566,15.060937881469728,11.47264575958252,,5.941925048828125,50.36052322387695,1.4888633489608765,13135.400390625,2.115866184234619,2.6449010372161865,14.081098556518556,12.775075912475586,33.30290222167969,22.74137115478516,38.52138519287109,6.968476295471191,0.9982746839523317,15.03989315032959,19.8201904296875,26.3875732421875,11.921483993530272,1.3868746757507324,14.57243537902832
2025-04-30,6.397427558898926,10.441113471984863,9.662883758544922,15.553125381469728,11.463906288146973,4.639999866485596,6.029998779296875,52.60407257080078,1.531065583229065,13287.7998046875,2.1019294261932373,2.9166502952575684,14.981196403503418,12.926036834716797,33.77195739746094,24.59781074523925,40.79851150512695,6.968476295471191,1.0369164943695068,16.3756160736084,21.20895767211914,27.67140007019043,13.508663177490234,1.4770886898040771,15.3815279006958
2025-05-30,7.115855693817139,10.534337997436523,10.70089054107666,15.651561737060549,12.557064056396484,5.150000095367432,6.858123779296875,55.2295036315918,1.7694952487945557,14152.2001953125,2.2994980812072754,3.1914994716644287,15.160253524780272,13.697741508483888,36.68009567260742,24.95053100585937,46.254127502441406,6.968476295471191,1.2436425685882568,20.642990112304688,22.703357696533203,35.78913879394531,12.812417984008787,1.5022664070129397,15.579998970031738
