Date,JYSK.VI,ASRN.VI,KRKG.VI,BG.VI,ROCK.VI,NN.VI,AGS.VI,ISS.VI,TRYG.VI,DRW8.VI,OBS.VI,BCVN.VI,BAMI.VI,CABK.VI,HOT.VI,BKHT.VI,BMED.VI,ISP.VI,BONY.VI,KLEP.VI,PST.VI,UCG.VI,BC.VI,AGEN.VI,^ATX
2025-09-30,,,,107.42483520507812,,56.66357803344727,55.10487365722656,,14.301739692687988,,74.76978302001953,,11.760384559631348,8.497137069702148,224.8545379638672,,15.851784706115724,5.219817638397217,91.05968475341795,,19.24724197387696,61.19902420043945,,32.04753112792969,4636.009765625
2025-10-31,,,,107.32891845703124,,56.132232666015625,53.787254333496094,,15.648856163024902,,74.76978302001953,,11.510753631591797,8.664304733276367,245.7437438964844,,16.151050567626953,5.193644046783447,91.844970703125,,19.86627960205078,60.46455764770508,,31.750619888305664,4808.16015625
2025-11-28,,,,110.68595123291016,,59.13050842285156,55.34016418457031,,15.736441612243652,,74.96654510498047,,11.927816390991213,9.295068740844728,298.9520874023437,,17.802358627319336,5.407055854797363,95.55188751220705,,20.0511417388916,62.5611686706543,,32.8712272644043,5009.77001953125
2025-12-30,,,,123.73039245605467,,62.35649871826172,57.90470123291016,,16.247365951538086,,74.96654510498047,,12.5230073928833,10.131102561950684,329.1034851074219,,18.942790985107425,5.800524711608887,98.28279113769533,,20.88620376586914,69.27600860595703,,34.22170639038086,5326.330078125
2026-01-30,,,,131.78724670410156,,63.32429885864258,57.95299530029297,,16.541471481323242,,75.95035552978516,,12.081413269042969,10.745548248291016,350.9780578613281,,19.23273086547852,5.755087375640869,99.41545104980467,,21.57561111450196,71.55982971191406,,32.91911697387695,5604.89990234375
2026-02-27,,,,126.60784149169922,,66.0189437866211,60.80235290527344,,16.92840576171875,,77.32769775390625,,12.148612022399902,10.310113906860352,404.3834533691406,,17.734704971313477,5.630375862121582,100.24787902832033,,22.332992553710938,70.62287139892578,,34.81553268432617,5701.7001953125
2026-03-31,117.6999969482422,58.11813735961914,226.1569061279297,124.20996856689452,23.559999465942383,63.85564041137695,61.18870162963867,31.420000076293945,16.622081756591797,,78.31150817871094,,11.476622581481934,9.913385391235352,377.1880798339844,,16.77790069580078,4.992318630218506,100.16859436035156,31.775611877441406,19.575353622436523,59.63318634033203,,33.15856170654297,5343.25
2026-04-30,118.6999969482422,63.07896041870117,236.3049774169922,145.6999969482422,24.86000061035156,70.1747817993164,64.23123931884766,31.34000015258789,18.339025497436523,70.80000305175781,80.27913665771484,,12.300000190734863,10.704999923706056,440.3999938964844,18.75,18.540000915527344,5.510498523712158,114.48616790771484,33.23678207397461,21.866912841796875,64.79000091552734,,36.37672805786133,5794.7001953125
2026-05-29,122.6999969482422,63.07896041870117,245.9698028564453,154.10000610351562,27.07999992370605,70.59445190429688,64.8107681274414,35.279998779296875,18.05219841003418,73.5999984741211,82.4000015258789,129.0,13.515000343322754,11.69499969482422,484.6000061035156,18.0,19.700000762939453,5.829999923706055,119.46382904052734,34.40571975708008,24.702232360839844,74.08999633789062,82.76000213623047,38.63999938964844,6148.8701171875
2026-06-30,126.6999969482422,64.8044662475586,245.486557006836,175.3000030517578,28.059999465942383,75.24449920654297,70.0,35.91999816894531,17.899822235107422,72.4000015258789,82.4000015258789,129.0,15.140000343322754,12.354999542236328,507.0,19.200000762939453,21.68000030517578,5.974999904632568,127.42808532714844,35.71103286743164,28.59000015258789,78.05000305175781,82.4800033569336,42.52999877929688,6464.2001953125
2026-07-31,137.39999389648438,69.4515609741211,260.0,175.1999969482422,27.700000762939453,79.91416931152344,72.1500015258789,38.31999969482422,20.63999938964844,82.5999984741211,83.0,136.0,15.8149995803833,12.604999542236328,449.2000122070313,20.39999961853028,23.15999984741211,6.544000148773193,137.0,39.58000183105469,25.96999931335449,79.75,88.31999969482422,43.93000030517578,6457.919921875
2026-08-31,146.39999389648438,73.08000183105469,263.5,179.8000030517578,27.68000030517578,78.5,75.30000305175781,38.5,20.600000381469727,84.80000305175781,83.4000015258789,137.0,16.030000686645508,13.239999771118164,421.3999938964844,21.39999961853028,24.13999938964844,6.816999912261963,140.0,37.7400016784668,27.8700008392334,84.86000061035156,89.05999755859375,44.459999084472656,6768.240234375
