Date,200429.SZ,560730.SS,201872.SZ,159552.SZ,159249.SZ,601939.SS,601988.SS,601398.SS,518800.SS,159533.SZ,159830.SZ,159509.SZ,518600.SS,513650.SS,600919.SS,518680.SS,508017.SS,159519.SZ,518860.SS,518880.SS,518660.SS,159934.SZ,513810.SS,513870.SS,159834.SZ
2025-10-31,7.9371209144592285,,14.501250267028809,2.0390000343322754,1.215999960899353,8.764452934265137,5.392914772033691,7.469413280487059,8.6850004196167,1.7089999914169312,9.151000022888184,2.2799999713897705,9.163999557495115,1.7979999780654907,10.229284286499023,9.18000030517578,3.545605659484864,1.7050000429153442,8.807000160217285,8.793999671936035,8.791000366210938,9.177000045776367,1.6790000200271606,1.8350000381469729,9.16100025177002
2025-11-28,8.020767211914062,,14.983050346374512,1.9789999723434448,1.2000000476837158,9.273232460021973,5.8351149559021,7.786239147186279,8.956999778747559,1.7089999914169312,9.449000358581545,2.2699999809265137,9.449000358581545,1.840000033378601,10.172348976135254,9.470000267028809,3.7095446586608887,1.7389999628067017,9.08199977874756,9.06700038909912,9.071000099182127,9.472000122070312,1.715999960899353,1.825999975204468,9.458999633789062
2025-12-31,8.095120429992676,,14.803556442260742,2.0290000438690186,1.2660000324249268,9.09227180480957,5.615105152130127,7.750938892364502,9.185999870300291,1.809000015258789,9.689000129699709,2.289999961853028,9.696000099182127,1.807999968528748,9.868696212768556,9.717000007629396,3.688180923461914,1.684999942779541,9.31999969482422,9.300999641418455,9.314000129699709,9.708000183105469,1.6619999408721924,1.7619999647140503,9.694000244140623
2026-01-30,8.095120429992676,,14.803556442260742,2.196000099182129,1.3350000381469729,8.543600082397461,5.262323379516602,7.086293697357178,10.890999794006348,2.0,11.51200008392334,2.2079999446868896,11.52400016784668,1.8029999732971191,9.922232627868652,11.524999618530272,3.953287124633789,1.787999987602234,11.05799961090088,11.008999824523926,11.020000457763672,11.512999534606934,1.7630000114440918,1.7549999952316284,11.520999908447266
2026-02-27,8.188060760498047,,15.068074226379396,2.2839999198913574,1.3450000286102295,8.416230201721191,5.174128532409668,6.763744831085205,10.798999786376951,2.0850000381469727,11.404999732971191,2.115999937057495,11.394000053405762,1.7920000553131104,10.137720108032228,11.430999755859377,3.853265047073364,1.75,10.95699977874756,10.93299961090088,10.942999839782717,11.42099952697754,1.725000023841858,1.7029999494552612,11.40999984741211
2026-03-31,8.411117553710938,,15.096415519714355,2.069999933242798,1.25,9.45478630065918,5.752297878265381,7.46748685836792,9.583000183105469,1.86899995803833,10.116000175476074,1.9220000505447388,10.111000061035156,1.625,10.696029663085938,10.147000312805176,3.81733512878418,1.7039999961853027,9.713000297546388,9.699000358581545,9.718999862670898,10.13700008392334,1.6729999780654907,1.5759999752044678,10.118000030517578
2026-04-30,8.401823997497559,,16.19227409362793,2.299999952316284,1.383999943733215,9.74871826171875,5.634704113006592,7.281777381896973,10.142000198364258,2.068000078201294,10.092000007629396,2.3959999084472656,10.08199977874756,1.7890000343322754,11.068235397338867,10.118000030517578,3.85219407081604,1.82099997997284,9.690999984741213,9.678000450134276,9.694000244140623,10.100000381469728,1.777999997138977,1.825000047683716,10.086999893188477
2026-05-29,8.671351432800293,,16.18282699584961,2.29099988937378,1.3919999599456787,9.758515357971191,5.742498397827148,7.21999979019165,9.850000381469728,2.135999917984009,9.805999755859377,2.7100000381469727,9.791000366210938,1.919999957084656,11.05844020843506,9.83199977874756,3.790527820587158,1.7680000066757202,9.40999984741211,9.397000312805176,9.416999816894531,9.815999984741213,1.7350000143051147,2.125999927520752,9.814000129699709
2026-06-30,8.71782112121582,1.0,14.898027420043944,2.2960000038146973,1.4160000085830688,9.43519115447998,5.605305194854736,7.070000171661377,8.779999732971191,2.125,8.736000061035156,2.6600000858306885,8.725000381469727,1.868000030517578,10.558900833129885,8.765000343322754,3.612382888793945,1.633999943733215,8.375,8.378000259399414,8.397000312805176,8.75,1.6069999933242798,2.066999912261963,8.739999771118164
2026-07-31,9.182523727416992,1.059000015258789,16.68000030517578,2.003000020980835,1.3209999799728394,10.850000381469728,6.059999942779541,7.989999771118164,8.842000007629395,1.7200000286102295,8.800999641418457,2.601999998092652,8.782999992370605,1.8969999551773071,11.829999923706056,8.836999893188477,3.788548469543457,1.777999997138977,8.454000473022461,8.432999610900879,8.461000442504883,8.8100004196167,1.7450000047683716,1.976999998092652,8.800999641418457
2026-08-31,9.130000114440918,1.0490000247955322,17.559999465942383,2.311000108718872,1.409000039100647,10.979999542236328,6.510000228881836,8.069999694824219,9.574000358581545,1.9670000076293943,9.545000076293944,2.818000078201294,9.513999938964844,2.0429999828338623,12.09000015258789,9.562999725341797,3.7090001106262207,1.809000015258789,9.152999877929688,9.135000228881836,9.161999702453612,9.541000366210938,1.7769999504089355,2.061000108718872,9.538999557495115
