Date,EFT1T.TL,TKM1T.TL,TVE1T.TL,TSM1T.TL,PKG1T.TL,LHV1T.TL,CPA1T.TL,NCN1T.TL,ARC1T.TL,NHCBHFFT.TL,SKN1T.TL
2023-09-29,15.893600463867188,8.024005889892578,9.46677303314209,1.004103422164917,0.6959999799728394,3.285263776779175,2.306217908859253,0.753000020980835,1.535757064819336,0.335999995470047,1.0
2023-10-31,15.851442337036133,8.155010223388672,9.293864250183104,0.9570886492729188,0.8240000009536743,3.164580583572388,2.2835192680358887,0.7099999785423279,1.521795392036438,0.3738999962806701,1.0499999523162842
2023-11-30,15.851442337036133,8.10588264465332,9.293864250183104,0.9402974843978882,0.9900000095367432,3.088594913482666,2.151864528656006,0.6200000047683716,1.563679814338684,0.338699996471405,1.059999942779541
2023-12-29,15.935758590698242,8.10588264465332,9.164183616638184,0.9470139741897584,1.0549999475479126,3.12435269355774,2.14278531074524,0.621999979019165,1.6060112714767456,0.3149999976158142,0.8999999761581421
2024-01-31,16.10439109802246,8.204137802124023,9.077728271484377,0.9470139741897584,0.959999978542328,3.1690502166748047,2.188183546066284,0.5860000252723694,1.5636239051818848,0.3224999904632568,0.8100000023841858
2024-02-29,16.27302360534668,8.48252010345459,9.12095546722412,0.9621258974075316,0.9300000071525574,3.12435269355774,2.14278531074524,0.5270000100135803,1.5636239051818848,0.3199999928474426,0.8199999928474426
2024-03-28,16.230867385864258,8.744528770446777,8.90481948852539,0.9621258974075316,0.9700000286102296,3.164580583572388,2.14278531074524,0.5199999809265137,1.5068200826644895,0.3109999895095825,0.7900000214576721
2024-04-30,16.923477172851562,8.542596817016602,9.12095546722412,1.01249897480011,1.0299999713897705,3.225250720977783,2.188183546066284,0.5099999904632568,1.4783895015716553,0.3000000119209289,0.9279999732971193
2024-05-31,16.745803833007812,8.498698234558105,9.293864250183104,0.990157961845398,1.1100000143051147,3.267016649246216,2.044062614440918,0.5170000195503235,1.4404821395874023,0.2919999957084656,1.0299999713897705
2024-06-28,16.745803833007812,8.340664863586426,9.30294132232666,0.9740723371505736,1.0099999904632568,3.16492247581482,1.9875447750091555,0.5130000114440918,1.416725993156433,0.2698000073432922,0.9700000286102296
2024-07-31,16.701385498046875,8.402122497558594,9.30294132232666,0.970497727394104,0.9100000262260436,3.220610380172729,1.9545761346817017,0.4950000047683716,1.3927139043807983,0.2522999942302704,0.9480000138282776
2024-08-30,16.479291915893555,8.25286865234375,9.212180137634276,0.9454756379127502,0.8299999833106995,3.0999531745910645,1.8820449113845823,0.5920000076293945,1.3350841999053955,0.2504000067710876,1.0
2024-09-30,16.39045524597168,8.446020126342773,9.121419906616213,0.9472628831863404,0.800000011920929,2.9885778427124023,1.8198751211166384,0.5690000057220459,1.2867791652679443,0.3300000131130218,0.9240000247955322
2024-10-31,16.923477172851562,8.226530075073242,9.39370059967041,0.95083749294281,0.7599999904632568,3.1556413173675537,1.982835054397583,0.6399999856948853,1.3206417560577393,0.2960000038146972,0.9300000071525574
2024-11-29,16.879060745239258,8.147512435913086,9.121419906616213,0.9436883330345154,0.6579999923706055,2.9839370250701904,1.8782769441604608,0.6819999814033508,1.3545043468475342,0.2549999952316284,0.8399999737739563
2024-12-30,16.834640502929688,8.314326286315918,9.257560729980469,0.9436883330345154,0.7879999876022339,3.0117807388305664,1.848134160041809,0.671999990940094,1.408200740814209,0.2513999938964844,0.8999999761581421
2025-01-31,17.767431259155273,8.665512084960938,9.257560729980469,1.027690887451172,0.9559999704360962,3.23917293548584,2.034643173217773,0.7649999856948853,1.373854398727417,0.2750000059604645,0.8640000224113464
2025-02-28,17.723012924194336,8.71819019317627,9.484460830688477,1.0705857276916504,0.949999988079071,3.4572830200195312,2.0016744136810303,0.875,1.393480896949768,0.2660000026226043,0.800000011920929
2025-03-31,17.63417625427246,9.018181800842283,9.529841423034668,1.0562875270843506,1.090000033378601,3.40159559249878,1.973415493965149,0.8220000267028809,1.5268235206604004,0.2599999904632568,0.8519999980926514
2025-04-30,18.006715774536133,8.764545440673828,9.802123069763184,1.093820571899414,0.9800000190734864,3.354008197784424,2.0630576610565186,0.7889999747276306,1.4971764087677002,0.2698000073432922,0.8600000143051147
2025-05-30,18.05373191833496,8.896060943603516,10.48282527923584,1.131403923034668,1.350000023841858,3.6303327083587646,2.0971176624298096,0.7649999856948853,1.7936471700668335,0.2495999932289123,1.0
2025-06-30,17.959701538085938,8.858485221862793,10.174223899841309,1.1352005004882812,1.340000033378601,3.573162078857422,1.994937896728516,0.753000020980835,1.808470606803894,0.2373999953269958,1.0
2025-07-31,18.006715774536133,8.708182334899902,10.126680374145508,1.1257089376449585,1.3200000524520874,3.4016504287719727,1.8801074028015137,0.7149999737739563,1.6948236227035522,0.2397000044584274,0.9200000166893004
2025-08-29,18.10074615478516,8.689393997192383,10.079137802124023,1.129505634307861,1.350000023841858,3.3635365962982178,1.8684296607971191,0.6919999718666077,1.7491765022277832,0.2450000047683715,0.8799999952316284
2025-09-30,17.959701538085938,8.670605659484863,10.079137802124023,1.1276072263717651,1.25,3.296837568283081,1.8878926038742063,0.6600000262260437,1.6898823976516724,0.2249000072479248,0.699999988079071
2025-10-31,18.006715774536133,8.642423629760742,10.079137802124023,1.1105222702026367,1.1799999475479126,3.1205618381500244,1.85869824886322,0.6489999890327454,1.6750588417053225,0.2150000035762787,0.699999988079071
2025-11-28,18.006715774536133,8.698787689208984,10.079137802124023,1.1465904712677002,1.0,3.177732229232788,1.8645371198654173,0.6330000162124634,1.6649999618530271,0.1645999997854232,0.7200000286102295
2025-12-30,18.05373191833496,8.92424201965332,10.459482192993164,1.2301169633865356,0.8899999856948853,3.406414747238159,2.058192014694214,0.6919999718666077,1.659999966621399,0.1570000052452087,0.7699999809265137
2026-01-30,18.57089614868164,8.914848327636719,10.649654388427734,1.4047632217407229,0.9399999976158142,3.406414747238159,2.0873863697052,0.7390000224113464,1.625,0.156700000166893,0.7850000262260437
2026-02-27,18.66492462158203,9.140302658081056,10.697197914123535,1.357304930686951,0.959999978542328,3.311130285263061,2.2187602519989014,0.6729999780654907,1.600000023841858,0.1488000005483627,0.7799999713897705
2026-03-31,18.61791038513184,9.229999542236328,10.697197914123535,1.32503342628479,0.9200000166893004,3.3825933933258057,2.174968957901001,0.5799999833106995,1.5,0.1435000002384185,0.699999988079071
2026-04-30,19.100000381469727,9.239999771118164,11.077542304992676,1.3819832801818848,0.875,3.444999933242798,2.2799999713897705,0.5920000076293945,1.409999966621399,0.1850000023841858,0.6800000071525574
2026-05-29,19.14999961853028,9.1899995803833,10.949999809265137,1.2480000257492063,0.7900000214576721,3.450000047683716,2.315000057220459,0.5799999833106995,1.3250000476837158,0.1999000012874603,0.6600000262260437
2026-06-30,19.049999237060547,9.15999984741211,11.25,1.27400004863739,0.7099999785423279,3.359999895095825,2.275000095367432,0.5600000023841858,1.2699999809265137,0.1943999975919723,0.6050000190734863
2026-07-31,19.850000381469727,9.140000343322754,11.0,1.2419999837875366,0.6499999761581421,3.3499999046325684,2.299999952316284,0.6060000061988831,1.284999966621399,0.188400000333786,0.6299999952316284
2026-08-31,19.450000762939453,9.09000015258789,10.800000190734863,1.215999960899353,0.6499999761581421,3.345000028610229,2.3399999141693115,0.5960000157356262,1.2400000095367432,0.1922000050544738,0.6200000047683716
