Date,BBVA.MX,FSHOP13.MX,4689N.MX,RTX.MX,IVVPESOISHRS.MX,TSMN.MX,ACTINVRB.MX,FNOVA17.MX,C.MX,GS.MX,PH.MX,INVEXA.MX,HWM.MX,PINFRAL.MX,NVDA.MX,STORAGE18.MX,JPM.MX,BCSN.MX,GPROFUT.MX,MS.MX,VMEX19.MX,AEMN.MX,APH.MX,SPOTN.MX,GMEXICOB.MX
2023-09-29,139.0553741455078,5.10193395614624,,1284.9151611328125,78.88999938964844,1511.7293701171875,13.157780647277832,22.6247787475586,698.3223266601562,5678.23779296875,6903.26904296875,76.51536560058594,844.406982421875,96.70117950439452,757.6520385742188,16.074281692504883,2553.753173828125,134.3710479736328,71.52303314208984,1420.8648681640625,39.76005554199219,747.8165283203125,360.2379455566406,2698.510009765625,72.97570037841797
2023-10-31,138.87413024902344,5.011560916900635,,1395.4442138671875,77.23999786376953,1556.6221923828125,13.518268585205078,22.209060668945312,701.4964599609375,5447.943359375,6903.26904296875,76.51536560058594,778.2477416992188,95.37689208984376,732.5891723632812,,2495.9931640625,115.12543487548828,71.52303314208984,1267.9825439453125,,772.7437744140625,363.2839965820313,2928.0,66.3391342163086
2023-11-30,159.50054931640625,5.106451988220215,,1388.1328125,84.63999938964844,1686.3516845703125,13.518268585205078,22.47112274169922,783.4306030273438,5837.3115234375,6904.74658203125,76.51536560058594,852.4067993164062,97.2290496826172,809.2042236328125,15.21396827697754,2697.347412109375,113.54402160644533,71.52303314208984,1334.9412841796875,,773.142822265625,363.2839965820313,3183.39990234375,71.61148071289062
2023-12-29,151.6504364013672,5.131566524505615,,1421.7266845703125,88.9800033569336,1765.6656494140625,13.788633346557615,23.24598503112793,869.2944946289062,6475.3984375,7538.47900390625,80.43922424316406,852.4067993164062,108.97675323486328,838.8673095703125,15.802603721618652,2872.275634765625,131.28775024414062,71.52303314208984,1542.697265625,45.22769546508789,908.6672973632812,418.7462463378906,3202.0,84.70597839355469
2024-01-31,159.57984924316406,5.315733909606934,,1535.611328125,90.4499969482422,1941.3338623046875,13.518268585205078,23.24598503112793,977.8319091796876,6614.87353515625,7538.47900390625,80.43922424316406,852.4067993164062,107.6595458984375,1058.8218994140625,16.164840698242188,3001.45166015625,132.1630096435547,80.46341705322266,1491.5023193359375,,862.2688598632812,418.7462463378906,3726.0,79.62615203857422
2024-02-29,167.50929260253906,5.38808536529541,,1546.1712646484375,95.37000274658205,2185.8720703125,13.518268585205078,24.011627197265625,941.5125732421876,6647.46875,8782.0595703125,80.43922424316406,1076.6796875,106.13388061523438,1361.251708984375,16.128616333007812,3142.051513671875,132.43045043945312,80.46341705322266,1454.5023193359375,43.76100540161133,776.5847778320312,447.9781799316406,4365.0,75.32201385498047
2024-03-27,192.58615112304688,5.311234951019287,,1587.0699462890625,98.41999816894533,2261.19775390625,13.428144454956056,23.8537654876709,1032.7945556640625,6781.4658203125,9016.7392578125,80.43922424316406,1149.6044921875,108.50293731689452,1496.7657470703125,16.318511962890625,3290.62841796875,132.43045043945312,80.46341705322266,1494.999267578125,45.02814483642578,914.7540893554688,478.3075866699219,4300.0,89.0886001586914
2024-04-30,183.4395751953125,5.38808536529541,,1740.689697265625,95.43000030517578,2362.23095703125,14.1130952835083,23.946393966674805,1033.1829833984375,7301.1572265625,9016.7392578125,80.43922424316406,1142.107177734375,115.610107421875,1492.765380859375,16.07880401611328,3271.849365234375,166.93333435058594,82.49531555175781,1548.9791259765625,45.17779922485352,1113.8382568359375,516.686279296875,4850.0,95.94017791748048
2024-05-31,182.24777221679688,5.260000705718994,,1767.468994140625,98.2699966430664,2552.775390625,14.954273223876951,23.86162567138672,1041.6793212890625,7617.4765625,9018.3662109375,80.43922424316406,1304.3515625,124.13873291015624,1863.84033203125,14.72353744506836,3419.400390625,187.61312866210932,82.82708740234375,1639.485595703125,43.681182861328125,1148.2337646484375,553.1920166015625,5200.0,95.7094955444336
2024-06-28,181.45323181152344,5.242922782897949,,1844.0965576171875,103.75,3195.222412109375,14.954273223876951,23.86162567138672,1152.2257080078125,8239.5244140625,9018.3662109375,80.95258331298828,1516.53662109375,111.81961822509766,2273.550537109375,14.161148071289062,3690.782470703125,192.34706115722656,82.82708740234375,1760.8123779296875,,1214.481689453125,622.3991088867188,5787.0,90.25108337402344
2024-07-31,193.66929626464844,5.934578895568848,,2162.6123046875,105.5,3078.676025390625,15.234664916992188,24.3436336517334,1205.276123046875,9414.107421875,10427.705078125,80.95258331298828,1421.5255126953125,111.81961822509766,2180.87548828125,,3977.20849609375,221.14927673339844,83.6989517211914,1919.5704345703125,41.705657958984375,1298.003173828125,572.6144409179688,6350.97998046875,95.80093383789062
2024-08-30,204.6140899658203,6.172832489013672,,2240.29931640625,108.26000213623048,3350.910888671875,15.234664916992188,24.3436336517334,1202.1568603515625,10010.5849609375,10688.6279296875,80.95258331298828,1908.974365234375,113.7148666381836,2337.220458984375,13.83846664428711,4409.92236328125,219.51759338378903,83.6989517211914,2031.631591796875,42.15464782714844,1602.135498046875,572.6144409179688,6680.02001953125,93.55094146728516
2024-09-30,214.47634887695312,6.858702659606934,,2350.86669921875,110.91000366210938,3392.253173828125,15.244012832641602,24.3436336517334,1190.827392578125,9689.310546875,12156.173828125,80.95258331298828,1944.2950439453125,118.4529800415039,2373.4052734375,14.889488220214844,4119.896484375,219.51759338378903,83.6989517211914,2035.9796142578125,42.60362243652344,1667.850830078125,572.69677734375,7245.0,101.736083984375
2024-10-31,199.884521484375,6.936840057373047,,2525.36669921875,111.1999969482422,3815.033203125,15.421595573425291,24.3436336517334,1286.22021484375,10507.5634765625,12156.173828125,80.95258331298828,2089.457275390625,130.03094482421875,2680.748291015625,15.903634071350098,4445.1923828125,251.9814300537109,81.08335876464844,2324.49169921875,,1529.2294921875,572.69677734375,7880.0,97.10246276855467
2024-11-29,193.3006134033203,6.893764495849609,,2496.06640625,118.0,3757.228515625,15.795449256896973,24.79427528381348,1436.7464599609375,12448.4189453125,12157.8017578125,81.9398193359375,2419.45751953125,140.16200256347656,2804.56884765625,16.364606857299805,5110.9873046875,269.2855834960937,81.08335876464844,2676.7275390625,40.52832412719727,1698.2119140625,712.2301025390625,9660.0,92.6002426147461
2024-12-31,201.8935089111328,7.768743515014648,,2382.24560546875,115.51000213623048,4125.27099609375,16.655323028564453,24.79427528381348,1463.6854248046875,12077.951171875,12157.8017578125,81.9398193359375,2277.489013671875,145.00515747070312,2806.578125,,4957.8935546875,269.2855834960937,91.54572296142578,2596.407470703125,,1698.2119140625,751.0278930664062,9240.0,93.0030517578125
2025-01-31,231.73992919921875,7.689198970794678,,2635.84619140625,120.1500015258789,4322.294921875,17.057220458984375,24.79427528381348,1656.24951171875,13224.9482421875,13609.615234375,81.9398193359375,2595.907470703125,155.7403106689453,2477.498046875,17.240461349487305,5541.03076171875,304.19293212890625,95.90504455566406,2871.08056640625,,1698.2119140625,790.4820556640625,11325.0,94.75482177734376
2025-02-28,267.5337829589844,7.848286151885986,,2716.38037109375,117.4800033569336,3683.9765625,18.17879104614257,25.258209228515625,1636.9166259765625,12647.0498046875,14233.927734375,81.9398193359375,2724.493408203125,161.8809814453125,2542.15771484375,17.304996490478516,5344.35009765625,314.7499084472656,104.62368774414062,2686.009033203125,42.44541549682617,1942.354736328125,790.4820556640625,12121.0,91.56954193115234
2025-03-31,277.46929931640625,7.819919109344482,,2618.5107421875,111.9800033569336,3375.79248046875,17.29088020324707,25.258209228515625,1424.2562255859375,10992.7900390625,14233.927734375,83.91426849365234,2719.493896484375,165.3252716064453,2216.796630859375,19.434728622436523,4998.95849609375,312.0546569824219,106.36741638183594,2340.24609375,42.48590469360352,2061.75390625,674.1135864257812,11162.990234375,96.81561279296876
2025-04-30,264.7368469238281,7.9817118644714355,,2448.7373046875,110.81999969482422,3257.934814453125,17.29088020324707,25.76534652709961,1341.70556640625,10620.40625,12744.4755859375,83.91426849365234,2714.494873046875,169.26158142089844,2113.751953125,,4749.68115234375,295.4836120605469,104.62368774414062,2236.93896484375,45.88836669921875,2427.444091796875,639.6476440429688,11983.0498046875,96.361083984375
2025-05-30,291.3143005371094,8.050195693969727,,2632.772216796875,119.2300033569336,3755.98193359375,18.10451316833496,25.76534652709961,1453.7884521484375,11587.693359375,12746.2744140625,85.88872528076172,3290.494384765625,176.15013122558594,2618.48828125,19.64692115783692,5076.841796875,343.3998718261719,111.4499969482422,2455.980224609375,47.704345703125,2280.4931640625,884.6576538085938,12766.5,102.6601104736328
2025-06-30,285.8870544433594,8.105083465576172,,2722.075927734375,125.30999755859376,4246.787109375,18.152156829833984,25.76534652709961,1591.5789794921875,13227.91015625,13291.5380859375,89.43636322021484,3490.15380859375,180.4467163085937,2969.0478515625,19.77230453491211,5440.8642578125,344.3981018066406,115.16500091552734,2625.702880859375,47.19547271728516,2278.494384765625,892.1410522460938,14358.41015625,108.47413635253906
2025-07-31,312.49444580078125,8.013605117797852,,2871.9150390625,128.47000122070312,4554.8642578125,17.675851821899414,25.76534652709961,1763.3775634765625,13660.9052734375,13825.19921875,89.43636322021484,3619.443603515625,186.8912506103516,3347.36376953125,20.92970848083496,5574.12060546875,369.3544921875,115.16500091552734,2684.5947265625,47.36509704589844,2327.74169921875,999.6417236328124,12000.0,112.72689819335938
2025-08-29,337.2162475585937,8.09937858581543,,2963.509765625,131.52000427246094,4299.84716796875,17.78095245361328,25.76534652709961,1803.3721923828125,13834.6318359375,13825.19921875,89.43636322021484,3296.5810546875,187.74899291992188,3243.459228515625,22.83942413330078,5626.685546875,366.5203552246094,115.16500091552734,2802.445556640625,48.07565307617188,2601.401123046875,1007.6580810546876,12600.0,117.26701354980467
2025-09-30,346.9134216308594,8.015497207641602,,2989.48779296875,136.47999572753906,5100.1982421875,18.516647338867188,25.76534652709961,1849.8173828125,14433.966796875,13842.990234375,89.43636322021484,3599.57568359375,189.72634887695312,3412.6552734375,,5719.39794921875,383.4981384277344,110.0475845336914,2937.2744140625,51.65936279296875,3059.44873046875,1124.5692138671875,12435.0,154.21824645996094
2025-10-31,374.119384765625,8.024816513061523,,3264.357177734375,139.5,5576.73974609375,19.92447662353516,25.76534652709961,1860.804443359375,14643.7333984375,13704.5595703125,94.4050521850586,3629.3720703125,179.74969482421875,3783.443603515625,24.7877197265625,5770.43212890625,391.4876708984375,111.4499969482422,3028.65087890625,51.3199577331543,2918.52001953125,1274.51171875,12237.08984375,155.13760375976562
2025-11-28,392.4075317382813,8.221774101257324,,3169.01318359375,139.5,5321.888671875,20.585433959960938,26.33331871032715,1898.372314453125,15082.2470703125,13706.359375,94.4149932861328,3714.178466796875,196.7369842529297,3235.110107421875,,5639.38623046875,385.6253662109375,111.4499969482422,3071.1611328125,,3138.408447265625,1279.1298828125,10917.8095703125,156.2295684814453
