Date,HAGA.IC,FESTI.IC,ARION.IC,KALD.IC,REITIR.IC,HEIMAR.IC,ISB.IC,SKEL.IC,SJOVA.IC,ASAR.IC,EIK.IC,BRIM.IC,KVIKA.IC,ISF.IC,OCS.IC,ALVO.IC,NOVA.IC,JBTM.IC,SYN.IC,ICEAIR.IC,EIM.IC,HAMP.IC
2023-09-29,62.012916564941406,174.54849243164062,114.00090789794922,15.797812461853027,71.69985961914062,22.760099411010746,94.27046966552734,9.812405586242676,28.27116584777832,8.85008716583252,10.56124210357666,68.39271545410156,9.546228408813477,,,1285.0,3.8529152870178223,,45.29999923706055,1.4500000476837158,440.5564270019531,136.07838439941406
2023-10-31,63.16987609863281,177.4415740966797,105.73997497558594,15.316171646118164,70.10652923583984,21.88095474243164,87.08393859863281,8.755685806274414,29.318246841430664,8.374277114868164,10.071057319641112,63.56062316894531,8.905542373657227,,,1225.0,3.757071733474731,,44.20000076293945,1.3700000047683716,422.5745239257813,124.10739135742188
2023-11-30,61.55013275146485,171.65542602539062,111.52263641357422,15.759282112121582,73.29319763183594,22.271684646606445,90.04309844970703,9.133085250854492,30.103553771972656,8.469438552856445,10.249306678771973,72.29557037353516,9.28995418548584,,,1350.0,3.737902879714966,,42.59999847412109,1.2699999809265137,406.3908386230469,122.15294647216795
2023-12-29,74.04527282714844,197.69305419921875,125.56621551513672,16.895954132080078,76.93508911132812,23.44388008117676,93.84774017333984,11.774887084960938,34.90267562866211,9.468642234802246,10.427556037902832,77.68521118164062,11.115912437438965,151.4885711669922,,1585.0,3.843331098556519,,47.5,1.3350000381469729,435.161865234375,136.81129455566406
2024-01-31,76.82197570800781,195.7643280029297,127.63145446777344,17.791805267333984,82.85316467285156,26.374366760253903,98.4978485107422,13.812847137451172,38.916481018066406,10.182357788085938,11.318799018859863,77.68521118164062,11.179980278015137,148.64816284179688,,2180.0,4.15961503982544,,48.0,1.4800000190734863,415.38177490234375,147.56076049804688
2024-02-29,70.34300994873047,190.9425506591797,126.80535888671876,16.62623405456543,74.65890502929688,24.61607551574707,90.04309844970703,13.133526802062988,38.3056869506836,9.99203395843506,9.803685188293455,73.96820831298828,9.930641174316406,146.18646240234375,,2170.0,3.987096309661865,,44.0,1.1699999570846558,346.1514587402344,141.6974334716797
2024-03-28,67.7977066040039,184.5494079589844,123.5623779296875,16.0867977142334,75.14928436279297,22.4670524597168,91.54466247558594,12.51145839691162,36.12778854370117,9.799844741821287,9.625435829162598,73.40105438232422,9.32199001312256,147.7013702392578,,1750.0,3.8337464332580566,,41.59999847412109,1.065000057220459,343.9459533691406,139.84146118164062
2024-04-30,68.95466613769531,186.9970092773437,125.31503295898438,14.545547485351562,70.0148696899414,21.88095474243164,92.89090728759766,12.974843978881836,34.66066360473633,9.654301643371582,8.64506721496582,73.97301483154297,8.969611167907715,147.85238647460938,,2080.0,3.8337464332580566,,45.59999847412109,1.0099999904632568,314.4104309082031,138.85665893554688
2024-05-31,73.95477294921875,188.95509338378903,116.5517578125,15.508829116821287,73.74899291992188,22.66241836547852,87.05717468261719,12.048069953918455,33.560325622558594,9.169160842895508,8.600504875183105,66.15628051757812,9.802504539489746,145.7346954345703,1610.0,1885.0,3.6995651721954346,,35.599998474121094,0.9459999799728394,310.5993957519531,121.1302719116211
2024-06-28,77.77178955078125,199.7245483398437,110.8556137084961,15.990469932556152,77.94988250732422,24.127660751342773,86.15967559814453,11.97083854675293,33.92710876464844,9.04787540435791,9.090688705444336,67.30018615722656,9.129782676696776,150.35508728027344,1670.0,1630.0,3.5270469188690186,,32.599998474121094,0.9340000152587892,316.3159484863281,118.1758804321289
2024-07-31,80.63455963134766,199.7245483398437,116.5517578125,16.13496208190918,80.28370666503906,24.61607551574707,92.4421615600586,11.739145278930664,33.92710876464844,9.120647430419922,8.823315620422363,68.25344848632812,9.834538459777832,145.92723083496094,1610.0,1665.0,3.6228902339935294,,33.79999923706055,0.8640000224113464,333.4656066894531,117.19107818603516
2024-08-30,76.34040832519531,197.76646423339844,122.24788665771484,18.206016540527344,84.48460388183594,28.328020095825195,91.54466247558594,12.51145839691162,34.47727584838867,9.702816009521484,9.803685188293455,71.87583923339844,10.507259368896484,149.1999969482422,1670.0,1625.0,3.603721618652344,,30.600000381469727,0.8740000128746033,333.4656066894531,120.14547729492188
2024-09-30,82.0659408569336,213.4311370849609,127.50586700439452,20.51789093017578,87.75196075439453,30.08631134033203,99.62213134765624,13.901619911193848,37.59490203857422,10.090928077697754,10.784052848815918,74.54496765136719,11.340152740478516,146.5047607421875,1655.0,1610.0,3.5270469188690186,,31.799999237060547,1.184999942779541,337.2766418457031,116.20628356933594
2024-10-31,90.65423583984376,242.80239868164065,138.0218048095703,22.059141159057617,91.01932525634766,32.626068115234375,113.08457946777344,13.438231468200684,41.8128662109375,11.352294921875,12.210043907165527,70.9225845336914,12.141010284423828,146.31224060058594,2360.0,1800.0,3.6612277030944815,,30.200000762939453,1.100000023841858,342.9931945800781,117.19107818603516
2024-11-29,95.4255142211914,276.0898132324219,137.14547729492188,23.50406265258789,105.4890594482422,34.38435745239258,111.73833465576172,12.588688850402832,41.30854415893555,12.710689544677734,12.4774169921875,70.35062408447266,12.173044204711914,148.429931640625,2220.0,1620.0,3.8912527561187744,,33.0,1.2300000190734863,371.5759887695313,110.29749298095705
2024-12-30,101.15104675292967,278.04791259765625,146.34693908691406,26.008594512939453,109.2231903076172,38.09630584716797,111.28958892822266,14.982855796813965,44.01354598999024,13.098801612854004,12.566540718078612,70.54127502441406,13.134074211120604,144.00205993652344,2380.0,1775.0,4.15961503982544,,32.20000076293945,1.4600000381469729,365.85943603515625,100.94189453125
2025-01-31,99.24253845214844,289.7964172363281,153.35757446289062,24.948984146118164,105.4890594482422,37.11948013305664,110.39208984375,15.600706100463867,47.681339263916016,13.195830345153809,12.031793594360352,72.25714874267578,13.51848602294922,144.57960510253906,3260.0,1800.0,4.15961503982544,18699.220703125,30.200000762939453,1.3899999856948853,424.9304809570313,108.8202896118164
2025-02-28,97.33402252197266,293.71258544921875,145.47061157226562,24.948984146118164,103.15523529052734,36.924110412597656,107.6996078491211,14.905624389648438,46.993629455566406,13.680971145629885,11.407923698425291,69.7786636352539,12.877799987792969,138.61160278320312,2760.0,1585.0,4.207536697387695,18199.23828125,21.799999237060547,1.274999976158142,434.45806884765625,108.32788848876952
2025-03-31,95.4255142211914,289.5516662597656,143.8180694580078,23.79304885864257,97.08727264404295,35.38850402832031,110.39208984375,14.427952766418455,44.712249755859375,14.070667266845703,10.873177528381348,65.06815338134766,12.98166847229004,130.71844482421875,2480.0,1265.0,4.419485569000244,15999.4208984375,30.799999237060547,1.0750000476837158,414.8046875,106.46802520751952
2025-04-30,102.10529327392578,293.71258544921875,145.232666015625,23.889375686645508,101.50819396972656,35.38850402832031,101.82898712158205,13.752960205078123,42.3692512512207,13.578685760498049,11.608641624450684,58.44444274902344,11.145033836364746,123.71957397460938,2200.0,990.0,4.390217304229736,13099.525390625,25.5,1.0149999856948853,355.8277282714844,104.47796630859376
2025-05-30,99.5373764038086,279.0269470214844,166.45172119140625,24.37101554870605,112.46916961669922,37.76091766357422,111.77507019042967,14.849822998046877,48.8125,13.185099601745604,13.280285835266112,63.80185317993164,14.67220687866211,124.70147705078124,2500.0,1450.0,4.585338115692139,14499.5732421875,24.200000762939453,1.0475000143051147,379.4185180664063,114.42825317382812
2025-06-30,102.4649429321289,279.0269470214844,156.54949951171875,20.999530792236328,106.75039672851562,35.586204528808594,109.88057708740234,14.259204864501951,44.907501220703125,12.693119049072266,12.723071098327637,56.49629592895508,14.567852973937988,116.84626770019533,2330.0,1110.0,4.643874645233154,14499.5732421875,24.799999237060547,1.1200000047683716,367.62310791015625,114.42825317382812
2025-07-31,104.41665649414062,295.670654296875,167.8663330078125,24.274688720703125,109.60978698730467,37.958621978759766,120.30029296875,14.343579292297363,44.712249755859375,13.480289459228516,13.094547271728516,56.252777099609375,15.11049461364746,105.0634536743164,2170.0,1150.0,4.760947227478027,16849.505859375,32.0,1.0549999475479126,363.6913146972656,112.43819427490234
2025-08-29,101.48908996582033,287.8383178710937,164.09405517578125,22.73343849182129,104.84414672851562,35.98160934448242,116.03768157958984,14.09045696258545,41.39300155639648,13.185099601745604,12.815939903259276,58.44444274902344,14.609594345092772,116.84626770019533,1990.0,988.0,4.838995456695557,17449.591796875,26.600000381469727,0.9919999837875366,328.3051452636719,122.3884735107422
2025-09-30,104.41665649414062,295.670654296875,166.9232635498047,23.118751525878903,112.05030822753906,34.39999771118164,115.56405639648438,14.09045696258545,40.61199951171875,12.791515350341797,13.290604591369627,60.8796272277832,14.985270500183104,122.73767852783205,2110.0,988.0,4.702410697937012,16899.603515625,27.600000381469727,1.1200000047683716,342.0664367675781,121.39344787597656
2025-10-31,108.32008361816406,309.37725830078125,165.98019409179688,25.815937042236328,120.74386596679688,37.365516662597656,115.0904312133789,14.09045696258545,43.540748596191406,13.677081108093262,13.675838470458984,59.41851806640625,14.609594345092772,117.8281707763672,2480.0,950.0,4.6048502922058105,15499.63671875,19.200000762939453,0.8220000267028809,302.7484436035156,116.41830444335938
2025-11-28,110.27179718017578,315.2514953613281,168.8094024658203,24.467344284057617,120.74386596679688,35.685054779052734,124.56289672851562,14.09045696258545,41.58824920654297,13.77547836303711,13.483222007751465,72.08148193359375,13.941726684570312,124.70147705078124,2420.0,650.0,4.2731451988220215,17999.578125,19.39999961853028,0.777999997138977,272.2770080566406,106.46802520751952
2025-12-30,114.17522430419922,317.2095947265625,190.5,26.20125198364257,124.607666015625,36.77241516113281,139.71884155273438,15.583486557006836,42.46687316894531,14.365856170654297,13.290604591369627,71.59444427490234,15.360944747924805,132.5566864013672,2570.0,632.0,4.214609146118164,19299.64453125,18.100000381469727,0.8859999775886536,267.3622741699219,101.49288177490234
2026-01-30,121.9820785522461,340.70660400390625,188.6138610839844,26.008594512939453,123.64171600341795,36.37701034545898,137.35072326660156,15.116914749145508,43.34550094604492,15.34981918334961,13.290604591369627,82.79629516601562,15.569652557373049,145.3214111328125,3480.0,640.0,4.409729480743408,19099.650390625,17.100000381469727,0.800000011920929,255.56686401367188,111.4431610107422
2026-02-27,116.12693786621094,332.874267578125,188.142318725586,26.39390563964844,124.607666015625,36.17930603027344,130.2463836669922,16.329999923706055,40.904876708984375,13.972270011901855,13.77214813232422,84.50092315673828,15.820104598999023,141.393798828125,3590.0,484.0,4.156072616577148,18699.65625,17.600000381469727,0.7599999904632568,241.8055725097656,101.49288177490234
2026-03-31,112.2235107421875,320.0,176.5,24.799999237060547,109.42831420898438,34.20000076293945,135.0,16.299999237060547,35.79999923706055,12.800000190734863,13.483222007751465,77.0,14.483465194702148,137.46620178222656,3305.0,428.0,4.079999923706055,15549.798828125,21.200000762939453,0.699999988079071,242.5,87.5
2026-04-30,117.10279083251952,331.0,191.5,26.39999961853028,111.89291381835938,34.400001525878906,143.60000610351562,16.299999237060547,39.79999923706055,12.100000381469728,14.0,82.0,13.205512046813965,150.0,3300.0,415.0,3.869999885559082,14599.8115234375,21.799999237060547,0.7760000228881836,246.0,89.5
2026-05-29,126.0,326.0,198.0,25.799999237060547,119.2867202758789,35.20000076293945,146.8000030517578,16.350000381469727,41.59999847412109,11.800000190734863,14.899999618530272,88.0,13.844488143920898,152.0,3650.0,424.0,3.660000085830689,16199.888671875,21.799999237060547,0.7120000123977661,220.0,87.0
2026-06-30,119.0,311.0,189.5,25.799999237060547,114.3575210571289,33.79999923706055,141.39999389648438,16.399999618530273,39.59999847412109,11.949999809265137,14.399999618530272,89.5,13.199999809265137,155.0,1690.0,476.0,3.7200000286102295,17999.876953125,21.0,0.7739999890327454,258.0,85.0
2026-07-31,119.0,310.0,193.5,26.200000762939453,112.38583374023438,34.29999923706055,146.0,17.100000381469727,42.79999923706055,12.75,14.800000190734863,89.5,13.600000381469728,163.0,1370.0,475.0,3.839999914169312,17399.880859375,21.39999961853028,0.7179999947547913,252.0,88.0
2026-08-31,122.0,304.0,188.0,26.799999237060547,113.3716812133789,35.20000076293945,142.60000610351562,17.100000381469727,43.79999923706055,12.199999809265137,14.699999809265137,92.0,13.25,168.0,1470.0,634.0,3.5199999809265137,14200.0,19.799999237060547,0.699999988079071,276.0,90.0
