Date,KNE1L.VS,VLP1L.VS,IVL1L.VS,RSU1L.VS,INC1L.VS,PZV1L.VS,INR1L.VS,ROE1L.VS,IGN1L.VS,KNR1L.VS,AKO1L.VS,VBL1L.VS,ZMP1L.VS,GRG1L.VS,AMG1L.VS,INL1L.VS,UTR1L.VS,AUG1L.VS
2023-09-29,0.1738576292991638,4.099108695983887,9.248088836669922,2.505998373031616,1.909999966621399,0.9097741842269896,1.887607216835022,0.5190661549568176,16.42849349975586,0.8958863615989685,1.115410566329956,5.854108333587647,1.5979139804840088,0.8008334040641785,0.9887489080429076,7.0384392738342285,0.5699999928474426,0.3350000083446502
2023-10-31,0.172217458486557,4.081440448760986,8.978726387023926,2.471432685852051,1.940000057220459,0.9250644445419312,1.869629979133606,0.5033368468284607,16.425315856933594,0.9155761003494264,1.110876441001892,5.550561904907227,1.67355477809906,0.7957541346549988,0.9557905793190002,6.802249431610107,0.574999988079071,0.3240000009536743
2023-11-30,0.1697572171688079,4.169783115386963,8.933833122253418,2.4368669986724854,1.820000052452088,0.9556450843811036,1.815698385238648,0.589434027671814,15.745363235473633,0.9057312607765198,1.098200440406799,5.420470237731934,1.6073689460754397,0.8296160101890564,0.9475510120391846,6.802249431610107,0.4979999959468841,0.3190000057220459
2023-12-29,0.1656568199396133,4.629166126251221,10.684683799743652,2.5232808589935303,1.899999976158142,1.0244516134262085,1.887607216835022,0.573704719543457,15.434062004089355,0.8958863615989685,1.0518629550933838,6.504564762115479,1.5979139804840088,0.9269689321517944,0.9063531756401062,6.802249431610107,0.4799999892711639,0.3100000023841858
2024-01-31,0.180418312549591,4.6821722984313965,10.954046249389648,2.505998373031616,1.8600000143051147,1.1161935329437256,1.869629979133606,0.5902618765830994,15.515986442565918,0.920498549938202,1.0333279371261597,6.504564762115479,1.5884586572647097,0.9058052897453308,0.9475510120391846,6.6132988929748535,0.5,0.3009999990463257
2024-02-29,0.181238368153572,4.947200775146484,11.223407745361328,2.609694480895996,1.8600000143051147,1.1391290426254272,1.869629979133606,0.5811554789543152,15.25383472442627,0.9352658987045288,0.9777228236198424,6.6780195236206055,1.6357343196868896,0.9481325149536132,0.9063531756401062,6.518823146820068,0.550000011920929,0.296999990940094
2024-03-28,0.1877990663051605,4.558492183685303,10.684683799743652,2.505998373031616,1.840000033378601,1.0703225135803225,1.869629979133606,0.5852947235107422,15.237451553344728,0.9352658987045288,0.9267514944076538,7.545294761657715,1.6924649477005005,0.9523652791976928,0.9475510120391846,6.046444416046143,0.5400000214576721,0.2980000078678131
2024-04-30,0.1861588805913925,4.770514965057373,10.954046249389648,2.5232808589935303,2.2799999713897705,1.1085484027862549,1.815698385238648,0.5993860363960266,15.59987735748291,0.920498549938202,0.9406527876853944,7.848841667175293,1.65464448928833,0.9438997507095336,0.9557905793190002,5.776001930236816,0.4600000083446502,0.2899999916553497
2024-05-31,0.1913654059171676,5.157124042510986,11.133621215820312,2.817864894866944,2.5199999809265137,1.0703225135803225,1.956814765930176,0.6171720027923584,15.413357734680176,0.9352658987045288,1.037961721420288,7.632022857666016,1.7133333683013916,0.98876690864563,1.0288565158843994,6.257335662841797,0.4300000071525574,0.2879999876022339
2024-06-28,0.1974543035030365,5.5321879386901855,12.58189582824707,2.8905842304229736,2.5999999046325684,1.095806360244751,1.956814765930176,0.6127254962921143,15.59987735748291,0.9648006558418274,1.0935667753219604,7.805477619171143,1.7620075941085815,0.9300728440284728,1.0379613637924194,6.161068916320801,0.4300000071525574,0.2939999997615814
2024-07-31,0.204413041472435,5.813485145568848,13.215517044067385,2.908763885498047,2.680000066757202,1.146774172782898,1.937999367713928,0.6429615616798401,15.854223251342772,0.9352658987045288,1.088932991027832,6.938202381134033,1.7814773321151731,0.9120132327079772,1.0379613637924194,5.968535423278809,0.3000000119209289,0.2619999945163727
2024-08-30,0.2009336948394775,6.713637828826904,13.215517044067385,2.92694354057312,2.819999933242798,1.1552687883377075,1.994446039199829,0.6340686082839966,15.66770362854004,0.9352658987045288,1.070397973060608,7.155020713806152,1.7912122011184692,0.9165281057357788,1.0288565158843994,6.016668796539307,0.2560000121593475,0.1930000036954879
2024-09-30,0.199193999171257,6.601118564605713,12.943964958190918,3.0723819732666016,3.400000095367432,1.1977418661117554,2.069708108901977,0.6411829590797424,16.497106552124023,0.9352658987045288,1.061130404472351,7.545294761657715,2.1027274131774902,0.9165281057357788,1.0197515487670898,6.112935543060303,0.25,0.1354999989271164
2024-10-31,0.2035432159900665,7.088701725006104,14.301724433898926,3.0723819732666016,3.5999999046325684,1.1977418661117554,2.144970417022705,0.7318912148475647,16.93632698059082,0.9155761003494264,1.1538056135177612,8.195751190185547,2.39477276802063,0.9165281057357788,1.0288565158843994,6.112935543060303,0.2399999946355819,0.1180000007152557
2024-11-29,0.2035432159900665,7.313739776611328,15.025861740112305,3.036022186279297,3.1600000858306885,1.2402150630950928,2.163785696029663,0.73544842004776,16.58494758605957,0.900808811187744,1.1119834184646606,8.932934761047363,2.2390151023864746,0.9120132327079772,1.056171178817749,6.112935543060303,0.2460000067949295,0.0546000003814697
2024-12-30,0.2061527520418167,7.632543563842773,17.017240524291992,3.2723593711853027,3.220000028610229,1.3761290311813354,2.483649969100952,0.7327805161476135,17.19985580444336,0.9155761003494264,1.107231378555298,9.193119049072266,2.20007586479187,0.9481325149536132,1.056171178817749,6.064802169799805,0.2980000078678131,0.0608000010251998
2025-01-31,0.2392067611217498,8.401424407958984,17.19827651977539,3.617775201797485,3.220000028610229,1.4525806903839111,2.615358352661133,0.8199315667152405,18.49116516113281,0.9254209995269777,1.1595041751861572,10.619999885559082,2.39477276802063,0.9616773724555968,1.1290106773376465,5.920402526855469,0.3199999928474426,0.1150000020861625
2025-02-28,0.2505147159099579,8.72022819519043,17.650861740112305,3.5632357597351074,3.319999933242798,1.4610753059387207,2.671804904937744,0.8430533409118652,18.31547737121582,1.0829395055770874,1.2355371713638306,12.669473648071287,3.19303035736084,0.9797370433807372,1.156325340270996,6.016668796539307,0.2860000133514404,0.1089999973773956
2025-03-31,0.2409464567899704,8.7014741897583,17.379310607910156,3.726853609085083,3.4200000762939453,1.4016128778457642,2.596543073654175,0.8368282318115234,18.6229305267334,1.7523930072784424,1.1500000953674316,12.390000343322754,3.115151643753052,0.975222110748291,1.156325340270996,6.016668796539307,0.270000010728836,0.0917999967932701
2025-04-30,0.2609528303146362,10.26736545562744,18.012929916381836,3.654134511947632,3.539999961853028,1.4993010759353638,2.483649969100952,0.794465184211731,18.606874465942383,1.663788914680481,1.1404958963394165,11.737895011901855,2.9009850025177,0.98876690864563,1.1927450895309448,5.698394298553467,0.2800000011920929,0.0876000002026557
2025-05-30,0.281428575515747,11.32099151611328,18.63448143005371,3.729694366455078,3.5999999046325684,1.4973256587982178,2.704181909561157,0.8277262449264526,19.060699462890625,1.690000057220459,1.3163223266601562,11.27210521697998,2.7841665744781494,1.0020546913146973,1.1644552946090698,7.122992992401123,0.2860000133514404,0.0850000008940696
2025-06-30,0.2701714038848877,11.124957084655762,18.92413711547852,3.729694366455078,3.640000104904175,1.4927326440811155,2.684727430343628,0.8125211596488953,18.83378791809082,1.7999999523162842,1.4161157608032229,11.27210521697998,2.8815152645111084,1.0211416482925415,1.1740000247955322,6.582627773284912,0.2980000078678131,0.0865999981760978
2025-07-31,0.2757999897003174,10.193792343139648,18.82758522033692,3.9018337726593018,3.640000104904175,1.5432558059692385,2.684727430343628,0.7669059038162231,18.74302291870117,1.7799999713897705,1.4256198406219482,10.992631912231444,2.8620455265045166,1.0497716665267944,1.145365834236145,6.435256004333496,0.3000000119209289,0.0839999988675117
2025-08-29,0.2936238050460815,9.80172348022461,18.82758522033692,3.9209604263305664,3.640000104904175,1.5432558059692385,2.7236363887786865,0.7669059038162231,19.378379821777344,1.7799999713897705,1.4683884382247925,10.806316375732422,2.8620455265045166,1.0831735134124756,1.1549105644226074,6.484379768371582,0.3100000023841858,0.0799999982118606
2025-09-30,0.294561892747879,10.585862159729004,22.39999961853028,4.188733577728272,3.5799999237060547,1.511104702949524,2.7236363887786865,0.7602537274360657,19.227802276611328,1.830000042915344,1.58719003200531,11.27210521697998,2.7062878608703613,0.9925113916397096,1.145365834236145,6.435256004333496,0.3899999856948852,0.0776000022888183
2025-10-31,0.2992523908615112,10.536852836608888,21.048274993896484,4.322619915008545,3.5799999237060547,1.2952325344085691,2.937636375427246,0.7726078629493713,19.64987564086914,1.7999999523162842,1.7154958248138428,11.178947448730469,2.667348623275757,0.9972830414772034,1.1549105644226074,6.287883281707764,0.3160000145435333,0.0785999968647956
2025-11-28,0.3292714357376098,10.389827728271484,21.048274993896484,4.207859992980957,3.839999914169312,1.3779070377349854,3.0738184452056885,0.8809439539909363,19.41539001464844,1.7799999713897705,1.7949999570846558,9.408947944641112,2.550530195236206,0.9505205154418944,1.145365834236145,6.33700704574585,0.3160000145435333,0.0736000016331672
2025-12-30,0.3808666467666626,11.5170259475708,22.78620719909668,4.360873222351074,3.859999895095825,1.4605814218521118,3.190545558929444,0.8951987028121948,19.884361267089844,1.899999976158142,1.840000033378601,10.52684211730957,2.608939409255981,1.078401803970337,1.24081289768219,6.386131763458252,0.3100000023841858,0.068800002336502
2026-01-30,0.4080714285373688,11.07594871520996,27.034482955932617,4.37999963760376,4.179999828338623,1.4973256587982178,3.171091079711914,0.91230446100235,21.197479248046875,2.0999999046325684,1.830000042915344,10.800000190734863,2.608939409255981,1.0831735134124756,1.231268286705017,6.582627773284912,0.3079999983310699,0.0700000002980232
2026-02-27,0.4174523651599884,12.05612087249756,25.682758331298828,4.475632667541504,3.9600000381469727,1.4881396293640137,3.1516363620758057,0.8400803804397583,20.44712448120117,2.059999942779541,1.774999976158142,10.5,2.628409147262573,1.045000076293945,1.221723556518555,6.6808762550354,0.3059999942779541,0.0659999996423721
2026-03-31,0.392123818397522,11.07594871520996,25.10344696044922,4.226986885070801,4.079999923706055,1.4146511554718018,3.0738184452056885,0.8733415007591248,20.02505111694336,1.899999976158142,1.5499999523162842,10.199999809265137,2.4531819820404053,1.0020546913146973,1.1262763738632202,6.189635276794434,0.3120000064373016,0.06700000166893
