Date,NDA-FI.HE,MANTA.HE,KCR.HE,FORTUM.HE,ORNAV.HE,ORNBV.HE,WRT1V.HE,VIAFIN.HE,PUUILO.HE,^OMXH25,SAMPO.HE,AKTIA.HE,HKFOODS.HE,ATRAV.HE,ALBBV.HE,ALMA.HE,ILKKA.HE,RAIVV.HE,RAIKV.HE,LAPWALL.HE,EVLI.HE,METSO.HE,RAUTE.HE,VAIAS.HE,ARVOSK.HE
2023-09-29,8.139986991882324,,9.204607009887695,8.809866905212402,34.25446701049805,34.33296585083008,9.9800386428833,10.540242195129396,7.021597862243652,4269.52001953125,6.584348678588867,7.355117321014404,0.6377025842666626,9.062200546264648,26.71778106689453,8.012828826904297,2.620988368988037,1.7205641269683838,1.733758568763733,2.6956162452697754,16.249427795410156,8.978983879089355,8.291906356811523,31.368715286254883,48.53654479980469
2023-10-31,7.770200252532959,2.6140682697296143,9.04368782043457,8.974125862121582,34.57719039916992,34.628143310546875,10.430091857910156,10.990680694580078,7.041703224182129,4118.91015625,6.554324626922607,7.209630966186523,0.6463201642036438,8.925153732299805,25.591127395629883,7.764092922210693,2.454046726226806,1.6514081954956057,1.6748443841934204,2.507550001144409,15.028615951538086,7.621379852294922,8.03564453125,30.423873901367188,44.94728469848633
2023-11-30,8.058679580688477,2.8137741088867188,10.62070083618164,10.324251174926758,33.47071838378906,33.613468170166016,11.74777126312256,10.945635795593262,7.763243675231934,4379.009765625,7.091245651245117,7.064145088195801,0.6333937048912048,8.719584465026855,24.947322845458984,7.941761016845703,2.5542118549346924,1.639743447303772,1.6790525913238523,2.516505479812622,15.197003364562988,8.2857027053833,9.115606307983398,34.29772186279297,45.68960571289063
2023-12-29,8.806070327758789,2.918995380401612,11.957796096801758,10.484502792358398,36.14468383789063,36.24240493774414,12.193184852600098,11.351030349731444,7.96367073059082,4515.97021484375,6.990573406219482,7.6218414306640625,0.7109521627426147,9.010808944702148,25.027801513671875,8.492532730102539,2.595947265625,1.644742488861084,1.6790525913238523,2.6866605281829834,16.502010345458984,8.436185836791992,9.024084091186523,37.69915008544922,51.0734977722168
2024-01-31,8.934284210205078,3.0091848373413086,11.656437873840332,10.168004035949709,38.81865692138672,39.406349182128906,12.712833404541016,11.756423950195312,7.945856094360352,4548.7900390625,6.850161075592041,7.8804826736450195,0.656661331653595,9.250640869140623,26.23492813110352,8.830101013183594,2.671071052551269,1.699733853340149,1.7926727533340454,2.6777052879333496,16.45991325378418,8.524272918701172,10.250480651855469,34.581172943115234,51.881080627441406
2024-02-29,8.787307739257812,2.9057533740997314,13.926868438720703,9.25456714630127,33.47071838378906,33.576568603515625,13.26496124267578,13.918524742126465,8.453606605529785,4423.3798828125,7.306720733642578,7.419777870178223,0.605817437171936,8.04291820526123,28.649185180664062,8.616899490356445,2.746194839477539,1.608081579208374,1.80108904838562,2.6597940921783447,16.45991325378418,9.058302879333496,10.02167510986328,35.053592681884766,42.010623931884766
2024-03-28,8.912775039672852,2.966595411300659,14.468297958374023,9.6474609375,32.65574264526367,32.63807678222656,13.223308563232422,14.05365753173828,8.823284149169922,4389.22998046875,6.979093074798584,8.098711013793945,0.5894440412521362,8.30844497680664,30.50000190734864,8.759034156799316,2.721153497695923,1.7080659866333008,1.9020845890045168,2.7590999603271484,16.76812171936035,10.097915649414062,9.381019592285156,36.56348037719727,43.3239631652832
2024-04-30,9.368203163146973,3.115122079849243,14.892332077026367,10.435611724853516,34.07145309448242,33.789894104003906,16.29216766357422,15.46381950378418,9.103883743286133,4455.77978515625,7.01622486114502,8.298672676086426,0.601508617401123,8.539450645446777,28.5071029663086,9.208971977233888,2.7785234451293945,1.71343731880188,1.832696795463562,2.9368045330047607,17.52625274658203,9.964727401733398,9.33348274230957,33.72125625610352,42.4280891418457
2024-05-31,9.615071296691896,3.192535161972046,15.818592071533203,11.81382179260254,35.95906448364258,35.38544845581055,18.023679733276367,15.650129318237305,9.587182998657228,4626.75,7.297465801239014,8.203185081481934,0.6066792011260986,8.811986923217773,29.28693008422852,9.860111236572266,2.840662956237793,1.7366400957107544,1.805876851081848,3.217391014099121,17.570850372314453,10.445462226867676,10.211383819580078,38.29771423339844,43.910255432128906
2024-06-28,9.46184253692627,3.227295398712158,15.92384910583496,11.506147384643556,37.46915817260742,37.6324462890625,16.892799377441406,15.277507781982422,9.142744064331056,4491.08984375,7.419583797454834,8.038254737854004,0.5687617659568787,8.68480396270752,28.680395126342773,9.58105182647705,2.75189208984375,1.7009435892105105,1.7969368696212769,3.0958034992218018,17.392465591430664,9.226357460021973,12.336830139160156,38.73127365112305,45.35775375366211
2024-07-31,9.210718154907228,3.3068580627441406,19.4123592376709,11.961334228515623,39.87587356567383,40.096588134765625,17.882905960083008,15.836441040039062,9.2062349319458,4537.18017578125,7.488043308258057,8.099019050598145,0.5773794054985046,9.03001594543457,29.806819915771484,9.860111236572266,2.725260734558105,1.829451322555542,1.859516739845276,3.1332147121429443,16.857311248779297,8.75402545928955,12.059598922729492,43.93397903442383,44.2049560546875
2024-08-30,9.091541290283203,3.3068580627441406,19.096588134765625,12.188929557800291,44.97243118286133,45.28922271728516,18.788545608520508,15.650129318237305,9.32414722442627,4679.7099609375,7.4769415855407715,8.081657409667969,0.5308443307876587,9.175368309020996,30.153409957885746,9.534542083740234,2.734138011932373,1.9588515758514404,1.966796636581421,3.1425676345825195,16.322160720825195,8.56920051574707,12.336830139160156,46.10177230834961,43.67622756958008
2024-09-30,9.014927864074709,3.433539628982544,20.26944923400879,12.471315383911133,46.293758392333984,46.469364166259766,19.026376724243164,17.1406192779541,8.757261276245117,4735.64013671875,7.752632617950439,8.072977066040039,0.6101261973381042,9.357059478759766,29.4602279663086,10.511250495910645,2.75189208984375,2.025782823562622,2.0204365253448486,2.992921829223633,17.214080810546875,8.961254119873047,11.643750190734863,47.4024543762207,43.67622756958008
2024-10-31,9.163899421691896,3.2782771587371826,19.05147933959961,11.861994743347168,42.77450942993164,42.87879180908203,16.574716567993164,17.233776092529297,8.533103942871094,4473.18017578125,7.530600070953369,8.046935081481934,0.7169845700263977,10.447200775146484,29.026988983154297,10.32521152496338,2.698629856109619,2.0704033374786377,2.1008963584899902,3.423154354095459,16.500545501708984,8.28515338897705,11.782366752624512,43.01869201660156,43.52888107299805
2024-11-29,9.112822532653809,3.2906365394592285,19.261993408203125,12.506383895874023,43.92668533325195,42.94601440429688,16.286008834838867,18.072174072265625,8.338854789733887,4334.39013671875,7.50099515914917,7.942767143249512,0.7083669304847717,9.902129173278809,28.85369300842285,10.790310859680176,2.7607691287994385,1.896382451057434,1.9131567478179927,3.367036819458008,15.78700828552246,7.92352294921875,12.059598922729492,46.77619934082031,43.29485321044922
2024-12-30,8.938313484191895,3.4605753421783447,18.404903411865234,11.84884548187256,40.90222930908203,41.082969665527344,16.19608497619629,17.8858642578125,9.453476905822754,4315.8701171875,7.28636360168457,7.994851112365723,0.6652789115905762,9.811285018920898,28.680395126342773,10.232190132141112,2.822908639907837,1.9231548309326167,2.002556800842285,3.722446441650391,15.608623504638672,8.545907020568848,12.10580348968506,46.631683349609375,45.51376724243164
2025-01-31,9.772555351257324,3.679178476333618,17.532773971557617,12.274053573608398,49.54354095458984,50.26373672485352,17.279924392700195,17.979019165039062,9.462726593017578,4570.43017578125,7.360374450683594,8.463604927062988,0.8876129984855652,10.71973705291748,32.406253814697266,10.557761192321776,2.911679267883301,2.0213208198547363,2.02937650680542,3.638270378112793,16.857311248779297,9.135937690734863,12.521652221679688,51.44900894165039,46.19851303100586
2025-02-28,10.77279567718506,4.217576026916504,20.60025787353516,13.234060287475586,51.367820739746094,52.03074645996094,17.29885482788086,18.444795608520508,9.185227394104004,4719.31982421875,7.822942733764648,9.010483741760254,0.9005393981933594,10.401778221130373,33.7926139831543,10.97634983062744,3.053712844848633,2.065941572189331,2.0472564697265625,3.9282093048095694,17.392465591430664,10.144697189331056,14.5546875,46.05360412597656,53.35798263549805
2025-03-31,10.808883666992188,4.319539546966553,18.11348342895508,13.247210502624512,51.84789276123047,52.68377304077149,15.716859817504885,17.792709350585938,10.517223358154297,4505.14990234375,8.187446594238281,9.6007661819458,1.085817813873291,11.083117485046388,31.995569229125977,11.301918983459473,3.2845165729522705,2.1328725814819336,2.127716302871704,3.971112489700317,17.219812393188477,9.04267406463623,14.600893020629885,43.8042106628418,54.1814079284668
2025-04-30,11.18081283569336,4.800003528594971,18.11348342895508,14.24631118774414,53.28857421875,53.75738143920898,15.587443351745604,18.321428298950195,11.599472045898438,4496.490234375,8.477683067321777,9.370464324951172,1.0832539796829224,12.403124809265137,34.13480758666992,11.152580261230469,3.149721384048462,2.3208467960357666,2.3002712726593018,3.455631732940674,17.280532836914062,9.28252124786377,16.483333587646484,45.96253204345703,54.239776611328125
2025-05-30,11.722634315490724,4.499475002288818,21.19400787353516,14.685922622680664,57.50916290283203,58.24122619628906,16.900774002075195,20.15357208251953,12.381772994995115,4730.2998046875,9.03337574005127,8.976511001586914,1.3378649950027466,12.11579418182373,34.22781753540039,11.6353759765625,3.083974123001098,2.316120147705078,2.3386170864105225,3.6560964584350586,17.409563064575195,10.32362461090088,15.572916030883787,49.05286407470703,55.16559600830078
2025-06-30,11.580289840698242,4.821239471435547,20.74733161926269,15.35258674621582,61.70050811767578,62.23769378662109,19.21109199523925,19.57499885559082,12.400778770446776,4780.2099609375,8.777641296386719,9.107829093933104,1.3887872695922852,13.073564529418944,34.41383743286133,12.890645027160645,3.1501944065093994,2.3350272178649902,2.31968092918396,3.388810157775879,17.26725196838379,10.66353702545166,15.189583778381348,48.660438537597656,55.92308044433594
2025-07-31,11.754776000976562,5.181266784667969,22.580242156982425,15.545822143554688,67.93878936767578,68.52482604980469,23.237367630004883,19.57499885559082,13.008938789367676,4856.56982421875,9.052604675292969,9.47364330291748,1.4721144437789917,12.78623390197754,36.274044036865234,12.745805740356444,3.1974947452545166,2.3728415966033936,2.4143617153167725,3.579729080200196,18.21600151062012,10.746087074279783,15.620832443237305,46.45306015014648,56.85824966430664
2025-08-29,11.975177764892578,5.108217716217041,21.6868896484375,14.289789199829102,65.98932647705078,66.47785186767578,24.00428009033203,18.08035659790039,12.66684913635254,4922.81982421875,9.427552223205566,9.830077171325684,1.411933660507202,12.69045639038086,39.25038146972656,13.18032169342041,3.5285961627960205,2.363388061523437,2.348085165023804,3.913837194442749,18.453187942504883,10.72666358947754,13.94374942779541,45.03053283691406,61.62760925292969
2025-09-30,12.83382797241211,4.963859081268311,21.625280380249023,15.560314178466797,63.1626091003418,63.5048713684082,24.602182388305664,19.092857360839844,14.101727485656738,5015.77978515625,9.400632858276367,9.379844665527344,1.3610113859176636,12.451013565063477,39.99446105957031,13.856236457824709,3.5948164463043213,2.316120147705078,2.291276693344116,3.855275869369507,18.54806137084961,11.348217010498049,13.416666030883787,43.65705108642578,63.60081481933594
