Date,NDA-FI.HE,MANTA.HE,KCR.HE,FORTUM.HE,ORNAV.HE,ORNBV.HE,WRT1V.HE,VIAFIN.HE,PUUILO.HE,^OMXH25,SAMPO.HE,AKTIA.HE,HKFOODS.HE,ATRAV.HE,ALBBV.HE,ALMA.HE,ILKKA.HE,RAIVV.HE,RAIKV.HE,LAPWALL.HE,EVLI.HE,METSO.HE,RAUTE.HE,VAIAS.HE,ARVOSK.HE
2025-10-31,13.605234146118164,5.410849571228027,26.369287490844727,18.68590545654297,59.88946533203125,59.73664093017578,27.424909591674805,19.092857360839844,13.833333015441896,5480.83984375,9.294878959655762,10.036433219909668,1.5647002458572388,13.121452331542969,42.13370132446289,14.290752410888672,3.77455735206604,2.377568483352661,2.367021322250366,3.874796152114868,20.39812469482422,14.01977252960205,14.18333339691162,42.08736038208008,65.70494842529297
2025-11-28,13.995530128479004,5.638693332672119,27.18562698364257,17.096538543701172,60.97477722167969,60.82186508178711,26.9802303314209,18.417858123779297,14.378872871398926,5430.27001953125,9.743855476379396,10.317829132080078,1.4165629148483276,13.600337982177734,40.45951461791992,12.407849311828612,3.500216007232666,2.47683048248291,2.47117018699646,3.806474924087525,21.25200080871582,13.990174293518066,13.94374942779541,42.6269416809082,78.40452575683594
2025-12-30,14.771528244018556,5.986545562744141,28.92612266540528,17.56513786315918,62.45474624633789,62.79499816894531,29.38728141784668,19.092857360839844,12.352581977844238,5703.52978515625,9.931329727172852,11.631007194519045,1.4176841974258425,14.653885841369627,41.94767761230469,13.856236457824709,3.632656574249268,2.491010904312134,2.4617021083831787,3.786954641342163,21.44175148010254,14.779463768005373,14.470833778381348,43.21557235717773,74.34590148925781
2026-01-30,14.982748985290527,5.983067512512207,30.60500907897949,19.241458892822266,68.27596282958984,68.71440124511719,33.060691833496094,18.803571701049805,11.992136001586914,5802.330078125,9.03722095489502,11.537209510803224,1.60447359085083,15.180659294128418,43.9939079284668,13.32516098022461,3.661036729812622,2.590273141860962,2.584787368774414,4.09928035736084,24.952125549316406,16.293914794921875,13.895833015441896,41.20440673828125,74.13080596923828
2026-02-27,15.106724739074709,5.941324710845947,30.897661209106445,19.1400089263916,66.89466094970703,66.79059600830078,35.67074966430664,18.128570556640625,11.787558555603027,6147.52001953125,9.025684356689451,11.949921607971191,1.810421109199524,17.19197654724121,47.249271392822266,13.759676933288574,4.0772786140441895,2.6469943523406982,2.6415958404541016,3.8357555866241455,23.52899932861328,17.467985153198242,13.799999237060549,47.385066986083984,76.9643783569336
2026-03-31,14.393901824951172,5.984806537628174,27.940000534057617,21.13999938964844,69.5,69.69999694824219,31.391719818115234,17.935714721679688,12.26490592956543,5843.97998046875,8.84686279296875,11.762325286865234,1.705052614212036,16.042652130126953,48.93741226196289,12.214730262756348,3.9732179641723633,2.514644861221313,2.5185108184814453,3.6991126537323,22.5,14.54267692565918,13.991666793823242,44.150001525878906,79.38645935058594
2026-04-30,15.68371295928955,5.9221930503845215,27.940000534057617,21.440000534057617,68.0999984741211,68.69999694824219,35.391170501708984,20.0,12.664319038391112,6327.5400390625,8.850000381469727,10.880000114440918,1.5959999561309814,14.81999969482422,47.16859436035156,12.5,4.150000095367432,2.549999952316284,2.630000114440918,3.943117618560791,23.0,14.68000030517578,14.399999618530272,49.79999923706055,80.33000183105469
2026-05-29,16.237890243530273,5.710000038146973,28.39999961853028,20.049999237060547,71.19999694824219,71.3499984741211,34.29231262207031,20.5,13.140000343322754,6468.72998046875,9.154000282287598,12.140000343322754,1.659999966621399,14.899999618530272,42.25519561767578,13.699999809265137,3.9800000190734863,2.575000047683716,2.569999933242798,3.9821581840515137,23.5,16.280000686645508,14.800000190734863,54.59999847412109,76.94000244140625
2026-06-30,16.282028198242188,5.489999771118164,26.8799991607666,20.290000915527344,71.69999694824219,71.94999694824219,33.044960021972656,19.450000762939453,17.959999084472656,6237.14013671875,9.194000244140623,11.279999732971191,1.6100000143051147,15.199999809265137,43.04133987426758,13.100000381469728,4.119999885559082,2.555000066757202,2.569999933242798,4.210000038146973,24.600000381469727,15.199999809265137,15.649999618530272,57.20000076293945,73.79000091552734
2026-07-31,17.1647891998291,5.945000171661377,27.040000915527344,19.725000381469727,80.69999694824219,81.0999984741211,29.045509338378903,18.89999961853028,17.1200008392334,6220.080078125,9.62399959564209,12.0,1.631999969482422,15.68000030517578,43.79999923706055,13.550000190734863,4.0,2.575000047683716,2.650000095367432,4.360000133514404,24.89999961853028,16.110000610351562,15.25,55.0,77.69000244140625
2026-08-31,17.614999771118164,6.349999904632568,29.600000381469727,20.71999931335449,78.9000015258789,79.0999984741211,27.61006164550781,20.0,17.079999923706055,6441.7099609375,9.72599983215332,12.220000267028809,1.6299999952316284,15.739999771118164,43.400001525878906,13.800000190734863,3.880000114440918,2.4549999237060547,2.4800000190734863,4.550000190734863,24.799999237060547,17.809999465942383,14.75,57.20000076293945,81.98999786376953
