Date,AGS.BR,OBEL.BR,KBC.BR,^BFX,ACKB.BR,SIP.BR,ASCE.BR,MCC.BR,JEN.BR,WEB.BR,VASTB.BR,RET.BR,DEME.BR,QRF.BR,FAGR.BR,INCLU.BR,ARGX.BR,WEHB.BR,DIE.BR,LOTB.BR,MTLS.BR,AED.BR,ENRGY.BR,GBLB.BR,HOMI.BR
2023-09-29,31.69745635986328,13.739999771118164,49.6188850402832,3553.010009765625,135.51849365234375,47.0665283203125,31.71937561035156,315.9335632324219,30.18925666809082,25.009313583374023,19.421104431152344,44.88920211791992,97.6127700805664,7.760159969329834,15.337347030639648,10.608369827270508,460.6000061035156,37.00201416015625,96.6363296508789,7515.3955078125,,46.40240478515625,,59.261817932128906,13.237290382385254
2023-10-31,30.681358337402344,13.539999961853027,43.544471740722656,3356.760009765625,132.86683654785156,46.8875732421875,32.833011627197266,306.8326110839844,29.43452453613281,25.47244644165039,19.636892318725582,45.522560119628906,82.12613677978516,7.332559108734131,15.784805297851562,10.267539024353027,444.1000061035156,34.3475227355957,84.67011260986328,6841.0625,,44.33433532714844,,57.95160675048828,11.374756813049316
2023-11-30,33.40595626831055,13.479999542236328,45.00949478149414,3529.02001953125,143.66287231445312,48.14029312133789,35.29068756103516,305.532470703125,33.11383819580078,26.861852645874023,20.6439151763916,48.84768295288086,91.32425689697266,7.522604465484619,16.536916732788086,11.375239372253418,407.3999938964844,38.53036117553711,94.6419677734375,7798.81103515625,,49.5906867980957,,61.05915069580078,12.172985076904297
2023-12-29,33.262115478515625,13.5,50.24634552001953,3707.77001953125,150.38668823242188,47.42445373535156,38.1707763671875,315.9335632324219,31.321352005004883,28.09688186645508,22.154443740844727,51.14360427856445,104.5583038330078,7.997716426849365,15.813365936279297,11.16222095489502,343.5,38.85211563110352,106.91036987304688,8043.134765625,,54.8470458984375,,59.816139221191406,12.888065338134766
2024-01-31,33.68518829345703,13.18000030517578,51.75236892700195,3662.9599609375,146.6933135986328,44.11368560791016,38.1707763671875,312.0331726074219,30.849645614624023,28.405637741088867,21.147424697875977,48.05598831176758,109.251220703125,7.807670593261719,15.870488166809082,10.565765380859377,348.79998779296875,38.1281623840332,113.4374008178711,7710.85498046875,,52.21886444091797,,59.12744140625,12.572100639343262
2024-02-29,33.169036865234375,13.100000381469728,55.53453063964844,3661.419921875,147.07212829589844,45.72433090209961,35.532081604003906,301.6320495605469,31.793058395385746,28.09688186645508,21.579002380371094,46.94760894775391,120.3265151977539,7.680974960327148,17.108139038085938,11.375239372253418,343.20001220703125,36.59981918334961,107.57515716552734,8502.4619140625,,45.36837005615234,,58.23716735839844,12.37254238128662
2024-03-28,36.316707611083984,13.720000267028809,59.40226364135742,3845.6298828125,153.4171600341797,49.66145324707031,39.93688583374024,308.1327514648437,34.81198501586914,29.94942283630371,21.147424697875977,51.46028137207031,139.09820556640625,7.958123683929443,16.813007354736328,11.077012062072754,366.1000061035156,38.36948394775391,124.25535583496094,8746.787109375,,49.07366943359375,,58.84187698364258,13.752813339233398
2024-04-30,36.50286483764648,14.100000381469728,59.81300354003906,3883.260009765625,152.94363403320312,50.46677780151367,40.77589416503906,302.93218994140625,34.43461990356445,30.792186737060547,21.36321258544922,51.93529891967773,140.2244873046875,8.314456939697266,17.365188598632812,11.077012062072754,350.79998779296875,38.83639144897461,122.80490112304688,9215.888671875,,51.83110046386719,,58.665504455566406,13.752813339233398
2024-05-31,38.66900634765625,14.859999656677246,60.47777557373047,3918.090087890625,157.50123596191406,51.182613372802734,40.98564910888672,301.6320495605469,39.89981460571289,31.9732608795166,22.663387298583984,55.40877532958984,154.75933837890625,8.698099136352539,18.20667266845703,12.224976539611816,340.70001220703125,40.73928451538086,120.62922668457033,9614.439453125,,53.053409576416016,,61.30419921875,16.689210891723633
2024-06-28,37.54769515991211,14.9399995803833,59.60942077636719,3887.239990234375,156.14764404296875,50.959232330322266,37.83935928344727,330.3688659667969,39.61138153076172,31.888893127441406,23.286436080932617,52.770263671875,154.18896484375,8.655461311340332,17.6262264251709,12.494644165039062,408.6000061035156,39.182373046875,121.97142791748048,9466.9794921875,,50.30084991455078,,58.20405960083008,15.251097679138184
2024-07-31,38.83212661743164,14.800000190734863,64.80149841308594,4130.2001953125,171.52069091796875,48.55025100708008,38.42667007446289,328.846435546875,39.32294845581055,32.648155212402344,23.286436080932617,53.70650863647461,158.3716583251953,8.740736961364746,18.41950416564941,12.899147987365724,471.1000061035156,40.30681228637695,130.77603149414062,9870.0380859375,,52.20988464355469,,60.25625991821289,15.32211685180664
2024-08-30,40.92593002319336,14.84000015258789,63.62559127807617,4184.39990234375,173.84115600585938,51.5151481628418,40.02078628540039,337.9810485839844,43.36099624633789,32.901241302490234,24.610414505004883,55.1534423828125,153.61862182617188,9.039201736450195,18.53559303283692,13.258706092834473,468.1000061035156,41.431251525878906,134.8396759033203,11187.3544921875,,54.16331481933594,,60.911224365234375,16.458404541015625
2024-09-30,42.15757369995117,14.81999969482422,64.60250091552734,4299.7099609375,184.37991333007807,52.256378173828125,40.817848205566406,356.25030517578125,39.61138153076172,32.901241302490234,27.40336227416992,55.74922943115234,138.78909301757812,9.167115211486816,17.99384307861328,13.977822303771973,485.6000061035156,42.901668548583984,116.92262268066406,11836.181640625,,55.85036849975586,,61.08587265014648,16.529420852661133
2024-10-31,42.12239074707031,14.800000190734863,60.31496047973633,4214.0498046875,180.51248168945312,52.441680908203125,38.76227569580078,341.0259094238281,40.09210205078125,32.56379318237305,26.53341293334961,52.855377197265625,132.70518493652344,9.295028686523438,17.935800552368164,13.48342990875244,541.5999755859375,41.08526992797852,122.21770477294922,11816.5205078125,,52.43186569213867,,57.81108093261719,15.10906219482422
2024-11-29,42.01681518554688,14.81999969482422,62.620365142822266,4227.31005859375,181.67269897460932,52.62698745727539,39.97883987426758,321.2342529296875,41.822696685791016,31.38272285461425,26.290428161621094,50.04663848876953,138.21871948242188,8.826013565063477,18.07123565673828,12.809258460998535,586.4000244140625,39.87433242797852,124.2495346069336,11187.3544921875,,51.543941497802734,,57.15612030029297,14.061548233032228
2024-12-31,42.59869384765625,14.84000015258789,68.40155792236328,4264.52978515625,184.18653869628903,52.62698745727539,39.64323425292969,327.323974609375,41.53426361083984,31.551448822021484,25.91485023498535,50.472206115722656,130.99407958984375,8.826013565063477,16.21380615234375,12.224976539611816,600.0,39.78783798217773,157.28549194335938,10597.51171875,,49.90128707885742,,57.68009185791016,15.233343124389648
2025-01-31,45.25088882446289,14.859999656677246,68.21802520751953,4326.0498046875,181.38265991210932,51.70045852661133,40.3144416809082,336.4586181640625,43.64943313598633,30.53910255432129,26.85379409790039,48.94016647338867,129.09286499023438,8.953926086425781,18.49689674377441,13.078927040100098,643.0,41.34475326538086,158.94937133789062,10125.6376953125,,51.721527099609375,,58.684356689453125,16.334121704101562
2025-02-28,47.82134246826172,15.0,76.69710540771484,4420.509765625,189.31089782714844,55.03597259521485,40.792259216308594,336.4586181640625,44.32244110107422,31.551448822021484,26.572111129760746,50.81266021728516,127.38176727294922,8.86864948272705,17.95514488220215,13.033982276916504,597.2000122070312,45.66952133178711,156.5024871826172,8542.8916015625,,55.09563446044922,,59.99427795410156,16.263103485107422
2025-03-31,50.27372360229492,15.199999809265137,77.08251190185547,4335.419921875,193.17832946777344,56.70372772216797,40.83829879760742,348.6381225585937,46.1491813659668,32.057621002197266,27.604949951171875,51.32333755493164,123.5793228149414,8.740736961364746,18.322763442993164,12.719367980957031,540.5999755859375,45.49652862548828,155.52374267578125,8071.017578125,,55.450801849365234,,60.08161163330078,15.943522453308104
2025-04-30,50.18289566040039,15.100000381469728,74.38462829589844,4429.509765625,208.0679473876953,59.29801559448242,43.4626350402832,365.3849182128906,41.24583435058594,34.68425750732422,27.229372024536133,54.983211517333984,125.10030364990234,9.209752082824709,19.83192253112793,13.123871803283691,568.0,46.18688583374024,171.96678161621094,8316.78515625,,62.73177719116211,,63.31274032592773,17.976411819458008
2025-05-30,52.18112564086914,16.0,82.96338653564453,4502.080078125,220.2503662109375,57.6302604675293,44.98198318481445,380.6092834472656,52.95618438720703,34.49977111816406,29.38894271850586,54.983211517333984,133.5531768798828,9.406782150268556,21.294353485107425,16.569364547729492,506.3999938964844,48.41276168823242,177.05628967285156,9033.80078125,,62.74028396606445,,67.46951293945312,18.74903678894043
2025-06-30,53.97251129150391,16.850000381469727,83.63121795654297,4476.02001953125,213.36753845214844,60.79219436645508,44.3374137878418,416.5182800292969,52.56391525268555,34.13078689575195,30.14009666442871,56.83138656616211,125.7430419921875,9.45289421081543,22.081212997436523,16.0959529876709,469.7999877929688,49.15472030639648,180.13275146484375,8101.66357421875,,62.31572723388672,,67.79772186279297,19.06841087341309
2025-07-31,56.23117446899414,18.0,87.54277801513672,4636.1201171875,211.79432678222656,59.45400619506836,45.58051681518555,404.2160339355469,56.87886428833008,34.86874771118164,27.886632919311523,60.25050735473633,128.67184448242188,9.72956371307373,21.392709732055664,16.190635681152344,594.4000244140625,49.89667892456055,171.63966369628906,7377.76953125,,61.04204559326172,12.300000190734863,69.01676177978516,18.35452079772949
2025-08-29,56.65467071533203,18.5,96.1196060180664,4798.5498046875,217.8905487060547,71.68891143798828,45.90280151367188,407.73095703125,60.2131462097168,36.5291633605957,26.759899139404297,64.13168334960938,127.10980987548828,9.72956371307373,20.40913772583008,17.800230026245117,604.0,50.824127197265625,182.7991943359375,8299.990234375,,61.9383430480957,11.696000099182127,70.42335510253906,19.725942611694336
2025-09-30,55.43123245239258,19.0,96.78742980957033,4820.56982421875,214.35079956054688,70.35071563720703,47.23798751831055,405.9735107421875,59.03633880615234,34.86874771118164,28.16831588745117,58.67956161499024,121.25221252441406,9.307641983032228,19.4550724029541,16.569364547729492,617.2000122070312,48.04178237915039,157.22113037109375,7952.91796875,,59.48533630371094,11.682000160217283,71.31420135498047,18.42966651916504
2025-10-31,54.019569396972656,19.100000381469727,99.458740234375,4902.3701171875,212.38427734375,74.55646514892578,46.317169189453125,452.5462341308594,61.38994598388672,34.13078689575195,27.980525970458984,58.1251106262207,127.8908233642578,9.920961380004885,20.2616024017334,17.516183853149414,705.5999755859375,49.15472030639648,156.5298309326172,7506.68212890625,,59.7212028503418,10.199999809265137,71.50174713134766,17.60305404663086
2025-11-28,55.43123245239258,19.14999961853028,102.24847412109376,5036.85986328125,216.7106170654297,78.37987518310547,48.25089263916016,437.6078186035156,56.87886428833008,33.94629669189453,29.10725975036621,58.58715438842773,135.89620971679688,9.724505424499512,20.950101852416992,17.374162673950195,782.4000244140625,46.27963638305664,148.13548278808594,7675.26025390625,5.239999771118164,62.74028396606445,9.800000190734863,69.90760803222656,17.20853614807129
2025-12-31,57.76444625854492,19.299999237060547,107.16102600097656,5078.43017578125,228.116455078125,77.61518859863281,49.17171096801758,452.5462341308594,57.66340255737305,35.791202545166016,29.201154708862305,58.956787109375,136.48196411132812,10.215641975402832,20.950101852416992,16.9007511138916,716.7999877929688,49.15472030639648,151.98699951171875,7784.34033203125,4.745500087738037,63.68374633789063,11.050000190734863,71.22042083740234,17.264894485473633
2026-01-30,57.90934371948242,19.25,114.52985382080078,5385.3798828125,245.61849975585932,80.29158020019531,50.9212646484375,456.93988037109375,61.7822151184082,37.45161819458008,28.16831588745117,59.7884635925293,164.20791625976562,10.706779479980469,21.7861385345459,16.569364547729492,703.7999877929688,50.4531478881836,190.50222778320312,9817.193359375,4.619999885559082,69.95777893066406,10.350000381469728,74.92445373535156,17.753347396850586
2026-02-27,60.75893020629883,19.799999237060547,110.5805435180664,5443.759765625,285.73553466796875,83.73265075683594,52.900001525878906,487.6954345703125,65.9010238647461,39.29652786254883,29.2950496673584,63.66963577270508,192.5196228027344,11.099688529968262,22.376283645629883,17.989595413208008,657.4000244140625,53.23549270629883,181.1203155517578,10432.0078125,4.440000057220459,74.20336151123047,9.979000091552734,79.75375366210938,18.16665267944336
2026-03-31,60.9038200378418,20.200000762939453,100.65911865234376,5073.1201171875,258.2042236328125,95.01170349121094,50.09999847412109,452.5462341308594,62.17448425292969,35.606712341308594,27.13547706604004,60.98978042602539,180.02342224121094,10.412097930908203,21.245174407958984,16.522024154663086,620.7999877929688,50.26765823364258,156.2335662841797,9658.53125,4.590000152587891,65.52349853515625,12.449999809265137,72.90834045410156,17.283681869506836
2026-04-30,64.42957305908203,21.0,109.08751678466795,5352.669921875,275.5096130371094,97.11457824707033,49.84999847412109,474.5144958496094,67.27396392822266,39.85000228881836,28.44999885559082,62.745548248291016,189.39556884765625,11.197916030883787,23.605749130249023,16.75872802734375,668.0,52.400001525878906,173.4172821044922,10174.181640625,4.559999942779541,67.78781127929688,13.0,74.54936218261719,18.03514862060547
2026-05-29,64.33297729492188,21.5,113.9499969482422,5583.39013671875,271.79998779296875,91.37946319580078,50.09999847412109,483.3017883300781,80.0,39.59999847412109,29.5,65.61022186279297,185.3999938964844,11.25,24.100000381469727,17.350000381469727,715.5999755859375,53.0,169.2694854736328,11000.0,5.599999904632568,70.80000305175781,12.859999656677246,80.9000015258789,19.18000030517578
2026-06-30,70.0,21.5,119.3000030517578,5751.35986328125,285.79998779296875,92.0999984741211,52.0,520.0,84.80000305175781,40.0,29.549999237060547,63.48481369018555,175.0,10.399999618530272,24.100000381469727,16.75,811.4000244140625,52.400001525878906,170.39999389648438,11620.0,6.5,70.5999984741211,14.239999771118164,79.69999694824219,19.13999938964844
