Date,EBS.RO,TGN.RO,TRANSI.RO,SNP.RO,PE.RO,EVER.RO,INFINITY.RO,LION.RO,ALW.RO,DN.RO,TEL.RO,M.RO,PBK.RO,ASC.RO,REIT.RO,MOIB.RO,IPRU.RO,FP.RO,WINE.RO,ECT.RO,COTE.RO,ELJA.RO,ATB.RO,RMAH.RO,FEP.RO
2023-09-29,160.705078125,17.886905670166016,0.2596408128738403,0.4475302100181579,,1.010340929031372,1.7699999809265137,2.162681102752685,8.266199111938477,0.977999985218048,27.921445846557617,4.550000190734863,0.0820000022649765,3.9979000091552734,0.109228178858757,,0.7300000190734863,0.32329061627388,11.911415100097656,0.0375000014901161,60.91500854492188,34.0,1.1393722295761108,0.5535203218460083,0.1474323719739914
2023-10-31,164.4241943359375,17.34544563293457,0.2587102055549621,0.4208354651927948,,0.989552080631256,1.7300000190734863,2.026449203491211,8.320941925048828,1.1399999856948853,27.27210807800293,4.534999847412109,0.0820000022649765,3.933713674545288,0.109228178858757,,0.7200000286102295,0.3771723806858063,11.595511436462402,0.0375000014901161,61.07447052001953,46.0,1.1683393716812134,0.5409402847290039,0.1290033310651779
2023-11-29,178.61558532714844,17.00936508178711,0.2791836857795715,0.4247611463069916,,1.060234308242798,1.820000052452088,2.094565153121948,8.065474510192871,1.2999999523162842,26.993820190429688,4.090000152587891,0.0804999992251396,4.575577735900879,0.1034026741981506,,0.8149999976158142,0.3925671577453613,12.691882133483888,0.0390000008046627,61.71232604980469,45.0,1.318002700805664,0.570293664932251,0.1336105912923813
2023-12-29,177.9304656982422,17.606842041015625,0.3033795952796936,0.451063334941864,,1.0560765266418457,1.899999976158142,2.2052536010742188,8.667648315429688,1.2799999713897705,27.921445846557617,3.9800000190734863,0.0820000022649765,4.474713802337647,0.1048590391874313,,0.8149999976158142,0.4025737643241882,13.323689460754396,0.0465000011026859,65.22052001953125,45.0,1.346969723701477,0.5661003589630127,0.1336105912923813
2024-01-31,194.76437377929688,17.868236541748047,0.2912816107273102,0.4553816616535187,,0.9978676438331604,1.8049999475479128,2.2052536010742188,11.587276458740234,1.375,28.47801780700684,4.0,0.0850000008940696,4.153781414031982,0.1012180969119072,0.5586933493614197,0.9200000166893004,0.4064224660396576,14.345728874206545,0.0480000004172325,66.97461700439453,50.0,1.733197569847107,0.570293664932251,0.129924789071083
2024-02-29,180.08364868164062,17.756208419799805,0.2875591814517975,0.4844317734241485,,1.0061832666397097,1.75,2.2137680053710938,12.317183494567873,1.5700000524520874,27.82868194580078,3.910000085830689,0.0825000032782554,3.75032377243042,0.0997617244720459,0.5627127885818481,0.8899999856948853,0.3837151229381561,13.398018836975098,0.0515000000596046,68.09085845947266,45.20000076293945,1.6607799530029297,0.574487030506134,0.1133386418223381
2024-03-29,199.657958984375,18.12963104248047,0.3052408397197723,0.5287923216819763,,1.093496561050415,1.870000004768372,2.503260850906372,13.594520568847656,1.6100000143051147,26.158960342407227,3.869999885559082,0.0839999988675117,3.75032377243042,0.1004899144172668,0.6792746782302856,0.9449999928474426,0.4002645313739776,14.178486824035645,0.0450000017881393,70.00442504882812,45.0,1.670435667037964,0.595453679561615,0.1013597548007965
2024-04-30,214.2408142089844,17.644182205200195,0.3015183508396148,0.5425322651863098,,1.0810232162475586,1.870000004768372,2.4436593055725098,13.229568481445312,1.590000033378601,27.3648681640625,4.130000114440918,0.0829999968409538,3.5761032104492188,0.085926167666912,0.554673969745636,0.9549999833106996,0.3979553580284118,13.379436492919922,0.0509999990463256,70.4828109741211,45.0,1.87803316116333,0.5870670080184937,0.118867352604866
2024-05-31,222.7882232666016,20.95830345153809,0.3247836828231811,0.5857802033424377,,1.1668411493301392,1.8949999809265137,2.7799999713897705,13.868236541748049,1.4900000095367432,30.611549377441406,5.099999904632568,0.0844999998807907,3.5485944747924805,0.0905313044786453,0.6672165989875793,1.340000033378601,0.4031801521778106,14.587302207946776,0.0509999990463256,75.93707275390625,40.0,2.008384943008423,0.5971310138702393,0.1096528321504592
2024-06-28,217.34228515625,22.452680587768555,0.3606122732162475,0.6378958821296692,20.38364601135254,1.2470057010650637,1.9700000286102293,2.799999952316284,13.50328254699707,1.659999966621399,39.17464447021485,5.960000038146973,0.0829999968409538,3.5577642917633057,0.0859666988253593,0.6270227432250977,1.590000033378601,0.3439657986164093,14.828875541687012,0.0494999997317791,74.21514892578125,55.5,2.848430633544922,0.6290003061294556,0.1059670224785804
2024-07-31,236.65060424804688,23.257944107055664,0.3606122732162475,0.6579083204269409,20.20892906188965,1.3182631731033323,2.0299999713897705,2.8299999237060547,13.685758590698242,1.559999942779541,42.44699096679688,5.800000190734863,0.0815000012516975,3.77783203125,0.097378209233284,0.6109452843666077,1.649999976158142,0.3657357692718506,15.302663803100586,0.0480000004172325,75.59269714355469,58.0,2.751873731613159,0.670933723449707,0.1041241139173507
2024-08-30,242.5916290283203,22.78425979614257,0.3451020419597626,0.6549428105354309,19.80125617980957,1.2959953546524048,2.240000009536743,2.799999952316284,13.79252815246582,1.4850000143051147,43.66242980957031,5.900000095367432,0.0810000002384185,3.805340528488159,0.083684392273426,0.6431003212928772,1.7599999904632568,0.3338645100593567,14.818402290344238,0.0465000011026859,72.3210220336914,58.0,2.838775157928467,0.6608696579933167,0.1151815429329872
2024-09-30,241.00735473632807,21.789520263671875,0.3509183526039123,0.6323884725570679,20.38364601135254,1.3227168321609497,2.390000104904175,2.8299999237060547,13.031559944152832,1.5,33.84539794921875,6.119999885559082,0.0754999965429306,3.117628574371338,0.0806413292884826,0.6431003212928772,1.6799999475479126,0.3218474686145782,14.605327606201172,0.0350000001490116,66.63866424560547,51.0,3.2827279567718506,0.6566205024719238,0.1520396471023559
2024-10-31,252.394287109375,22.452680587768555,0.3606122732162475,0.6410632133483887,19.27710723876953,1.3093560934066772,2.440000057220459,2.9100000858306885,12.746197700500488,1.565000057220459,36.556766510009766,5.889999866485596,0.0844999998807907,2.70500111579895,0.0912920609116554,0.8601466417312622,1.7000000476837158,0.2889312505722046,14.411623001098633,0.0399999991059303,66.63866424560547,59.5,3.0645406246185303,0.6351505517959595,0.1916620880365371
2024-11-29,252.49331665039065,20.889516830444336,0.3625510334968567,0.6185088753700256,18.947084426879883,1.2514593601226809,2.400000095367432,2.799999952316284,13.031559944152832,1.4600000381469729,34.640106201171875,5.599999904632568,0.0810000002384185,2.686661958694458,0.0844451636075973,0.9646505117416382,1.3700000047683716,0.267335444688797,14.004842758178713,0.0450000017881393,63.71138000488281,59.5,2.499237060546875,0.5528493523597717,0.1824475526809692
2024-12-30,291.5060119628906,22.21583747863769,0.3644897937774658,0.6150389313697815,18.97620391845703,1.3093560934066772,2.4200000762939453,2.8499999046325684,12.936439514160156,1.465000033378601,35.247833251953125,5.800000190734863,0.0820000022649765,2.980086088180542,0.0874882340431213,0.9248191118240356,1.3700000047683716,0.2743018269538879,14.082324981689451,0.0445000007748603,64.91673278808594,50.0,2.538907527923584,0.5904216766357422,0.2174627482891082
