Date,EBS.RO,TGN.RO,TRANSI.RO,SNP.RO,PE.RO,EVER.RO,INFINITY.RO,LION.RO,ALW.RO,DN.RO,TEL.RO,M.RO,PBK.RO,ASC.RO,REIT.RO,MOIB.RO,IPRU.RO,FP.RO,WINE.RO,ECT.RO,COTE.RO,ELJA.RO,ATB.RO,RMAH.RO,FEP.RO
2025-01-31,294.674560546875,22.73689079284668,0.3867857158184051,0.6323884725570679,18.73354148864746,1.3004488945007324,2.490000009536743,2.8499999046325684,12.651077270507812,1.4800000190734863,38.8941535949707,5.880000114440918,0.0799999982118606,3.6677980422973633,0.0912920609116554,0.9522889852523804,1.4500000476837158,0.2950268387794494,14.043583869934082,0.0579999983310699,66.98304748535156,46.0,2.4496490955352783,0.5600060224533081,0.199033722281456
2025-02-28,317.1513977050781,27.000059127807617,0.370306134223938,0.6506053805351257,18.34528160095215,1.2692737579345703,2.4100000858306885,2.75,14.838857650756836,1.5299999713897705,43.0547103881836,5.920000076293945,0.0839999988675117,4.0345778465271,0.0859666988253593,0.9339757561683656,1.440000057220459,0.3194092512130737,13.96610164642334,0.0480000004172325,67.32743072509766,52.5,2.4099786281585693,0.5635843276977539,0.1971908062696457
2025-03-31,314.1808776855469,27.947429656982425,0.3344387710094452,0.6410632133483887,18.66559600830078,1.2959953546524048,2.380000114440918,2.5899999141693115,14.648614883422852,1.5099999904632568,40.06284713745117,6.389999866485596,0.0804999992251396,4.658103466033936,0.1004212722182273,0.9614455699920654,1.159999966621399,0.3296846449375152,14.5665864944458,0.0540000014007091,69.91032409667969,18.299999237060547,2.1818735599517822,0.5582168698310852,0.1842904835939407
2025-04-30,290.5158386230469,26.76321601867676,0.3412244915962219,0.6211113333702087,17.957021713256836,1.2959953546524048,2.430000066757202,2.6700000762939453,13.697406768798828,1.4800000190734863,40.95105743408203,6.21999979019165,0.0815000012516975,4.0345778465271,0.0966174378991127,0.9889155626296996,1.1200000047683716,0.325243592262268,14.585957527160645,0.0544999986886978,71.28787231445312,36.400001525878906,2.018233060836792,0.576108455657959,0.1833690255880355
2025-05-30,357.892822265625,32.731651306152344,0.3460714221000671,0.6645824313163757,18.83060646057129,1.3456896543502808,2.359999895095825,2.5899999141693115,15.07666015625,1.7400000095367432,44.17665481567383,6.599999904632568,0.0820000022649765,4.621425628662109,0.1143301278352737,0.9706021547317504,1.2300000190734863,0.3371089398860931,19.176755905151367,0.0535000003874301,73.82164001464844,45.59999847412109,2.062862157821656,0.6029457449913025,0.1649399697780609
2025-06-30,364.4834899902344,33.53095626831055,0.3528571426868438,0.6969785094261169,20.100000381469727,1.4514224529266355,2.5199999809265137,2.640000104904175,14.79129695892334,1.7400000095367432,53.292476654052734,6.699999809265137,0.0810000002384185,4.604056358337402,0.1296879053115844,0.9980722069740297,1.2200000286102295,0.3512363731861114,19.757869720458984,0.0520000010728836,73.07408142089844,48.400001525878906,2.4099786281585693,0.6673554182052612,0.1566469073295593
2025-07-31,407.6223754882813,40.86280059814453,0.3780612051486969,0.7228953838348389,20.850000381469727,1.480258584022522,2.5799999237060547,2.7799999713897705,19.18091011047364,2.4100000858306885,59.83238983154297,7.78000020980835,0.101000003516674,6.6450300216674805,0.1757612377405166,1.1445780992507937,1.309999942779541,0.4033615887165069,20.242130279541016,0.050000000745058,74.56920623779297,40.400001525878906,2.657918930053711,0.6977710723876953,0.1695472449064254
2025-08-29,411.81640625,46.728271484375,0.4158673584461212,0.7793571352958679,20.600000381469727,1.8647414445877075,2.990000009536743,3.0,18.000545501708984,2.8399999141693115,57.34352111816406,8.039999961853027,0.1059999987483024,6.910831451416016,0.1638163030147552,1.0621684789657593,1.2350000143051147,0.4145660996437073,20.0,0.0450000017881393,74.00852966308594,49.59999847412109,2.4397313594818115,0.749656617641449,0.202719509601593
2025-09-30,422.0019836425781,54.74441909790039,0.4720918238162994,0.8061995506286621,20.5,1.9224138259887693,3.0,3.369999885559082,20.65636444091797,2.809999942779541,60.927494049072266,7.829999923706055,0.1030000001192092,8.714483261108398,0.1595502644777298,0.9574576020240784,1.2400000095367432,0.4374622106552124,18.520000457763672,0.0509999990463256,73.82164001464844,56.0,2.5799999237060547,0.6897831559181213,0.2632073163986206
2025-10-31,451.9595336914063,60.2188606262207,0.4799999892711639,0.8728429675102234,20.850000381469727,2.2011637687683105,3.289999961853028,3.400000095367432,20.36127471923828,2.7799999713897705,75.06427001953125,8.460000038146973,0.1129999980330467,7.993021965026855,0.1706419885158538,0.9430957436561584,1.309999942779541,0.4657169878482818,18.299999237060547,0.0540000014007091,73.07408142089844,71.5,2.484999895095825,0.6653493642807007,0.2707816660404205
2025-11-28,476.7244262695313,61.782989501953125,0.5059999823570251,0.8668556213378906,23.100000381469727,2.691379308700561,3.829999923706055,4.0,20.262908935546875,2.700000047683716,71.18163299560547,8.800000190734863,0.1190000027418136,9.322028160095217,0.1706419885158538,0.9670321941375732,1.25,0.4850000143051147,18.81999969482422,0.0540000014007091,73.07408142089844,73.0,2.375,0.6803855299949646,0.2329100966453552
2025-12-30,514.271240234375,64.42245483398438,0.5220000147819519,0.9405903220176696,29.25,2.6625430583953857,3.700000047683716,4.0,19.574363708496094,2.799999952316284,74.66604614257812,10.279999732971191,0.1120000034570694,9.399999618530272,0.1706419885158538,0.9478830099105836,1.3450000286102295,0.5360000133514404,19.459999084472656,0.0540000014007091,71.9527359008789,72.0,2.450000047683716,0.7518072128295898,0.2045064270496368
2026-01-30,558.708251953125,74.39375305175781,0.5879999995231628,0.9613872766494752,35.349998474121094,2.9701292514801025,4.159999847412109,4.690000057220459,21.148181915283203,3.299999952316284,84.52196502685547,13.18000030517578,0.1220000013709068,12.0,0.1774676591157913,0.9861813187599182,1.340000033378601,0.6800000071525574,19.559999465942383,0.0520000010728836,72.1396255493164,70.0,2.309999942779541,0.8457831144332886,0.2272293418645858
2026-02-27,512.7733764648438,90.03501892089844,0.628000020980835,0.9179027080535888,42.29999923706055,2.8547844886779785,4.300000190734863,4.670000076293945,21.738365173339844,3.5,100.1520538330078,13.220000267028809,0.1379999965429306,12.300000190734863,0.197944700717926,1.0053304433822632,1.315000057220459,0.5730000138282776,19.0,0.0535000003874301,77.37255859375,74.0,2.130000114440918,0.8457831144332886,0.2442715466022491
2026-03-31,476.7244262695313,83.58300018310547,0.6079999804496765,0.9462623000144958,42.70000076293945,2.9509050846099854,3.920000076293945,4.440000057220459,20.066181182861328,2.9100000858306885,90.99302673339844,11.739999771118164,0.1299999952316284,12.0,0.2013575434684753,1.0340542793273926,1.2999999523162842,0.527999997138977,18.940000534057617,0.0560000017285347,73.82164001464844,72.5,1.8179999589920044,0.8269879221916199,0.1865174174308776
2026-04-30,496.6000061035156,85.04936981201172,0.6119999885559082,0.9500434994697572,46.900001525878906,2.9412930011749268,4.059999942779541,4.300000190734863,19.574363708496094,3.0199999809265137,91.0925750732422,12.0,0.124499998986721,10.5,0.2319999933242797,1.0149049758911133,1.399999976158142,0.5419999957084656,18.549999237060547,0.0540000014007091,76.4381103515625,63.0,1.7999999523162842,0.838265061378479,0.1846238374710083
2026-05-29,539.0,84.56057739257812,0.6159999966621399,1.0520000457763672,52.400001525878906,3.345000028610229,4.340000152587891,4.489999771118164,23.21381950378418,3.069999933242798,89.69880676269531,11.300000190734863,0.1379999965429306,12.899999618530272,0.2300000041723251,1.0627779960632324,1.7000000476837158,0.5659999847412109,20.0,0.0570000000298023,76.19999694824219,65.0,2.015000104904175,0.7518072128295898,0.206399992108345
2026-06-30,615.0,92.87000274658205,0.6359999775886536,1.059999942779541,55.400001525878906,3.259999990463257,4.139999866485596,4.400000095367432,22.62363624572754,3.609999895095825,99.35562133789062,11.859999656677246,0.1324999928474426,12.449999809265137,0.2220000028610229,1.2255456447601318,1.7200000286102295,0.609000027179718,19.549999237060547,0.0599999986588954,75.0,65.0,2.164999961853028,0.766843318939209,0.2259999960660934
2026-07-31,593.5,99.0999984741211,0.6679999828338623,1.2580000162124634,61.20000076293945,3.369999885559082,4.079999923706055,4.630000114440918,24.590909957885746,3.650000095367432,114.0,12.18000030517578,0.1469999998807907,12.550000190734863,0.277999997138977,1.2255456447601318,1.774999976158142,0.6029999852180481,19.89999961853028,0.0649999976158142,78.19999694824219,70.5,2.140000104904175,0.8213493824005127,0.2240000069141388
2026-08-31,640.0,91.0,0.6919999718666077,1.1950000524520874,59.0,3.4800000190734863,4.670000076293945,4.730000019073486,25.799999237060547,3.259999990463257,89.0999984741211,10.65999984741211,0.1570000052452087,12.300000190734863,0.2639999985694885,1.1297999620437622,1.6549999713897705,0.5929999947547913,19.5,0.0649999976158142,75.5999984741211,67.0,1.9420000314712524,0.7518072128295898,0.25
