Date,BLEKEDROS.AT,BOCHGR.AT,OPTIMA.AT,GD.AT,ETE.AT,BRIQ.AT,EUROB.AT,PPC.AT,TPEIR.AT,TITC.AT,EVROF.AT,ASCO.AT,ANDRO.AT,PROF.AT,AKTR.AT,PPA.AT,ALPHA.AT,EEE.AT,VIDAVO.AT,LAMPS.AT,SAR.AT,ALMY.AT,FOODL.AT,AVAX.AT,MEVA.AT
2024-07-31,3.1584959030151367,,3.870069980621338,1478.1700439453125,7.477283954620361,1.7398390769958496,1.965920209884644,11.146498680114746,3.551865100860596,29.84702682495117,1.4982954263687134,2.489032745361328,5.709012508392334,4.795642375946045,4.989999771118164,23.860828399658203,,32.36774826049805,2.1600000858306885,37.20000076293945,10.428326606750488,3.013996362686157,0.4339999854564667,1.3246135711669922,3.749563694000244
2024-08-30,3.2291979789733887,,4.110367774963379,1431.18994140625,7.244944095611572,1.7620309591293335,1.915797472000122,11.004444122314451,3.5591509342193604,28.75838088989257,1.4514734745025637,2.4801433086395264,5.487468719482422,4.384040355682373,5.150000095367432,24.8262939453125,,31.79520797729492,2.5799999237060547,38.59999847412109,9.440580368041992,2.834947109222412,0.3849999904632568,1.3039164543151855,3.5909998416900635
2024-09-30,3.2744250297546387,3.876101732254028,4.104043960571289,1451.9000244140625,7.077143669128418,1.7930994033813477,1.910228610038757,11.40219497680664,3.48447060585022,32.38719940185547,1.546627402305603,2.4801433086395264,5.606761932373047,5.101950645446777,4.900000095367432,24.596420288085938,,30.93639373779297,2.5799999237060547,39.0,10.333352088928224,2.969233989715576,0.356000006198883,1.454440712928772,3.5816726684570312
2024-10-31,3.328697204589844,3.5336008071899414,4.047131061553955,1382.6800537109375,6.619839668273926,1.801976203918457,1.7542914152145386,11.411665916442873,3.131105661392212,29.756303787231445,1.4016311168670654,2.293466091156006,5.60675048828125,4.958367824554443,4.900000095367432,25.42396354675293,,30.4401912689209,2.5799999237060547,37.400001525878906,10.466318130493164,3.1781249046325684,0.3289999961853027,1.317087173461914,3.357818126678467
2024-11-29,3.3648786544799805,3.675613403320313,3.9838955402374254,1393.489990234375,6.145940780639648,1.8818665742874143,1.8563930988311768,10.843449592590332,3.1556954383850098,35.154170989990234,1.3677985668182373,2.4001388549804688,5.554187774658203,4.929652690887451,4.840000152587891,28.826086044311523,,31.947885513305664,2.819999933242798,37.400001525878906,10.181390762329102,3.939084529876709,0.402999997138977,1.3471921682357788,3.320509195327759
2024-12-31,3.437241554260254,3.842687129974365,4.091396808624268,1469.6700439453125,7.062392234802246,1.8996204137802124,2.069878339767456,11.68630313873291,3.5063283443450928,36.46961975097656,1.7496222257614136,2.526658296585083,5.676835060119629,5.025373935699463,4.8214430809021,27.58477210998535,,31.79520797729492,2.819999933242798,37.0,10.333352088928224,4.530941963195801,0.4399999976158142,1.433743596076965,3.67494535446167
2025-01-31,3.42819619178772,4.2436628341674805,4.236840724945068,1549.3199462890625,7.726219654083252,2.086031436920166,2.2490200996398926,12.491275787353516,3.9899284839630127,41.45924377441406,1.8607860803604128,2.961352586746216,5.676835060119629,5.073234081268311,5.150000095367432,27.492820739746094,,31.87154769897461,2.799999952316284,37.20000076293945,10.827224731445312,4.292209625244141,0.4650000035762787,1.8156988620758057,3.5909998416900635
2025-02-28,3.4643778800964355,4.444150447845459,4.534052848815918,1607.7900390625,8.227779388427734,2.1215386390686035,2.3232758045196533,12.519686698913574,4.128360271453857,36.3788948059082,1.7979544401168823,2.8073983192443848,5.676835060119629,4.86264705657959,5.25,29.699602127075195,,39.08558654785156,4.400000095367432,36.79999923706055,12.042913436889648,4.2474470138549805,0.4900000095367431,2.1637861728668213,3.637636661529541
2025-03-31,3.500559091567993,4.8618340492248535,4.856558322906494,1685.239990234375,8.71274185180664,2.23693585395813,2.289860725402832,13.078432083129885,4.59738826751709,38.55618667602539,1.768955111503601,3.2330360412597656,5.869566917419434,4.920079708099365,5.199999809265137,32.32015609741211,,40.11616516113281,4.760000228881836,37.20000076293945,12.19487476348877,4.903961181640625,0.4799999892711639,1.9285920858383176,3.82418155670166
2025-04-30,3.5186500549316406,4.761590003967285,5.058914661407471,1698.18994140625,8.568912506103516,2.2724428176879883,2.302855491638184,12.472334861755373,4.470796585083008,36.96857833862305,1.8124539852142327,3.124362707138061,5.904609203338623,5.293393135070801,4.945000171661377,36.319950103759766,,43.11247253417969,4.639999866485596,37.0,12.8217134475708,5.053168773651123,0.4950000047683716,1.8777902126312256,4.178618431091309
2025-05-30,3.5548315048217773,5.484002113342285,6.24143648147583,1831.1700439453125,9.680825233459473,2.571614980697632,2.6254630088806152,12.718562126159668,5.34783411026001,36.28817367553711,2.126612663269043,3.341709852218628,6.166746616363525,5.886866092681885,5.360000133514404,41.05533599853516,,44.77706527709961,4.460000038146973,38.79999923706055,13.029702186584473,5.13274621963501,0.550000011920929,1.9427037239074707,4.756909370422363
2025-06-30,3.6181490421295166,5.664397239685059,6.518374443054199,1868.02001953125,10.426593780517578,2.534209728240967,2.821913003921509,13.125782012939451,5.646719932556152,37.5869140625,2.029948472976685,3.3869903087615967,6.22197151184082,6.834507465362549,5.380000114440918,41.423133850097656,,42.65039825439453,4.460000038146973,40.0,12.83522891998291,4.9735918045043945,0.5860000252723694,2.003854274749756,5.64300012588501
2025-07-31,3.645285606384277,5.953028678894043,7.069177627563477,1994.6300048828125,11.832210540771484,2.7305874824523926,3.133523464202881,13.875,6.499199867248535,35.580318450927734,2.658265829086304,3.664032936096192,6.68217658996582,7.408998489379883,6.239999771118164,44.31953430175781,3.2004284858703613,44.50391387939453,4.222279071807861,40.0,13.029702186584473,4.9735918045043945,0.75,2.149674654006958,5.878125190734863
2025-08-29,3.69051194190979,6.945199966430664,7.6362762451171875,2021.68994140625,11.389345169067385,2.721236228942871,3.0386857986450195,13.904210090637209,6.345600128173828,36.31443786621094,2.6385750770568848,3.815517425537109,6.663767814636231,7.032269477844238,7.789999961853027,43.08269882202149,3.284803867340088,41.96752166748047,5.099999904632568,39.79999923706055,14.196541786193848,5.550528049468994,0.8259999752044678,2.276679515838623,5.926704406738281
2025-09-30,3.767305850982666,7.463775634765625,8.252262115478516,2034.219970703125,11.904417037963867,2.739938974380493,3.1761038303375244,13.651052474975586,6.925439834594727,34.06313705444336,2.559811353683472,3.664032936096192,7.123972892761231,6.587923049926758,8.609999656677246,42.26891326904297,3.5049543380737305,39.07994079589844,5.099999904632568,40.0,12.601861953735352,4.963644027709961,0.7699999809265137,2.3499226570129395,8.112784385681152
2025-10-31,3.813136339187622,7.389693260192871,7.861160278320312,1995.199951171875,12.270262718200684,2.702533721923828,3.155781507492065,14.69289493560791,6.501119613647461,38.07632446289063,2.6681113243103027,3.645097017288208,7.06554651260376,6.964651584625244,8.40999984741211,41.167911529541016,3.2974114418029785,38.08489227294922,5.400000095367432,46.59999847412109,12.271257400512695,4.894014358520508,1.0099999904632568,2.3256967067718506,8.744318008422852
2025-11-28,4.009550094604492,7.40821361541748,7.528723239898682,2083.14990234375,13.230305671691896,2.808051109313965,3.345708131790161,16.94210433959961,6.787199974060059,44.48763275146485,3.0028557777404785,3.948066234588623,7.56070613861084,6.9453325271606445,9.270000457763672,38.3914680480957,3.4079716205596924,42.22116088867188,6.400000095367432,46.59999847412109,12.018441200256348,4.9139084815979,1.350000023841858,2.3644583225250244,8.452840805053711
2025-12-31,4.057283401489258,7.352652072906494,7.538500785827637,2120.7099609375,12.740293502807615,2.846517562866211,,17.721052169799805,6.522240161895752,51.38835525512695,3.554199695587158,3.891846656799317,7.56070613861084,7.756747245788574,9.800000190734863,39.0616455078125,3.520561695098877,43.62593460083008,6.599999904632568,46.400001525878906,13.321412086486816,5.2322187423706055,1.2549999952316284,2.878049612045288,8.695738792419434
2026-01-30,4.085923194885254,8.649088859558105,8.467369079589844,2314.8798828125,14.617036819458008,2.788817882537842,4.060611724853516,19.43473625183105,8.169600486755371,55.49942398071289,3.741262912750244,3.738094568252564,8.017776489257812,7.55389404296875,10.880000114440918,38.104251861572266,3.9827585220336914,44.75755310058594,7.25,45.400001525878906,13.18528175354004,5.610211372375488,1.375,3.265665531158448,9.230113983154297
2026-02-27,4.124109268188477,8.575006484985352,9.562456130981444,2277.60009765625,13.509611129760742,3.000383377075196,3.8494791984558105,18.402631759643555,7.795199871063232,51.38835525512695,3.711726665496826,3.843798875808716,8.493891716003418,6.926012992858887,10.539999961853027,36.093727111816406,3.658237218856812,53.16666412353516,8.100000381469727,45.59999847412109,14.23543643951416,6.266725540161133,1.2699999809265137,3.149380922317505,8.890056610107422
2026-03-31,4.1527485847473145,7.741582870483398,8.310928344726562,2065.0400390625,12.970599174499512,2.846517562866211,3.3466901779174805,17.487367630004883,6.706560134887695,44.04716110229492,3.3769822120666504,3.670827865600586,7.484527587890625,6.636221408843994,9.850000381469728,34.65763854980469,3.1173689365386963,47.52807235717773,7.349999904632568,47.0,13.61312198638916,5.451056480407715,1.034999966621399,2.8005263805389404,8.744318008422852
2026-04-30,4.171841621398926,8.519445419311523,8.662919998168945,2188.679931640625,13.156804084777832,2.942683696746826,3.6137969493865967,17.536052703857422,7.631999492645264,44.7714958190918,3.52466344833374,4.17052173614502,7.99873161315918,7.283421993255615,10.859999656677246,36.141597747802734,3.343550205230713,48.33776473999024,7.849999904632568,47.59999847412109,13.904831886291504,5.809154987335205,1.1299999952316284,2.955572843551636,8.355682373046875
2026-05-29,4.420000076293945,9.187170028686523,10.403326988220217,2372.699951171875,14.52883529663086,3.0299999713897705,3.919201850891113,20.99263000488281,8.7839994430542,49.92011642456055,3.908635377883911,4.554901599884033,8.420000076293945,7.33172082901001,10.359999656677246,38.67869186401367,3.8450827598571777,48.900001525878906,8.399999618530273,44.0,15.15999984741211,6.008098602294922,1.1050000190734863,3.570913314819336,8.375113487243652
2026-06-30,4.46999979019165,9.348433494567873,10.0,2459.77001953125,15.085000038146973,3.059999942779541,4.164999961853027,22.394737243652344,8.724479675292969,50.85000228881836,3.820026636123657,4.540487289428711,8.380000114440918,7.518467426300049,13.779999732971191,43.56139373779297,3.885401964187622,57.0,8.5,47.79999923706055,14.779999732971191,5.749472141265869,1.1100000143051147,3.381950616836548,8.452840805053711
2026-07-31,4.5,10.017925262451172,10.420000076293944,2569.75,16.100000381469727,3.190000057220459,4.449999809265137,22.299999237060547,9.59999942779541,52.09999847412109,3.554199695587158,4.440000057220459,8.479999542236328,8.778054237365723,10.420000076293944,42.604000091552734,4.265999794006348,58.5,9.5,47.400001525878906,14.5,5.480000019073486,1.0750000476837158,3.3949999809265137,7.820000171661377
2026-08-31,4.53000020980835,10.457736015319824,12.149999618530272,2677.260009765625,16.8799991607666,3.2100000381469727,4.585999965667725,23.979999542236328,10.279999732971191,54.54999923706055,4.095698356628418,4.420000076293945,8.880000114440918,9.666600227355955,10.279999732971191,42.150001525878906,4.573999881744385,53.70000076293945,10.399999618530272,47.400001525878906,14.399999618530272,5.699999809265137,1.1549999713897705,3.424999952316284,7.940000057220459
