Date,3988.HK,0393.HK,0005.HK,0900.HK,0939.HK,1398.HK,0536.HK,1288.HK,0998.HK,2388.HK,1187.HK,3618.HK,0945.HK,2638.HK,3866.HK,1277.HK,2356.HK,1963.HK,2888.HK,1837.HK,0440.HK,2885.HK,6805.HK,0002.HK,0995.HK
2023-09-29,2.2696354389190674,0.6604135036468506,50.29933547973633,4.459651947021484,3.61860704421997,3.1295998096466064,0.6743255257606506,2.4603710174560547,3.009347438812256,17.888216018676758,,2.334205150604248,141.83973693847656,3.790915966033936,1.8236085176467896,0.34823077917099,4.025104999542236,3.2762603759765625,71.42155456542969,0.3851215541362762,12.897727966308594,0.2320609539747238,0.6490846276283264,50.37670516967773,6.926044940948486
2023-10-31,2.2696354389190674,0.6446893811225891,45.77483749389648,4.466883659362793,3.6349804401397705,3.121298551559448,0.6743255257606506,2.435093641281128,2.885335922241211,17.262754440307617,,2.390743017196656,133.52500915527344,3.664271354675293,1.6800837516784668,0.3154337704181671,3.986252546310425,3.228315114974976,58.12576675415039,0.3935857713222503,13.770036697387695,0.2255240082740783,0.6971649527549744,49.768184661865234,6.3679022789001465
2023-11-30,2.377318859100342,0.6525514721870422,48.915958404541016,4.442021369934082,3.700475692749024,3.1046957969665527,0.6896511316299438,2.435093641281128,2.918405771255493,17.429542541503906,,2.334205150604248,146.89695739746094,3.790915966033936,1.6885263919830322,0.3825473487377167,3.939629793167114,3.1563973426818848,62.8213005065918,0.3935857713222503,12.539457321166992,0.2876248657703399,0.7452452778816223,52.81077194213867,6.16494083404541
2023-12-29,2.468435764312744,0.6525514721870422,52.05583190917969,4.516607761383057,3.8069052696228014,3.171106338500977,0.6819883584976196,2.5362043380737305,3.042417526245117,17.67972755432129,,2.4472806453704834,168.0782928466797,3.976663589477539,1.6209852695465088,0.3959701359272003,3.91631817817688,3.1643879413604736,64.60066223144531,0.3851215541362762,12.46157169342041,0.3170410394668579,0.7532587051391602,56.629371643066406,6.51166582107544
2024-01-31,2.435302495956421,0.6525514721870422,50.609840393066406,4.458596229553223,3.798718214035034,3.171106338500977,0.6819883584976196,2.544630289077759,3.199498653411865,15.611532211303713,,2.455357551574707,168.17637634277344,4.094865798950195,1.6547558307647705,0.4463663101196289,3.644351720809937,3.2602784633636475,58.32347106933594,0.3554967939853668,12.290224075317385,0.3072356581687927,0.7212050557136536,54.60846328735352,6.841477870941162
2024-02-29,2.5512688159942627,0.6525514721870422,49.78356170654297,4.516607761383057,3.995203971862793,3.3537356853485107,0.6436744332313538,2.713149070739746,3.4475224018096924,17.221054077148438,,2.552279472351074,182.290267944336,4.052650451660156,1.7307394742965698,0.4751641750335693,3.854154348373413,3.380141496658325,63.16728973388672,0.372425228357315,12.726380348205566,0.3137725591659546,0.7292185425758362,57.33230972290039,7.357337474822998
2024-03-28,2.6755192279815674,0.6604135036468506,52.63826751708984,4.591193675994873,3.864213705062866,3.2707226276397705,0.6973139643669128,2.7805564403533936,3.4475224018096924,17.471240997314453,,2.616894245147705,187.2037506103516,4.128636837005615,1.747624754905701,0.5687571167945862,4.328153133392334,3.444068670272827,66.44029998779297,0.4232105016708374,14.003692626953123,0.2876248657703399,0.8173657655715942,55.81930923461914,7.331966876983643
2024-04-30,2.9240195751190186,0.6604135036468506,57.67398452758789,4.707216739654541,4.175315380096436,3.511460781097412,0.7049767374992371,2.95750093460083,3.8030216693878174,20.13987922668457,,2.7138161659240723,179.63697814941406,4.093372821807861,1.9080348014831543,0.6772342920303345,4.988643646240234,3.795666933059693,67.3327865600586,0.4401389062404632,17.134662628173828,0.258208692073822,0.865446150302887,55.237396240234375,7.289683818817139
2024-05-31,3.064836263656616,0.7452400922775269,61.19965744018555,4.997274398803711,4.535538673400879,3.669186353683472,0.7293590903282166,2.955451250076294,3.943567752838135,20.431758880615234,,3.1744484901428223,195.7390899658203,4.1806511878967285,2.043117046356201,0.7855586409568787,5.260610580444336,4.187220573425293,76.45592498779297,0.4909241795539856,17.87456703186035,0.2941617965698242,0.9934269189834596,55.93144607543945,8.3383150100708
2024-06-28,3.189086437225342,0.7783619165420532,60.887657165527344,4.732078552246094,4.723837375640869,3.851815223693848,0.7293590903282166,3.0187175273895264,4.141987323760986,20.05648231506348,,3.377260446548462,202.6313323974609,4.320296287536621,2.121929168701172,0.8876811861991882,5.446481227874756,4.400452613830566,70.50605010986328,0.4679010212421417,18.22851753234864,0.2789954543113708,0.9670528173446656,57.06183242797852,8.497371673583984
2024-07-31,3.0935070514678955,0.8197641372680664,62.35856628417969,4.9233880043029785,4.844393730163574,3.879912614822388,0.7211640477180481,3.163326978683472,4.158712387084961,19.92076110839844,,3.5712549686431885,200.8590240478516,4.617044448852539,2.1310362815856934,0.8405479192733765,5.17875862121582,4.4353766441345215,77.54673767089844,0.4319086670875549,17.13899803161621,0.2789954543113708,1.0285924673080444,60.63385009765625,8.588253021240234
2024-08-30,3.146843194961548,0.8694468140602112,61.898704528808594,4.957938194274902,4.888675689697266,4.014010906219482,0.7621392607688904,3.118136405944824,4.00764799118042,21.54068946838379,,3.350806713104248,209.939682006836,4.765671253204346,2.1765713691711426,0.9841580986976624,5.672372341156006,4.313142776489258,79.03753662109375,0.400415301322937,19.31803703308105,0.3068950176239013,0.9934269189834596,63.21113204956055,8.379226684570312
2024-09-30,3.2624051570892334,0.8870013356208801,63.5679817199707,5.139326572418213,5.207502365112305,4.148108959197998,0.7763059735298157,3.307935953140259,4.407524108886719,22.346559524536133,,3.553618907928467,221.58108520507807,4.747687339782715,2.413353204727173,1.2028597593307495,6.069525718688965,4.679847240447998,82.95963287353516,0.4589029550552368,21.58981704711914,0.327819675207138,1.1077150106430054,62.82785034179688,8.579164505004883
2024-10-31,3.280184030532837,0.938671350479126,65.05680084228516,5.247781753540039,5.340346813201904,4.165989398956299,0.7763059735298157,3.452545166015625,4.309776306152344,22.795286178588867,,3.721158742904663,228.68429565429688,4.729703426361084,2.477101802825928,1.2785643339157104,6.3743085861206055,4.933047771453857,90.35699462890624,0.4409067630767822,22.156822204589844,0.3103824257850647,0.984635591506958,60.27277374267578,7.870292663574219
2024-11-29,3.209068775177002,0.9817296862602234,66.12818908691406,5.265753269195557,5.180932998657227,4.076589584350586,0.7592442631721497,3.5067739486694336,4.407524108886719,21.44910430908203,,3.765248537063599,244.8625946044922,4.693735599517822,2.4315669536590576,1.1019206047058103,6.252395153045654,5.011626720428467,95.8677749633789,0.4229105710983276,21.80789566040039,0.2999201416969299,1.0637580156326294,59.588375091552734,8.251993179321289
2024-12-31,3.5379762649536133,1.0592347383499146,69.13816833496094,5.247781753540039,5.747735977172852,4.666622161865234,0.7848367691040039,4.003868103027344,4.967924118041992,22.39143180847168,,4.32615327835083,234.7834930419922,4.783654689788818,2.63192081451416,1.076685667037964,7.1580352783203125,5.478927135467529,94.87483978271484,0.4589029550552368,24.599306106567383,0.2859703600406647,1.1252976655960083,60.26100540161133,9.815146446228027
2025-01-28,3.697999000549317,1.0247880220413208,72.9234390258789,5.175894260406494,5.805544853210449,4.874206066131592,0.7848367691040039,3.981574535369873,5.13413667678833,22.84015655517578,,4.437317848205566,232.4119415283203,4.711719512939453,2.759418487548828,1.0262161493301392,6.922916889190674,5.415950775146484,102.27220153808594,0.4499048590660095,24.250377655029297,0.3382819890975952,1.054966688156128,59.56993865966797,9.542502403259276
2025-02-28,4.056759834289551,1.0850696563720703,81.40608215332031,5.364598751068115,6.034470081329346,5.067699432373047,0.7933675646781921,4.307170391082764,5.281881809234619,24.545316696166992,,4.52995491027832,234.1906280517578,4.855589389801025,2.968879461288452,0.933688461780548,7.671812057495117,5.577889442443848,121.5351104736328,0.5038934350013733,26.34394073486328,0.3347945213317871,1.0637580156326294,59.38565444946289,9.487974166870115
2025-03-31,4.314332485198975,1.110904574394226,82.92108917236328,5.472430229187012,6.300024032592773,5.104556083679199,0.8445526361465454,4.353683948516846,5.623542785644531,28.17999649047852,,4.891239643096924,235.81678771972656,4.82861328125,2.923344612121582,0.9877320528030396,7.462817192077637,6.036715984344482,113.76251983642578,0.5488839745521545,25.34077262878418,0.4533675611019134,1.134089112281799,59.550758361816406,9.942378997802734
2025-04-30,4.113579750061035,1.1022928953170776,81.93336486816406,5.571274757385254,6.039433479309082,4.901848316192627,0.8104292750358582,4.409500598907471,5.660478591918945,28.897958755493164,,5.511908054351807,233.6387939453125,5.006438732147217,3.3513731956481934,1.02238929271698,7.288655757904053,7.062580108642578,112.2695770263672,0.5488839745521545,24.68653678894043,0.4812671244144439,1.2132116556167605,62.274688720703125,10.651250839233398
2025-05-30,4.322102069854736,1.1091012954711914,87.74908447265625,5.706063747406006,6.6642022132873535,5.261193752288818,0.8396725654602051,4.688582420349121,6.380735397338867,29.970239639282227,,6.099467277526856,245.36183166503903,5.2474894523620605,3.692036867141724,1.0435523986816406,7.750183582305908,7.567718029022217,122.22254943847656,0.6568610668182373,25.60247039794922,0.4533675611019134,1.7316449880599976,62.509498596191406,11.105655670166016
2025-06-30,4.322102069854736,1.1632037162780762,90.12196350097656,6.559727668762207,7.497227668762207,5.731107711791992,0.8579262495040894,5.209536552429199,7.076445579528809,32.13716506958008,,6.250304698944092,248.9321746826172,5.312387943267822,3.901920318603516,1.0165640115737915,8.280542373657227,7.623844146728516,130.28443908691406,0.7526643872261047,27.03270530700684,0.4742278456687927,1.798614740371704,62.68019485473633,12.031501770019531
2025-07-31,4.303145408630371,1.1992720365524292,91.26095581054688,6.838864326477051,7.620288372039795,5.709266662597656,0.8761799931526184,4.910228252410889,6.915616989135742,33.26810073852539,,5.873211860656738,239.4112701416016,5.673964023590088,3.844679594039917,1.160502314567566,8.362528800964355,7.249668121337891,141.33226013183594,0.7526643872261047,26.532941818237305,0.5038670897483826,1.7699134349822998,64.62413024902344,11.706842422485352
