Date,BNCL.XC,ATC.L,0NVC.IL,0RVE.IL,0QVV.IL,DANSKC.XC,0RDO.IL,CABKE.XC,0Q99.IL,0ILK.IL,0K93.IL,0RLA.IL,0RJN.IL,0EPW.IL,0MFW.IL,PLANZ.XC,0HBC.IL,NLB.IL,BAMIM.XC,0RLS.IL,HOTD.XC,UCGM.XC,BBY.L,NLBL.XC,0RC2.IL
2023-09-29,,,127.29322814941406,35.79134750366211,25.4284782409668,127.2542953491211,6.512843608856201,3.1031901836395264,31.727764129638672,3.107726812362671,6.763249397277832,3.4162185192108154,0.2280574142932891,87.90690612792969,31.84025001525879,272.9934997558594,1.922918915748596,11.42538833618164,3.4453799724578857,19.57009506225586,86.69872283935547,19.58576393127441,320.7539978027344,11.384146690368652,8.230341911315918
2023-10-31,,,127.23542785644533,34.395172119140625,24.99916648864746,126.67649841308594,6.113528728485107,3.119882345199585,30.60747337341309,3.1407358646392822,6.513556480407715,3.6347365379333496,0.2519437372684479,88.79761505126953,28.975360870361328,273.92205810546875,1.922918915748596,11.46506118774414,3.523564577102661,20.357364654541016,86.53884887695312,20.34261131286621,308.99920654296875,11.503144264221191,7.689523696899414
2023-11-30,,,135.85012817382812,39.48710632324219,28.97030258178711,136.67269897460938,6.703429698944092,3.356428623199463,33.44150161743164,3.3595728874206543,7.043078899383545,3.830804347991944,0.2694427967071533,91.01299285888672,30.03643035888672,274.8506164550781,2.194707155227661,13.091591835021973,3.814981698989868,21.48784828186035,84.11785888671875,21.436071395874023,324.98883056640625,13.010451316833496,8.388815879821777
2023-12-29,,,138.4904022216797,39.199649810791016,29.684444427490234,138.44467163085938,7.015639305114746,3.042933702468872,33.221553802490234,3.0286686420440674,6.888096809387207,3.561772346496582,0.2389068603515625,91.30989074707033,33.79914855957031,276.70770263671875,2.186842441558838,13.905226707458496,3.554240703582764,20.96443748474121,92.45426940917967,21.07801628112793,330.9848937988281,13.78166675567627,8.755731582641602
2024-01-31,,,143.6553955078125,39.55280303955078,31.45948028564453,145.89849853515625,7.830854892730713,3.197645425796509,33.71644592285156,3.2442450523376465,7.275551795959473,3.7432472705841056,0.239081859588623,90.92163848876952,34.88470458984375,281.3504638671875,2.380773067474365,15.053741455078123,3.6380367279052734,23.437780380249023,90.71847534179688,23.73661994934082,331.784423828125,14.602005004882812,8.527154922485352
2024-02-29,,,157.9939422607422,42.70651626586914,34.03123092651367,149.69284057617188,8.211618423461914,3.3930704593658447,33.14963912963867,3.4129574298858643,7.723278522491455,4.007414817810059,0.2318197041749954,99.9886703491211,35.32545471191406,280.4219055175781,2.437896490097046,16.407344818115234,3.896533966064453,26.610441207885746,90.71847534179688,26.772573471069336,339.1795959472656,16.40674591064453,9.249492645263672
2024-03-28,,,165.32655334472656,48.29121398925781,35.10038375854492,165.6724090576172,8.469316482543945,3.984732627868652,36.347434997558594,3.974841117858887,8.02463150024414,4.620314121246338,0.2726801931858063,98.11589050292967,36.63138961791992,285.0646667480469,2.7822940349578857,17.801969528198242,4.478620052337647,29.995471954345703,98.02711486816406,30.19231033325196,381.9517822265625,17.801321029663086,9.860306739807127
2024-04-30,,,162.82644653320312,50.17268753051758,36.17779159545898,162.43487548828125,8.755132675170898,4.439383506774902,36.45318603515625,4.422204971313477,8.524019241333008,5.09395694732666,0.2886043488979339,94.49890899658205,37.11703109741211,285.0895690917969,2.944765329360962,16.571420669555664,5.097660541534424,31.433687210083008,100.07584381103516,31.32279396057129,363.5637512207031,16.48878288269043,10.179550170898438
2024-05-31,,,169.04669189453125,54.42840576171875,37.14765548706055,167.7508087158203,9.119301795959473,4.662504196166992,38.821922302246094,4.658966064453125,8.317375183105469,5.403353691101074,0.3259212672710418,95.7881851196289,37.36189270019531,282.2291564941406,3.129328489303589,18.868446350097656,5.427494525909424,32.761043548583984,93.73469543457033,32.8199577331543,371.236328125,18.703691482543945,10.70310401916504
2024-06-28,,,166.08660888671875,52.81571578979492,37.77537155151367,164.8330535888672,8.933984756469727,4.5031328201293945,37.35961532592773,4.3840742111206055,8.00741195678711,4.918332099914551,0.3099641799926758,100.89752960205078,38.82127380371094,285.0895690917969,2.982408285140991,21.4531192779541,5.118172645568848,31.243741989135746,95.83251953125,31.28434562683105,365.0390930175781,21.616060256958008,10.57570743560791
2024-07-31,,,176.57794189453125,60.4088134765625,40.34683227539063,173.85548400878906,9.44683837890625,4.759897708892822,38.76708221435547,4.7565083503723145,8.709136962890625,5.273686408996582,0.3572077751159668,105.3383560180664,40.56655502319336,296.53131103515625,3.239356279373169,22.482872009277344,5.280628204345703,34.1177978515625,101.64922332763672,34.22213363647461,421.014404296875,22.559616088867188,11.279863357543944
2024-08-30,,,173.9251251220703,61.46154022216797,39.43647003173828,173.8968963623047,9.45545768737793,4.808594703674316,40.790321350097656,4.820353984832764,8.877034187316895,5.000400066375732,0.3840790688991546,106.05461883544922,41.05881118774414,299.3917236328125,3.2359044551849365,20.766620635986328,4.962280750274658,33.82383346557617,101.64922332763672,33.8150520324707,418.8153381347656,20.500946044921875,11.210785865783691
2024-09-30,,,166.96148681640625,61.77511978149414,40.13177490234375,169.01007080078125,9.8562593460083,4.766095161437988,42.0218620300293,4.750300407409668,8.726357460021973,4.981524467468262,0.3707125782966614,105.38610076904295,43.22922134399414,302.2521667480469,3.318749189376831,20.50918197631836,5.060739040374756,35.67805862426758,101.64922332763672,35.703460693359375,430.6101379394531,20.500946044921875,11.26649284362793
2024-10-31,,,166.8785858154297,63.07423782348633,40.26103591918945,167.02220153808594,9.782994270324709,4.826302528381348,41.95148849487305,4.935630798339844,8.947317123413086,5.079185485839844,0.4246394336223602,106.96188354492188,41.26018524169922,310.8334350585937,3.384981632232666,21.1956844329834,5.049252510070801,36.874267578125,108.4194793701172,36.84555816650391,444.6416931152344,21.35872459411621,11.475956916809082
2024-11-29,,,166.38116455078125,66.38921356201172,38.741153717041016,164.84796142578125,9.767685890197754,4.685942649841309,41.91630554199219,4.700388431549072,9.072641372680664,6.222292423248291,0.4116877317428589,112.9784927368164,42.177581787109375,310.8334350585937,3.271634817123413,21.4531192779541,6.250118732452393,33.39918899536133,112.80583953857422,33.17656707763672,450.23974609375,21.70183753967285,12.065577507019045
2024-12-31,,,175.40982055664062,71.76486206054688,37.27031326293945,174.96145629882812,10.226242065429688,4.771505832672119,42.41411590576172,4.753161430358887,9.694790840148926,6.748867988586426,0.4281423687934875,123.19717407226562,45.265384674072266,321.3216857910156,3.4751107692718506,22.31888771057129,6.911414623260498,35.72468566894531,120.57733917236328,35.426143646240234,454.6381530761719,22.399524688720703,12.44491195678711
2025-01-31,,,184.35362243652344,78.68600463867188,39.38744354248047,181.8863983154297,11.512869834899902,5.296717166900635,45.12970352172852,5.360954284667969,10.258753776550291,7.431240081787109,0.4648310542106628,133.55909729003906,46.71977996826172,329.9029846191406,3.7954392433166495,24.38047218322754,6.911414623260498,41.1762924194336,138.64724731445312,41.54303359985352,465.0344543457031,24.72907447814941,13.413813591003418
2025-02-28,,,206.4349670410156,85.7191390991211,43.51917266845703,202.10549926757807,12.136148452758787,6.00033712387085,47.72723007202149,6.03880786895752,11.064414978027344,8.334687232971191,0.4967723786830902,144.2552947998047,49.53907775878906,338.4842834472656,4.286984920501709,24.649375915527344,8.139163970947266,46.51683044433594,138.64724731445312,46.96793365478516,464.2347412109375,24.68427276611328,14.07650661468506
2025-03-31,,,204.9428100585937,84.39762878417969,45.65858840942383,212.23440551757807,13.16456127166748,6.646611213684082,50.247554779052734,6.538326263427734,11.23449993133545,8.104037284851074,0.5138261318206787,149.60337829589844,49.80758285522461,347.0655517578125,4.270742416381836,25.187179565429688,8.131332397460938,47.963035583496094,149.37477111816406,47.88441848754883,433.8455810546875,24.997865676879883,15.12081813812256
