Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,RBC Enhanced North American Value Fund,RNVL.NE,32.36,0.027,,
2,RBC Enhanced Quant Canadian Dividend Leaders Fund,RCDL.NE,32.37,0.028,,
3,Brookfield Corporation,BN-PFL.TO,42.94,0.08,0.138,Yes
4,Canoe EIT Income Fund,EIT-PB.TO,6.87,0.016,0.026,Yes
5,Canoe EIT Income Fund,EIT-PA.TO,6.27,0.018,0.012,Yes
6,Brookfield Corporation,BN-PFM.TO,11.7,0.033,0.105,No
7,Real Estate Split Corp.,RS-PA.TO,8.79,0.025,0.018,Yes
8,National Bank of Canada,NA-PK.TO,11.45,0.035,0.013,No
9,North American Financial 15 Split Corp,FFN-PA.TO,12.36,0.041,0.142,Yes
10,Elevate Service Group Inc.,SERV.V,113.07,0.285,0.842,No
11,Power Corporation of Canada,POW-PI.TO,6.14,0.023,0.136,No
12,National Bank of Canada,NA-PI.TO,8.75,0.033,0.092,Yes
13,Enbridge Inc.,ENB-PFC.TO,28.28,0.098,0.337,Yes
14,Premium Income Corp,PIC-PA.TO,15.74,0.058,0.33,Yes
15,TC Energy Corp,TRP-PD.TO,26.6,0.096,0.412,Yes
16,Partners Value Split Corp.,PVS-PV.TO,10.07,0.039,0.157,Yes
17,Royal Bank of Canada,RY-PS.TO,16.0,0.061,0.175,Yes
18,Enbridge Inc.,ENB-PFA.TO,27.06,0.099,0.192,Yes
19,Enbridge Inc,ENB-PB.TO,28.86,0.105,0.364,Yes
20,Capstone Infrastructure Corporation,CSE-PA.TO,34.02,0.123,0.18,Yes
21,Purpose RBC RY Yield Shares ETF CAD Income,RBCY.NE,49.05,0.169,0.317,Yes
22,National Bank of Canada,NA-PS.TO,21.09,0.081,0.119,Yes
23,Northland Power Inc,NPI-PA.TO,27.8,0.106,0.178,Yes
24,Canadian Utilities Limited,CU-PK.TO,5.93,0.025,0.064,Yes
25,Power Corporation of Canada,POW.TO,48.13,0.173,0.59,Yes
26,Enbridge Inc.,ENB-PFG.TO,31.35,0.12,0.253,Yes
27,ATCO Ltd.,ACO-X.TO,36.66,0.138,0.173,Yes
28,Enbridge Inc.,ENB-PY.TO,26.95,0.106,0.184,Yes
29,Enbridge Inc,ENB-PT.TO,27.3,0.107,0.216,Yes
30,IGM Financial Inc.,IGM.TO,45.43,0.167,0.799,Yes
31,Fairfax Financial Holdings Limited,FFH-PK.TO,20.19,0.083,0.273,Yes
32,Fortis Inc.,FTS-PM.TO,22.02,0.09,0.266,Yes
33,TransAlta Corporation,TA-PD.TO,30.72,0.122,0.335,Yes
34,Partners Value Split Corp.,PVS-PH.TO,8.1,0.036,0.219,Yes
35,"Banco Bilbao Vizcaya Argentaria, S.A.",BBVA.NE,77.48,0.268,0.329,Yes
36,Canadian Imperial Bank of Commerce,CM-PS.TO,16.13,0.069,0.243,Yes
37,Bank of Montreal,BMO-PE.TO,14.39,0.062,0.084,Yes
38,Enbridge Inc.,ENB-PD.TO,28.14,0.115,0.462,Yes
39,Canoe EIT Income,EIT-UN.TO,20.2,0.085,0.614,Yes
40,Pembina Pipeline Corporation,PPL-PA.TO,20.85,0.088,0.433,Yes
41,Enbridge Inc.,ENB-PFV.TO,17.76,0.076,0.159,Yes
42,Enbridge Inc,ENB-PF.TO,26.63,0.11,0.509,Yes
43,Highwood Asset Management Ltd.,HAM.V,109.6,0.353,0.558,No
44,Capital Power Corporation,CPX-PA.TO,31.16,0.128,0.232,Yes
45,Infrastructure Dividend Split Corp.,IS.TO,34.4,0.141,0.571,Yes
46,Canaccord Genuity Group Inc.,CF-PC.TO,23.23,0.099,0.44,Yes
47,Dividend Growth Split Corporation,DGS.TO,48.89,0.191,1.082,Yes
48,Emera Incorporated,EMA-PF.TO,24.89,0.106,0.333,Yes
49,DPM Metals Inc.,DPM.TO,114.14,0.371,1.429,Yes
50,S&P/TSX Composite Index,^GSPTSE,24.25,0.104,1.0,Yes
51,Extendicare Inc.,EXE.TO,89.66,0.313,1.364,Yes
52,Canadian Imperial Bank of Commerce,CM.TO,54.83,0.212,1.343,Yes
53,Pembina Pipeline Corporation,PPL-PG.TO,26.15,0.113,0.201,Yes
54,Brookfield Corporation,BN-PR.TO,31.05,0.132,0.386,Yes
55,National Bank of Canada,NA-PE.TO,17.1,0.077,0.29,Yes
56,Brookfield Corporation,BN-PFJ.TO,11.72,0.055,0.196,Yes
57,Royal Bank of Canada,RY.TO,41.58,0.174,0.966,Yes
58,TransAlta Corporation,TA-PJ.TO,19.67,0.089,0.264,Yes
59,National Bank of Canada,NA-PC.TO,10.06,0.047,0.155,Yes
60,Brookfield Corporation,BN-PFE.TO,28.22,0.124,0.339,Yes
61,CU Inc,CIU-PC.TO,24.21,0.109,0.213,Yes
62,Canadian Utilities Limited,CU.TO,29.99,0.132,0.327,Yes
63,TC Energy Corporation,TRP-PC.TO,33.77,0.147,0.548,Yes
64,CI High Yield Bond Private Pool ETF US$ Hedged Series,CGHY-U.TO,9.56,0.046,0.203,Yes
65,Brookfield Corporation,BN-PT.TO,31.32,0.139,0.528,Yes
66,AltaGas Ltd.,ALA.TO,33.61,0.148,0.279,Yes
67,Emera Incorporated,EMA-PC.TO,19.48,0.091,0.384,Yes
68,Algonquin Power & Utilities Corp,AQN-PD.TO,21.41,0.099,0.32,Yes
69,Enbridge Inc,ENB-PH.TO,23.68,0.109,0.452,Yes
70,Partners Value Split Corp.,PVS-PM.TO,5.78,0.029,0.042,Yes
71,Kraken Robotics Inc.,PNG.V,165.1,0.519,0.765,Yes
72,BMO Broad Commodity ETF - CAD Units,ZCOM.NE,49.86,0.211,0.855,No
73,Enbridge Inc.,ENB-PP.TO,24.25,0.113,0.25,Yes
74,Artemis Gold Inc.,ARTG.V,110.7,0.396,2.341,Yes
75,Laurentian Bank of Canada,LB-PH.TO,28.6,0.131,0.576,Yes
76,Bombardier Inc.,BBD-PC.TO,22.76,0.107,0.217,Yes
77,Fortis Inc.,FTS-PG.TO,19.14,0.091,0.466,Yes
78,Manulife Financial Corporation,MFC.TO,42.5,0.186,0.62,Yes
79,CI High Yield Bond Private Pool ETF C$ Series,CGHY.TO,8.47,0.042,0.245,Yes
80,G Mining Ventures Corp.,GMIN.TO,155.11,0.505,0.724,Yes
81,BCE Inc.,BCE-PQ.TO,17.31,0.083,0.496,Yes
82,Canadian Banc Corp.,BK.TO,49.88,0.214,1.076,Yes
83,"Mitsubishi UFJ Financial Group, Inc.",MUFG.NE,64.85,0.266,0.597,Yes
84,Enbridge Inc.,ENB-PJ.TO,23.83,0.112,0.237,Yes
85,National Bank of Canada,NA-PG.TO,14.38,0.071,0.314,Yes
86,Enbridge Inc.,ENB-PN.TO,21.7,0.105,0.314,Yes
87,TC Energy Corporation,TRP-PB.TO,32.54,0.151,0.64,Yes
88,Loblaw Companies Limited,L.TO,31.68,0.149,0.032,Yes
89,Economic Investment Trust Limited,EVT.TO,43.44,0.195,0.847,Yes
90,The Toronto-Dominion Bank,TD-PFI.TO,11.96,0.061,0.182,Yes
91,Canadian Life Companies Split Corp.,LFE-PB.TO,10.13,0.052,0.013,Yes
92,M Split Corp,XMF-PB.TO,12.18,0.062,0.003,No
93,Canaccord Genuity Group Inc.,CF-PA.TO,35.83,0.167,0.536,Yes
94,Lundin Gold Inc.,LUG.TO,119.14,0.438,1.551,Yes
95,South Bow Corporation,SOBO.TO,47.63,0.214,0.681,Yes
96,ASML Holding NV,ASMH.NE,147.79,0.511,0.651,Yes
97,Intact Financial Corporation,IFC-PG.TO,17.5,0.088,0.178,Yes
98,Emera Incorporated,EMA-PA.TO,26.6,0.13,0.232,Yes
99,TransAlta Corp,TA-PF.TO,24.0,0.119,0.638,Yes
100,Commerce Split Corp,YCM-PB.TO,10.07,0.053,0.052,Yes
101,Dividend Select 15 Corp.,DS.TO,22.15,0.111,0.806,Yes
102,TC Energy Corporation,TRP.TO,36.19,0.173,0.688,Yes
103,NameSilo Technologies Corp.,URL.CN,121.03,0.454,0.543,Yes
104,BMO Global Equity Active ETF Series,ZGEQ.NE,23.52,0.118,0.559,Yes
105,Algonquin Power & Utilities Corp,AQN-PA.TO,20.62,0.105,0.293,Yes
106,Pembina Pipeline Corporation,PPL-PQ.TO,22.51,0.114,0.3,Yes
107,BCE Inc.,BCE-PA.TO,22.52,0.114,0.312,Yes
108,Pembina Pipeline Corporation,PPL-PE.TO,24.37,0.122,0.227,Yes
109,George Weston Limited,WN.TO,28.3,0.14,0.266,Yes
110,Brookfield Corporation,BN-PZ.TO,23.96,0.121,0.425,Yes
111,Bombardier Inc.,BBD-PB.TO,17.5,0.091,0.187,Yes
112,Brookfield Corporation,BN-PFG.TO,29.87,0.148,0.496,Yes
113,Canadian Banc Corp,BK-PA.TO,8.57,0.046,0.101,Yes
114,Fortis Inc.,FTS-PH.TO,24.63,0.125,0.411,Yes
115,Emera Incorporated,EMA.TO,21.38,0.11,0.394,Yes
116,Enbridge Inc,ENB-PA.TO,14.89,0.079,0.197,Yes
117,TC Energy Corporation,TRP-PF.TO,26.68,0.135,0.466,Yes
118,United Corporations Ord,UNC.TO,27.03,0.137,0.742,Yes
119,Kinross Gold Corporation,K.TO,112.98,0.444,1.511,Yes
120,Financial 15 Split Corp.,FTN.TO,60.69,0.277,1.785,Yes
121,George Weston Limited,WN-PA.TO,14.01,0.075,0.31,Yes
122,Great-West Lifeco Inc.,GWO.TO,41.31,0.201,0.638,Yes
123,Altius Minerals Corporation,ALS.TO,50.34,0.238,0.454,Yes
124,The Bank of Nova Scotia,BNS.TO,37.7,0.187,1.298,Yes
125,The Toronto-Dominion Bank,TD.TO,35.77,0.179,0.848,Yes
