Rank,Name,Ticker,Return (%),Risk
1,Adviceworx Worldwide Equity Prescient Actively Managed Exchange Traded Fund A,ADXWWE.JO,10.56,0.007
2,Easyetfs Rf Proprietary Limited - Anchor EasyETFs Aspirant Global Equity Actively Managed ETF,AAGEET.JO,13.5,0.036
3,Schroder European Real Estate Investment Trust Plc,SCD.JO,0.0,0.0
4,PSG Financial Services Limited,KST.JO,37.68,0.163
5,Argent Industrial Limited,ART.JO,41.71,0.186
6,Stadio Holdings Limited,SDO.JO,39.76,0.215
7,NewGold Issuer Limited,GLD.JO,28.64,0.162
8,Capitec Limited,CPI.JO,44.4,0.238
9,AfricaGold ETF,ETFGLD.JO,28.68,0.166
10,Altron Limited,AEL.JO,61.85,0.33
11,Sabvest Capital Limited,SBP.JO,37.53,0.217
12,Octodec Investments Limited,OCT.JO,26.83,0.162
13,"UBS AG, London Branch",SAALG.JO,17.6,0.111
14,Sygnia Itrix Top 40 ETF,SYGT40.JO,18.97,0.126
15,FNB Global 1200 Fund of Fund ETF,FNBEQF.JO,16.18,0.109
16,1NVEST MSCI World Index STANLIB Feeder ETF,ETFWLD.JO,17.24,0.116
17,Fairvest Limited,FTB.JO,33.17,0.213
18,Sygnia Itrix MSCI Emerging Markets 50 ETF,SYGEMF.JO,29.61,0.193
19,Satrix MSCI EM ESG Enhanced Feeder Portfolio,STXEME.JO,19.4,0.132
20,Spear Reit Limited,SEA.JO,21.41,0.145
21,Satrix MSCI World Feeder ETF,STXWDM.JO,16.94,0.117
22,Satrix ILBI ETF,STXILB.JO,9.66,0.069
23,Sygnia Itrix S&P Global 1200 ESG ETF,SYGESG.JO,15.79,0.111
24,Satrix 40 ETF,STX40.JO,19.19,0.133
25,1NVEST Top 40 STANLIB ETF,ETFT40.JO,19.01,0.132
26,Premier Group Limited,PMR.JO,50.4,0.314
27,Momentum Group Limited,MTM.JO,30.1,0.203
28,1NVEST S&P 500 Index STANLIB Feeder ETF,ETF500.JO,18.38,0.13
29,FNB Top40 ETF,FNBT40.JO,19.12,0.135
30,Southern Sun Limited,SSU.JO,30.88,0.209
31,Satrix Momentum ETF,STXMMT.JO,19.1,0.136
32,Attacq Limited,ATT.JO,28.25,0.195
33,Satrix RAFI 40 ETF,STXRAF.JO,21.34,0.151
34,Resilient REIT Limited,RES.JO,29.15,0.202
35,Satrix MSCI Emerging Markets ETF,STXEMG.JO,18.62,0.135
36,OUTsurance Group Limited,OUT.JO,30.43,0.212
37,The Standard Bank of South Africa Limited,AMC009.JO,15.64,0.116
38,10X S&P SA Top 50 ETF,CTOP50.JO,18.16,0.133
39,FirstRand Bank Limited,ASETNC.JO,62.02,0.394
40,Satrix MSCI World ESG Enhanced Feeder Portfolio,STXESG.JO,16.07,0.12
41,Sygnia Itrix MSCI World ETF,SYGWD.JO,15.06,0.113
42,1NVEST MSCI EM Asia Index STANLIB Feeder ETF,ETFEMA.JO,21.61,0.158
