Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,DBS Group Holdings Ltd,D05.SI,47.32,0.151,1.235,Yes
2,Singapore Exchange Limited,S68.SI,44.81,0.152,0.296,Yes
3,HSBC Holdings plc,HSHD.SI,60.94,0.219,1.416,Yes
4,STI Index,^STI,22.56,0.093,1.0,Yes
5,BRC Asia Limited,BEC.SI,49.46,0.189,0.17,Yes
6,UOB-Kay Hian Holdings Limited,U10.SI,55.91,0.226,0.846,Yes
7,Kasikornbank Public Company Limited,TKKD.SI,45.54,0.194,0.877,Yes
8,Pan-United Corporation Ltd,P52.SI,74.87,0.291,0.562,Yes
9,ValueMax Group Limited,T6I.SI,61.14,0.251,0.367,Yes
10,Pacific Century Regional Developments Limited,P15.SI,40.94,0.183,0.666,Yes
11,Sheng Siong Group Ltd,OV8.SI,34.77,0.159,0.191,Yes
12,Centurion Corporation Limited,OU8.SI,71.39,0.296,0.692,Yes
13,Multi-Chem Limited,AWZ.SI,46.94,0.211,0.002,Yes
14,Old Chang Kee Ltd.,5ML.SI,26.27,0.131,0.07,Yes
15,Advanced Info Service Public Company Limited,TADD.SI,42.82,0.209,0.591,Yes
16,Singapore Technologies Engineering Ltd,S63.SI,49.9,0.245,0.161,Yes
17,QAF Limited,Q01.SI,12.24,0.07,0.027,Yes
18,United Overseas Insurance Limited,U13.SI,16.93,0.098,0.122,Yes
19,Valuetronics Holdings Limited,BN2.SI,36.21,0.197,0.457,Yes
20,Global Investments Limited,B73.SI,12.02,0.072,0.143,Yes
21,Sing Investments & Finance Limited,S35.SI,25.01,0.144,0.393,Yes
22,Malaysia Smelting Corporation Berhad,NPW.SI,70.33,0.358,1.719,Yes
23,NetLink NBN Trust,CJLU.SI,12.22,0.078,0.151,Yes
24,SBS Transit Ltd,S61.SI,28.01,0.17,0.275,Yes
25,Singapore Telecommunications Limited,Z74.SI,31.21,0.189,0.401,Yes
26,United Overseas Bank Limited,U11.SI,21.35,0.136,1.059,Yes
27,Haw Par Corporation Limited,H02.SI,23.18,0.153,0.603,Yes
28,Hongkong Land Holdings Limited,H78.SI,44.45,0.274,0.922,Yes
29,OUE Real Estate Investment Trust,TS0U.SI,26.97,0.183,0.692,Yes
30,Alpha Integrated Real Estate Investment Trust,M1GU.SI,17.88,0.127,0.673,Yes
31,Food Empire Holdings Limited,F03.SI,52.84,0.339,0.156,Yes
