Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,TianHong CSI Livestock Breeding Inds ETF,561470.SS,33.17,0.006,,
2,HFT CSI Short Term Note ETF,511360.SS,1.83,0.002,0.001,No
3,Yinhua CSI AAA Sci-Tech Inno Corp Bd ETF,159112.SZ,2.52,0.004,0.01,Yes
4,Wanjia SZSE AAA Sci-Tech Inno Cor Bd ETF,159110.SZ,2.9,0.006,0.009,Yes
5,Huaan CSI AAA Sci-Tech Inno Corp Bd ETF,159115.SZ,2.72,0.006,0.013,Yes
6,Maxwealth SSE AAA Sci-Tech In Cor Bd ETF,511150.SS,2.76,0.006,0.007,Yes
7,China Universal CSI AAA Sci-Tc IC Bd ETF,551520.SS,2.58,0.005,0.007,Yes
8,DaCheng CSI AAA Sci-Tech Inno Cor Bd ETF,159113.SZ,2.7,0.006,0.012,Yes
9,TK CSI AAA Sci-Tech Inno Corp Bd ETF,551580.SS,2.51,0.006,0.004,Yes
10,Huatai-PB CSI AAA Sci-Tech Innovation Corporate Bond Index,551510.SS,2.83,0.006,0.009,Yes
11,ICBCCS CSI AAA Sci-Tech Inno Corp Bd ETF,159116.SZ,2.9,0.007,0.012,Yes
12,JPM SSE AAA Sci-Tech Inno Corp Bd ETF,551300.SS,2.74,0.006,0.014,Yes
13,Guotai CSI AAA Sci-Tech Inno Corp Bd ETF,551800.SS,2.63,0.006,0.007,Yes
14,TianHong CSI AAA Sci-Tech In Corp Bd ETF,159111.SZ,2.82,0.007,0.018,Yes
15,GUOTAI HAITONG SECURITIES CO LTD - CATHAY HAITONG SASSEUR GROUP REIT Fund,508602.SS,2.07,0.005,,
16,CIB CSI AAA Sci-Tech Inno Corp Bd ETF,551560.SS,2.47,0.006,0.004,Yes
17,BOC SSE AAA Sci-Tech Inno Corp Bd ETF,551060.SS,2.35,0.007,0.011,Yes
18,Penghua CSI 0-4Y Local Gover Debt ETF,159816.SZ,2.85,0.008,0.009,No
19,Bosera ChinaBond 0-3 Year CDB Bond ETF,159650.SZ,2.13,0.007,0.002,No
20,Ping An CDB Bond 0-3 ETF,159651.SZ,2.03,0.007,0.001,Yes
21,HuaAn ChinaBond 1-5 Year CDB Bond Index ETF,159649.SZ,2.57,0.009,0.004,No
22,"E Fund Management Co., Ltd - E Fund CSI AAA Sci-Tech Innovation Corporate ETF",551500.SS,2.22,0.008,0.001,Yes
23,HFT SSE Urban Construction Investment Bond Exchange Traded Index Fund,511220.SS,3.12,0.011,0.019,No
24,Fullgoal CSI AAA Sci-Tech Ino Crp Bd ETF,159200.SZ,2.05,0.007,0.004,No
25,Penghua CSI 5Y Local Gover Debt ETF,159972.SZ,4.02,0.015,0.012,No
26,Harvest CSI AAA Sci-Tech Inno Crp Bd ETF,159600.SZ,1.85,0.007,0.002,Yes
27,HFT SSE 5-Year Local Government Bond ETF,511060.SS,3.83,0.015,0.022,No
28,Guotai SSE Delivrb 5 Yr Trs Bd Idx ETF,511010.SS,3.23,0.013,0.021,No
29,CMF CSI AAA Sci-Tech Inno Corp Bd ETF,551900.SS,1.91,0.008,0.003,No
