Rank,Name,Ticker,Return (%),Risk
1,Fairrente KL n,PMIFRKLN.CO,2.41,0.002
2,Vaerdipapirfonden BankInvest - Vaerdipapirfonden BankInvest Optima Baeredygtig Omtanke 55 KL,BIVO55.CO,18.33,0.026
3,Bæredygtige Klimaobligationer Akk. KL,BAIKAA.CO,10.94,0.016
4,Sparindex INDEX STOXX Europe 600,SPIISE.CO,11.84,0.022
5,Investeringsforeningen Dansk Portefoelje Invest - Afdeling 4 Hoejrente Europa,SPVBVO.CO,4.28,0.011
6,Sydinvest Virksomhedsobligationer HY KL,SYIVOHYADKK.CO,10.12,0.027
7,Sparinvest SICAV - Procedo,SSIPEURR.CO,30.73,0.084
8,Investeringsforeningen Nordea Invest - Global Small Cap Enhanced,NDIGSEKL1.CO,18.3,0.053
9,Formuepleje - Obligationer,FPIOBL.CO,4.05,0.013
10,BankInvest Emerging Markets Korte Obli A,BAIKOA.CO,5.29,0.017
11,Nykredit Invest Korte Obligationer KL,NYIKO.CO,4.09,0.014
12,Jyske Invest Korte Obligationer KL,JYIKOB.CO,3.46,0.012
13,Sparinvest Korte Obligationer KL A,SPIKOOKLA.CO,4.14,0.015
14,Nykredit Invest Korte Obligation Akk KL,NYIKOA.CO,4.15,0.015
15,Sparinvest Mix Rente KL A,SPIMRA.CO,4.56,0.017
16,Investeringsforeningen Formuepleje - Better World Global Opportunities,FPIBWGOA.CO,6.26,0.025
17,Danske Invest Nordiske Virks obl DKK h,DKINVO.CO,4.71,0.02
18,Investeringsforeningen IA Invest - Regulær Invest Nordiske Aktier,IAIRIN.CO,26.15,0.102
19,Danske Invest Danske Korte Obl KL DKK d,DKIKO.CO,3.91,0.017
20,Nordea Invest Korte Obl Lagerbe KL 1,NDIKOLKL1.CO,3.83,0.017
21,I&T - Obligationer KL,WEIITOBL.CO,3.56,0.016
22,Investin K Invest Globale Aktier,WEIMGA.CO,33.86,0.142
23,Sydinvest Europa Value A DKK,SYIEUVADKK.CO,23.01,0.101
24,Sydinvest Virksomhedsobl HY A DKK Akk,SYIVOHYADKKAK.CO,6.97,0.033
25,Kreditbanken A/S,KRE.CO,37.96,0.166
26,BankInvest Korte Danske Obligationer,BAIKDOBA.CO,3.38,0.017
27,Nordea Invest - Korte obligationer Fund,NDIKOKL1.CO,3.24,0.017
28,Sparindex INDEX Europa Value KL,SPIEUVKL.CO,21.93,0.104
29,Maj Invest High Income Obligationer,MAJHIO.CO,9.38,0.047
30,BankInvest - Virksomhedsobligationer IG KL,BAIVOIGA.CO,6.32,0.032
31,Investeringsforeningen Danske Invest - Globale Obligationsmarkeder KL,DKIGOM.CO,6.13,0.032
32,Investeringsforeningen BI Korte Hy Obligationer Fund,BAIKHYOA.CO,3.31,0.017
33,Sparindex INDEX Stabile Obligationer KL A,SPISOKLA.CO,3.3,0.018
34,Investeringsforeningen Danske Invest - Europa Højt Udbytte KL,DKIEAUHU.CO,18.36,0.092
35,BankInvest Optima Rente Akk. A,BIVOPRAA.CO,4.79,0.026
36,Danske Inv Europa Indeks BNP KL DKK d,DKIEUIXBNP.CO,20.35,0.103
37,BankInvest Optima Rente A,BIVORA.CO,4.82,0.026
