Rank,Name,Ticker,Return (%),Risk
1,NN Group N.V.,NN.AS,48.78,0.148
2,ASR Nederland N.V.,ASRNL.AS,36.88,0.15
3,Van Lanschot Kempen NV,VLK.AS,53.15,0.208
4,ABN AMRO Bank N.V.,ABN.AS,62.93,0.25
5,ING Groep N.V.,INGA.AS,47.92,0.217
6,IncomeShares S&P500 Options ETP,SPYY.AS,19.81,0.1
7,SBM Offshore N.V.,SBMO.AS,53.58,0.244
8,Amundi Physical Gold ETC C,GOLD.AS,36.92,0.189
9,NEPI Rockcastle N.V.,NRP.AS,24.01,0.144
10,The Magnum Ice Cream Company N.V.,MICC.AS,53.37,0.291
11,Morefield Group N.V.,MORE.AS,49.81,0.284
12,Aegon Ltd.,AGN.AS,29.09,0.185
13,ForFarmers N.V.,FFARM.AS,45.93,0.286
14,IncomeShares Amazon (AMZN) Options ETP,AMZY.AS,53.56,0.327
15,Bnp Paribas -  BNP Paribas ESG Netherlands Index Fund,BNPNL.AS,21.44,0.147
16,Pantarai ADAPT ETP,ADPT.AS,14.83,0.113
17,Volta Finance Limited,VTA.AS,16.06,0.125
18,IncomeShares NVIDIA NVDA Options ETP,NVDY.AS,26.56,0.202
19,Koninklijke KPN N.V.,KPN.AS,16.33,0.141
20,Theon International Plc,THEON.AS,71.26,0.522
21,IncomeShares Apple (AAPL) Options ETP,AAPY.AS,21.55,0.187
22,Eurocommercial Properties N.V.,ECMPA.AS,19.01,0.171
23,Nedap N.V.,NEDAP.AS,25.93,0.233
24,HAL Trust,HAL.AS,17.76,0.167
25,IncomeShares Nasdaq 100 Options ETP,QQQY.AS,20.24,0.199
26,Coca-Cola Europacific Partners PLC,CCEP.AS,23.19,0.233
27,Acomo N.V.,ACOMO.AS,15.34,0.159
28,Wereldhave N.V.,WHA.AS,18.32,0.196
29,Allfunds Group plc,ALLFG.AS,25.88,0.269
30,Flow Traders Ltd.,FLOW.AS,22.83,0.244
31,Tetragon Financial Group Limited,TFG.AS,20.66,0.258
32,Value8 N.V.,VALUE.AS,7.28,0.096
33,Kempen Capital Management - Kempen Sustainable Global High Dividend Fund N.V.,KSGHD.AS,10.5,0.147
34,IncomeShares Coinbase (COIN) Options ETP,COIY.AS,39.02,0.507
35,LS 1x Tesla Tracker ETP Securities,TSLA.AS,73.6,0.908
