Date,EG7.IR,A5G.IR,GRP.IR,GL9.IR,BIRG.IR,HMSO.IR,MIO.IR,C5H.IR,^ISEQ,OIZ.IR,GVR.IR,IRES.IR,KRZ.IR,UPR.IR,RYA.IR,KMR.IR,MLC.IR,DQ7A.IR
2025-09-30,12.702919006347656,7.197792530059815,0.7051226496696472,13.684686660766602,13.398820877075195,2.6077823638916016,0.4150513708591461,1.8351175785064693,11624.6796875,3.7433135509490967,1.9359999895095823,0.9339967966079712,75.23438262939453,3.920219659805298,24.343957901000977,3.4800000190734863,8.199999809265137,18.89999961853028
2025-10-31,13.10977268218994,7.449692249298096,0.7051226496696472,14.339128494262695,13.80196762084961,2.6077823638916016,0.4343560636043548,1.8466109037399288,11877.9501953125,3.599339723587036,1.9079999923706048,0.885341227054596,77.9699935913086,3.810771942138672,25.87161445617676,2.900000095367432,8.300000190734863,18.200000762939453
2025-11-28,14.01389503479004,8.25670337677002,0.7210445404052734,14.446574211120604,15.529037475585938,2.6077823638916016,0.5218161344528198,1.94909417629242,12836.2900390625,3.6473309993743896,1.9539999961853027,0.9225484728813172,78.80785369873047,3.751073122024536,27.813217163085938,3.0199999809265137,7.849999904632568,18.39800071716309
2025-12-31,14.2399263381958,8.583239555358887,0.7210445404052734,14.251218795776367,15.932830810546877,2.6077823638916016,0.541507363319397,1.9921942949295044,13099.349609375,3.925680160522461,1.9299999475479128,0.894881546497345,76.88571166992188,3.502328395843506,29.1240463256836,2.819999933242798,7.699999809265137,18.39800071716309
2026-01-30,14.64678192138672,8.816479682922363,0.7210445404052734,15.853137969970703,16.682039260864258,2.6077823638916016,0.4922794103622436,2.001772165298462,13147.759765625,4.140481948852539,1.9579999446868896,0.9635717868804932,73.73143005371094,3.805797100067138,28.3908748626709,3.0199999809265137,8.0,16.0
2026-02-27,15.370079040527344,8.25670337677002,0.7373259663581848,17.093647003173828,16.088510513305664,2.6077823638916016,0.6005808711051941,2.2843191623687744,13128.5400390625,4.209986209869385,2.255000114440918,1.0496352910995483,74.22428894042969,4.069467067718506,27.20998764038086,3.220000028610229,7.599999904632568,15.600000381469728
2026-03-31,14.82760524749756,8.852372169494629,0.7373259663581848,16.805932998657227,15.018214225769045,2.9671530723571777,0.7088823914527893,2.011350154876709,12056.0302734375,4.45325231552124,1.9359999895095823,0.9890417456626892,67.42285919189453,3.7809226512908936,23.687179565429688,2.259999990463257,7.699999809265137,15.89799976348877
2026-04-30,15.418109893798828,9.62124729156494,0.7373259663581848,19.611879348754883,16.739999771118164,2.9671530723571777,0.7088823914527893,2.144327402114868,12593.3603515625,4.627013206481934,2.109999895095825,1.0476806163787842,72.19999694824219,4.152398586273193,22.24828338623047,2.680000066757202,7.949999809265137,15.800000190734863
2026-05-29,16.33070945739746,9.91779899597168,0.7539750337600708,20.68269920349121,17.434999465942383,3.2687325477600098,0.6800000071525574,2.3164637088775635,13206.8095703125,4.53000020980835,2.2799999713897705,1.0906825065612793,73.44999694824219,4.551668167114258,24.93752670288086,2.440000057220459,7.75,15.800000190734863
2026-06-30,16.426773071289062,10.089641571044922,0.7539750337600708,24.252099990844727,17.424999237060547,3.4632999897003174,0.6700000166893005,2.429581880569458,13828.740234375,4.159999847412109,2.505000114440918,1.1395481824874878,80.3499984741211,4.441868782043457,27.14052391052246,2.1600000858306885,7.449999809265137,15.600000381469728
2026-07-31,16.811023712158203,10.070002555847168,0.7539750337600708,22.7846794128418,18.09000015258789,3.4632999897003174,0.6399999856948853,2.3951544761657715,13535.330078125,4.150000095367432,2.384999990463257,1.0594083070755005,82.80000305175781,4.242234706878662,24.074190139770508,2.319999933242798,7.099999904632568,14.5
2026-08-31,17.963781356811523,10.96500015258789,0.7710000276565552,22.13999938964844,18.98500061035156,3.4632999897003174,0.7300000190734863,2.483681917190552,14212.83984375,4.610000133514404,2.450000047683716,1.0839999914169312,84.0,4.23724365234375,23.200000762939453,2.319999933242798,7.0,12.5
