Date,ARASE.IS,OZSUB.IS,EUKYO.IS,MOBTL.IS,AYES.IS,AKCNS.IS,RYSAS.IS,BIMAS.IS,PAGYO.IS,ORGE.IS,VBTYZ.IS,FORTE.IS,VANGD.IS,KRDMD.IS,AGESA.IS,MOGAN.IS,CCOLA.IS,CWENE.IS,ECOGR.IS,GLYHO.IS,RGYAS.IS,EGEPO.IS,FONET.IS,ENJSA.IS,BYDNR.IS
2025-09-30,53.11970901489258,17.91278839111328,5.616665840148926,6.889999866485596,13.973340034484863,136.46266174316406,14.550000190734863,265.1194763183594,83.40602111816406,14.119999885559082,19.239999771118164,68.1500015258789,48.34000015258789,28.39999961853028,178.20509338378906,9.859999656677246,45.250370025634766,22.10907936096192,,8.260000228881836,146.20799255371094,8.239999771118164,2.455384016036988,76.30670928955078,23.26000022888184
2025-10-31,55.42926406860352,18.324575424194336,5.199999809265137,8.0,14.745237350463867,132.39654541015625,14.93000030517578,264.1393737792969,89.06229400634766,13.829999923706056,19.18000030517578,73.94999694824219,44.18000030517578,27.420000076293945,203.38624572753903,9.550000190734863,50.56237411499024,24.77997589111328,,11.68000030517578,154.11647033691406,7.820000171661377,3.25,79.13643646240234,21.299999237060547
2025-11-28,58.47590637207031,18.579492568969727,4.789999961853027,7.570000171661377,16.427581787109375,127.04119110107422,13.5,263.15924072265625,79.09191131591797,13.399999618530272,15.720000267028809,76.5999984741211,41.880001068115234,25.07999992370605,209.77838134765625,8.25,50.56237411499024,25.0,21.71999931335449,11.720000267028809,140.27662658691406,7.5,2.680000066757202,76.88224792480469,23.0
2025-12-31,73.61084747314453,17.559825897216797,5.72666597366333,9.0600004196167,17.367712020874023,164.03286743164062,14.550000190734863,265.25543212890625,78.94811248779297,13.739999771118164,16.940000534057617,80.80000305175781,41.380001068115234,25.26000022888184,214.23350524902344,8.1899995803833,57.84177780151367,28.040000915527344,22.299999237060547,11.949999809265137,137.8000030517578,8.1899995803833,2.789999961853028,86.66638946533203,26.76000022888184
2026-01-30,80.78519439697266,19.412872314453125,5.4633331298828125,10.0600004196167,18.456287384033203,192.59483337402344,18.39999961853028,328.2937316894531,85.46720123291016,14.329999923706056,18.010000228881836,93.0,51.34999847412109,29.059999465942383,243.3371124267578,8.899999618530273,70.72830200195312,32.41999816894531,24.86000061035156,14.6899995803833,161.6999969482422,10.5,3.190000057220459,100.43132781982422,33.560001373291016
2026-02-27,83.09475708007812,19.09912872314453,6.496665954589844,11.210000038146973,24.72053909301757,208.561752319336,19.989999771118164,330.02423095703125,89.01435089111328,14.0600004196167,21.540000915527344,89.55000305175781,69.75,32.52000045776367,218.5917816162109,10.59000015258789,70.03970336914062,30.5,25.3799991607666,16.020000457763672,167.60000610351562,12.56999969482422,3.650000095367432,103.02125549316406,33.099998474121094
2026-03-31,87.4681625366211,20.648237228393555,6.933332920074463,12.5,29.11442375183105,197.55349731445312,18.31999969482422,337.68768310546875,114.56343841552734,14.350000381469728,18.920000076293945,107.0,72.4000015258789,30.89999961853028,228.1999969482422,13.260000228881836,69.30192565917969,29.36000061035156,33.5,13.869999885559082,157.3000030517578,13.729999542236328,5.159999847412109,109.83177947998048,40.41999816894531
2026-04-30,102.70137786865234,26.39366340637207,7.510000228881836,13.25,30.57905006408692,211.83448791503903,20.0,366.6111450195313,124.72555541992188,17.100000381469727,21.39999961853028,94.4000015258789,90.0,38.52000045776367,240.8999938964844,14.5600004196167,73.77777862548828,36.63999938964844,37.58000183105469,15.300000190734863,185.5,18.799999237060547,4.909999847412109,122.8000030517578,41.09999847412109
2026-05-29,111.6447525024414,28.31534194946289,9.369999885559082,15.279999732971191,33.62705993652344,225.6195831298828,22.200000762939453,368.8360595703125,128.3000030517578,20.39999961853028,26.100000381469727,92.5999984741211,91.5,39.7400016784668,230.6000061035156,12.470000267028809,80.05000305175781,39.41999816894531,39.0,15.100000381469728,192.1999969482422,19.459999084472656,5.429999828338623,109.8000030517578,39.52000045776367
2026-06-30,115.9000015258789,30.94294166564941,11.789999961853027,13.390000343322754,37.52000045776367,227.6999969482422,21.940000534057617,363.0536804199219,150.6999969482422,22.239999771118164,28.81999969482422,91.8000030517578,92.1999969482422,39.79999923706055,250.25,13.529999732971191,83.05000305175781,38.0,40.220001220703125,18.209999084472656,193.3999938964844,18.350000381469727,5.329999923706055,102.4000015258789,36.09999847412109
2026-07-31,113.4000015258789,35.0,13.149999618530272,14.140000343322754,28.07999992370605,237.0,22.200000762939453,387.9033508300781,166.39999389648438,20.280000686645508,30.600000381469727,108.5999984741211,89.5999984741211,41.20000076293945,242.8999938964844,16.979999542236328,91.0500030517578,34.0,36.31999969482422,16.280000686645508,200.3999938964844,18.450000762939453,5.260000228881836,108.9000015258789,38.220001220703125
2026-08-31,120.1999969482422,43.400001525878906,13.0,12.93000030517578,29.5,241.3999938964844,28.799999237060547,403.0616455078125,153.10000610351562,24.020000457763672,37.7400016784668,114.0999984741211,98.6500015258789,47.380001068115234,261.25,19.07999992370605,75.19999694824219,37.5,34.68000030517578,16.549999237060547,215.3999938964844,15.989999771118164,5.0,110.0999984741211,38.400001525878906
