Date,BCP.LS,SON.LS,NOS.LS,SCB.LS,PSI20.LS,GALP.LS,EDPR.LS,VAF.LS,SCT.LS,EDP.LS,RENE.LS,MLFMV.LS,SEM.LS,IBS.LS,MRL.LS,SCP.LS,NVG.LS,COR.LS,CTT.LS,JMT.LS,IPR.LS,ESON.LS,GLINT.LS,RAM.LS
2025-09-30,0.7265545129776001,1.2950778007507324,3.574594736099243,13.899999618530272,7957.6201171875,15.57855224609375,11.10533046722412,1.0299999713897705,5.9765625,3.8567769527435294,2.922887086868286,4.0,17.782724380493164,9.379432678222656,12.315792083740234,0.949999988079071,3.1643877029418945,6.8384504318237305,7.034933567047119,20.00067710876465,0.257999986410141,4.119999885559082,1.6081931591033936,7.09979248046875
2025-10-31,0.7381300330162048,1.3686397075653076,3.4551351070404053,15.800000190734863,8426.9599609375,16.83160972595215,12.572820663452148,1.0399999618530271,5.880937576293945,4.117588996887207,3.118701696395874,4.199999809265137,17.626907348632812,9.473227500915527,13.84912395477295,1.0,2.9052016735076904,6.914433479309082,7.326034545898437,21.58526992797852,0.2750000059604645,4.039999961853027,1.5987331867218018,7.2580647468566895
2025-11-28,0.7923418283462524,1.4363940954208374,3.386216163635254,15.0,8110.740234375,16.802581787109375,11.373048782348633,1.0499999523162842,6.12000036239624,3.674303531646729,3.1664609909057617,4.400000095367432,16.4193172454834,9.42633056640625,12.827385902404783,1.0199999809265137,2.9400177001953125,6.392051696777344,6.840866565704346,19.74946022033692,0.2269999980926513,3.900000095367432,1.4568337202072144,7.2580647468566895
2025-12-31,0.8644956946372986,1.5602879524230957,3.6894593238830566,15.0,8263.650390625,14.156163215637209,11.93822956085205,1.0499999523162842,6.167812347412109,3.7402231693267822,3.1315836906433105,3.0,20.35371971130371,9.285637855529783,12.3878173828125,1.0099999904632568,3.036729097366333,6.278077602386475,7.209593772888184,19.57554054260254,0.1854999959468841,3.119999885559082,1.1446551084518433,7.161290645599365
2026-01-30,0.8820518255233765,1.7132192850112915,4.029459476470947,15.300000190734863,8662.1904296875,16.188148498535156,12.691805839538574,1.0700000524520874,6.31125020980835,4.124276638031006,3.350745916366577,3.1600000858306885,21.81451416015625,9.989095687866213,12.587621688842772,1.0199999809265137,3.088952779769897,6.354060649871826,6.588579177856445,19.237363815307617,0.1994999945163726,3.400000095367432,1.3338541984558103,7.103226184844971
2026-02-27,0.8600584268569946,1.9503599405288696,4.7324323654174805,15.300000190734863,9276.08984375,17.6298885345459,13.247072219848633,1.090000033378601,6.980625152587891,4.314392566680908,3.750108003616333,3.5,23.129228591918945,10.739450454711914,14.98526382446289,0.9800000190734864,3.322993993759156,6.477532386779785,6.918493270874023,21.50797271728516,0.1914999932050705,3.859999895095825,1.2581746578216553,7.18064546585083
2026-03-31,0.8025668859481812,1.8525999784469604,4.9989190101623535,15.399999618530272,9131.5595703125,20.32952690124512,13.5742826461792,1.100000023841858,6.980625152587891,4.322990894317627,3.638091802597046,4.119999885559082,21.619741439819336,10.12978744506836,13.986246109008787,0.975000023841858,3.253361940383911,6.164103031158447,5.851124286651611,19.86540412902832,0.1829999983310699,3.400000095367432,1.267634630203247,7.200000286102295
2026-04-30,0.8768428564071655,1.885509133338928,5.1643242835998535,15.399999618530272,9344.9599609375,19.313533782958984,14.060141563415527,1.100000023841858,6.980625152587891,4.435723304748535,3.6770541667938232,4.119999885559082,22.593605041503903,11.255319595336914,15.364891052246094,0.9800000190734864,3.2359538078308105,6.097618579864502,6.219851493835449,19.768783569335938,0.1759999990463256,3.9800000190734863,1.1257351636886597,7.179999828338623
2026-05-29,0.9380000233650208,1.9079999923706048,5.264999866485596,20.200000762939453,9076.5302734375,18.33121681213379,14.170000076293944,1.0700000524520874,6.693749904632568,4.367000102996826,3.539999961853028,3.900000095367432,23.129228591918945,11.067730903625488,15.210000038146973,1.0,3.290112018585205,6.539999961853027,6.065000057220459,18.15999984741211,0.1806000024080276,3.5,1.1872248649597168,6.880000114440918
2026-06-30,1.034999966621399,2.015000104904175,5.045000076293945,20.0,9132.58984375,18.341053009033203,14.170000076293944,1.059999942779541,7.5,4.580999851226807,3.775000095367432,5.199999809265137,20.299999237060547,9.850000381469728,15.3100004196167,0.975000023841858,3.2260000705718994,6.389999866485596,5.784999847412109,16.760000228881836,0.1832000017166137,3.759999990463257,1.2300000190734863,6.820000171661377
2026-07-31,1.065000057220459,2.039999961853028,4.829999923706055,20.0,9116.0400390625,19.3690185546875,13.449999809265137,1.090000033378601,7.199999809265137,4.46999979019165,3.4549999237060547,5.400000095367432,20.100000381469727,9.609999656677246,15.239999771118164,0.9900000095367432,3.259999990463257,6.619999885559082,6.159999847412109,17.360000610351562,0.2185000032186508,3.380000114440918,1.1950000524520874,6.739999771118164
2026-08-31,1.11899995803833,2.005000114440918,5.03000020980835,23.0,9437.1796875,21.39999961853028,13.65999984741211,1.090000033378601,7.199999809265137,4.677999973297119,3.505000114440918,5.300000190734863,21.200000762939453,10.300000190734863,13.5,0.9700000286102296,3.247999906539917,7.019999980926514,6.554999828338623,18.0,0.2090000063180923,3.0,1.215000033378601,6.820000171661377
