Date,PEO.WA,EBP.WA,PKO.WA,MBK.WA,MBR.WA,CAR.WA,ING.WA,DBC.WA,BFT.WA,PKN.WA,BNP.WA,GPW.WA,EDI.WA,MIL.WA,ABE.WA,RWE.WA,ACT.WA,UNT.WA,MLG.WA,EQU.WA,SAN.WA,KVT.WA,ALR.WA,EHG.WA,OPL.WA
2025-09-30,160.0341033935547,434.7230529785156,66.63336181640625,900.0,267.1297912597656,559.0158081054688,285.97625732421875,75.02359008789062,2977.46435546875,81.51884460449219,96.89361572265624,55.6539192199707,5.12535285949707,14.4399995803833,92.00279998779295,155.54510498046875,26.299999237060547,132.90965270996094,73.5999984741211,0.9160000085830688,37.81805419921875,9.731555938720703,95.33419036865234,2.900000095367432,8.429488182067871
2025-10-31,173.5458526611328,447.9633483886719,71.5684585571289,981.2000122070312,282.02374267578125,551.0299072265625,297.28338623046875,77.26868438720703,3075.568603515625,94.27618408203124,105.7872314453125,59.13833618164063,5.190643787384033,15.4399995803833,92.28734588623048,173.61322021484375,30.75,125.60060119628906,80.0,0.9399999976158142,36.78189849853516,9.874667167663574,95.56649017333984,3.1600000858306885,8.650609016418457
2025-11-28,183.1643829345703,473.52447509765625,73.1756820678711,1026.0,300.7612609863281,561.0123291015625,326.9646301269531,77.08159637451172,3472.890869140625,88.58531951904297,108.1276626586914,61.8968391418457,5.549745082855225,15.619999885559082,90.95946502685548,193.92120361328125,29.950000762939453,120.7919921875,79.4000015258789,0.8999999761581421,39.010650634765625,9.540740966796877,96.1240005493164,3.0799999237060547,9.265899658203123
2025-12-30,187.882064819336,501.4762268066406,80.51216125488281,1061.5,312.2920227050781,560.0140991210938,321.7821960449219,76.52032470703125,3443.459716796875,90.55451202392578,122.1702117919922,62.91312789916992,6.631372451782227,16.6299991607666,102.24641418457033,187.89849853515625,31.5,125.0235595703125,91.8000030517578,0.9259999990463256,42.78507232666016,10.017777442932127,102.62828063964844,2.9600000381469727,9.796587944030762
2026-01-30,198.599853515625,514.1648559570312,87.52719116210938,1038.0,345.9234924316406,632.8858032226562,365.5973205566406,79.51378631591797,3767.20361328125,101.71953582763672,137.14894104003906,68.8172836303711,6.799019813537598,17.200000762939453,112.86941528320312,213.73141479492188,32.25,130.60153198242188,92.4000015258789,1.149999976158142,45.65702438354492,10.97185230255127,107.87816619873048,2.759999990463257,11.070433616638184
2026-02-27,207.21072387695312,543.5877075195312,87.41374206542969,1033.5,340.1581115722656,616.9138793945312,384.9136962890625,80.26215362548828,3801.540283203125,108.03225708007812,140.425537109375,78.54461669921875,7.562744617462158,17.34000015258789,128.4245147705078,220.89894104003903,32.0,128.8704376220703,97.0,1.2350000143051147,45.472537994384766,10.590222358703612,111.08385467529295,2.9600000381469727,13.526790618896484
2026-03-31,199.2410888671875,536.048095703125,82.11937713623047,1079.5,326.7055053710937,662.8330688476562,382.55804443359375,77.26868438720703,3423.8388671875,126.5746841430664,135.7446746826172,69.20443725585938,7.991176128387451,16.34000015258789,114.3869857788086,247.2793884277344,29.299999237060547,138.2952880859375,89.5999984741211,1.2100000381469729,40.865455627441406,10.924148559570312,102.81411743164062,3.200000047683716,13.608509063720703
2026-04-30,207.3023376464844,566.3904418945312,89.47476196289062,1141.5,341.1189880371094,737.7012329101562,392.2000122070313,79.51378631591797,3924.17041015625,125.23676300048828,148.0,72.73725128173828,8.941176414489746,17.850000381469727,126.0,264.79998779296875,30.0,150.989990234375,100.0,1.1299999952316284,43.97499847412109,12.116740226745604,114.98641967773438,3.900000095367432,14.300711631774902
2026-05-29,221.5927276611328,613.5999755859375,97.37848663330078,1280.0,344.0016784667969,818.5588989257812,439.0,83.72333526611328,4326.39794921875,133.56578063964844,144.39999389648438,79.07695770263672,8.380000114440918,19.854999542236328,134.39999389648438,231.5,35.900001525878906,157.52969360351562,110.0,1.159999966621399,45.40499877929688,12.402962684631348,125.9000015258789,4.119999885559082,15.622626304626465
2026-06-30,228.8000030517578,644.5999755859375,97.51084899902344,1364.0,351.2084350585937,803.0,446.0,89.61671447753906,4779.6396484375,126.5999984741211,149.0,85.94901275634766,8.239999771118164,19.55500030517578,131.8000030517578,239.1999969482422,38.0,158.87608337402344,103.0,1.2450000047683716,51.5,13.300000190734863,130.0,4.639999866485596,14.31999969482422
2026-07-31,245.5,735.0,105.81165313720705,1351.5,380.0,935.0,443.0,93.17144012451172,5297.63037109375,148.0399932861328,155.0,100.0999984741211,8.420000076293945,20.65999984741211,134.0,242.6999969482422,44.70000076293945,168.0,105.5,1.3899999856948853,53.5099983215332,13.25,137.60000610351562,4.5,15.25
2026-08-31,259.1000061035156,720.2000122070312,113.95999908447266,1363.0,390.0,965.0,443.2000122070313,96.16490936279295,5322.15625,154.22000122070312,150.60000610351562,97.5500030517578,8.380000114440918,20.290000915527344,156.0,253.1000061035156,45.5,179.60000610351562,115.0,1.5049999952316284,55.2599983215332,13.050000190734863,132.10000610351562,4.639999866485596,13.6899995803833
