Date,0321.KL,0024.KL,0248.KL,5027.KL,1066.KL,7121.KL,03061.KL,5012.KL,5053.KL,5263.KL,2291.KL,1015.KL,1163PA.KL,6262.KL,0297.KL,0820EA.KL,0398.KL,1058.KL,0219.KL,5031.KL,5285.KL,0273.KL,6459.KL,7210.KL,7034.KL
2025-09-30,0.5550000071525574,0.2621233165264129,0.4000000059604645,2.2304697036743164,6.211790084838867,0.5950000286102295,0.1449999958276748,3.841210603713989,1.32521390914917,5.47030782699585,4.601888656616211,5.345602512359619,16.73963737487793,1.7190691232681274,0.6836332082748413,1.6821726560592651,,2.010296583175659,0.2049999982118606,4.646366119384766,5.058477878570557,0.5049999952316284,1.901354551315308,0.5237827897071838,1.140864610671997
2025-10-31,0.5355263352394104,0.2868519723415375,0.4050000011920929,2.2395169734954834,6.371791362762451,0.6399999856948853,0.1550000011920929,3.8874897956848153,1.3735792636871338,5.316596031188965,4.820122718811035,5.392908573150635,16.833154678344727,1.7660382986068726,0.7406025528907776,1.7070568799972534,,2.048771381378174,0.2049999982118606,4.345719337463379,5.192842483520508,0.4350000023841858,1.8523504734039309,0.5423238277435303,1.1118595600128174
2025-11-28,0.5452631711959839,0.2868519723415375,0.3849999904632568,2.27812933921814,6.541203022003174,0.6449999809265137,0.1599999964237213,3.943025827407837,1.3348870277404783,5.33467960357666,4.74421501159668,5.629439353942871,18.14239883422852,1.7848258018493652,0.6836332082748413,1.712033748626709,,2.029533863067627,0.2049999982118606,4.783024311065674,5.123997688293457,0.4550000131130218,1.911155343055725,0.5376885533332825,1.140864610671997
2025-12-31,0.5450000166893005,0.2967434227466583,0.4250000119209289,2.2684760093688965,7.256500720977783,0.6899999976158142,0.1599999964237213,3.943697452545166,1.5476950407028198,5.377880573272705,4.839099407196045,6.277397155761719,18.946651458740234,1.7796930074691772,0.712519109249115,1.761802077293396,,2.096864461898804,0.209999993443489,5.299411296844482,5.635414123535156,0.4250000119209289,2.0385656356811523,0.5284180641174316,1.1503690481185913
2026-01-30,0.5649999976158142,0.3264177739620209,0.4399999976158142,2.346067428588867,7.95297384262085,0.7200000286102295,0.1599999964237213,4.398739814758301,1.6250797510147097,5.624920845031738,4.896029949188232,6.229109287261963,21.47162437438965,1.875375390052796,0.7799195647239685,1.8314778804779053,,2.2122881412506104,0.2150000035762787,5.659657001495361,5.743598461151123,0.4799999892711639,2.5384061336517334,0.5608648657798767,1.140536904335022
2026-02-27,0.6150000095367432,0.3313634991645813,0.4850000143051147,2.336292266845703,7.905915260314941,0.7099999785423279,0.1599999964237213,4.3892598152160645,1.6444259881973269,6.698596954345703,4.848587989807129,6.209794521331787,22.073999404907227,1.798829436302185,0.8184341192245483,1.891199946403504,,2.2122881412506104,0.2249999940395355,5.763938903808594,5.655083656311035,0.4749999940395355,2.78342604637146,0.5608648657798767,1.1602013111114502
2026-03-31,0.6349999904632568,0.3313634991645813,0.5350000262260437,2.4633708000183105,8.279746055603027,0.6650000214576721,0.1599999964237213,5.251029968261719,1.5283489227294922,6.134281158447266,5.162935256958008,6.364315509796143,20.602399826049805,1.910076260566712,0.8234224915504456,1.840000033378601,,2.1161017417907715,0.2800000011920929,5.854968547821045,5.950131893157959,0.5400000214576721,2.195378541946411,0.5559958219528198,1.2585234642028809
2026-04-30,0.6650000214576721,0.351146399974823,0.5550000071525574,2.559999942779541,7.985443115234375,0.6800000071525574,0.1700000017881393,5.251029968261719,1.7411569356918335,6.5965189933776855,5.103930473327637,5.939383506774902,21.014448165893555,1.9779468774795528,0.8380394577980042,1.850000023841858,0.3114084601402282,2.2122881412506104,0.2649999856948852,5.983757972717285,6.097655296325684,0.5849999785423279,2.4403984546661377,0.565500020980835,1.573154330253601
2026-05-29,0.6800000071525574,0.3560921251773834,0.5699999928474426,2.5299999713897705,8.054113388061523,0.7099999785423279,0.1800000071525573,5.086633205413818,1.970731735229492,7.212836265563965,5.231774806976318,6.258082389831543,22.200000762939453,2.045817613601685,0.8282948136329651,1.8350000381469729,0.3449999988079071,2.2411439418792725,0.2800000011920929,5.973851680755615,5.809999942779541,0.5600000023841858,2.587410449981689,0.5607478618621826,1.533825397491455
2026-06-30,0.699999988079071,0.3580540716648102,0.6000000238418579,2.619999885559082,8.122784614562988,0.7699999809265137,0.1800000071525573,5.164644718170166,1.9214634895324707,7.390053749084473,5.162935256958008,6.369999885559082,21.799999237060547,2.0161681175231934,0.8675000071525574,1.820000052452088,0.4000000059604645,2.2699999809265137,0.270000010728836,6.112547874450684,5.980000019073486,0.6150000095367432,2.740000009536743,0.565500020980835,1.440000057220459
2026-07-31,0.7400000095367432,0.353081077337265,0.5849999785423279,2.799999952316284,8.38765811920166,0.7749999761581421,0.1800000071525573,5.564929008483887,1.9510244131088257,7.877419471740723,5.654643535614014,6.760000228881836,22.0,2.1545326709747314,0.8477841019630432,1.840000033378601,0.3899999856948852,2.2300000190734863,0.2800000011920929,5.944130897521973,6.570000171661377,0.7099999785423279,2.700000047683716,0.565500020980835,1.4900000095367432
2026-08-31,0.75,0.3729729652404785,0.6299999952316284,2.799999952316284,8.515190124511719,0.8349999785423279,0.1800000071525573,6.043317794799805,2.069999933242798,8.145967483520508,5.674311637878418,6.900000095367432,21.920000076293945,2.085350275039673,0.8724289536476135,1.8600000143051147,0.3700000047683716,2.3399999141693115,0.2949999868869781,5.954037666320801,6.360000133514404,0.7599999904632568,3.0299999713897705,0.5848333835601807,1.6299999952316284
