Date,200429.SZ,561430.SS,900936.SS,605098.SS,900934.SS,560730.SS,600919.SS,002142.SZ,161014.SZ,002066.SZ,513290.SS,159980.SZ,002452.SZ,000429.SZ,601939.SS,561570.SS,201872.SZ,169106.SZ,600177.SS,563150.SS,159309.SZ,561760.SS,159930.SZ,600525.SS,561360.SS
2025-09-30,7.649004936218262,,0.871615469455719,35.34623336791992,1.2763381004333496,,9.517598152160645,25.424745559692383,1.4086999893188477,14.729999542236328,1.253999948501587,1.746999979019165,7.615545749664307,10.44556999206543,8.26527214050293,1.024999976158142,14.085578918457031,1.0653741359710691,6.888618469238281,0.9829999804496764,1.02400004863739,0.9929999709129332,1.3240000009536743,3.4800000190734863,1.10099995136261
2025-10-31,7.9371209144592285,,0.9176839590072632,38.50944137573242,1.2639833688735962,,10.229284286499023,27.26210021972656,1.4183000326156616,16.959999084472656,1.4259999990463257,1.807000041007996,8.159513473510742,11.136185646057127,8.764452934265137,1.0679999589920044,14.501250267028809,1.0682207345962524,6.972286224365234,1.0269999504089355,1.0759999752044678,1.0369999408721924,1.4320000410079956,3.390000104904175,1.1430000066757202
2025-11-28,8.020767211914062,,0.9213694334030152,38.86357498168945,1.26873517036438,,10.172348976135254,27.290958404541016,1.4228999614715576,17.229999542236328,1.6089999675750732,1.8220000267028809,7.843023300170898,11.539045333862305,9.273232460021973,1.0859999656677246,14.983050346374512,1.0601555109024048,7.1768059730529785,1.0679999589920044,1.0980000495910645,1.0609999895095823,1.4420000314712524,3.7899999618530273,1.1619999408721924
2025-12-31,8.095120429992676,,0.9490104913711548,40.1519775390625,1.2772884368896484,,9.868696212768556,27.311643600463867,1.4294999837875366,18.68000030517578,1.5230000019073486,1.996000051498413,8.17041015625,11.299248695373535,9.09227180480957,1.1549999713897705,14.803556442260742,1.074168086051941,7.140312194824219,1.1080000400543213,1.152999997138977,1.1100000143051147,1.4630000591278076,3.5299999713897705,1.2319999933242798
2026-01-30,8.095120429992676,,1.060496211051941,43.651817321777344,1.3960838317871094,,9.922232627868652,30.092395782470703,1.457800030708313,20.020000457763672,1.493000030517578,2.1449999809265137,9.957377433776855,11.69251537322998,8.543600082397461,1.3569999933242798,14.803556442260742,1.0908114910125732,6.905433177947998,1.3200000524520874,1.3849999904632568,1.337000012397766,1.6109999418258667,4.570000171661377,1.4559999704360962
2026-02-27,8.188060760498047,,1.1452622413635254,44.88252639770508,1.4065378904342651,,10.137720108032228,30.422975540161133,1.4661999940872192,20.979999542236328,1.503999948501587,2.164999961853028,11.009702682495115,11.730883598327637,8.416230201721191,1.4800000190734863,15.068074226379396,1.0959765911102295,6.877248287200928,1.4600000381469729,1.5299999713897705,1.4730000495910645,1.690000057220459,5.159999847412109,1.5859999656677246
2026-03-31,8.411117553710938,,1.0724740028381348,50.81494140625,1.3922823667526243,,10.696029663085938,29.606250762939453,1.4456000328063965,19.89999961853028,1.409000039100647,2.006999969482422,10.13607406616211,12.51741886138916,9.45478630065918,1.4259999990463257,15.096415519714355,1.0766223669052124,7.280946731567383,1.4210000038146973,1.4889999628067017,1.4359999895095823,1.7139999866485596,5.5,1.5219999551773071
2026-04-30,8.401823997497559,,1.2134435176849363,59.37223815917969,1.4179421663284302,,11.068235397338867,32.28004837036133,1.4708000421524048,23.32999992370605,1.4290000200271606,2.0850000381469727,10.880643844604492,12.06659984588623,9.74871826171875,1.4989999532699585,16.19227409362793,1.0962847471237185,7.299932479858398,1.4730000495910645,1.5460000038146973,1.4880000352859497,1.8140000104904173,5.190000057220459,1.600000023841858
2026-05-29,8.671351432800293,,1.1563186645507812,55.4493408203125,1.440999984741211,,11.05844020843506,30.17017936706543,1.473099946975708,24.040000915527344,1.4700000286102295,2.1489999294281006,11.56999969482422,13.438241004943848,9.758515357971191,1.3539999723434448,16.18282699584961,1.098939299583435,7.081598281860352,1.3270000219345093,1.3860000371932983,1.3389999866485596,1.7059999704360962,5.28000020980835,1.4329999685287476
2026-06-30,8.71782112121582,0.975000023841858,1.190000057220459,53.02337646484375,1.4450000524520874,1.0,10.558900833129885,28.8673095703125,1.4757000207901,20.82999992370605,1.6519999504089355,2.055999994277954,12.770000457763672,13.092931747436523,9.43519115447998,1.2619999647140503,14.898027420043944,1.1059807538986206,7.348554611206055,1.2130000591278076,1.2660000324249268,1.2300000190734863,1.468999981880188,4.880000114440918,1.3339999914169312
2026-07-31,9.182523727416992,1.0579999685287476,1.1729999780654907,57.28208541870117,1.503000020980835,1.059000015258789,11.829999923706056,31.8799991607666,1.4701999425888062,20.06999969482422,1.6039999723434448,2.121000051498413,10.81999969482422,13.965794563293455,10.850000381469728,1.3339999914169312,16.68000030517578,1.1149675846099854,7.660843372344971,1.2860000133514404,1.350000023841858,1.2990000247955322,1.6729999780654907,4.920000076293945,1.409999966621399
2026-08-31,9.130000114440918,1.062999963760376,1.2890000343322754,54.726863861083984,1.5119999647140503,1.0490000247955322,12.09000015258789,34.119998931884766,1.4753999710083008,22.170000076293945,1.7680000066757202,2.16599988937378,11.609999656677246,13.229999542236328,10.979999542236328,1.4210000038146973,17.559999465942383,1.115856409072876,7.826747417449951,1.3730000257492063,1.4390000104904177,1.3880000114440918,1.8049999475479128,5.309999942779541,1.5080000162124634
