Date,FREY.PA,DEC.PA,EC.PA,MLHIN.PA,GET.PA,AMUN.PA,MLZAM.PA,ALEMV.PA,EXPL.PA,TTE.PA,GTT.PA,CA.PA,ALATI.PA,RXL.PA,TVRB.PA,ALDNX.PA,IPN.PA,ALCOG.PA,ENGI.PA,ALAVI.PA,ALBON.PA,ALTPC.PA,AIGCP.PA,COPAP.PA,ALDBL.PA
2025-09-30,27.41530036926269,14.740358352661133,158.86514282226562,207.76596069335932,14.990411758422852,64.0339584350586,2.299999952316284,0.5699999928474426,197.81817626953125,48.97640609741211,150.10092163085938,12.005409240722656,2.852673292160034,26.965444564819336,53.48661804199219,13.1700439453125,112.40657043457033,4.650000095367432,17.377979278564453,11.5,82.14285278320312,25.341297149658203,8.654999732971191,34.47999954223633,3.119999885559082
2025-10-31,27.22622871398925,15.242321968078612,166.58145141601562,211.7234039306641,15.153142929077148,61.08877944946289,2.359999895095825,0.5450000166893005,199.7963714599609,51.93154525756836,163.43475341796875,12.149715423583984,3.1534652709960938,29.057592391967773,54.47711181640625,13.08105754852295,120.52042388916016,5.0,19.324731826782227,12.399999618530272,84.46428680419922,25.2491455078125,8.654999732971191,34.47999954223633,3.220000028610229
2025-11-28,27.22622871398925,14.817583084106444,171.57435607910156,199.8510589599609,14.913832664489746,65.5540542602539,2.400000095367432,0.5849999785423279,215.621826171875,54.6749153137207,164.1014404296875,12.349884033203123,3.0273265838623047,31.75994873046875,56.458099365234375,13.437005043029783,122.9941635131836,5.019999980926514,20.847864151000977,12.300000190734863,82.6785659790039,25.15699577331543,8.654999732971191,34.47999954223633,3.059999942779541
2025-12-31,27.604372024536133,14.943073272705078,169.3048553466797,215.68084716796875,15.057417869567873,67.07415008544922,2.3399999141693115,0.5699999928474426,213.6436462402344,54.32897186279297,152.71450805664062,13.248310089111328,3.1534652709960938,32.53481674194336,55.46760559082031,12.947577476501465,117.74983978271484,5.619999885559082,21.333362579345703,13.300000190734863,86.25,25.709896087646484,8.654999732971191,34.47999954223633,3.400000095367432
2026-01-30,27.793441772460938,16.091798782348633,170.66656494140625,213.7021331787109,15.99551486968994,71.20690155029297,2.799999952316284,0.6100000143051147,243.3163604736328,59.76284790039063,176.99668884277344,12.885215759277344,3.289307117462158,34.423561096191406,58.439083099365234,12.68061637878418,136.15443420410156,6.559999942779541,23.89412879943848,14.399999618530272,88.57142639160156,25.802047729492188,12.08199977874756,43.775001525878906,3.619999885559082
2026-02-27,29.49508285522461,16.931623458862305,178.83676147460938,213.7021331787109,17.632400512695312,77.00226593017578,2.4200000762939453,0.6100000143051147,244.30545043945312,65.75379180908203,187.8212890625,14.938098907470703,3.163168430328369,35.7117805480957,62.40105438232422,11.523788452148438,163.36553955078125,7.940000057220459,27.54012489318848,14.300000190734863,88.9285659790039,26.1706485748291,11.972999572753906,44.48500061035156,3.400000095367432
2026-03-31,30.62950897216797,17.839017868041992,206.9785919189453,233.48936462402344,17.775985717773438,69.68680572509766,2.5799999237060547,0.625,272.0,79.91299438476562,198.1582794189453,14.807756423950195,3.357227802276612,32.234554290771484,63.88679504394531,12.146696090698242,158.71490478515625,8.140000343322754,26.378734588623047,16.899999618530273,89.28571319580078,26.26279830932617,13.871999740600586,42.095001220703125,3.380000114440918
2026-04-30,31.953004837036133,18.24445152282715,209.70199584960932,251.29786682128903,18.25460624694824,78.0948257446289,2.9600000381469727,0.6399999856948853,264.0872802734375,78.31295776367188,201.863998413086,15.78066635131836,3.667722702026367,34.63664627075195,69.5,13.348017692565918,165.24557495117188,7.5,28.06999969482422,17.5,90.625,26.539247512817383,14.131999969482422,43.88999938964844,3.640000104904175
2026-05-29,32.89836120605469,18.84000015258789,213.7870941162109,255.2553253173828,17.957862854003906,79.75743103027344,3.0799999237060547,0.7400000095367432,276.9454650878906,74.25360107421875,192.98977661132807,15.82571792602539,4.259603977203369,36.810001373291016,64.0,15.66167449951172,154.954833984375,7.400000095367432,26.46999931335449,16.600000381469727,98.0,27.276451110839844,13.64900016784668,47.47999954223633,3.799999952316284
2026-06-30,34.599998474121094,19.239999771118164,204.5,269.1063842773437,18.600000381469727,83.94999694824219,3.119999885559082,0.8100000023841858,269.03271484375,68.02999877929688,185.8999938964844,16.037912368774414,3.997623682022095,38.209999084472656,69.5,15.572687149047852,168.8000030517578,6.980000019073486,27.59000015258789,17.399999618530273,93.1999969482422,27.299999237060547,12.682000160217283,47.11000061035156,3.680000066757202
2026-07-31,35.20000076293945,22.63999938964844,215.5,279.0,18.479999542236328,94.3499984741211,3.640000104904175,0.7799999713897705,265.0,76.41999816894531,195.6999969482422,15.9350004196167,3.793861389160156,35.84000015258789,75.0,18.700000762939453,167.1999969482422,6.760000228881836,27.11000061035156,16.700000762939453,97.5999984741211,27.0,13.675999641418455,48.59000015258789,3.7799999713897705
2026-08-31,35.79999923706055,23.559999465942383,222.0,279.0,18.850000381469727,94.4000015258789,3.900000095367432,0.7950000166893005,268.0,75.52999877929688,209.8000030517578,15.675000190734863,4.046138763427734,35.939998626708984,70.0,19.450000762939453,163.10000610351562,6.940000057220459,24.600000381469727,15.800000190734863,96.5999984741211,26.799999237060547,14.468000411987305,48.810001373291016,3.900000095367432
