Date,TRANSI.RO,TLV.RO,DIGI.RO,SNG.RO,EFO.RO,EVER.RO,BRD.RO,H2O.RO,TGN.RO,EBS.RO,FOJE.RO,REIT.RO,PBK.RO,SNP.RO,ROCE.RO,EAI.RO,SOCP.RO,LONG.RO,LION.RO,RPH.RO,ARS.RO,BUCV.RO,MORA.RO,IPRU.RO,ALU.RO
2025-09-30,0.4720918238162994,23.238330841064453,30.481420516967773,8.425331115722656,0.4791011214256286,1.9224138259887693,19.985502243041992,115.34039306640624,54.74441909790039,422.0019836425781,14.375218391418455,0.1595502644777298,0.1030000001192092,0.8061995506286621,0.1342380046844482,,1.4790011644363403,1.7999999523162842,3.369999885559082,0.1689999997615814,9.113089561462402,0.9700000286102296,2.8399999141693115,1.2400000095367432,2.2536771297454834
2025-10-31,0.4799999892711639,23.155630111694336,30.25,9.464884757995604,0.4588314592838287,2.2011637687683105,20.9027099609375,114.58281707763672,60.2188606262207,451.9595336914063,13.148066520690918,0.1706419885158538,0.1129999980330467,0.8728429675102234,0.1366965770721435,,1.4790011644363403,1.899999976158142,3.400000095367432,0.1599999964237213,8.879919052124023,1.149999976158142,2.8399999141693115,1.309999942779541,2.197800636291504
2025-11-28,0.5059999823570251,24.79769515991211,32.134429931640625,9.464884757995604,0.5389887690544128,2.691379308700561,21.67509651184082,116.00326538085938,61.782989501953125,476.7244262695313,17.180139541625977,0.1706419885158538,0.1190000027418136,0.8668556213378906,0.1391551494598388,,1.4698716402053833,1.945000052452088,4.0,0.1609999984502792,8.841057777404785,1.1299999952316284,2.8399999141693115,1.25,2.225739002227783
2025-12-30,0.5220000147819519,25.524555206298828,36.4322395324707,9.890604972839355,0.5067415833473206,2.6625430583953857,25.97149658203125,117.61309814453124,64.42245483398438,514.271240234375,18.23198509216309,0.1706419885158538,0.1120000034570694,0.9405903220176696,0.1406302899122238,,1.5200845003128052,1.8899999856948853,4.0,0.1800000071525573,9.13252067565918,1.1200000047683716,2.8399999141693115,1.3450000286102295,2.188488006591797
2026-01-30,0.5879999995231628,27.41776657104492,42.97814178466797,11.207372665405272,0.492921382188797,2.9701292514801025,27.51626968383789,130.6812286376953,74.39375305175781,558.708251953125,19.799999237060547,0.1774676591157913,0.1220000013709068,0.9613872766494752,0.175050288438797,,1.661594033241272,1.9800000190734863,4.690000057220459,0.202000007033348,10.152642250061035,1.159999966621399,4.5,1.340000033378601,2.272302389144897
2026-02-27,0.628000020980835,29.158843994140625,47.54043960571289,11.48458766937256,0.5021348595619202,2.8547844886779785,29.012767791748047,137.21527099609375,90.03501892089844,512.7733764648438,26.600000381469727,0.197944700717926,0.1379999965429306,0.9179027080535888,0.1652159988880157,,1.6565502882003784,2.2100000381469727,4.670000076293945,0.209999993443489,10.249796867370604,1.2999999523162842,4.5,1.315000057220459,2.3933677673339844
2026-03-31,0.6079999804496765,30.257583618164062,44.63114929199219,11.82120418548584,0.5205618143081665,2.9509050846099854,27.03352737426757,140.62437438964844,83.58300018310547,476.7244262695313,29.200000762939453,0.2013575434684753,0.1299999952316284,0.9462623000144958,0.1558734327554702,10.91972541809082,1.5306137800216677,1.914999961853028,4.440000057220459,0.1990000009536743,9.715447425842283,1.2799999713897705,4.800000190734863,1.2999999523162842,2.281615257263184
2026-04-30,0.6119999885559082,30.663270950317383,43.24262237548828,12.118219375610352,0.5850561857223511,2.9412930011749268,27.99901008605957,150.37811279296875,85.04936981201172,496.6000061035156,26.600000381469727,0.2319999933242797,0.124499998986721,0.9500434994697572,0.1784922927618026,10.93936538696289,1.588738203048706,1.9700000286102293,4.300000190734863,0.2039999961853027,9.861178398132324,1.2799999713897705,6.199999809265137,1.399999976158142,2.3840548992156982
2026-05-29,0.6159999966621399,31.79582023620605,48.15205001831055,13.08846950531006,0.6817978024482727,3.345000028610229,31.299999237060547,167.61288452148438,84.56057739257812,539.0,27.299999237060547,0.2300000041723251,0.1379999965429306,1.0520000457763672,0.1815000027418136,11.29288101196289,1.6468628644943235,2.2100000381469727,4.489999771118164,0.2039999961853027,13.550000190734863,1.2799999713897705,5.699999809265137,1.7000000476837158,2.560996532440185
2026-06-30,0.6359999775886536,33.91015625,61.19426345825195,14.870560646057127,0.7462921738624573,3.259999990463257,35.900001525878906,190.6806640625,92.87000274658205,615.0,27.299999237060547,0.2220000028610229,0.1324999928474426,1.059999942779541,0.197500005364418,11.779999732971191,1.7300000190734863,2.240000009536743,4.400000095367432,0.202000007033348,12.699999809265137,1.2799999713897705,5.699999809265137,1.7200000286102295,2.7100000381469727
2026-07-31,0.6679999828338623,36.900001525878906,67.0,18.5,0.7699999809265137,3.369999885559082,38.0,197.59654235839844,99.0999984741211,593.5,28.799999237060547,0.277999997138977,0.1469999998807907,1.2580000162124634,0.2140000015497207,15.5,1.7200000286102295,2.440000057220459,4.630000114440918,0.2179999947547912,18.100000381469727,1.2799999713897705,5.699999809265137,1.774999976158142,2.7100000381469727
2026-08-31,0.6919999718666077,34.58000183105469,66.0,16.799999237060547,0.8700000047683716,3.4800000190734863,34.25,177.2440948486328,91.0,640.0,30.0,0.2639999985694885,0.1570000052452087,1.1950000524520874,0.2150000035762787,14.899999618530272,1.8799999952316284,2.490000009536743,4.730000019073486,0.2199999988079071,17.450000762939453,1.2799999713897705,5.699999809265137,1.6549999713897705,2.640000104904175
