Date,2887G.TW,2887H.TW,2885.TW,2883B.TW,3633.TWO,2527.TW,2535.TW,5288.TW,2851.TW,6027.TWO,2897.TW,2942.TWO,6707.TWO,2330.TW,2855.TW,4706.TWO,4938.TW,2882.TW,6944.TW,^TWII,2395.TW,2881.TW,2836A.TW,6894.TWO,1260.TWO
2025-09-30,35.355037689208984,35.15602493286133,32.55067825317383,7.39818000793457,76.0239028930664,24.54189109802246,55.6986083984375,107.2306900024414,22.62577438354492,7.656394958496094,8.592304229736328,27.94921112060547,12.565474510192873,1289.1903076171875,22.402528762817383,26.94969367980957,67.75093841552734,63.337928771972656,396.6865539550781,25820.5390625,312.2838134765625,85.4021224975586,22.476459503173828,199.3698272705078,15.885246276855469
2025-10-31,35.54718780517578,35.15602493286133,32.2237663269043,7.340755939483643,74.61952209472656,26.329391479492188,61.40888595581055,119.30621337890624,23.09616470336914,8.431371688842773,8.60180950164795,28.50449180603028,11.653130531311035,1481.827880859375,22.738327026367188,27.246931076049805,71.00450897216797,61.7931022644043,436.5810241699219,28233.349609375,306.8996276855469,88.20694732666016,22.282695770263672,211.58612060546875,16.259016036987305
2025-11-28,36.84417724609375,36.54313278198242,33.71820068359375,7.3790388107299805,75.087646484375,27.054054260253903,59.1622200012207,131.38174438476562,24.695491790771484,8.235294342041016,8.620818138122559,28.689586639404297,12.731355667114258,1422.5548095703125,23.5058650970459,28.73312759399414,68.99494934082031,61.98620223999024,411.7410888671875,27626.48046875,281.9364929199219,89.56099700927734,22.76710319519043,195.4606170654297,16.539344787597656
2025-12-31,37.9970588684082,37.59542083740234,36.70707321166992,7.532170295715332,75.087646484375,28.068580627441406,59.068607330322266,137.17799377441406,24.695491790771484,8.333333015441895,8.687352180480957,29.152320861816406,14.34869384765625,1536.3262939453125,22.93021011352539,29.426687240600582,65.64567565917969,73.18621063232422,520.8863525390625,28963.599609375,281.9364929199219,92.94613647460938,23.10618782043457,214.0293731689453,15.931966781616213
2026-01-30,38.23724365234375,37.83457946777344,40.20965576171875,7.541741371154785,82.39044189453125,27.92364883422852,64.49805450439453,134.7628936767578,25.02476501464844,9.038095474243164,8.677847862243652,28.87468147277832,16.79543685913086,1759.34130859375,28.2070369720459,29.82300567626953,66.69830322265625,72.80000305175781,525.4027099609375,32063.75,293.1943664550781,87.91679382324219,23.10618782043457,223.31375122070312,20.46393394470215
2026-02-26,39.3901252746582,38.31289291381836,45.90719604492188,7.714015007019043,85.66732788085938,31.25709342956543,68.80416870117188,141.0421600341797,26.012584686279297,9.523809432983398,9.314666748046877,29.61505699157715,17.002788543701172,1977.4005126953125,30.941394805908203,30.318405151367188,70.33465576171875,76.95172119140625,576.5880737304688,35414.48828125,329.4153747558594,91.10848999023438,23.251508712768555,274.1335144042969,20.18360710144043
2026-03-31,40.01460647583008,38.45638656616211,41.7974967956543,7.781009674072266,87.25896453857422,27.971960067749023,65.99583435058594,134.2798614501953,28.929004669189453,9.761903762817385,9.504761695861816,33.59457778930664,18.744537353515625,1750.165283203125,30.55762481689453,30.21932411193848,72.91837310791016,67.87586212158203,571.3189697265625,31722.990234375,311.7943420410156,83.17760467529297,23.687475204467773,300.0,22.145902633666992
2026-04-30,40.68711853027344,39.07819366455078,48.75596237182617,7.876716613769531,107.2011947631836,32.899662017822266,72.0999984741211,160.36300659179688,28.36453628540039,11.619047164916992,9.599809646606444,35.16788101196289,24.75771713256836,2123.06982421875,34.155460357666016,32.399078369140625,78.75567626953125,74.53792572021484,679.7114868164062,38926.62890625,351.93115234375,87.04633331298828,23.92967987060547,335.5,26.950000762939453
2026-05-29,40.87926483154297,39.03036117553711,55.667728424072266,7.790580749511719,114.69123840332033,35.508445739746094,80.30000305175781,150.7025909423828,33.02140045166016,11.80952262878418,9.409713745117188,35.30670166015625,29.69267463684082,2341.84033203125,45.57259368896485,32.20092010498047,84.68866729736328,82.74481964111328,712.0787353515625,44732.94140625,484.5783386230469,106.38996124267578,23.687475204467773,389.5,23.5
2026-06-30,41.84000015258789,39.70000076293945,61.36526107788086,7.989999771118164,115.15936279296876,39.32500076293945,91.5999984741211,172.9215545654297,36.150001525878906,10.952380180358888,9.932476043701172,34.75141906738281,26.582406997680664,2402.9267578125,50.0,32.10184097290039,83.80000305175781,98.3000030517578,735.4132080078125,46125.91015625,481.6415100097656,125.25,23.92967987060547,363.5,23.700000762939453
2026-07-31,43.25,41.09999847412109,65.48076629638672,8.149999618530273,119.0,43.04492950439453,88.19999694824219,176.7857208251953,34.5,11.14285659790039,10.25,35.5,24.75771713256836,2417.882568359375,43.29999923706055,31.85414123535156,84.4000015258789,101.5,721.0,43119.75,563.0,130.0,24.200000762939453,323.0,25.799999237060547
2026-08-31,44.09999847412109,42.04999923706055,65.4000015258789,8.1899995803833,146.5,42.79999923706055,90.3000030517578,186.5,46.20000076293945,12.857142448425291,10.350000381469728,36.79999923706055,28.282686233520508,2397.94140625,49.54999923706055,32.099998474121094,91.0999984741211,110.5,717.0,46128.46875,677.0,144.0,24.049999237060547,354.0,30.600000381469727
