Date,ASRNL.AS,NN.AS,KENDR.AS,HYDRA.AS,ABN.AS,VLK.AS,SBMO.AS,INGA.AS,SPYY.AS,NRP.AS,AALB.AS,CMCOM.AS,MORE.AS,INPST.AS,BAMNB.AS,BFIT.AS,ASML.AS,VPK.AS,MICC.AS,^AEX,APAM.AS,TWEKA.AS,CRBN.AS,AMZY.AS,FAST.AS
2025-09-30,54.83926773071289,56.81177520751953,12.644984245300291,144.18409729003906,25.89424705505371,47.8814582824707,21.116256713867188,20.999135971069336,,6.434428215026856,27.001859664916992,4.329999923706055,0.7799999713897705,10.449999809265137,7.785465240478516,25.8799991607666,822.7208251953125,36.83043670654297,,942.780029296875,26.318607330322266,35.718143463134766,15.541290283203123,,22.600000381469727
2025-10-31,54.953163146972656,56.31858444213867,12.770537376403809,137.3181915283203,24.62091445922852,47.8814582824707,21.73732185363769,20.661436080932617,,6.582772254943848,26.596832275390625,4.195000171661377,0.7850000262260437,10.920000076293944,7.804844856262207,25.76000022888184,913.7461547851562,37.05685424804688,,971.4600219726562,28.834217071533203,37.33285140991211,16.75575065612793,,22.0
2025-11-28,55.199928283691406,59.25875854492188,13.3047513961792,133.5037841796875,27.6997184753418,49.109188079833984,23.85283088684082,21.26073455810547,,6.768202304840088,26.712554931640625,4.940000057220459,0.7649999856948853,10.100000381469728,8.284472465515137,28.36000061035156,899.115966796875,36.83043670654297,,943.3699951171876,32.1085319519043,37.293941497802734,18.283313751220703,,21.25
2025-12-31,57.53472137451172,62.35068130493164,13.458562850952148,130.4522705078125,28.307876586914062,49.95915603637695,23.77519798278809,22.83983039855957,,6.860917568206787,27.059720993041992,4.5,0.7699999809265137,10.470000267028809,9.01117992401123,29.559999465942383,917.0305786132812,35.736087799072266,13.616000175476074,951.2899780273438,34.12257766723633,35.56250762939453,17.619155883789062,,20.39999961853028
2026-01-30,58.06622314453125,63.33707046508789,14.285303115844728,143.4212188720703,29.51469039916992,48.259220123291016,29.325977325439453,23.775480270385746,3.5839242935180664,7.231778144836426,31.30286979675293,4.400000095367432,0.7799999713897705,13.199999809265137,8.565465927124023,32.18000030517578,1209.83544921875,39.67951583862305,14.994000434875488,1001.6500244140624,35.38135528564453,36.02941131591797,19.20364570617676,,21.950000762939453
2026-02-27,58.31298828125,65.72714233398438,15.38121509552002,157.1530303955078,26.949024200439453,53.35901641845703,31.616161346435547,23.593475341796875,3.579662084579468,7.380122184753418,33.964481353759766,4.945000171661377,0.8299999833106995,15.199999809265137,9.248571395874023,31.440000534057617,1229.198486328125,43.811614990234375,13.435999870300291,1027.02001953125,43.51162338256836,38.01375198364258,18.47307205200196,5.609389305114746,21.75
2026-03-31,56.16801071166992,63.602630615234375,16.246408462524414,163.2560577392578,25.761213302612305,53.64234161376953,33.59580612182617,21.17473793029785,3.521761178970337,6.749987602233887,28.621971130371094,5.429999828338623,0.800000011920929,15.079999923706056,8.347453117370605,29.440000534057617,1115.387451171875,44.245582580566406,12.710000038146973,959.7999877929688,33.265525817871094,35.73759841918945,17.799427032470703,5.94298791885376,21.950000762939453
2026-04-30,61.27419662475586,70.46936798095703,18.200000762939453,166.25,29.105852127075195,61.57536315917969,35.86921691894531,24.429702758789062,3.738917112350464,6.942844390869141,32.279998779296875,6.050000190734863,0.8199999928474426,15.220000267028809,9.05478286743164,28.559999465942383,1220.9296875,42.00226211547852,12.4399995803833,1014.0900268554688,44.451995849609375,42.332611083984375,18.027137756347656,6.829020023345947,28.5
2026-05-29,63.03726196289063,70.3018798828125,21.39999961853028,169.4166717529297,33.561729431152344,65.84585571289062,32.12874221801758,26.349145889282227,3.897780418395996,7.232129573822021,39.2400016784668,7.199999809265137,0.9049999713897704,15.359999656677246,11.140000343322754,30.84000015258789,1383.1343994140625,45.07559585571289,13.895999908447266,1034.9300537109375,50.527374267578125,46.09999847412109,20.13999938964844,7.320964813232422,36.54999923706055
2026-06-30,64.74308776855469,75.1861343383789,19.6200008392334,172.58334350585938,36.5716667175293,66.44999694824219,29.86476707458496,27.30639839172364,3.957559823989868,7.598557472229004,38.97999954223633,7.170000076293945,0.9100000262260436,15.40999984741211,12.270000457763672,32.599998474121094,1719.3294677734375,44.95738983154297,15.236000061035156,1080.1700439453125,42.12429428100586,43.65999984741211,20.13999938964844,6.48283052444458,28.0
2026-07-31,69.488037109375,80.03115844726562,19.040000915527344,197.9166717529297,38.36188507080078,65.05000305175781,31.83344078063965,30.040000915527344,3.905790328979492,7.569628715515137,42.560001373291016,7.019999980926514,0.8999999761581421,15.460000038146973,11.59000015258789,34.619998931884766,1434.199951171875,48.2474365234375,16.195999145507812,1099.1800537109375,44.99460220336914,42.560001373291016,18.93000030517578,7.036707878112793,32.70000076293945
2026-08-31,72.5199966430664,77.80000305175781,19.600000381469727,209.0,41.709999084472656,66.55000305175781,35.08000183105469,30.48500061035156,3.973000049591065,7.858913898468018,43.84000015258789,6.860000133514404,0.9700000286102296,15.56999969482422,11.619999885559082,33.52000045776367,1451.800048828125,47.262393951416016,17.68199920654297,1105.77001953125,46.959999084472656,51.70000076293945,20.200000762939453,6.802999973297119,37.54999923706055
