Date,4347.SR,4190.SR,4333.SR,8313.SR,3040.SR,9540.SR,4348.SR,8250.SR,4144.SR,1150.SR,4334.SR,4345.SR,4344.SR,2286.SR,6015.SR,2190.SR,2222.SR,2382.SR,1833.SR,1060.SR,5110.SR,2083.SR,9645.SR,7010.SR,8311.SR
2025-09-30,8.531270980834961,13.094941139221191,9.24297046661377,102.4000015258789,40.74781799316406,3.724999904632568,5.352706909179688,25.39706420898437,63.6050033569336,21.61306953430176,8.341805458068848,4.2207746505737305,6.51292610168457,3.5593271255493164,1.985103726387024,32.279083251953125,23.40018081665039,15.912643432617188,89.99201965332031,30.28960418701172,14.583439826965332,37.31080627441406,11.039999961853027,41.90465545654297,9.220000267028809
2025-10-30,8.494458198547363,13.329617500305176,9.813063621520996,110.0,39.93399810791016,3.724999904632568,5.371293067932129,24.19041633605957,61.86580276489258,20.887256622314453,8.388148307800293,4.165238380432129,6.587042331695557,3.662360429763794,2.181648731231689,35.72218322753906,24.61676025390625,16.50851058959961,97.3279266357422,30.55397605895996,15.389898300170898,39.78434753417969,11.789999961853027,42.95036697387695,8.850000381469727
2025-11-30,8.914645195007324,11.858687400817873,9.584325790405272,116.3000030517578,39.7636604309082,3.299999952316284,5.337825298309326,21.76754379272461,58.08925628662109,19.820045471191406,8.351073265075684,4.109701633453369,6.054373264312744,3.446927309036255,1.7394225597381592,30.616220474243164,23.626977920532227,16.322914123535156,98.99847412109376,29.043272018432617,13.488962173461914,34.98832321166992,11.210000038146973,40.91008377075195,7.659999847412109
2025-12-31,8.914645195007324,12.24184226989746,9.65081787109375,115.9000015258789,40.60624313354492,3.559999942779541,5.2337188720703125,20.47470664978028,59.95000076293945,19.89348030090332,8.165700912475586,4.23928689956665,6.32828426361084,3.306427478790283,1.6509774923324585,30.479278564453125,22.94339370727539,17.03600311279297,94.49524688720705,30.572858810424805,13.488962173461914,34.742855072021484,13.199999809265137,41.37212371826172,6.940000057220459
2026-01-29,9.250866889953612,13.66910171508789,9.641319274902344,140.0,41.28140640258789,3.549999952316284,5.479788780212402,23.156147003173828,59.95000076293945,23.23898124694824,8.58279037475586,4.509979724884033,6.810023307800293,3.3907272815704346,1.6214957237243652,28.01432991027832,24.8400993347168,18.784536361694336,89.84674835205078,33.68868637084961,13.82498550415039,30.60770034790039,14.0,42.73900604248047,7.900000095367432
2026-02-26,9.07795238494873,13.400890350341797,9.347821235656738,130.0,40.87630844116211,3.539999961853028,5.416962146759033,22.026111602783203,59.95000076293945,22.83099365234375,8.58279037475586,4.500363349914551,6.752147674560547,3.4094607830047607,2.014585494995117,26.17540168762207,24.031349182128903,17.5146541595459,75.78019714355469,32.31016540527344,12.999326705932615,29.51254653930664,12.399999618530272,40.77463912963867,7.260000228881836
2026-03-31,9.135590553283691,13.525416374206545,9.753408432006836,135.0,42.5352783203125,3.299999952316284,5.445878505706787,23.14657020568848,72.0999984741211,23.54905128479004,8.471208572387695,4.442666530609131,6.906482696533203,3.805390357971192,1.86717689037323,33.51155471801758,26.715551376342773,17.651409149169922,84.78667449951172,35.2182731628418,16.25395965576172,31.68000030517578,12.0,41.437644958496094,8.789999961853027
2026-04-30,9.125984191894531,14.68227481842041,9.95500946044922,141.39999389648438,42.79140853881836,3.5999999046325684,5.5711822509765625,23.90311813354492,71.30000305175781,23.813426971435547,8.490461349487305,4.298424243927002,7.137984752655029,3.92158555984497,2.00475811958313,33.785438537597656,27.066558837890625,19.39583396911621,84.2388916015625,33.03349685668945,17.031614303588867,34.119998931884766,13.5,42.4516487121582,9.449999809265137
2026-05-31,9.670000076293944,15.60906219482422,10.318617820739746,150.6999969482422,45.26694488525391,3.9800000190734863,5.634632587432861,27.520000457763672,71.0,23.799999237060547,8.615604400634766,4.731151580810547,7.648690700531006,3.989365816116333,1.9298783540725708,34.039756774902344,26.852054595947266,18.99010467529297,90.9346694946289,33.382850646972656,16.229999542236328,39.560001373291016,14.0,43.448997497558594,11.350000381469728
2026-06-30,9.989999771118164,16.566579818725586,10.574126243591309,154.60000610351562,44.900001525878906,4.829999923706055,5.624816417694092,32.65999984741211,71.3499984741211,24.18594741821289,8.663736343383789,4.634990215301514,7.697783946990967,4.028097629547119,2.0790956020355225,33.7400016784668,25.787322998046875,18.42604255676269,100.43678283691406,31.403169631958008,17.799999237060547,37.959999084472656,13.0,42.698516845703125,11.4399995803833
2026-07-30,10.149999618530272,16.42819595336914,10.390000343322754,130.1999969482422,43.20000076293945,4.5,5.634632587432861,31.84000015258789,72.80000305175781,23.11717414855957,8.596351623535156,4.71999979019165,7.560323238372803,3.815073251724243,2.2283132076263428,35.79999923706055,26.142736434936523,16.466665267944336,104.08007049560548,32.83940887451172,16.950000762939453,37.59999847412109,12.800000190734863,42.59976577758789,9.600000381469728
2026-08-31,9.890000343322754,17.18000030517578,10.420000076293944,136.6999969482422,45.18000030517578,4.820000171661377,5.639999866485596,32.20000076293945,75.80000305175781,25.71999931335449,8.800000190734863,4.679999828338623,7.300000190734863,4.019999980926514,2.490000009536743,40.09999847412109,26.059999465942383,18.350000381469727,105.0,34.099998474121094,17.469999313354492,44.79999923706055,12.899999618530272,44.720001220703125,11.369999885559082
