Date,CABK.MC,LOG.MC,ELE.MC,BBVA.MC,UNI.MC,^IBEX,ACX.MC,CAF.MC,ENG.MC,REP.MC,NXT.MC,XCMIG.MC,SAN.MC,CMO.MC,ISUR.MC,CBAV.MC,XGGB.MC,XCOPO.MC,XSIGF.MC,VOC.MC,PUIG.MC,YGOP.MC,YVIT.MC,IBE.MC,YEPSA.MC
2025-09-30,8.501394271850586,27.141639709472656,26.039958953857425,15.532356262207031,2.1913933753967285,15475.0,10.630082130432127,51.46457290649414,12.475747108459473,14.248016357421877,0.7160000205039978,0.9360837936401368,8.655807495117188,29.144636154174805,13.260021209716797,40.99469757080078,2.138817548751831,1.4926432371139526,0.6737300157546997,0.6159999966621399,13.331729888916016,16.399999618530273,16.0,15.57363986968994,6.300000190734863
2025-10-31,8.706659317016602,27.1604232788086,29.75311851501465,16.573232650756836,2.200798511505127,16032.599609375,10.706695556640623,53.51534271240234,12.902227401733398,15.014089584350586,0.7519999742507935,0.9360837936401368,8.720667839050293,28.95033836364746,13.450812339782717,40.99469757080078,2.4101595878601074,1.4926432371139526,0.6750564575195312,0.6399999856948853,14.51092529296875,16.399999618530273,16.299999237060547,16.985469818115234,6.300000190734863
2025-11-28,9.308343887329102,27.648786544799805,29.915809631347656,17.975322723388672,2.379495859146118,16371.599609375,11.654784202575684,53.02706527709961,13.352142333984377,15.113395690917969,0.8759999871253967,0.9413723349571228,9.132691383361816,28.17314910888672,13.546208381652832,44.01331329345703,2.6336185932159424,1.4926432371139526,0.6652016043663025,0.6399999856948853,14.23805332183838,16.600000381469727,16.399999618530273,17.585012435913086,6.300000190734863
2025-12-31,10.110819816589355,28.287412643432617,29.312896728515625,19.41315460205078,2.612743139266968,17307.80078125,12.12403964996338,57.519229888916016,12.701704025268556,15.061378479003906,0.9200000166893004,1.1694988012313845,9.949820518493652,31.098615646362305,13.832395553588867,48.39516830444336,2.738962888717652,1.8335555791854856,0.739112913608551,0.6899999976158142,14.49143409729004,16.899999618530273,16.399999618530273,17.855775833129883,6.300000190734863
2026-01-30,10.798104286193848,28.944822311401367,30.229167938232425,20.768688201904297,2.714318037033081,17880.900390625,12.274678230285645,54.98017883300781,13.41164779663086,16.146499633789062,0.9760000109672546,1.2434327602386477,10.651347160339355,33.07942199707031,14.839634895324709,52.19277572631836,3.230571985244751,2.0681707859039307,0.9115725755691528,0.6439999938011169,16.38204574584961,16.700000762939453,16.5,18.54889869689941,6.300000190734863
2026-02-27,10.18342113494873,31.74082946777344,33.61281204223633,19.12268447875977,2.5393829345703125,18360.80078125,13.275490760803224,57.71453857421875,14.821874618530272,18.545799255371094,0.8820000290870667,1.3576939105987549,10.66122817993164,33.67366027832031,16.108814239501953,50.829532623291016,3.07255482673645,2.363623857498169,0.8770806193351746,0.6679999828338623,15.94350242614746,17.0,16.700000762939453,19.65154266357422,6.300000190734863
2026-03-31,9.839778900146484,31.74082946777344,35.08100509643555,17.67032814025879,2.371971845626831,17049.599609375,11.735024452209473,56.83563995361328,16.555681228637695,24.0417537689209,0.8159999847412109,1.5453693866729736,9.37674331665039,34.26790237426758,15.132522583007812,46.642425537109375,2.771841287612915,2.442411184310913,0.9165000319480896,0.7419999837875366,16.46000862121582,17.100000381469727,17.5,19.35260581970215,8.550000190734863
2026-04-30,10.84000015258789,32.744415283203125,37.1325798034668,18.809999465942383,2.698446989059448,17781.0,13.667967796325684,62.49967193603516,16.468748092651367,22.217897415161133,0.8429999947547913,1.8292933702468872,10.380000114440918,37.43718719482422,15.767111778259276,54.33501434326172,3.369689464569092,2.680000066757202,1.0499999523162842,0.7720000147819519,17.210405349731445,17.299999237060547,17.100000381469727,19.55353164672852,8.649999618530273
2026-05-29,11.600000381469728,32.980552673339844,34.867095947265625,20.11000061035156,2.807869911193848,18362.900390625,15.551851272583008,60.93718338012695,16.439773559570312,21.496156692504883,0.9539999961853028,1.6175695657730105,10.727999687194824,37.04103088378906,16.548147201538086,56.47725677490234,3.769078493118286,2.400000095367432,1.0499999523162842,0.8100000023841858,15.719356536865234,17.200000762939453,18.0,19.11734771728516,9.5
2026-06-30,12.385000228881836,33.19701385498047,38.775787353515625,21.8700008392334,3.046255350112915,19471.900390625,15.041631698608398,62.01139450073242,16.959999084472656,21.466896057128903,0.9800000190734864,1.792271852493286,12.083999633789062,37.63526916503906,16.700000762939453,57.59999847412109,3.352396249771118,2.5,1.0499999523162842,0.8080000281333923,16.1299991607666,17.5,18.0,21.41143035888672,10.399999618530272
2026-07-31,12.5649995803833,36.40454864501953,42.36000061035156,24.200000762939453,3.24946928024292,19782.900390625,17.3799991607666,68.4000015258789,16.920000076293945,26.3799991607666,1.062000036239624,1.8597228527069087,12.317999839782717,42.0,16.399999618530273,59.59999847412109,3.996359348297119,2.539999961853028,1.0499999523162842,0.8299999833106995,16.690000534057617,17.399999618530273,18.0,20.64999961853028,10.399999618530272
2026-08-31,13.15999984741211,36.119998931884766,42.09999847412109,25.030000686645508,3.448775291442871,19974.099609375,17.920000076293945,71.0,16.850000381469727,27.25,1.118000030517578,1.7151848077774048,12.663999557495115,40.0,16.700000762939453,59.20000076293945,3.920000076293945,2.440000057220459,1.0499999523162842,0.8040000200271606,18.440000534057617,17.399999618530273,18.0,20.07999992370605,10.399999618530272
