Date,WQG.XA,JYC.XA,SND.XA,OPPT.AX,FAR.XA,LFSPA.AX,APA.XA,JYC.AX,APA.AX,LSF.AX,GOW.XA,WOW.AX,LSF.XA,RIO.AX,WOW.XA,RIO.XA,FAR.AX,ECP.XA,RND.XA,MQGPG.AX,GCAP.AX,EDU.XA,BKY.XA,MSV.AX,CDO.AX
2025-09-30,,4.987244606018066,0.7796052694320679,1.7096978425979614,,92.14495849609376,8.35714340209961,4.8856611251831055,8.375285148620605,3.276730537414551,2.180793046951294,26.034162521362305,3.28647518157959,117.306396484375,26.11808013916016,117.70795440673828,0.1870000064373016,,,97.19934844970705,8.392065048217773,0.5576422214508057,0.550000011920929,0.2493827044963836,1.8223116397857664
2025-10-31,1.980438232421875,5.163265228271484,0.8141447305679321,1.753164768218994,0.1782000064849853,94.64663696289062,8.63539981842041,5.0380401611328125,8.658234596252441,3.4217183589935303,2.2799999713897705,27.70151901245117,3.3928022384643555,127.7267837524414,27.75594520568848,128.2180938720703,0.1782000064849853,,2.59000015258789,97.71002960205078,8.491687774658203,0.5599755048751831,,0.2894620597362518,1.8186956644058228
2025-11-28,,5.3295063972473145,0.8190789222717285,1.7338460683822632,0.1847999989986419,95.73638916015624,8.687278747558594,5.218990802764893,8.733687400817871,3.57263708114624,2.319999933242798,28.588823318481445,3.582484245300293,127.15962982177734,28.64311981201172,127.10264587402344,0.1847999989986419,,,97.12752532958984,8.472627639770508,0.5646419525146484,0.5149999856948853,0.2671957910060882,1.736467361450195
2025-12-31,,5.309948921203613,,1.778430700302124,,96.55848693847656,8.755315780639648,5.171371936798096,8.715974807739258,3.8947598934173584,2.299999952316284,28.647327423095703,3.865568637847901,141.13681030273438,28.545629501342773,141.02645874023438,0.1825999915599823,1.0829542875289917,2.549999952316284,99.1496124267578,8.520495414733887,0.7559669017791748,0.5049999952316284,0.2939153611660003,1.886413097381592
2026-01-30,,,,,0.200200006365776,97.5174560546875,8.599838256835938,5.066611289978027,8.609089851379395,4.119269847869873,,30.16842460632324,4.129130363464356,145.68373107910156,30.23711204528809,146.16131591796875,0.2067999988794326,,2.799999952316284,100.1462860107422,8.568622589111328,0.7326346039772034,0.5600000023841858,0.3562610149383545,2.026684761047364
2026-02-27,,5.779336452484131,,,,96.99374389648438,8.93022632598877,5.514225006103516,8.939460754394531,4.314496040344238,,35.102237701416016,4.324360370635986,160.8529052734375,35.087337493896484,160.95054626464844,0.2155999988317489,,2.7799999713897705,100.53993225097656,8.597603797912598,0.7139686942100525,,0.4617142677307129,2.128260850906372
2026-03-31,1.6507022380828855,5.909999847412109,,,0.2705999910831451,97.1780014038086,9.629875183105469,5.74449634552002,9.668221473693848,3.887376546859741,,35.940311431884766,3.8677148818969727,158.7632293701172,35.81858444213867,159.49549865722656,0.2639999985694885,,,,8.452046394348145,0.7003636956214905,0.4550000131130218,0.4136190414428711,2.0895652770996094
2026-04-30,1.7841421365737915,,0.8289473056793213,1.6000922918319702,0.2684000134468078,99.15283966064452,10.008851051330566,5.7639689445495605,10.0471773147583,4.054681301116943,2.1600000858306885,33.94636917114258,4.074386119842529,164.63461303710938,34.041969299316406,164.45147705078125,0.2662000060081482,0.8349999785423279,,,8.608024597167969,0.821954607963562,,0.4713333547115326,2.130000114440918
2026-05-29,1.88792884349823,5.849999904632568,0.8980263471603394,1.6050461530685425,0.2727999985218048,99.15283966064452,9.795069694519045,5.705550670623779,9.794540405273438,4.4188151359558105,,34.77553176879883,4.438522815704346,182.5634765625,34.77235412597656,182.53485107421875,0.2750000059604645,,,102.39212036132812,8.652117729187012,0.9775909185409546,0.449999988079071,0.5049999952316284,2.1700000762939453
2026-06-30,1.909999966621399,6.039999961853027,,1.6449999809265137,0.2800000011920929,99.50723266601562,10.229999542236328,5.890542984008789,10.140000343322754,4.683765411376953,2.180000066757202,39.51361083984375,4.693541526794434,169.6602020263672,39.59389877319336,169.1173553466797,0.2800000011920929,0.6650000214576721,,103.318115234375,8.706284523010254,1.021363615989685,0.4600000083446502,0.4665238261222839,2.190000057220459
2026-07-31,2.0299999713897705,6.309999942779541,,1.6699999570846558,,100.05999755859376,10.220000267028809,6.23131799697876,10.1899995803833,4.5547637939453125,,39.2569694519043,4.514929294586182,167.75225830078125,39.26324844360352,167.33261108398438,0.2899999916553497,0.6600000262260437,,104.22441864013672,8.780529022216797,1.0262272357940674,,0.4665238261222839,2.220000028610229
2026-08-31,,6.489999771118164,0.8684210181236267,1.715000033378601,0.3000000119209289,100.5,10.81999969482422,6.32868242263794,10.890000343322754,4.911999702453613,,39.790000915527344,4.8919997215271,174.80999755859375,39.5099983215332,174.52000427246094,0.3000000119209289,0.7400000095367432,,103.31999969482422,8.885000228881836,1.0748636722564695,0.4850000143051147,0.5,2.289999961853028
