Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C - USD,XCMC.ST,89.74,0.115,,
2,Svenska Handelsbanken AB (publ),SHB-A.ST,42.99,0.082,0.421,Yes
3,Swedbank AB (publ),SWED-A.ST,51.95,0.105,0.153,Yes
4,Besqab AB (publ),BESQAB-PREF-B.ST,17.81,0.055,0.288,Yes
5,Investor AB (publ),INVE-B.ST,48.63,0.141,0.897,Yes
6,Navigo Invest AB (publ),NAVIGO-PREF.ST,54.1,0.154,0.026,No
7,Investor AB (publ),INVE-A.ST,47.15,0.139,0.895,Yes
8,Svolder AB (publ),SVOL-A.ST,30.47,0.097,0.532,Yes
9,SSAB AB (publ),SSAB-A.ST,105.58,0.272,1.132,Yes
10,ALM Equity AB (publ),ALM-PREF.ST,17.44,0.065,0.175,No
11,Xtrackers Euro Stoxx Quality Dividend UCITS ETF 1D,XD3E.ST,28.81,0.104,0.346,Yes
12,Cloetta AB (publ),CLA-B.ST,88.86,0.282,0.398,Yes
13,Swedish Orphan Biovitrum AB (publ),SOBI.ST,66.96,0.231,0.786,Yes
14,Xtrackers MSCI World ex USA UCITS ETF 1C USD,EXUS.ST,25.09,0.101,0.551,Yes
15,Attendo AB (publ),ATT.ST,85.72,0.287,1.05,Yes
16,AB Industrivärden (publ),INDU-C.ST,55.02,0.209,1.355,Yes
17,Xtrackers MSCI Nordic UCITS ETF 1C,XMN1.ST,28.03,0.117,0.526,Yes
18,AB Industrivärden (publ),INDU-A.ST,56.9,0.22,1.4,Yes
19,Nordea Bank Abp,NDA-SE.ST,32.07,0.135,0.705,Yes
20,Nordnet AB (publ),SAVE.ST,41.62,0.172,0.278,No
21,Xtrackers MSCI World Small Cap UCITS ETF 1C,XSWC.ST,31.85,0.14,0.571,Yes
22,Karnell Group AB (publ),KARNEL-B.ST,76.56,0.294,0.072,No
23,Alcadon Group AB (publ),ALCA.ST,58.14,0.236,0.118,Yes
24,Midsona AB (publ),MSON-A.ST,47.4,0.206,0.289,No
25,Sdiptech AB (publ),SDIP-B.ST,60.42,0.253,0.29,Yes
26,Scandi Standard AB (publ),SCST.ST,65.2,0.27,0.131,No
27,Veteranpoolen AB (publ),VPAB-B.ST,45.95,0.206,0.653,Yes
28,Inission AB (publ),INISS-B.ST,88.83,0.356,0.328,Yes
29,OMX Stockholm 30 Index,^OMX,27.92,0.141,1.0,Yes
30,Solid Försäkringsaktiebolag (publ),SFAB.ST,59.36,0.271,0.931,Yes
31,Gränges AB (publ),GRNG.ST,71.28,0.314,1.26,Yes
32,Xtrackers Russell 2000 UCITS ETF 1C,XRS2.ST,28.48,0.145,0.348,Yes
33,Alfa Laval AB (publ),ALFA.ST,43.04,0.212,0.877,Yes
34,Eltel AB (publ),ELTEL.ST,65.8,0.301,0.943,Yes
35,Tingsvalvet Fastighets AB (publ),TINGS-A.ST,52.44,0.254,1.122,No
36,Tellusgruppen AB (publ),TELLUS.ST,64.33,0.304,0.209,No
37,Svenska Handelsbanken AB (publ),SHB-B.ST,22.95,0.127,0.604,Yes
38,Bravida Holding AB (publ),BRAV.ST,73.83,0.347,0.922,Yes
39,Viking Supply Ships AB (publ),VSSAB-B.ST,43.7,0.229,0.113,Yes
40,Adtraction Group AB,ADTR.ST,54.3,0.278,0.428,Yes
41,Cheffelo AB (publ),CHEF.ST,105.2,0.469,1.223,Yes
42,Sandvik AB (publ),SAND.ST,61.6,0.318,1.693,Yes
43,Bufab AB (publ),BUFAB.ST,67.02,0.342,1.644,Yes
44,Xtrackers S&P 500 UCITS ETF 4C - USD,XDPU.ST,21.19,0.129,0.251,Yes
45,Eniro Group AB (publ),ENRO.ST,93.34,0.451,0.406,Yes
46,Xtrackers MSCI Emerging Markets UCITS ETF 1C,XMME.ST,37.76,0.219,1.061,Yes
47,Telia Company AB (publ),TELIA.ST,32.39,0.194,0.318,Yes
48,Mycronic AB (publ),MYCR.ST,67.29,0.36,0.019,Yes
49,Invoicery Group AB (publ),FRILAN.ST,52.89,0.306,0.922,Yes
