Rank,Name,Ticker,Return (%),Risk
1,OTP Bank Nyrt.,OTP.BD,76.2,0.307
2,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,MOL.BD,115.03,0.457
3,Bayer Aktiengesellschaft,BAYER.BD,84.69,0.459
4,Vienna Insurance Group AG,VIG.BD,63.5,0.406
5,Budapesti Értéktozsde Nyilvánosan Muködo Részvénytársaság,BET.BD,138.19,0.945
6,BASF SE,BASF.BD,22.37,0.221
7,RÁBA Jármuipari Holding Nyrt.,RABA.BD,124.61,0.996
8,E.ON SE,EON.BD,6.41,0.224
9,Chameleon Smart Home Zartkoruen Mukodo Reszvenytarsasag,CHOME.BD,-13.84,0.951
10,DM-KER Nyilvánosan Muködo Részvénytársaság,DMKER.BD,-4.29,0.277
11,ANY Biztonsági Nyomda Nyrt.,ANY.BD,-3.96,0.228
12,ALTEO Energy Services Public Limited Company,ALTEO.BD,-5.47,0.24
13,AKKO Invest Nyrt.,AKKO.BD,-6.15,0.215
14,4iG Nyrt.,4IG.BD,-27.3,0.75
15,STRT Holding Nyrt.,STRT.BD,-8.33,0.188
16,SAP SE,SAP.BD,-18.49,0.417
17,NUTEX Investments Public Limited Company,NUTEX.BD,-20.52,0.243
18,ENEFI Vagyonkezelo Nyrt.,ENEFI.BD,-13.91,0.157
19,Budapesti Ingatlan Hasznosítási és Fejlesztési Nyrt.,BIF.BD,-23.24,0.272
20,Ubm Holding Zrt,UBM.BD,-25.91,0.257
21,Bayerische Motoren Werke Aktiengesellschaft,BMW.BD,-31.78,0.316
22,OPUS GLOBAL Nyrt.,OPUS.BD,-38.09,0.385
23,GRANIT Bank PLC,GRNT.BD,-41.27,0.191
