Rank,Name,Ticker,Return (%),Risk
1,A'ayan Leasing and Investment Company K.S.C.P.,AAYAN.KW,56.83,0.278
2,A'ayan Real Estate Company K.S.C.P.,AAYANRE.KW,62.06,0.301
3,Kuwait Finance House K.S.C.P.,KFH.KW,9.34,0.072
4,Mobile Telecommunications Company K.S.C.P.,ZAIN.KW,13.82,0.108
5,Kuwait International Bank K.S.C.P.,KIB.KW,5.59,0.051
6,Kuwait National Cinema Company (K.P.S.C),KCIN.KW,33.67,0.281
7,Specialities Group Holding Company K.P.S.C.,SPEC.KW,40.01,0.329
8,National Petroleum Services Company K.S.C.P.,NAPESCO.KW,22.88,0.203
9,National Mobile Telecommunications Company K.S.C.P.,OOREDOO.KW,50.35,0.412
10,Boubyan Bank K.S.C.P.,BOUBYAN.KW,10.83,0.105
11,National Industries Company - KPSC,NICBM.KW,29.37,0.278
12,GFH Bank B.S.C.,GFH.KW,43.55,0.402
13,Ali Al-Ghanim Sons Automotive Company K.S.C.P.,ALG.KW,12.12,0.138
14,Mabanee Company K.P.S.C.,MABANEE.KW,23.53,0.272
15,Tamdeen Real Estate Company - KPSC,TAM.KW,11.03,0.135
16,Senergy Holding Company K.S.C.P.,SENERGY.KW,41.18,0.488
17,JTC Logistics Transportation & Stevedoring Co. K.S.C.P.,JTC.KW,16.64,0.22
18,Jazeera Airways K.S.C.P.,JAZEERA.KW,35.97,0.485
19,Al-Enma'a Real Estate Company K.S.C.P.,ALENMA.KW,16.93,0.269
20,Amar Finance and Leasing Company - KPSC,AMAR.KW,25.98,0.399
21,Al-Maidan Clinic for Oral Health Services Company K.S.C.P.,MIDAN.KW,16.22,0.262
22,Al Manar Financing and Leasing Company K.S.C. (Public),ALMANAR.KW,17.23,0.305
23,Kuwait Real Estate Holding Company - KPSC,ALAQARIA.KW,19.41,0.362
24,Kuwait Telecommunications Company K.S.C.P.,STC.KW,8.07,0.178
25,Al Imtiaz Group Holding Co (K.S.C.P),ALIMTIAZ.KW,27.43,0.576
26,Al-Mazaya Holding Company - K.S.C. (Public),MAZAYA.KW,11.53,0.272
27,Aqar Real Estate Investments Company K.S.C. (Public),AQAR.KW,13.53,0.326
28,Wethaq Takaful Insurance Company K.S.C.P.,WETHAQ.KW,17.95,0.516
29,Coast Investment & Development Company K.S.C.P.,COAST.KW,13.37,0.403
30,Gulf Bank K.S.C.P.,GBK.KW,3.67,0.118
31,Kuwait Emirates Holding Company K.S.C.P.,EMIRATES.KW,15.12,0.576
32,The Securities House K.S.C.P.,SECH.KW,6.87,0.3
33,Kuwait Resorts Company K.P.S.C.,MUNTAZAHAT.KW,12.03,0.527
34,Injazzat Real Estate Development Company K.P.S.C.,INJAZZAT.KW,7.59,0.378
35,Kuwait Investment Company K.S.C.P.,KINV.KW,7.13,0.362
36,Al Madar Kuwait Holding Company K.S.C.P.,MADAR.KW,3.54,0.354
37,United Projects Company For Aviation Services K.S.C.P.,UPAC.KW,4.43,0.488
38,Al Argan International Real Estate Company - K.S.C.P.,ARGAN.KW,3.66,0.414
39,National Consumer Holding Company - K.S.C. (Public),NCCI.KW,0.82,0.208
40,Kuwait Reinsurance Company K.S.C.P.,KUWAITRE.KW,0.01,0.198
41,Shuaiba Industrial Company K.P.S.C.,SHUAIBA.KW,-0.31,0.476
42,Kuwait Real Estate Company K.P.S.C.,KRE.KW,-1.35,0.209
43,Kuwait Projects Company Holding K.S.C.P.,KPROJ.KW,-1.53,0.227
44,Kuwait Business Town Real Estate Company - KPSC,KBT.KW,-3.02,0.44
45,Beyout Holding Company K.S.C. (Public),BEYOUT.KW,-2.43,0.28
46,Arzan Financial Group for Financing and Investment - KPSC,ARZAN.KW,-2.67,0.25
47,Sokouk Holding Company K.S.C.P.,SOKOUK.KW,-5.94,0.451
48,Credit Rating and Collection Company K.S.C. (Public),TAHSSILAT.KW,-5.14,0.375
49,The Kuwait Company for Process Plant Construction and Contracting K.S.C.P.,KCPC.KW,-2.84,0.164
50,Advanced Technology Company K.S.C.P.,ATC.KW,-11.28,0.566
51,National Industries Group Holding - KPSC,NIND.KW,-5.85,0.27
52,First Takaful Insurance Company - KPSC,FTI.KW,-12.28,0.549
53,Palms Agro Production Company K.S.C.P,PAPCO.KW,-12.39,0.349
54,International Financial Advisors Holding - KPSC,IFA.KW,-10.12,0.275
55,Kuwait Portland Cement Co. K.P.S.C.,PCEM.KW,-8.56,0.193
56,IFA Hotels and Resorts - KPSC,IFAHR.KW,-19.01,0.398
57,Heavy Engineering Industries and Shipbuilding Company K.S.C.P.,SHIP.KW,-11.99,0.241
58,Humansoft Holding Company K.S.C.P.,HUMANSOFT.KW,-6.51,0.126
59,Boursa Kuwait Securities Company K.P.S.C.,BOURSA.KW,-17.21,0.337
60,Valmore Holding S.A.E.,VALMORE.KW,-12.64,0.191
61,National Bank of Kuwait S.A.K.P.,NBK.KW,-9.47,0.13
62,Manazel Holding Company K.P.S.C.,MANAZEL.KW,-21.35,0.31
63,Gulf Cables and Electrical Industries Group Company - KPSC,CABLE.KW,-15.92,0.179
64,Burgan Bank K.P.S.C.,BURG.KW,-13.13,0.139
65,Future Kid Entertainment and Real Estate Company K.P.S.C.,FUTUREKID.KW,-25.65,0.287
66,Al Safat Investment Company K.S.C.,ALSAFAT.KW,-27.96,0.289
67,Oula Fuel Marketing Company - KSCP,OULAFUEL.KW,-22.31,0.221
68,Kuwait Foundry Company K.S.C.P.,KFOUC.KW,-35.46,0.198
