Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,"TS Financial Holding Co., Ltd.",2887G.TW,27.36,0.04,0.057,No
2,"TS Financial Holding Co., Ltd.",2887H.TW,21.7,0.048,0.055,No
3,"Supreme Electronics Co., Ltd.",8112A.TW,10.24,0.028,0.007,No
4,"Yuanta Financial Holding Co., Ltd.",2885.TW,120.44,0.266,0.556,Yes
5,"KGI Financial Holding Co., Ltd.",2883B.TW,11.82,0.043,0.035,No
6,Epoch Chemtronics Corp.,3633.TWO,111.9,0.305,0.501,Yes
7,Hung Ching Development & Construction Co. Ltd,2527.TW,88.91,0.264,0.489,Yes
8,"Da-Cin Construction Co.,Ltd.",2535.TW,73.32,0.234,0.522,Yes
9,"Eurocharm Holdings Co., Ltd.",5288.TW,88.7,0.277,0.282,Yes
10,Central Reinsurance Corporation,2851.TW,129.35,0.374,0.02,No
11,"Reliance Securities Co.,Ltd.",6027.TWO,81.17,0.266,0.471,Yes
12,"O-Bank Co., Ltd.",2897.TW,22.97,0.093,0.061,No
13,"Jing-Jan Retail Business Co., Ltd.",2942.TWO,36.1,0.14,0.16,No
14,Afastor Corporation,6707.TWO,162.54,0.453,0.726,Yes
15,Taiwan Semiconductor Manufacturing Company Limited,2330.TW,106.2,0.336,0.907,Yes
16,President Securities Corporation,2855.TW,156.54,0.445,0.893,Yes
17,Tah Kong Chemical Industrial Corporation,4706.TWO,21.43,0.089,0.115,Yes
18,Pegatron Corporation,4938.TW,39.57,0.154,0.246,Yes
19,"Cathay Financial Holding Co., Ltd.",2882.TW,91.24,0.315,0.407,Yes
20,Mega Union Technology Inc.,6944.TW,99.3,0.337,0.544,Yes
21,TWSE Capitalization Weighted Stock Index,^TWII,97.04,0.331,1.0,Yes
22,"TS Financial Holding Co., Ltd.",2887I.TW,4.09,0.019,0.027,No
23,"Advantech Co., Ltd.",2395.TW,152.42,0.47,0.656,Yes
24,"Fubon Financial Holding Co., Ltd.",2881.TW,83.88,0.311,0.356,Yes
25,"Bank of Kaohsiung Co., Ltd.",2836A.TW,7.73,0.038,0.064,No
26,Waste Recovery Technology Inc.,6894.TWO,97.62,0.363,0.612,Yes
