Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Solar District Cooling Group Berhad,0321.KL,39.61,0.11,0.067,No
2,JAG Berhad,0024.KL,48.06,0.136,0.502,Yes
3,Yew Lee Pacific Group Berhad,0248.KL,66.37,0.178,0.165,No
4,Kim Loong Resources Berhad,5027.KL,28.64,0.093,0.287,Yes
5,RHB Bank Berhad,1066.KL,42.34,0.146,1.015,Yes
6,XL Holdings Berhad,7121.KL,46.32,0.159,0.452,Yes
7,TP TEC Holding Berhad,03061.KL,27.17,0.102,0.336,No
8,Ta Ann Holdings Berhad,5012.KL,67.58,0.234,0.293,Yes
9,OSK Holdings Berhad,5053.KL,67.22,0.258,1.337,Yes
10,Sunway Construction Group Berhad,5263.KL,58.33,0.246,0.114,No
11,Genting Plantations Berhad,2291.KL,26.52,0.125,0.312,Yes
12,AMMB Holdings Berhad,1015.KL,33.58,0.16,0.429,Yes
13,Allianz Malaysia Berhad,1163PA.KL,36.11,0.182,0.843,Yes
14,Innoprise Plantations Berhad,6262.KL,24.37,0.129,0.39,Yes
15,TSA Group Berhad,0297.KL,32.15,0.17,0.4,Yes
16,FTSE Bursa Malaysia KLCI ETF,0820EA.KL,11.82,0.068,0.493,Yes
17,Golden Destinations Group Berhad,0398.KL,75.03,0.353,2.72,No
18,Manulife Holdings Berhad,1058.KL,18.61,0.106,0.555,Yes
19,Reservoir Link Energy Bhd,0219.KL,53.04,0.269,0.921,No
20,TIME dotCom Berhad,5031.KL,32.89,0.179,0.723,Yes
21,SD Guthrie Berhad,5285.KL,29.93,0.167,1.324,Yes
22,Vestland Berhad,0273.KL,63.66,0.327,0.695,Yes
23,MNRB Holdings Berhad,6459.KL,78.01,0.392,1.795,Yes
24,FM Global Logistics Holdings Berhad,7210.KL,13.13,0.084,0.234,Yes
25,Thong Guan Industries Berhad,7034.KL,52.7,0.293,0.62,Yes
26,Press Metal Aluminium Holdings Berhad,8869.KL,44.72,0.257,0.848,Yes
27,Leong Hup International Berhad,6633.KL,31.2,0.19,1.623,Yes
28,Lagenda Properties Berhad,7179.KL,42.23,0.248,1.135,Yes
29,Teamstar Berhad,0393.KL,8.66,0.058,0.531,Yes
