Rank,Name,Ticker,Return (%),Risk
1,AS Tallink Grupp,TAL1T.TL,15.86,0.076
2,Coop Pank AS,CPA1T.TL,27.32,0.131
3,EfTEN Real Estate Fund AS,EFT1T.TL,9.27,0.061
4,TKM Grupp AS,TKM1T.TL,5.36,0.04
5,AS Harju Elekter Group,HAE1T.TL,19.56,0.147
6,AS Tallinna Vesi,TVE1T.TL,8.08,0.072
7,AS Tallinna Sadam,TSM1T.TL,10.92,0.22
8,AS PRFoods,PRF1T.TL,-1.66,0.335
9,Baltic Horizon Fund,NHCBHFFT.TL,-8.49,0.431
10,Nordecon AS,NCN1T.TL,-7.99,0.244
11,Nordic Fibreboard AS,SKN1T.TL,-11.1,0.177
12,AS Silvano Fashion Group,SFG1T.TL,-12.74,0.15
13,AS Trigon Property Development,TPD1T.TL,-14.11,0.12
14,Arco Vara AS,ARC1T.TL,-28.38,0.09
15,Liven AS,LVN1T.TL,-10.37,0.02
